McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
141,0,925,288,6,0,5,0
1,0,4,288,9,0,7,0
1,0,6,831,4,2,2,0
12,0,83,15,32,0,10,0
9,0,79,2899,12,2,5,0
1,0,54,791,3,0,1,0
19,0,229,15,40,0,10,0
1,0,4,2053,9,0,3,0
1,0,4,831,1,0,1,0
1,0,10,1733,2,0,2,0
3,0,36,1118,5,0,1,0
1,0,1,15,11,0,7,0
1,0,3,1118,1,0,1,0
8,0,114,15,22,1,9,0
3,0,18,15,13,0,7,0
9,0,123,15,27,1,9,0
39,0,226,831,62,2,9,0
66,0,474,15,19,1,9,0
6,0,62,288,9,0,5,0
8,0,60,288,14,1,6,1
4,0,34,15,24,0,9,0
2,0,19,15,21,0,8,0
5,0,52,15,16,0,8,0
5,0,29,15,27,4,9,0
10,0,95,753,25,0,10,0
1,0,1,2899,2,0,2,0
1,0,3,2899,4,0,4,0
1,0,7,2899,11,0,5,0
1,0,40,2899,4,0,4,0
1,0,4,2899,6,0,4,0
1,0,10,2899,16,0,6,1
1,0,38,288,18,0,8,0
7,0,47,288,21,0,8,0
2,0,58,288,37,0,8,0
4,0,80,288,35,0,8,0
1,0,1,288,4,0,4,0
1,0,36,288,15,0,8,0
9,0,99,288,15,0,8,0
1,0,56,288,17,0,8,0
1,0,32,288,30,0,7,0
5,0,75,791,39,0,8,0
3,0,66,791,19,0,7,0
1,0,22,288,17,0,8,0
3,0,52,791,12,1,7,0
1,0,1,791,2,0,2,0
4,0,47,15,15,0,5,0
4,0,24,2899,1,0,1,0
6,0,42,15,19,0,8,0
1,0,11,2899,1,0,1,0
6,0,50,15,20,0,8,0
1,0,14,2053,5,0,2,0
8,0,49,15,15,0,5,0
3,0,22,2053,5,0,2,0
9,0,58,15,27,0,10,0
3,0,36,15,16,0,8,0
4,0,32,15,12,0,7,0
19,0,88,15,24,0,10,0
6,0,32,15,16,0,8,0
9,0,102,15,25,0,11,0
1,0,1,15,8,0,4,0
1,0,13,15,13,0,5,0
9,0,90,15,11,0,4,0
6,0,45,1733,4,0,4,0
26,0,138,15,26,0,10,0
3,0,27,15,15,0,5,0
4,0,25,15,13,0,7,0
4,0,27,15,20,0,8,0
1,0,22,2053,9,0,6,0
2,0,78,15,22,0,10,0
1,0,15,15,17,0,8,0
4,0,39,15,12,0,7,0
4,0,32,575,4,0,4,0
8,0,55,15,17,0,7,0
1,0,17,15,19,0,10,0
1,0,13,15,12,0,7,0
5,0,94,15,27,0,11,0
1,0,13,2899,1,0,1,0
5,0,22,15,15,0,5,0
2,0,20,2053,5,0,2,0
10,0,50,15,27,0,11,0
5,0,22,15,15,0,5,0
2,0,20,2899,1,0,1,0
12,0,69,288,33,0,11,0
37,0,122,15,22,0,8,0
2,0,20,2053,5,0,2,0
11,0,90,15,33,4,14,0
1,0,1,15,8,0,4,0
4,0,60,15,22,0,8,0
3,0,53,1147,15,0,8,0
4,0,98,15,26,0,10,1
1,0,39,1147,15,0,8,0
1,0,24,1147,17,0,9,0
3,0,57,1147,15,0,8,0
3,0,58,1147,16,0,8,0
1,0,24,1147,14,0,8,0
1,0,45,1147,16,0,9,0
1,0,39,1147,15,0,8,0
3,0,57,1147,21,0,9,0
1,0,24,1147,14,0,8,0
1,0,34,1147,12,0,7,0
1,0,33,1147,12,0,7,0
1,0,37,1147,16,0,8,0
1,0,43,1147,18,0,8,0
1,0,37,1147,15,0,8,0
1,0,43,1147,16,0,8,0
1,0,41,1147,16,0,8,0
1,0,1,1147,3,0,3,0
1,0,37,1147,16,0,8,0
1,0,30,1147,18,0,9,0
1,0,30,1147,18,0,9,0
1,0,29,1147,19,0,9,0
1,0,30,1147,18,0,9,0
1,0,30,1147,18,0,9,0
1,0,29,1147,19,0,9,0
2,0,40,1147,13,0,7,0
3,0,50,1147,14,0,7,0
22,0,138,1147,47,0,10,0
1,0,41,1147,11,0,7,0
1,0,45,1147,12,0,7,0
3,0,111,1147,32,0,7,0
1,0,56,1147,19,0,7,0
2,0,30,1147,9,0,7,0
4,0,54,1147,20,0,7,0
1,0,50,1147,11,0,7,0
1,0,64,1147,21,0,7,0
1,0,47,1147,11,0,7,0
1,0,1,1147,3,0,3,0
1,0,1,1147,3,0,3,0
12,0,80,1147,27,0,7,0
1,0,18,1147,17,0,7,0
2,0,30,1147,9,0,7,0
4,0,54,1147,20,0,7,0
13,0,129,1147,21,0,8,0
2,0,52,1147,11,0,7,0
1,0,56,1147,11,0,7,0
1,0,44,1147,17,0,8,0
1,0,49,1147,11,0,7,0
2,0,48,1147,11,0,7,0
2,0,56,1147,10,0,7,0
4,0,82,1147,14,0,7,0
1,0,47,1147,10,0,7,0
1,0,57,1147,11,0,7,0
1,0,40,1147,10,0,7,0
2,0,55,1147,16,0,7,0
1,0,1,1147,3,0,3,0
1,0,23,1147,10,0,7,0
5,0,55,1147,14,0,8,0
6,0,38,1147,10,0,7,0
14,0,76,2053,20,0,9,0
2,0,171,8,11,0,8,0
9,0,107,288,60,0,10,0
2,0,31,8,7,0,5,0
1,0,1,8,4,0,4,0
14,0,76,2053,10,0,5,0
2,0,174,8,4,0,4,0
9,0,111,288,18,0,7,0
1,0,1,8,4,0,4,0
3,0,32,429,3,0,3,0
7,0,48,8,21,0,10,0
4,0,55,8,13,0,8,0
3,0,77,8,44,0,9,0
17,0,144,8,43,0,9,0
1,0,7,8,14,0,7,0
1,0,1,8,4,0,4,0
5,0,64,8,38,3,10,0
1,0,38,8,22,0,9,0
1,0,1,8,4,0,4,0
3,0,96,831,20,0,7,0
14,0,98,831,26,0,9,0
10,0,50,831,19,0,7,0
4,0,43,831,23,0,7,0
15,0,80,791,20,0,8,0
6,0,67,2899,32,0,7,1
4,0,121,1147,38,4,9,1
5,0,89,831,32,0,7,1
1,0,13,1733,14,0,6,1
55,0,350,831,28,0,9,1
1,0,13,1733,78,0,8,0
18,0,230,831,34,0,6,1
1,0,17,1733,49,0,8,1
5,0,61,831,44,0,8,0
23,0,267,831,63,0,9,1
1,0,5,1733,13,0,7,0
1,0,75,1733,30,0,8,1
6,0,50,831,25,0,7,0
1,0,1,831,3,0,3,0
1,0,1,831,3,0,3,0
15,0,158,831,32,4,7,0
15,0,80,831,23,0,9,0
5,0,130,831,37,0,8,0
11,0,151,791,81,0,9,0
5,0,33,831,14,0,6,0
4,0,93,288,20,1,8,0
1,0,46,288,19,0,9,0
1,0,1,288,4,0,4,0
1,0,67,288,9,0,4,1
2,0,75,288,40,0,10,0
1,0,43,831,6,0,5,0
9,0,88,1733,22,0,8,0
2,0,35,1733,11,0,6,0
4,0,51,831,2,0,2,0
1,0,59,288,21,0,8,0
4,0,54,288,20,0,10,0
2,0,42,831,9,0,6,0
1,0,11,575,7,0,4,0
1,0,20,1733,14,0,6,0
1,0,36,831,10,0,6,0
17,0,136,831,20,3,6,0
3,0,50,1733,10,0,6,0
10,0,80,831,13,0,7,0
4,0,41,831,9,0,6,0
3,0,46,831,3,0,3,0
8,0,97,831,16,3,6,0
1,0,32,1733,10,0,6,0
1,0,28,791,9,0,6,0
1,0,56,288,18,0,8,0
1,0,28,831,6,0,5,0
3,0,52,1733,15,3,6,0
1,0,38,1733,15,0,6,0
3,0,84,15,15,0,6,1
12,0,106,2899,35,1,6,0
41,0,213,288,37,0,9,0
7,0,69,15,48,5,9,0
9,0,71,2899,7,0,3,0
1,0,56,2899,23,1,5,0
3,0,76,2899,17,4,4,0
1,0,51,2899,15,0,5,0
1,0,60,2899,14,0,4,0
3,0,65,2899,15,0,4,0
1,0,64,288,26,1,6,0
3,0,62,2899,18,0,4,0
1,0,65,288,28,1,6,0
4,0,73,2899,26,1,5,0
1,0,64,2899,23,1,5,0
8,0,104,288,8,0,7,0
4,0,76,288,13,0,6,0
1,0,49,2899,11,0,4,0
7,0,81,2899,18,0,4,0
1,0,62,2899,15,0,4,0
2,0,73,2053,20,1,6,1
1,0,46,2899,14,0,4,0
2,0,60,2899,22,0,5,0
1,0,47,288,16,0,5,0
3,0,67,2899,26,1,5,0
1,0,23,288,9,0,5,0
2,0,94,288,31,1,8,1
1,0,23,288,9,0,5,0
1,0,33,1733,12,0,3,0
1,0,31,288,11,0,6,0
1,0,67,288,16,0,5,0
2,0,67,2899,17,4,4,0
2,0,77,288,30,1,8,1
1,0,40,288,12,0,5,0
1,0,23,288,9,0,5,0
1,0,23,288,9,0,5,0
2,0,57,2899,19,0,4,0
1,0,30,1733,5,0,3,0
1,0,36,288,9,0,5,0
1,0,68,288,26,1,6,0
1,0,47,288,18,1,5,0
2,0,60,2899,21,1,4,0
1,0,47,1147,34,2,7,0
3,0,36,2899,7,0,3,0
4,0,36,831,7,0,5,0
41,0,259,15,14,0,6,1
3,0,27,831,7,0,5,0
1,0,1,831,7,0,5,0
1,0,8,831,8,0,5,0
8,0,60,831,8,0,5,0
2,0,20,15,13,0,6,0
4,0,29,831,10,0,5,0
2,0,19,2899,15,0,5,1
2,0,18,15,22,0,7,1
1,0,6,753,14,0,5,1
2,0,17,288,18,0,6,0
2,0,20,2899,11,0,5,0
1,0,29,288,13,3,5,0
2,0,58,831,13,1,4,1
1,0,34,753,4,0,3,0
1,0,49,2899,6,4,4,0
1,0,35,753,4,0,3,0
6,0,58,831,35,1,8,1
3,0,46,2899,3,0,3,0
1,0,31,791,10,1,6,0
7,0,68,1147,13,0,5,1
2,0,49,791,20,6,7,0
1,0,26,753,2,0,2,0
1,0,22,1733,9,0,6,0
2,0,41,753,2,0,2,0
1,0,31,753,2,0,2,0
2,0,32,753,2,0,2,1
4,0,54,288,28,10,8,1
12,0,121,831,74,19,8,1
1,0,26,753,4,0,3,0
4,0,72,2899,8,1,3,1
7,0,64,753,10,1,4,0
2,0,31,15,26,0,8,1
1,0,34,1733,12,0,6,1
2,0,46,2053,12,3,6,0
3,0,102,15,26,3,9,0
1,0,27,288,10,0,5,0
2,0,27,753,2,0,2,0
1,0,21,791,4,0,4,0
1,0,26,753,4,0,3,0
3,0,41,753,2,0,2,0
2,0,23,1733,12,0,6,0
2,0,27,753,2,0,2,0
1,0,26,753,4,0,3,0
1,0,7,753,2,0,2,0
1,0,37,753,2,0,2,0
26,0,171,831,59,10,9,1
2,0,24,1733,13,0,6,0
2,0,27,753,2,0,2,0
1,0,26,753,4,0,3,0
5,0,70,831,30,1,9,1
5,0,56,831,18,0,8,0
6,0,78,288,23,2,8,1
16,0,159,831,39,5,8,1
3,0,47,1733,3,0,2,0
2,0,50,2899,8,1,5,0
1,0,1,15,5,0,4,0
1,0,19,831,5,0,4,0
1,0,26,831,5,0,4,0
5,0,72,288,28,8,9,1
15,0,150,831,70,11,9,1
1,0,31,753,4,0,3,0
1,0,39,2899,4,0,3,1
2,0,49,2899,5,0,3,1
1,0,36,2899,4,0,3,0
18,0,169,791,7,0,5,0
4,0,73,831,31,5,10,0
8,0,111,831,67,4,14,1
3,0,59,831,45,3,8,0
2,0,29,1733,9,0,6,1
1,0,28,753,2,0,2,0
1,0,24,753,2,0,2,0
30,0,189,831,41,1,8,1
1,0,34,1733,10,1,6,1
3,0,53,288,17,0,7,1
2,0,47,1733,9,0,6,0
1,0,43,2899,6,4,4,0
1,0,30,753,7,0,4,0
2,0,33,1733,12,1,6,0
2,0,47,1733,9,0,6,1
2,0,30,1733,9,0,6,1
2,0,27,831,3,0,2,0
1,0,26,753,2,0,2,0
2,0,31,288,17,0,7,1
2,0,43,288,17,0,7,0
2,0,36,2053,5,0,3,0
68,0,536,1147,50,5,11,1
162,0,1106,2899,405,26,15,1
1,0,55,15,17,1,6,0
4,0,61,15,39,3,9,0
1,0,33,831,10,0,5,0
1,0,26,831,19,1,6,0
1,0,26,831,10,0,5,0
2,0,27,831,27,1,7,0
5,0,46,831,16,0,7,0
2,0,27,831,10,0,5,0
1,0,24,831,21,0,6,0
10,0,48,831,16,0,7,1
1,0,27,831,7,0,5,0
5,0,41,831,21,4,7,0
3,0,44,831,16,0,7,0
5,0,41,831,7,0,5,0
1,0,1,831,4,0,3,0
1,0,27,831,26,2,8,0
1,0,9,831,11,0,6,0
3,0,117,831,32,3,8,0
1,0,44,288,16,3,7,0
1,0,60,15,37,1,9,0
7,0,93,288,40,0,7,0
1,0,8,831,12,0,5,0
57,0,299,1147,62,4,9,1
35,0,268,831,71,4,10,1
4,0,83,831,28,8,8,1
4,0,59,288,46,0,9,1
2,0,41,831,22,0,6,0
2,0,52,288,28,0,8,0
3,0,41,288,11,0,6,0
3,0,63,288,21,0,7,0
3,0,85,831,40,1,10,1
1,0,23,791,4,0,3,0
1,0,76,831,9,0,6,1
1,0,12,575,3,0,3,0
3,0,34,575,6,0,3,0
1,0,50,575,3,0,3,0
1,0,50,575,3,0,3,0
5,0,41,831,10,0,5,0
17,0,104,831,12,0,5,0
11,0,66,831,6,0,4,0
1,0,21,831,7,0,5,0
1,0,1,831,7,0,5,0
1,0,7,831,6,0,4,0
6,0,98,831,8,0,5,0
1,0,12,15,11,0,6,0
1,0,41,15,13,0,6,0
1,0,18,831,9,0,5,0
32,0,243,15,25,1,7,0
2,0,77,831,9,0,5,0
13,0,253,288,24,0,6,0
2,0,82,831,16,0,5,0
7,0,68,831,7,0,5,0
3,0,55,831,7,0,5,0
6,0,104,831,25,1,6,0
6,0,106,831,23,0,5,0
1,0,193,831,31,0,5,1
3,0,64,831,9,0,5,0
24,0,225,1733,33,0,6,1
1,0,41,831,8,0,5,0
41,0,248,2053,33,4,9,1
10,0,122,831,24,2,5,0
4,0,45,288,35,0,7,0
1,0,1,831,4,0,4,0
6,0,104,831,25,1,6,0
1,0,83,2053,30,1,8,0
3,0,290,831,54,0,10,0
1,0,4,1733,10,0,7,0
1,0,138,1733,21,0,8,0
1,0,244,15,22,0,8,0
1,0,45,1733,19,0,8,0
41,0,223,831,44,0,8,1
1,0,81,288,18,0,6,0
1,0,1,831,3,0,3,0
1,0,19,1147,7,0,5,0
8,0,58,1147,15,0,6,0
4,0,44,1147,6,0,5,0
2,0,22,1147,12,4,6,0
1,0,19,1147,6,0,5,0
11,0,79,1147,6,0,5,0
2,0,26,1147,21,4,7,0
1,0,19,1147,6,0,5,0
1,0,3,1147,5,0,5,0
1,0,41,1147,20,0,8,0
1,0,39,1147,11,4,6,0
6,0,91,1147,5,0,5,0
9,0,68,1147,5,0,5,0
9,0,83,1147,5,0,5,0
1,0,1,1147,3,0,3,0
4,0,53,1147,11,4,6,0
5,0,68,1147,28,4,8,0
1,0,18,1147,12,4,6,0
3,0,39,1147,26,4,8,0
5,0,50,1147,12,4,6,0
7,0,71,1147,24,4,8,0
1,0,3,1147,5,0,5,0
1,0,19,1147,6,0,5,0
1,0,19,1147,6,0,5,0
18,0,136,1147,10,0,7,0
1,0,1,1147,3,0,3,0
3,0,66,1147,6,0,5,0
32,0,265,1147,16,0,7,0
5,0,31,1147,6,0,5,0
4,0,55,1147,16,4,6,0
9,0,82,1147,21,2,7,0
1,0,17,1147,5,0,5,0
2,0,62,1147,20,4,7,0
2,0,46,1147,8,0,6,0
2,0,49,1147,8,0,6,0
3,0,48,1147,8,3,6,0
4,0,72,1147,18,5,7,0
9,0,65,1147,8,3,6,0
12,0,99,1147,18,5,7,0
6,0,57,1147,8,3,6,0
7,0,82,1147,18,5,7,0
3,0,42,1147,8,0,6,0
3,0,36,1147,8,0,6,0
1,0,1,15,6,0,4,0
20,0,173,15,29,0,12,0
4,0,40,15,10,0,6,0
6,0,23,15,9,0,5,0
6,0,23,15,11,0,6,0
1,0,24,15,15,0,7,1
2,0,44,15,15,0,7,1
1,0,17,15,12,0,5,0
40,0,310,15,25,5,9,0
40,0,253,15,33,6,9,0
1,0,6,753,3,0,2,0
9,0,67,15,14,4,7,0
1,0,22,15,12,0,5,0
25,0,261,15,20,1,8,0
27,0,202,15,25,2,8,0
1,0,14,15,18,0,7,1
6,0,133,15,19,0,7,0
12,0,125,15,23,0,7,1
8,0,116,15,12,1,5,0
2,0,208,15,23,0,8,0
27,0,189,15,63,2,11,0
48,0,247,15,26,0,10,0
1,0,8,15,13,0,7,0
1,0,4,15,17,0,8,0
15,0,106,15,64,0,11,1
1,0,6,288,17,0,9,0
10,0,238,15,51,1,9,1
9,0,151,15,58,7,12,1
11,0,195,15,45,0,11,0
1,0,56,15,13,0,7,0
3,0,50,15,41,0,10,0
1,0,8,15,17,0,7,0
11,0,94,15,25,0,8,1
1,0,32,15,12,0,7,0
1,0,13,575,6,0,4,0
1,0,5,15,8,0,5,0
1,0,8,15,12,0,5,0
55,0,252,15,21,0,8,1
19,0,191,15,29,0,11,0
26,0,168,15,25,0,10,0
1,0,1,2899,1,0,1,0
1,0,8,15,11,0,6,0
1,0,4,15,13,0,7,0
4,0,30,15,11,1,5,0
1,0,4,15,13,0,8,0
1,0,7,15,12,0,6,0
10,0,64,15,23,0,9,0
1,0,30,15,17,0,7,0
12,0,85,15,63,1,9,1
1,0,26,15,27,0,8,0
1,0,39,2899,40,0,12,0
1,0,12,15,20,1,7,0
1,0,4,15,8,0,5,0
15,0,152,2899,27,7,8,0
1,0,30,15,46,0,10,0
39,0,255,15,48,9,11,0
75,0,475,15,125,11,11,1
1,0,5,753,8,0,4,0
1,0,13,753,5,0,2,0
1,0,6,15,12,0,6,0
15,0,76,2899,14,0,6,0
1,0,8,753,4,0,2,0
7,0,77,15,16,4,7,0
2,0,25,753,9,0,3,0
11,0,155,15,15,0,6,0
20,0,149,15,24,4,7,0
6,0,67,15,22,0,10,0
1,0,1,15,6,0,4,0
1,0,7,1118,1,0,1,0
44,0,223,15,17,0,7,1
5,0,62,791,22,0,6,0
1,0,1,831,3,0,3,0
5,0,58,791,8,0,5,0
1,0,17,831,5,0,3,0
3,0,61,831,3,0,3,0
3,0,89,288,15,0,5,1
3,0,50,288,5,0,2,0
6,0,66,288,10,0,5,0
3,0,36,831,4,0,3,0
14,0,111,791,8,0,3,0
236,0,1392,2899,33,4,7,1
11,0,180,791,12,0,5,1
27,0,248,791,13,0,5,1
1,0,1,831,4,0,3,0
1,0,4,831,3,0,3,0
1,0,35,831,3,0,3,0
4,0,47,288,8,0,5,1
1,0,9,831,3,0,3,0
120,0,629,831,5,0,3,1
1,0,54,288,11,0,5,0
4,0,62,288,9,0,5,1
6,0,47,831,3,0,3,0
17,0,190,791,17,0,5,0
10,0,144,791,12,0,5,1
1,0,53,288,11,0,3,1
7,0,116,288,12,0,5,0
5,0,24,288,9,0,5,0
7,0,48,2899,13,2,5,0
4,0,70,831,3,0,3,0
3,0,25,288,9,0,5,0
1,0,12,831,3,0,3,0
1,0,6,288,9,0,5,0
6,0,24,831,4,0,3,0
1,0,1,831,4,0,3,0
15,0,98,831,3,0,3,0
2,0,15,288,9,0,5,0
2,0,12,831,6,0,4,0
1,0,1,831,3,0,3,0
3,0,18,831,14,0,6,0
6,0,33,831,11,0,5,0
26,0,124,288,16,2,9,0
1,0,41,288,18,0,8,1
1,0,8,288,7,0,7,0
7,0,67,288,12,2,9,0
1,0,14,288,22,4,8,1
15,0,126,288,40,7,10,1
8,0,63,288,35,4,9,1
1,0,14,288,21,4,8,1
14,0,93,288,23,0,9,1
8,0,49,288,14,3,8,0
1,0,1,288,4,0,4,0
1,0,8,1733,19,0,5,1
2,0,14,288,10,0,7,0
32,0,233,288,39,3,9,1
1,0,13,2899,4,1,4,1
1,0,7,575,2,0,2,0
7,0,70,288,12,0,8,0
42,0,215,15,34,4,11,1
4,0,36,288,19,0,9,0
19,0,112,15,39,5,9,1
42,0,252,288,23,1,9,0
22,0,117,288,26,4,8,1
3,0,57,288,15,0,7,0
2,0,81,15,45,1,10,1
1,0,27,288,12,0,7,0
3,0,61,288,13,0,7,0
3,0,51,288,11,0,6,0
2,0,53,288,18,0,7,0
2,0,33,288,13,0,6,0
1,0,51,288,14,0,7,0
1,0,1,288,4,0,4,0
1,0,20,288,9,0,6,0
1,0,29,288,12,0,7,0
1,0,53,288,37,1,8,0
1,0,50,288,13,0,7,0
1,0,35,288,14,0,7,0
1,0,47,288,14,0,7,0
1,0,20,288,9,0,6,0
1,0,67,288,32,1,8,0
1,0,59,288,20,0,8,0
1,0,61,288,31,1,8,0
1,0,56,288,20,0,7,0
1,0,1,288,4,0,4,0
2,0,30,288,23,0,8,1
12,0,187,288,7,0,6,1
12,0,166,288,102,1,9,0
1,0,1,288,4,0,4,0
4,0,81,288,27,5,8,0
1,0,39,831,12,3,6,0
4,0,61,288,33,1,8,0
18,0,137,288,65,3,8,0
5,0,30,288,12,4,6,0
1,0,42,288,12,0,7,0
2,0,72,288,13,0,8,0
2,0,45,288,7,0,6,0
1,0,33,288,13,1,7,1
2,0,70,288,18,0,9,0
2,0,49,288,15,1,7,1
1,0,52,288,18,1,7,0
3,0,57,288,25,1,7,0
2,0,54,288,24,1,7,1
2,0,44,288,13,1,7,0
3,0,65,288,14,0,7,0
1,0,47,15,17,0,7,0
3,0,93,15,19,0,7,0
1,0,29,15,9,0,5,0
1,0,49,15,14,0,7,0
1,0,49,15,14,0,7,0
1,0,28,15,13,0,7,0
2,0,59,15,18,2,7,0
1,0,28,15,12,0,7,0
1,0,28,15,14,0,7,0
2,0,52,15,16,0,7,0
1,0,58,15,16,0,7,0
1,0,39,15,18,0,8,0
1,0,49,15,14,0,7,0
1,0,28,15,12,0,7,0
1,0,28,15,13,0,7,0
1,0,1,1733,7,0,5,0
3,0,53,15,14,0,7,0
1,0,53,1733,12,0,7,0
3,0,48,1733,13,0,7,0
1,0,64,1733,13,0,7,0
3,0,165,1733,17,0,7,0
3,0,48,1733,12,0,7,0
3,0,55,1733,13,0,7,0
1,0,1,1733,7,0,5,0
1,0,89,1733,13,0,7,1
1,0,28,1733,12,0,7,0
1,0,1,1733,7,0,5,0
2,0,59,1733,8,0,5,0
1,0,85,1733,14,0,7,1
6,0,101,1733,18,0,7,1
7,0,106,1733,20,0,7,0
22,0,188,1733,8,0,5,0
22,0,233,1733,51,2,9,1
5,0,30,1733,16,0,7,0
14,0,111,15,8,1,5,0
1,0,27,15,14,0,7,0
1,0,1,15,6,0,5,0
5,0,65,15,5,0,5,1
2,0,15,15,11,0,7,0
3,0,21,15,12,0,7,0
12,0,135,15,23,0,7,1
1,0,33,15,21,0,7,0
1,0,12,15,5,0,5,0
36,0,334,15,13,1,5,1
14,0,101,15,6,0,5,0
1,0,90,15,14,0,7,0
14,0,67,831,14,0,7,0
6,0,89,831,10,0,8,0
7,0,28,831,11,0,8,1
7,0,28,831,9,0,6,1
9,0,46,831,8,0,7,0
17,0,76,831,9,0,7,0
7,0,28,831,13,0,8,1
1,0,40,831,8,0,7,0
5,0,22,831,12,0,8,0
14,0,72,831,16,0,9,1
9,0,34,831,12,0,8,1
7,0,28,831,13,0,8,1
12,0,43,831,12,0,8,1
5,0,22,831,3,0,3,0
1,0,6,831,8,0,7,0
1,0,1,831,4,0,4,0
9,0,34,831,12,0,8,1
12,0,44,15,5,0,5,1
8,0,31,831,13,0,8,1
1,0,6,831,8,0,7,0
7,0,28,831,12,0,8,1
1,0,15,831,8,0,7,0
1,0,11,288,7,0,4,0
1,0,1,288,4,0,3,0
1,0,13,288,5,0,3,0
1,0,8,575,5,0,4,0
1,0,11,288,17,0,7,0
1,0,7,288,12,0,6,0
1,0,1,288,4,0,3,0
1,0,9,288,11,0,6,0
1,0,9,288,7,0,5,0
1,0,3,575,5,0,4,0
1,0,15,288,11,0,7,0
1,0,15,288,9,0,6,0
1,0,9,288,9,0,6,0
1,0,11,2899,12,0,5,0
1,0,18,1733,11,0,6,0
12,0,119,288,13,0,4,0
1,0,24,575,13,0,4,0
14,0,142,1147,77,0,10,0
1,0,21,2053,21,0,5,0
53,0,378,2053,90,2,9,1
2,0,27,288,20,0,6,0
57,0,326,2053,14,0,4,1
1,0,4,831,5,0,4,0
42,0,367,15,35,1,9,1
103,0,664,1147,103,4,8,1
2,0,20,288,15,0,6,0
2,0,24,288,15,0,6,0
1,0,49,288,13,0,7,0
2,0,49,288,8,0,4,0
105,0,811,288,146,5,11,1
32,0,416,288,136,4,12,1
1,0,12,1147,18,0,6,0
1,0,34,288,3,0,3,1
21,0,308,2899,150,0,9,1
3,0,62,288,7,0,4,0
14,0,163,288,86,0,11,0
6,0,63,288,9,0,5,0
1,0,47,288,8,0,5,0
1,0,68,288,6,0,4,0
1,0,49,288,7,0,4,0
63,0,467,15,121,10,11,1
1,0,35,288,53,0,10,0
6,0,88,288,73,0,9,1
9,0,78,288,12,2,6,0
31,0,213,15,141,0,12,0
9,0,50,288,17,0,7,0
6,0,45,288,22,0,7,0
1,0,39,288,3,0,3,1
60,0,361,1147,84,2,9,0
2,0,78,15,44,1,11,1
1,0,1,831,3,0,3,0
1,0,49,831,9,0,6,0
1,0,67,288,34,1,9,0
1,0,35,831,17,0,8,0
3,0,58,288,18,3,6,0
4,0,59,288,7,2,6,0
1,0,4,288,7,0,7,0
1,0,1,288,4,0,4,0
3,0,50,288,10,1,7,0
3,0,79,288,12,0,6,0
2,0,46,288,10,0,6,0
7,0,81,288,13,3,7,0
3,0,50,288,10,1,7,0
6,0,85,288,16,0,7,0
1,0,23,288,12,0,6,0
2,0,15,288,10,0,6,0
12,0,152,288,39,2,10,1
59,0,351,15,52,3,10,1
1,0,9,288,7,0,7,0
41,0,350,288,40,2,8,1
1,0,10,831,10,1,5,0
24,0,186,288,24,0,7,1
4,0,24,288,13,0,8,1
13,0,180,15,21,0,7,0
10,0,104,15,20,0,8,0
6,0,70,288,11,0,7,0
13,0,107,15,24,2,9,0
1,0,4,288,7,0,3,0
1,0,10,288,24,0,7,0
1,0,45,288,11,0,6,0
1,0,1,15,5,0,4,0
4,0,42,15,21,0,9,1
2,0,26,288,9,0,7,1
17,0,126,15,29,0,7,1
1,0,4,288,6,0,6,0
1,0,6,2053,6,0,2,0
1,0,10,288,12,0,8,0
1,0,11,288,19,0,9,1
1,0,1,1147,4,0,3,0
10,0,85,15,32,0,11,0
1,0,5,288,14,0,8,0
1,0,4,1733,6,0,3,0
52,0,309,1147,82,8,10,1
8,0,43,1147,18,0,6,0
1,0,1,2899,2,0,2,0
19,0,140,2899,3,0,2,0
2,0,24,2899,2,0,2,0
12,0,106,2899,3,0,2,1
1,0,63,288,24,0,8,0
1,0,18,8,16,0,9,0
1,0,19,8,9,0,5,0
1,0,19,8,9,0,5,0
1,0,44,8,18,0,7,0
10,0,57,8,4,0,4,0
1,0,51,288,27,0,10,0
1,0,33,8,21,0,9,0
3,0,32,8,20,0,9,0
1,0,19,8,9,0,5,0
1,0,18,8,16,0,9,0
1,0,1,8,4,0,4,0
1,0,48,288,18,0,8,0
1,0,18,8,16,0,9,0
1,0,35,8,4,0,4,0
1,0,44,2053,7,0,4,0
1,0,35,2053,7,0,4,0
2,0,27,2053,7,0,4,0
2,0,26,2053,7,0,4,0
1,0,40,2053,7,0,4,0
1,0,23,8,4,0,4,0
1,0,49,2053,7,0,4,0
4,0,60,2053,7,0,4,0
1,0,48,2053,7,0,4,0
1,0,43,2053,7,0,4,0
2,0,27,2053,7,0,4,0
1,0,44,2053,7,0,4,0
1,0,24,2053,7,0,4,0
1,0,1,8,4,0,4,0
1,0,35,2053,7,0,4,0
1,0,39,2053,7,0,4,0
1,0,54,288,18,0,8,0
1,0,19,8,7,0,5,0
1,0,19,8,7,0,5,0
1,0,40,8,12,0,7,0
11,0,57,8,4,0,4,0
1,0,40,8,12,0,7,0
1,0,40,8,12,0,7,0
1,0,19,8,7,0,5,0
1,0,19,8,7,0,5,0
1,0,18,8,7,0,5,0
1,0,18,8,7,0,5,0
1,0,57,288,18,0,8,0
1,0,1,8,4,0,4,0
1,0,47,288,18,0,8,0
1,0,19,8,7,0,5,0
3,0,45,8,4,0,4,0
2,0,31,2053,7,0,4,1
