McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
4,0,40,575,28,0,7,1
4,0,41,1118,15,0,6,0
1,0,9,1118,16,0,6,0
1,0,9,1118,14,0,6,0
2,0,39,1118,13,0,6,0
1,0,6,1118,14,0,6,0
10,0,100,1118,14,0,6,0
14,0,56,1118,14,0,6,0
1,0,13,1118,14,0,6,0
1,0,15,1118,17,0,6,0
1,0,17,1118,14,0,6,0
1,0,9,1118,12,0,6,0
1,0,11,1118,14,0,6,0
1,0,9,1118,14,0,6,0
1,0,8,1118,15,0,6,0
1,0,13,2899,7,0,3,1
1,0,11,2899,8,0,4,0
1,0,24,2899,11,0,4,0
1,0,9,575,9,0,4,0
1,0,12,753,18,0,7,0
9,0,82,575,11,0,5,0
1,0,43,831,17,0,5,0
1,0,101,2899,40,0,7,0
11,0,396,575,94,0,7,0
1,0,26,575,9,0,5,0
1,0,10,575,5,0,3,0
4,0,65,575,17,0,4,0
2,0,24,575,10,0,4,0
1,0,13,575,8,0,4,0
1,0,23,575,8,0,4,0
9,0,51,831,11,0,5,0
1,0,9,575,8,0,4,0
1,0,11,575,8,0,4,0
11,0,48,831,10,0,5,0
1,0,78,575,34,0,7,0
1,0,51,831,11,0,4,0
1,0,14,1118,3,0,2,0
1,0,17,1118,3,0,2,0
5,0,114,1118,11,0,3,0
19,0,103,753,21,0,7,0
59,0,360,575,17,0,5,0
1,0,10,1118,2,0,2,0
80,0,529,2899,57,1,9,0
1,0,23,1118,2,0,2,0
1,0,15,1118,2,0,2,0
