McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
2,0,0,2,13,31,172,281,7,2.0,0.0,13.0,0.0,1.0,1649.0,1.0,0
1,0,1,8,67,138,802,282,104,1.0,0.0,67.0,1.0,13.0,4057.0,3.0,0
11,0,3,2,64,148,803,283,104,11.0,0.0,64.0,4.0,17.0,4057.0,3.0,1
6,0,1,0,38,92,804,284,104,6.0,0.0,38.0,4.0,20.0,4057.0,3.0,1
1,0,0,10,76,109,805,285,104,1.0,0.0,76.0,0.0,20.0,4057.0,3.0,1
18,0,3,3,104,184,806,286,104,18.0,0.0,104.0,6.0,29.0,4057.0,3.0,1
1,0,5,0,15,52,807,287,104,1.0,0.0,15.0,0.0,5.0,4057.0,2.0,0
1,0,5,0,15,53,808,288,104,1.0,0.0,15.0,0.0,7.0,4057.0,3.0,0
1,0,5,0,15,52,809,289,104,1.0,0.0,15.0,0.0,6.0,4057.0,3.0,0
8,0,0,9,55,86,810,290,104,8.0,0.0,55.0,0.0,3.0,72.0,2.0,0
34,0,7,0,179,341,811,291,104,34.0,0.0,179.0,0.0,17.0,4057.0,3.0,1
1,0,3,0,17,50,812,292,104,1.0,0.0,17.0,0.0,6.0,72.0,2.0,0
1,0,5,0,15,52,813,293,104,1.0,0.0,15.0,0.0,6.0,4057.0,3.0,0
4,0,3,1,34,85,814,294,104,4.0,0.0,34.0,1.0,18.0,1649.0,3.0,1
29,0,4,0,177,444,815,295,104,29.0,0.0,177.0,1.0,15.0,1649.0,3.0,1
15,0,3,0,62,136,816,296,104,15.0,0.0,62.0,0.0,15.0,4057.0,3.0,0
15,0,3,0,75,135,817,297,104,15.0,0.0,75.0,0.0,3.0,1649.0,1.0,1
3,0,1,0,18,65,818,298,104,3.0,0.0,18.0,3.0,17.0,4057.0,3.0,0
1,0,3,6,78,147,819,299,104,1.0,0.0,78.0,2.0,32.0,4057.0,3.0,1
1,0,1,0,12,64,820,300,104,1.0,0.0,12.0,4.0,34.0,4057.0,3.0,1
3,0,1,0,17,68,821,301,104,3.0,0.0,17.0,4.0,29.0,4057.0,3.0,1
1,0,5,0,15,55,823,302,104,1.0,0.0,15.0,0.0,5.0,72.0,3.0,0
24,0,1,4,161,487,824,303,104,24.0,0.0,161.0,4.0,40.0,4057.0,3.0,1
17,0,0,0,745,923,825,304,104,17.0,0.0,745.0,3.0,41.0,1649.0,4.0,1
1,0,5,0,15,53,826,305,104,1.0,0.0,15.0,0.0,7.0,4057.0,3.0,0
1,0,5,0,15,54,827,306,104,1.0,0.0,15.0,0.0,6.0,1649.0,3.0,0
6,0,1,5,35,64,828,307,104,6.0,0.0,35.0,0.0,6.0,1649.0,3.0,0
30,0,1,12,208,304,181,308,8,30.0,0.0,208.0,1.0,13.0,4057.0,2.0,0
2,0,1,2,26,65,182,309,8,2.0,0.0,26.0,0.0,15.0,4057.0,3.0,1
1,0,1,0,133,208,183,310,8,1.0,0.0,133.0,0.0,5.0,72.0,2.0,0
2,0,1,3,31,69,184,311,8,2.0,0.0,31.0,0.0,14.0,4057.0,3.0,0
1,0,0,0,1,24,185,312,8,1.0,0.0,1.0,0.0,6.0,4057.0,2.0,0
4,0,1,0,25,73,188,313,9,4.0,0.0,25.0,0.0,16.0,4057.0,3.0,1
5,0,1,1,34,80,189,314,9,5.0,0.0,34.0,0.0,19.0,4057.0,3.0,0
1,0,0,0,1,22,190,315,9,1.0,0.0,1.0,0.0,6.0,4057.0,2.0,0
1,0,5,0,16,55,196,316,11,1.0,0.0,16.0,1.0,5.0,1649.0,3.0,0
20,0,4,1,119,179,198,317,11,20.0,0.0,119.0,0.0,6.0,1.0,4.0,0
32,0,9,5,230,411,199,318,11,32.0,0.0,230.0,0.0,10.0,1.0,4.0,1
17,0,7,5,158,269,197,319,11,17.0,0.0,158.0,1.0,13.0,4057.0,3.0,1
71,0,1,3,377,584,201,320,11,71.0,0.0,377.0,1.0,6.0,17.0,2.0,1
2,0,0,0,27,77,202,321,11,2.0,0.0,27.0,0.0,4.0,4057.0,2.0,0
25,0,3,0,137,209,203,322,11,25.0,0.0,137.0,1.0,8.0,17.0,3.0,0
7,0,1,0,69,122,204,323,11,7.0,0.0,69.0,1.0,8.0,17.0,3.0,0
8,0,1,10,64,97,205,324,11,8.0,0.0,64.0,0.0,5.0,1649.0,3.0,0
1,0,2,0,6,32,206,325,11,1.0,0.0,6.0,0.0,18.0,4057.0,3.0,0
1,0,4,0,10,50,207,326,11,1.0,0.0,10.0,0.0,22.0,4057.0,3.0,0
6,0,0,0,34,59,208,327,11,6.0,0.0,34.0,0.0,9.0,1.0,3.0,0
1,0,1,0,7,41,209,328,11,1.0,0.0,7.0,0.0,5.0,3.0,3.0,0
1,0,0,0,1,25,200,329,11,1.0,0.0,1.0,0.0,7.0,4057.0,2.0,0
4,0,0,0,47,80,220,330,14,4.0,0.0,47.0,0.0,8.0,4057.0,3.0,0
1,0,0,0,31,72,221,331,14,1.0,0.0,31.0,0.0,15.0,4057.0,3.0,0
8,0,2,1,63,109,222,332,14,8.0,0.0,63.0,1.0,15.0,1649.0,3.0,1
1,0,2,0,22,60,223,333,14,1.0,0.0,22.0,0.0,8.0,1649.0,3.0,0
2,0,1,2,26,56,224,334,14,2.0,0.0,26.0,0.0,4.0,72.0,2.0,0
1,0,2,1,17,50,225,335,14,1.0,0.0,17.0,0.0,3.0,72.0,2.0,0
1,0,2,1,17,51,226,336,14,1.0,0.0,17.0,0.0,3.0,72.0,2.0,0
5,0,0,0,66,106,227,337,14,5.0,0.0,66.0,0.0,9.0,4057.0,3.0,0
1,0,2,0,6,32,228,338,14,1.0,0.0,6.0,0.0,3.0,72.0,2.0,0
2,0,3,0,39,88,229,339,14,2.0,0.0,39.0,0.0,11.0,1649.0,3.0,0
1,0,2,0,26,66,230,340,14,1.0,0.0,26.0,0.0,10.0,1649.0,3.0,0
2,0,2,1,23,56,232,341,14,2.0,0.0,23.0,0.0,3.0,72.0,2.0,0
2,0,2,1,23,57,233,342,14,2.0,0.0,23.0,0.0,3.0,72.0,2.0,0
1,0,2,0,6,33,234,343,14,1.0,0.0,6.0,0.0,4.0,72.0,2.0,0
1,0,0,0,1,22,231,344,14,1.0,0.0,1.0,0.0,6.0,72.0,3.0,0
1,0,0,0,1,23,822,345,104,1.0,0.0,1.0,0.0,5.0,4057.0,3.0,0
5,0,2,1,49,104,264,346,16,5.0,0.0,49.0,0.0,16.0,4057.0,3.0,1
3,0,1,0,25,72,265,347,16,3.0,0.0,25.0,0.0,17.0,4057.0,3.0,1
6,0,1,0,33,74,266,348,16,6.0,0.0,33.0,0.0,15.0,4057.0,3.0,1
1,0,1,0,22,57,267,349,16,1.0,0.0,22.0,0.0,15.0,4057.0,3.0,0
1,0,0,0,1,24,263,350,16,1.0,0.0,1.0,0.0,6.0,4057.0,2.0,0
2,0,0,0,21,47,275,351,18,2.0,0.0,21.0,0.0,3.0,4057.0,1.0,0
2,0,0,0,15,36,276,352,18,2.0,0.0,15.0,0.0,3.0,4057.0,1.0,0
1,0,1,1,4,26,277,353,18,1.0,0.0,4.0,0.0,3.0,4057.0,1.0,0
3,0,5,1,41,102,278,354,18,3.0,0.0,41.0,0.0,9.0,4057.0,2.0,0
6,0,0,0,51,76,279,355,18,6.0,0.0,51.0,0.0,7.0,72.0,2.0,0
5,0,0,0,28,50,280,356,18,5.0,0.0,28.0,1.0,6.0,72.0,2.0,0
6,0,3,0,52,104,281,357,18,6.0,0.0,52.0,1.0,20.0,4057.0,3.0,0
2,0,3,0,30,82,282,358,18,2.0,0.0,30.0,0.0,10.0,4057.0,2.0,0
6,0,6,24,146,244,283,359,18,6.0,0.0,146.0,0.0,6.0,4057.0,1.0,0
1,0,1,0,25,56,284,360,18,1.0,0.0,25.0,0.0,14.0,4057.0,3.0,0
4,0,3,18,110,179,285,361,18,4.0,0.0,110.0,0.0,10.0,72.0,2.0,0
3,0,0,0,68,103,287,362,18,3.0,0.0,68.0,0.0,4.0,4057.0,1.0,0
1,0,0,0,13,34,288,363,18,1.0,0.0,13.0,0.0,5.0,1649.0,2.0,0
1,0,0,0,11,43,289,364,18,1.0,0.0,11.0,0.0,3.0,4057.0,1.0,0
1,0,0,0,13,34,290,365,18,1.0,0.0,13.0,0.0,5.0,1649.0,2.0,0
1,0,0,0,1,23,286,366,18,1.0,0.0,1.0,0.0,4.0,4057.0,1.0,0
2,0,3,0,27,81,295,367,20,2.0,0.0,27.0,0.0,15.0,4057.0,3.0,1
5,0,3,0,42,94,296,368,20,5.0,0.0,42.0,0.0,18.0,4057.0,3.0,0
1,0,0,0,1,22,294,369,20,1.0,0.0,1.0,0.0,5.0,4057.0,1.0,0
1,0,0,6,55,83,829,370,105,1.0,0.0,55.0,0.0,3.0,1649.0,2.0,0
1,0,0,3,25,46,830,371,105,1.0,0.0,25.0,0.0,1.0,1649.0,1.0,0
8,0,3,1,61,99,831,372,105,8.0,0.0,61.0,2.0,7.0,1649.0,3.0,0
1,0,0,2,36,63,832,373,105,1.0,0.0,36.0,0.0,14.0,4057.0,3.0,0
1,0,1,4,34,61,191,374,10,1.0,0.0,34.0,0.0,12.0,4057.0,1.0,0
1,0,0,5,38,63,192,375,10,1.0,0.0,38.0,0.0,12.0,4057.0,1.0,0
1,0,0,4,78,128,210,376,12,1.0,0.0,78.0,0.0,2.0,1649.0,2.0,0
1,0,0,4,29,52,211,377,12,1.0,0.0,29.0,0.0,1.0,4057.0,1.0,0
1,0,0,11,89,130,212,378,12,1.0,0.0,89.0,0.0,3.0,4057.0,2.0,0
1,0,1,5,99,135,213,379,12,1.0,0.0,99.0,0.0,4.0,4057.0,2.0,0
1,0,0,4,59,84,214,380,12,1.0,0.0,59.0,1.0,5.0,17.0,2.0,0
1,0,0,9,127,172,215,381,12,1.0,0.0,127.0,0.0,3.0,17.0,2.0,0
5,0,0,3,44,71,297,382,21,5.0,0.0,44.0,0.0,14.0,4057.0,1.0,0
5,0,0,3,43,69,298,383,21,5.0,0.0,43.0,0.0,14.0,4057.0,1.0,0
2,0,0,4,89,136,235,384,15,2.0,0.0,89.0,0.0,11.0,4057.0,1.0,0
1,0,0,2,43,77,236,385,15,1.0,0.0,43.0,0.0,9.0,4057.0,1.0,0
1,0,0,1,16,38,237,386,15,1.0,0.0,16.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,16,39,238,387,15,1.0,0.0,16.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,9,30,239,388,15,1.0,0.0,9.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,9,30,240,389,15,1.0,0.0,9.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,16,38,241,390,15,1.0,0.0,16.0,0.0,8.0,4057.0,2.0,0
1,0,0,1,14,35,242,391,15,1.0,0.0,14.0,0.0,6.0,4057.0,2.0,0
1,0,0,1,9,30,243,392,15,1.0,0.0,9.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,7,26,244,393,15,1.0,0.0,7.0,0.0,3.0,4057.0,1.0,0
1,0,0,1,9,30,245,394,15,1.0,0.0,9.0,0.0,5.0,4057.0,2.0,0
1,0,0,1,7,26,246,395,15,1.0,0.0,7.0,0.0,3.0,4057.0,1.0,0
1,0,0,1,16,38,247,396,15,1.0,0.0,16.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,16,39,248,397,15,1.0,0.0,16.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,9,30,249,398,15,1.0,0.0,9.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,9,30,250,399,15,1.0,0.0,9.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,16,37,251,400,15,1.0,0.0,16.0,0.0,8.0,4057.0,2.0,0
1,0,0,1,14,35,252,401,15,1.0,0.0,14.0,0.0,6.0,4057.0,2.0,0
1,0,0,1,9,30,253,402,15,1.0,0.0,9.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,7,26,254,403,15,1.0,0.0,7.0,0.0,2.0,4057.0,1.0,0
1,0,0,1,9,30,255,404,15,1.0,0.0,9.0,0.0,5.0,4057.0,2.0,0
1,0,0,1,7,26,256,405,15,1.0,0.0,7.0,0.0,3.0,4057.0,1.0,0
2,0,0,4,43,66,268,406,17,2.0,0.0,43.0,0.0,10.0,4057.0,1.0,0
2,0,0,4,31,54,269,407,17,2.0,0.0,31.0,0.0,9.0,4057.0,1.0,0
1,0,0,2,17,37,291,408,19,1.0,0.0,17.0,0.0,4.0,4057.0,1.0,0
1,0,0,2,24,49,292,409,19,1.0,0.0,24.0,0.0,4.0,4057.0,1.0,0
1,0,7,0,9,57,337,410,30,1.0,0.0,9.0,0.0,2.0,1649.0,2.0,0
1,0,2,0,9,41,338,411,30,1.0,0.0,9.0,0.0,5.0,1649.0,2.0,0
1,0,2,0,4,30,339,412,30,1.0,0.0,4.0,0.0,6.0,4057.0,2.0,0
5,0,3,0,67,133,340,413,30,5.0,0.0,67.0,0.0,3.0,4057.0,1.0,0
5,0,1,1,38,69,341,414,30,5.0,0.0,38.0,0.0,4.0,1649.0,2.0,0
47,0,8,2,340,561,342,415,30,47.0,0.0,340.0,0.0,28.0,1649.0,5.0,1
108,0,3,2,420,594,343,416,30,108.0,0.0,420.0,0.0,4.0,1649.0,2.0,0
1,0,1,1,4,27,345,417,30,1.0,0.0,4.0,0.0,1.0,4057.0,1.0,0
18,0,0,6,138,191,346,418,30,18.0,0.0,138.0,0.0,9.0,4057.0,2.0,0
4,0,0,7,40,68,347,419,30,4.0,0.0,40.0,0.0,1.0,4057.0,1.0,0
2,0,3,3,30,70,348,420,30,2.0,0.0,30.0,0.0,4.0,1649.0,2.0,0
1,0,6,0,8,55,349,421,30,1.0,0.0,8.0,0.0,7.0,4057.0,4.0,0
1,0,3,0,7,47,350,422,30,1.0,0.0,7.0,0.0,3.0,4057.0,1.0,0
1,0,2,0,5,34,351,423,30,1.0,0.0,5.0,0.0,2.0,4057.0,1.0,0
8,0,4,4,56,115,352,424,30,8.0,0.0,56.0,0.0,12.0,1649.0,4.0,0
32,0,1,8,151,189,356,425,32,32.0,0.0,151.0,0.0,2.0,1649.0,2.0,0
17,0,0,0,178,565,357,426,32,17.0,0.0,178.0,0.0,2.0,1649.0,2.0,0
1,0,1,1,11,38,358,427,32,1.0,0.0,11.0,0.0,2.0,1649.0,2.0,0
4,0,0,0,37,89,359,428,32,4.0,0.0,37.0,0.0,2.0,1649.0,2.0,0
1,0,1,0,8,43,362,429,32,1.0,0.0,8.0,0.0,2.0,1649.0,2.0,0
1,0,38,0,40,445,360,430,32,1.0,0.0,40.0,0.0,2.0,1649.0,2.0,0
2,0,5,0,38,92,361,431,32,2.0,0.0,38.0,0.0,3.0,4057.0,2.0,0
5,0,0,0,42,70,363,432,32,5.0,0.0,42.0,0.0,3.0,1649.0,2.0,1
33,0,0,0,230,648,364,433,32,33.0,0.0,230.0,0.0,2.0,1649.0,2.0,0
1,0,1,1,8,33,365,434,32,1.0,0.0,8.0,0.0,2.0,1649.0,2.0,0
23,0,0,0,194,598,366,435,32,23.0,0.0,194.0,0.0,2.0,1649.0,2.0,0
1,0,1,1,8,32,367,436,32,1.0,0.0,8.0,0.0,2.0,1649.0,2.0,0
44,0,0,0,238,429,368,437,32,44.0,0.0,238.0,0.0,2.0,1649.0,2.0,0
1,0,0,2,7,25,369,438,32,1.0,0.0,7.0,0.0,1.0,4057.0,1.0,0
23,0,12,14,215,337,371,439,32,23.0,0.0,215.0,1.0,9.0,1649.0,2.0,1
3,0,0,0,153,207,372,440,32,3.0,0.0,153.0,1.0,6.0,1649.0,2.0,1
1,0,0,0,130,184,373,441,32,1.0,0.0,130.0,0.0,2.0,1649.0,2.0,0
3,0,1,2,39,70,374,442,32,3.0,0.0,39.0,0.0,2.0,1649.0,2.0,0
8,0,2,0,50,88,375,443,32,8.0,0.0,50.0,0.0,9.0,4057.0,2.0,0
22,0,7,0,112,210,376,444,32,22.0,0.0,112.0,1.0,15.0,1649.0,3.0,0
17,0,0,3,108,151,377,445,32,17.0,0.0,108.0,0.0,6.0,4057.0,2.0,1
1,0,0,0,1,22,370,446,32,1.0,0.0,1.0,0.0,1.0,4057.0,1.0,0
1,0,0,0,1,21,344,447,30,1.0,0.0,1.0,0.0,4.0,4057.0,2.0,0
1,0,0,5,39,71,353,448,31,1.0,0.0,39.0,0.0,4.0,72.0,4.0,0
9,0,0,6,233,298,354,449,31,9.0,0.0,233.0,0.0,3.0,4057.0,2.0,0
5,0,1,9,75,122,355,450,31,5.0,0.0,75.0,0.0,8.0,4057.0,4.0,0
1,0,0,2,11,31,378,451,33,1.0,0.0,11.0,0.0,2.0,1649.0,2.0,0
1,0,0,16,158,222,379,452,33,1.0,0.0,158.0,0.0,2.0,1649.0,2.0,0
1,0,0,20,159,216,380,453,33,1.0,0.0,159.0,0.0,2.0,1649.0,2.0,0
1,0,0,2,11,31,381,454,33,1.0,0.0,11.0,0.0,2.0,1649.0,2.0,0
1,0,0,2,11,31,382,455,33,1.0,0.0,11.0,0.0,2.0,1649.0,2.0,0
1,0,0,2,11,31,383,456,33,1.0,0.0,11.0,0.0,2.0,1649.0,2.0,0
1,0,0,16,173,237,384,457,33,1.0,0.0,173.0,0.0,2.0,1649.0,2.0,0
1,0,0,7,29,54,385,458,33,1.0,0.0,29.0,0.0,9.0,4057.0,4.0,0
1,0,0,18,76,109,386,459,33,1.0,0.0,76.0,0.0,2.0,4057.0,1.0,0
3,0,1,2,53,82,387,460,34,3.0,0.0,53.0,1.0,5.0,1649.0,2.0,1
4,0,1,3,44,77,388,461,35,4.0,0.0,44.0,0.0,19.0,1649.0,4.0,1
4,0,1,4,59,100,389,462,35,4.0,0.0,59.0,0.0,12.0,4057.0,1.0,1
2,0,1,3,39,70,390,463,35,2.0,0.0,39.0,0.0,15.0,1649.0,3.0,1
1,0,1,3,28,58,391,464,35,1.0,0.0,28.0,0.0,10.0,4057.0,1.0,1
4,0,1,3,57,95,392,465,36,4.0,0.0,57.0,0.0,29.0,1649.0,4.0,1
3,0,2,4,40,77,393,466,36,3.0,0.0,40.0,0.0,12.0,4057.0,1.0,0
2,0,1,3,46,77,394,467,36,2.0,0.0,46.0,0.0,33.0,1649.0,3.0,1
1,0,1,3,27,56,395,468,36,1.0,0.0,27.0,0.0,11.0,4057.0,1.0,0
4,0,1,0,29,64,396,469,37,4.0,0.0,29.0,0.0,8.0,4057.0,2.0,1
3,0,1,3,45,81,397,470,37,3.0,0.0,45.0,0.0,20.0,1649.0,4.0,1
9,0,1,5,89,127,398,471,37,9.0,0.0,89.0,0.0,8.0,4057.0,1.0,1
1,0,1,2,21,51,399,472,37,1.0,0.0,21.0,0.0,4.0,72.0,2.0,0
2,0,1,3,30,57,400,473,37,2.0,0.0,30.0,0.0,15.0,1649.0,3.0,1
1,0,1,3,34,66,401,474,37,1.0,0.0,34.0,0.0,3.0,4057.0,1.0,1
1,0,1,1,17,46,402,475,37,1.0,0.0,17.0,0.0,4.0,72.0,2.0,0
2,0,1,0,21,51,403,476,37,2.0,0.0,21.0,0.0,8.0,4057.0,2.0,0
4,0,1,3,80,114,404,477,38,4.0,0.0,80.0,0.0,8.0,4057.0,2.0,1
2,0,0,4,30,53,405,478,39,2.0,0.0,30.0,0.0,13.0,1649.0,3.0,1
28,0,1,2,205,364,406,479,39,28.0,0.0,205.0,0.0,25.0,1649.0,5.0,1
1,0,0,2,19,45,407,480,39,1.0,0.0,19.0,0.0,2.0,1649.0,2.0,0
9,0,1,3,67,110,408,481,40,9.0,0.0,67.0,1.0,26.0,1649.0,4.0,1
8,0,0,3,46,71,409,482,40,8.0,0.0,46.0,0.0,13.0,1649.0,4.0,1
2,0,0,3,31,64,410,483,40,2.0,0.0,31.0,1.0,5.0,4057.0,1.0,0
2,0,1,3,32,61,411,484,40,2.0,0.0,32.0,0.0,15.0,1649.0,3.0,1
22,0,0,3,149,204,412,485,40,22.0,0.0,149.0,2.0,31.0,4057.0,4.0,1
1,0,0,2,15,44,413,486,40,1.0,0.0,15.0,0.0,6.0,1649.0,2.0,0
30,0,1,3,235,971,414,487,41,30.0,0.0,235.0,0.0,19.0,1649.0,4.0,1
10,0,1,2,53,83,415,488,41,10.0,0.0,53.0,0.0,12.0,1649.0,4.0,1
2,0,0,3,29,58,416,489,41,2.0,0.0,29.0,0.0,1.0,71.0,1.0,0
3,0,1,3,37,64,417,490,41,3.0,0.0,37.0,0.0,8.0,1649.0,3.0,1
35,0,0,4,322,429,418,491,41,35.0,0.0,322.0,0.0,22.0,1649.0,4.0,1
2,0,0,2,25,51,419,492,41,2.0,0.0,25.0,0.0,2.0,4057.0,2.0,0
2,0,1,3,33,60,420,493,42,2.0,0.0,33.0,0.0,19.0,1649.0,5.0,1
17,0,1,2,103,144,421,494,42,17.0,0.0,103.0,0.0,27.0,1649.0,4.0,1
1,0,0,2,17,35,422,495,42,1.0,0.0,17.0,0.0,2.0,1649.0,2.0,0
1,0,0,0,1,65,423,496,42,1.0,0.0,1.0,0.0,11.0,4057.0,4.0,0
4,0,0,4,76,136,425,497,43,4.0,0.0,76.0,1.0,33.0,1649.0,5.0,1
7,0,0,8,68,120,426,498,43,7.0,0.0,68.0,1.0,15.0,1649.0,3.0,1
1,0,0,0,1,24,424,499,43,1.0,0.0,1.0,0.0,3.0,4057.0,1.0,0
1,0,0,2,11,31,427,500,44,1.0,0.0,11.0,0.0,2.0,1649.0,2.0,1
2,0,1,3,49,96,428,501,44,2.0,0.0,49.0,0.0,5.0,1649.0,3.0,1
2,0,1,3,34,77,430,502,45,2.0,0.0,34.0,0.0,21.0,1649.0,6.0,1
15,0,1,2,109,156,431,503,45,15.0,0.0,109.0,0.0,25.0,1649.0,3.0,1
1,0,1,1,55,80,432,504,45,1.0,0.0,55.0,0.0,6.0,4057.0,1.0,0
1,0,1,1,17,37,433,505,45,1.0,0.0,17.0,0.0,2.0,1649.0,2.0,0
1,0,0,0,1,27,429,506,45,1.0,0.0,1.0,0.0,1.0,4057.0,1.0,0
6,0,1,3,44,88,435,507,46,6.0,0.0,44.0,0.0,18.0,1649.0,5.0,1
15,0,1,2,110,158,436,508,46,15.0,0.0,110.0,0.0,26.0,1649.0,3.0,1
1,0,1,1,22,45,437,509,46,1.0,0.0,22.0,0.0,3.0,4057.0,2.0,0
4,0,3,0,49,100,438,510,46,4.0,0.0,49.0,0.0,16.0,1649.0,3.0,0
1,0,0,0,1,36,434,511,46,1.0,0.0,1.0,0.0,3.0,4057.0,1.0,0
5,0,0,4,75,114,439,512,47,5.0,0.0,75.0,0.0,14.0,1649.0,3.0,1
1,0,0,3,14,34,440,513,47,1.0,0.0,14.0,0.0,3.0,4057.0,1.0,1
1,0,0,3,14,35,441,514,47,1.0,0.0,14.0,0.0,2.0,4057.0,1.0,0
4,0,1,3,56,88,442,515,48,4.0,0.0,56.0,0.0,16.0,1649.0,4.0,1
3,0,2,3,38,73,443,516,48,3.0,0.0,38.0,1.0,7.0,72.0,4.0,0
2,0,1,3,44,71,444,517,48,2.0,0.0,44.0,0.0,13.0,1649.0,3.0,1
1,0,1,2,23,50,445,518,48,1.0,0.0,23.0,0.0,3.0,4057.0,1.0,0
2,0,1,3,37,68,446,519,49,2.0,0.0,37.0,0.0,12.0,1649.0,3.0,1
26,0,1,2,108,148,447,520,49,26.0,0.0,108.0,1.0,13.0,1649.0,3.0,0
2,0,0,4,42,70,448,521,50,2.0,0.0,42.0,0.0,19.0,1649.0,4.0,1
2,0,0,6,42,66,449,522,50,2.0,0.0,42.0,0.0,9.0,1649.0,2.0,0
6,0,0,6,73,107,450,523,50,6.0,0.0,73.0,0.0,20.0,1649.0,3.0,0
1,0,0,3,19,40,451,524,50,1.0,0.0,19.0,0.0,1.0,4057.0,1.0,0
3,0,1,3,43,79,452,525,51,3.0,0.0,43.0,0.0,18.0,1649.0,4.0,1
2,0,0,3,24,44,453,526,51,2.0,0.0,24.0,0.0,7.0,4057.0,3.0,1
2,0,1,3,32,61,454,527,51,2.0,0.0,32.0,0.0,14.0,1649.0,3.0,1
2,0,0,3,39,65,455,528,51,2.0,0.0,39.0,0.0,7.0,4057.0,1.0,1
1,0,1,1,37,62,456,529,52,1.0,0.0,37.0,0.0,5.0,4057.0,3.0,1
2,0,0,2,18,38,457,530,52,2.0,0.0,18.0,0.0,1.0,17.0,1.0,1
4,0,1,3,57,97,458,531,53,4.0,0.0,57.0,0.0,11.0,1649.0,3.0,1
2,0,1,3,46,77,459,532,53,2.0,0.0,46.0,0.0,9.0,1649.0,3.0,1
4,0,1,3,57,97,460,533,53,4.0,0.0,57.0,0.0,11.0,1649.0,3.0,1
2,0,1,3,46,77,461,534,53,2.0,0.0,46.0,0.0,9.0,1649.0,3.0,1
3,0,2,3,38,72,462,535,53,3.0,0.0,38.0,0.0,8.0,72.0,2.0,0
1,0,1,2,24,50,463,536,53,1.0,0.0,24.0,0.0,8.0,72.0,2.0,0
6,0,1,3,55,97,464,537,54,6.0,0.0,55.0,0.0,17.0,1649.0,4.0,1
1,0,1,2,20,45,465,538,54,1.0,0.0,20.0,0.0,7.0,4057.0,3.0,1
1,0,1,1,26,61,466,539,54,1.0,0.0,26.0,0.0,2.0,4057.0,1.0,0
2,0,1,3,279,314,467,540,54,2.0,0.0,279.0,0.0,1.0,4057.0,1.0,0
2,0,1,3,31,57,468,541,54,2.0,0.0,31.0,0.0,13.0,1649.0,3.0,1
4,0,1,3,54,87,469,542,54,4.0,0.0,54.0,0.0,9.0,4057.0,1.0,1
1,0,1,1,26,64,470,543,54,1.0,0.0,26.0,0.0,2.0,4057.0,1.0,0
1,0,1,2,52,108,471,544,54,1.0,0.0,52.0,0.0,5.0,4057.0,1.0,0
1,0,1,1,41,78,472,545,54,1.0,0.0,41.0,0.0,3.0,4057.0,3.0,0
1,0,0,3,6,24,473,546,55,1.0,0.0,6.0,0.0,2.0,4057.0,1.0,0
1,0,0,6,26,50,474,547,55,1.0,0.0,26.0,0.0,1.0,0.0,0.0,0
1,0,0,3,15,37,475,548,55,1.0,0.0,15.0,0.0,1.0,0.0,0.0,0
3,0,0,7,38,65,476,549,55,3.0,0.0,38.0,0.0,2.0,4057.0,1.0,0
1,0,0,4,26,47,477,550,55,1.0,0.0,26.0,0.0,3.0,1649.0,2.0,1
1,0,0,4,54,79,478,551,55,1.0,0.0,54.0,0.0,8.0,1649.0,2.0,1
6,0,0,4,51,76,479,552,55,6.0,0.0,51.0,0.0,9.0,1649.0,2.0,1
1,0,0,2,17,36,480,553,55,1.0,0.0,17.0,0.0,3.0,1649.0,2.0,0
2,0,1,1,12,36,481,554,55,2.0,0.0,12.0,0.0,1.0,0.0,0.0,0
6,0,1,3,54,95,482,555,56,6.0,0.0,54.0,0.0,17.0,1649.0,4.0,1
1,0,1,2,22,48,483,556,56,1.0,0.0,22.0,0.0,6.0,4057.0,3.0,1
1,0,1,1,23,48,484,557,56,1.0,0.0,23.0,0.0,3.0,4057.0,2.0,0
2,0,1,3,30,56,485,558,56,2.0,0.0,30.0,0.0,12.0,1649.0,3.0,1
4,0,1,3,45,79,486,559,56,4.0,0.0,45.0,0.0,6.0,4057.0,2.0,1
1,0,1,1,23,50,487,560,56,1.0,0.0,23.0,0.0,5.0,4057.0,2.0,0
1,0,1,3,58,101,490,561,59,1.0,0.0,58.0,0.0,8.0,1649.0,3.0,1
2,0,1,5,50,84,491,562,59,2.0,0.0,50.0,0.0,4.0,1649.0,3.0,1
1,0,1,3,54,91,492,563,59,1.0,0.0,54.0,0.0,6.0,1649.0,3.0,1
1,0,1,4,37,65,493,564,59,1.0,0.0,37.0,0.0,4.0,1649.0,3.0,0
