McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
4,0,36,1,6,4057,3,1
1,0,15,0,4,1,3,1
9,0,60,0,3,4057,2,0
12,0,87,0,5,4057,1,0
110,0,699,8,35,4057,4,0
14,0,100,0,4,4057,2,0
1,0,15,0,8,4057,3,0
1,0,34,1,6,4057,2,0
2,0,34,0,2,1649,1,0
19,0,132,0,1,4057,1,1
1,0,33,0,1,4057,1,1
1,0,24,0,5,4,3,0
1,0,2,0,2,1649,1,0
1,0,5,0,2,1649,1,0
1,0,4,0,3,4057,1,0
45,0,279,1,8,27,2,0
2,0,75,0,8,4057,2,0
2,0,14,0,2,1649,1,0
26,0,169,1,13,4057,4,1
1,0,1,0,1,1649,1,0
1,0,19,0,3,4057,1,0
1,0,25,0,3,4057,1,0
1,0,24,0,4,4057,2,0
3,0,98,0,4,4057,2,0
1,0,4,0,2,4057,2,0
14,0,123,0,2,4057,1,0
114,0,649,2,24,1649,4,1
1,0,20,0,2,1649,1,0
2,0,16,0,1,1,1,0
13,0,96,2,3,1,2,0
5,0,42,1,1,1649,1,0
1,0,36,1,1,1649,1,0
1,0,20,1,5,4057,2,0
1,0,4,0,1,4057,1,0
33,0,242,0,1,4057,1,1
7,0,69,2,12,1649,2,0
34,0,269,0,8,4057,3,1
1,0,28,0,1,4057,1,0
1,0,30,0,2,1649,2,0
1,0,5,0,1,4057,1,0
1,0,6,0,1,4057,1,0
1,0,28,0,2,4057,1,0
28,0,169,0,4,27,3,0
1,0,7,0,1,4057,1,0
1,0,8,0,3,4057,2,0
1,0,1,0,1,4057,1,0
3,0,53,0,2,4057,2,0
89,0,583,7,41,1649,3,1
18,0,297,6,30,1649,6,0
2,0,23,0,1,1649,1,0
10,0,85,0,5,4057,2,0
2,0,18,0,1,1649,1,0
17,0,159,0,12,4057,2,1
23,0,125,1,18,4057,3,0
25,0,196,2,16,4057,3,0
24,0,130,2,12,4057,3,0
1,0,25,0,1,4057,1,0
2,0,37,0,1,1649,1,0
2,0,37,0,1,1649,1,0
2,0,38,0,1,1649,1,0
1032,0,4188,0,7,27,2,0
28,0,160,0,2,4057,1,0
524,0,1706,0,3,4057,1,0
160,0,725,0,2,4057,1,0
4,0,39,0,2,4057,1,0
37,0,195,0,4,4057,1,0
17,0,178,0,1,4057,1,0
1,0,11,0,1,4057,1,0
4,0,37,0,1,4057,1,0
1,0,46,0,2,4057,1,0
4,0,45,0,5,4057,2,0
1,0,8,0,1,4057,1,0
33,0,230,0,1,4057,1,0
1,0,8,0,1,4057,1,0
23,0,194,0,2,4057,1,0
1,0,8,0,1,4057,1,0
44,0,238,0,1,4057,1,0
1,0,1,0,1,4057,1,0
1,0,130,0,2,4057,1,0
3,0,39,0,2,4057,1,0
1,0,70,1,3,4057,1,0
1,0,47,2,7,4057,4,0
7,0,125,2,5,1649,2,0
9,0,233,0,4,4,3,0
1,0,37,0,2,4057,2,0
7,0,72,1,3,4057,1,0
25,0,304,1,3,2,3,0
12,0,157,2,4,1649,2,0
3,0,50,0,1,4057,1,0
5,0,67,1,2,4057,1,0
3,0,64,1,3,4057,3,0
1,0,47,0,11,4057,5,0
1,0,18,0,1,1,1,0
1,0,104,3,10,4057,3,0
1,0,11,0,1,4057,1,0
1,0,158,0,1,4057,1,0
1,0,159,0,2,4,2,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,11,0,1,4057,1,0
1,0,173,0,1,4057,1,0
3,0,45,1,22,4057,4,0
2,0,43,1,18,4057,2,0
3,0,49,1,19,4057,3,0
1,0,13,1,17,4057,2,0
3,0,47,1,34,4057,4,0
2,0,31,0,19,4057,2,0
3,0,51,1,38,4057,3,0
1,0,20,0,17,4057,1,0
4,0,29,1,12,4057,2,0
2,0,35,1,23,4057,4,0
9,0,76,1,16,4057,3,0
2,0,25,0,5,4057,2,0
2,0,35,1,19,4057,3,0
1,0,23,1,10,4057,3,0
2,0,25,0,5,4057,2,0
2,0,21,0,9,4057,2,0
3,0,61,0,1,4057,1,0
6,0,46,0,1,4057,1,0
1,0,5,0,4,4057,2,0
5,0,72,1,20,4057,3,0
1,0,14,1,10,4057,2,0
1,0,18,0,8,4057,2,0
3,0,50,1,19,4057,4,0
2,0,31,1,13,4057,4,0
3,0,54,1,17,4057,3,0
1,0,18,0,8,4057,1,0
1,0,36,2,18,4057,4,0
26,0,107,2,18,86,4,0
1,0,30,1,23,4057,4,0
2,0,40,0,15,4057,2,0
6,0,70,0,27,4057,3,0
1,0,19,0,4,4057,1,0
2,0,33,1,24,4057,4,0
2,0,20,1,15,4057,3,0
1,0,22,1,17,4057,3,0
2,0,39,1,16,4057,2,0
1,0,37,1,9,4057,3,0
2,0,18,1,10,4057,3,0
1,0,34,0,6,4057,3,0
2,0,32,0,14,4057,3,0
1,0,37,0,5,4057,3,0
1,0,20,0,13,4057,3,0
5,0,45,2,24,4057,5,0
1,0,14,1,14,4057,3,0
1,0,24,1,6,4057,3,0
1,0,30,2,19,4057,4,0
4,0,48,2,19,4057,2,0
1,0,24,1,6,4057,3,0
1,0,20,0,5,4057,2,0
3,0,35,0,9,4057,2,0
1,0,25,1,7,4057,2,0
3,0,66,1,18,4057,3,0
6,0,51,2,16,4057,2,0
1,0,17,0,4,4057,2,0
2,0,12,0,5,4057,2,0
1,0,39,0,2,1,2,0
9,0,75,0,2,1,2,0
6,0,50,1,22,4057,4,0
1,0,16,1,12,4057,3,0
2,0,29,0,5,4057,2,0
2,0,35,1,18,4057,3,0
4,0,43,1,15,4057,2,0
2,0,29,0,2,4057,1,0
1,0,1,0,1,9,1,0
2,0,46,0,17,4057,4,0
5,0,62,1,21,4057,4,0
3,0,41,1,5,4057,2,0
6,0,74,1,7,4057,2,0
2,0,27,0,2,4057,1,0
221,0,2494,0,2,4057,1,0
2,0,35,1,6,4057,2,0
2,0,46,1,6,4057,1,0
2,0,27,0,2,4057,1,0
2,0,61,1,12,34,4,0
14,0,129,0,13,4057,4,0
2,0,60,1,11,86,3,1
3,0,38,0,4,34,3,0
4,0,73,0,11,86,4,1
1,0,28,0,6,4057,3,0
3,0,48,1,8,4057,3,0
2,0,44,1,10,86,3,0
2,0,35,0,1,4057,1,0
2,0,31,0,1,4057,1,0
1,0,16,0,4,4057,2,0
3,0,40,1,18,4057,3,0
29,0,233,1,42,4057,5,1
2,0,25,0,5,4057,2,0
3,0,41,0,3,4057,2,0
4,0,44,0,11,4057,2,0
2,0,21,0,3,4057,2,0
9,0,65,3,33,4057,6,0
8,0,47,1,23,4057,4,0
2,0,23,2,8,4057,2,0
3,0,39,1,20,4057,3,0
21,0,142,3,45,4057,5,0
2,0,23,0,7,4057,2,0
17,0,762,3,30,4057,6,1
10,0,52,1,22,4057,4,0
2,0,25,1,4,4057,3,0
3,0,39,2,15,4057,4,0
33,0,311,3,41,4057,6,1
2,0,25,1,5,4057,3,0
7,0,74,0,2,4057,2,0
4,0,53,0,2,4057,2,0
8,0,56,0,4,4057,1,0
1,0,1,0,5,86,3,0
2,0,50,1,9,4057,3,0
1,0,32,1,6,4057,2,0
3,0,24,0,3,4057,1,0
5,0,47,0,2,4057,1,0
1,0,1,0,4,86,3,0
1,0,16,0,5,1649,3,0
1,0,40,1,13,4057,3,0
4,0,47,0,5,4057,2,0
1,0,17,1,6,4057,2,0
1,0,1,0,1,9,1,0
14,0,102,2,40,1,7,1
7,0,69,3,25,4057,3,0
1,0,1,0,1,4057,1,0
3,0,39,1,25,4057,6,0
15,0,113,2,42,4057,4,1
1,0,55,0,6,4057,1,0
2,0,25,0,5,1,3,0
1,0,39,1,11,4057,3,1
2,0,34,1,12,4057,3,0
1,0,42,1,9,4057,3,1
1,0,25,0,11,4057,3,0
1,0,1,0,1,9,1,0
1,0,41,1,11,4057,3,1
2,0,36,2,13,4057,3,0
1,0,44,1,9,4057,3,1
1,0,25,1,12,4057,3,0
1,0,1,0,1,9,1,0
1,0,9,0,1,0,0,0
1,0,45,1,4,4057,1,1
2,0,36,1,8,4057,2,0
1,0,13,0,2,4057,1,0
1,0,13,0,2,4057,1,0
1,0,1,0,1,0,0,0
1,0,44,1,5,4057,1,1
2,0,34,1,7,4057,2,0
1,0,15,0,2,4057,1,0
1,0,15,0,2,4057,1,0
1,0,1,0,1,0,0,0
7,0,78,0,12,4057,4,0
2,0,54,0,2,4057,2,0
3,0,50,0,1,4057,1,0
1,0,18,0,2,4057,2,0
6,0,86,0,8,4057,3,0
4,0,52,0,1,1649,1,0
4,0,47,0,1,1649,1,0
1,0,23,0,1,1649,1,0
1,0,1,0,2,4057,2,0
14,0,80,2,20,4057,4,0
1,0,30,0,11,1649,4,0
1,0,1,0,1,4,1,0
19,0,133,1,11,4057,4,0
5,0,95,0,8,1649,4,0
1,0,26,0,16,4057,4,0
1,0,29,0,25,4057,3,0
1,0,28,1,14,4057,3,0
1,0,31,1,23,4057,4,0
4,0,74,1,30,4057,4,0
1,0,66,3,21,4057,3,0
1,0,1,0,1,4,1,0
5,0,73,1,15,4057,3,0
18,0,160,1,3,4057,2,0
1,0,74,1,11,1649,2,0
12,0,92,0,1,1649,1,0
7,0,76,1,6,4057,2,0
22,0,210,3,33,4057,3,0
12,0,142,1,13,1649,2,0
20,0,144,1,18,1649,2,0
16,0,147,2,11,1649,2,0
19,0,149,0,13,1649,2,0
2,0,101,1,14,4057,3,0
2,0,62,2,16,4057,4,0
20,0,227,1,31,1649,3,0
29,0,240,8,38,86,6,0
12,0,164,1,4,86,3,0
24,0,258,5,23,86,3,0
21,0,151,2,17,1649,2,0
3,0,127,3,41,1649,5,0
2,0,31,0,5,4057,2,0
1,0,1,0,1,9,1,0
20,0,306,1,10,4057,4,0
2,0,37,0,2,4057,2,0
16,0,108,0,9,4057,3,0
1,0,17,0,2,1649,1,0
1,0,1,0,1,1649,1,0
68,0,642,21,182,1649,6,0
30,0,434,0,1,1649,1,1
1,0,16,0,2,4057,1,0
1,0,6,0,1,4057,1,0
1,0,42,2,56,1649,4,0
15,0,120,0,4,4057,1,0
1,0,16,0,3,4057,1,0
1,0,69,2,73,4057,4,0
1,0,30,4,27,4057,4,0
1,0,3,0,8,4057,3,0
1,0,15,0,5,4057,2,0
22,0,147,1,8,1649,3,0
1,0,26,0,26,1649,4,0
3,0,27,0,8,4057,2,0
1,0,43,2,30,1649,5,0
2,0,113,2,32,1,4,0
12,0,99,0,5,4057,2,0
1,0,53,1,57,4057,6,0
1,0,24,0,5,1649,2,0
38,0,201,0,6,1649,2,1
1,0,6,0,1,4057,1,0
1,0,3,0,31,4057,4,0
4,0,32,0,26,4057,4,0
1,0,11,0,6,4057,3,0
2,0,57,7,32,4057,3,0
62,0,436,12,57,1649,4,1
1,0,3,0,29,4057,3,0
1,0,81,4,50,1649,7,0
1,0,15,0,6,4057,2,0
1,0,22,0,2,4057,1,0
1,0,5,0,1,4057,1,0
1,0,32,0,4,1649,2,0
1,0,31,0,7,1649,2,0
12,0,58,0,8,1649,2,0
7,0,28,0,2,1649,1,0
3,0,72,0,19,1649,3,0
1,0,10,0,1,1649,1,0
4,0,79,0,5,4057,2,0
43,0,261,8,28,1649,3,0
2,0,19,24,175,1649,8,0
44,0,387,1,9,1649,2,0
43,0,351,4,11,1649,3,1
83,0,999,23,190,1649,7,1
3,0,121,0,5,1649,2,0
3,0,114,0,21,1649,2,0
4,0,37,0,1,4057,1,1
1,0,18,0,1,4057,1,1
10,0,85,0,17,4057,4,0
5,0,36,0,1,1649,1,0
1,0,7,0,16,34,4,0
1,0,15,0,6,4,3,0
1,0,8,0,10,1649,4,0
2,0,31,0,15,4057,3,0
1,0,19,0,7,4057,2,0
1,0,7,0,1,1649,1,0
3,0,43,1,17,4057,5,1
1,0,1,0,4,4057,2,0
1,0,11,0,1,1649,1,0
1,0,3,0,7,1649,3,0
4,0,43,1,11,1649,4,0
3,0,45,3,46,1649,6,1
1,0,15,0,16,4057,3,0
4,0,83,0,2,4057,2,0
9,0,53,1,10,4057,4,1
39,0,220,1,12,1649,4,0
7,0,165,2,13,1649,2,0
30,0,315,5,38,1649,7,1
14,0,151,5,44,1649,5,0
1,0,5,0,6,1649,3,0
1,0,1,0,6,4057,2,0
24,0,252,3,85,4057,4,0
20,0,234,1,27,27,4,1
2,0,34,0,1,4057,1,0
4,0,158,2,20,4057,4,0
1,0,9,0,7,23,3,0
1,0,1,0,6,4057,2,0
1,0,30,2,29,1,4,0
3,0,25,1,3,1649,1,0
1,0,36,1,13,1649,2,0
1,0,4,0,4,1649,2,0
1,0,5,0,1,1649,1,0
5,0,93,0,3,4057,2,0
9,0,50,0,4,4057,2,0
40,0,284,6,37,4057,4,0
18,0,199,3,28,4057,3,0
1,0,1,0,4,4057,2,0
4,0,50,1,8,1649,2,0
37,0,295,9,66,4057,5,0
5,0,36,0,7,4057,2,0
1,0,13,2,13,4057,4,1
11,0,125,2,34,1649,4,0
1,0,1,0,4,4057,2,0
44,0,247,8,47,1649,4,1
40,0,305,9,36,1649,3,1
25,0,122,6,27,1649,3,0
87,0,486,6,49,4057,3,1
3,0,45,1,8,4057,3,1
1,0,8,0,1,1649,1,0
1,0,1,0,1,1649,1,0
7,0,80,0,1,4057,1,0
31,0,172,5,23,1649,4,0
10,0,76,2,14,1649,3,0
14,0,59,1,15,4057,3,1
18,0,122,1,13,1649,4,0
1,0,23,0,7,4057,3,0
1,0,1,0,1,1649,1,0
1,0,8,0,3,4057,2,0
1,0,43,0,14,4057,3,0
1,0,43,3,15,4057,2,0
1,0,42,0,17,4057,2,0
53,0,350,4,30,4057,3,0
13,0,152,1,18,1649,3,0
35,0,273,3,18,4057,3,0
1,0,5,0,6,1649,2,0
1,0,1,0,4,4057,2,0
1,0,11,0,5,4057,2,0
1,0,30,1,10,1649,2,0
1,0,20,1,12,4057,3,0
1,0,43,3,20,4057,3,0
52,0,448,8,84,1649,5,0
8,0,154,1,16,1649,3,0
5,0,131,3,62,1649,5,0
19,0,226,8,90,1649,5,1
1,0,1,0,3,4057,2,0
3,0,18,0,6,1649,2,0
6,0,133,4,8,1649,2,0
6,0,157,4,9,1649,3,0
31,0,348,6,67,1649,6,0
12,0,146,3,50,1649,5,0
1,0,36,3,7,4057,2,0
16,0,177,4,56,4057,4,0
1,0,47,3,7,4057,2,0
1,0,1,0,3,4057,2,0
1,0,45,1,10,4057,4,0
1,0,49,0,4,1649,3,0
11,0,159,2,5,1649,2,0
1,0,57,0,12,1649,3,0
1,0,49,1,2,1649,2,0
20,0,518,4,52,4057,7,0
1,0,18,0,6,1649,2,0
3,0,128,0,5,4057,3,0
5,0,162,0,6,4057,2,0
40,0,385,4,33,4057,5,0
1,0,13,0,6,1649,2,0
8,0,85,0,5,4057,3,0
5,0,189,6,11,1649,2,0
2,0,36,2,7,4057,3,0
9,0,227,2,15,4057,2,0
54,0,474,3,74,4057,5,0
7,0,81,1,18,4057,4,0
24,0,269,1,16,4057,3,0
2,0,40,0,7,4057,2,0
1,0,15,0,2,4057,2,0
3,0,101,2,6,4057,2,0
1,0,83,1,1,4057,1,0
15,0,180,6,12,1649,2,1
2,0,46,0,2,4057,2,0
1,0,11,0,4,1649,1,0
45,0,391,3,7,1649,2,1
27,0,240,1,4,4057,2,0
48,0,235,1,6,1649,2,1
2,0,30,0,1,1649,1,1
8,0,92,4,11,1649,1,0
12,0,149,1,4,1649,1,0
95,0,586,14,33,1649,3,1
30,0,256,1,4,4057,2,0
8,0,94,1,2,1649,1,0
6,0,166,1,10,1649,2,1
1,0,1,0,1,1649,1,0
1,0,11,0,1,1649,1,0
13,0,195,0,4,4057,2,0
1,0,12,0,2,4057,2,0
1,0,12,0,2,4057,2,0
1,0,12,0,2,4057,2,0
1,0,12,0,2,4057,2,0
1,0,12,0,2,4057,2,0
1,0,17,1,5,86,3,0
1,0,16,1,2,86,2,0
1,0,16,1,4,86,3,0
1,0,12,0,2,4057,2,0
1,0,93,0,4,1649,2,0
1,0,9,0,2,1649,1,0
19,0,201,4,10,4057,3,0
1,0,1,0,3,1649,2,0
11,0,130,2,17,1649,5,0
7,0,105,4,15,4057,3,0
1,0,18,2,7,4057,3,0
1,0,12,0,4,4057,2,0
19,0,232,4,11,4057,3,0
4,0,144,3,8,4057,3,0
1,0,1,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,45,3,11,4057,3,0
1,0,13,1,5,4057,2,0
1,0,38,0,6,4057,2,0
1,0,5,0,2,4057,2,0
1,0,47,3,8,4057,3,0
4,0,95,1,15,1649,4,0
2,0,25,0,9,1649,3,0
11,0,143,0,13,4057,3,0
1,0,7,0,5,1649,4,0
2,0,25,0,9,1649,3,0
17,0,171,0,15,1649,3,0
1,0,8,0,5,4057,3,0
20,0,131,0,9,4057,4,0
1,0,1,0,1,1649,1,0
2,0,21,0,1,9,1,0
1,0,1,0,1,9,1,0
1,0,10,0,3,4,3,0
1,0,10,0,7,4057,4,0
1,0,10,0,7,4057,4,0
3,0,74,1,12,1649,5,0
1,0,10,0,7,4057,4,0
1,0,10,0,7,4057,4,0
3,0,68,1,12,1649,5,0
1,0,18,0,6,1649,5,0
1,0,1,0,1,4,1,0
3,0,49,0,5,4,4,0
5,0,119,0,3,4057,3,0
11,0,152,0,6,4057,4,0
12,0,192,0,1,9,1,0
3,0,43,0,13,4057,4,0
3,0,44,0,13,4057,3,0
1,0,1,0,1,9,1,0
5,0,40,0,4,4057,3,0
24,0,188,0,7,4057,4,0
1,0,1,0,1,9,1,0
1,0,32,0,1,9,1,0
15,0,190,0,1,9,1,0
1,0,83,1,6,4057,3,1
