McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
1,0,6,0,14,1649,3,0
1,0,15,0,6,4,3,0
1,0,8,0,7,1649,3,0
2,0,31,0,14,1649,3,0
1,0,11,0,5,4057,2,0
1,0,7,0,1,1649,1,0
2,0,37,1,11,1649,3,0
1,0,1,0,4,4057,2,0
1,0,11,0,1,1649,1,0
1,0,4,0,3,4057,2,0
4,0,43,0,6,4,3,1
3,0,32,3,41,1649,4,0
1,0,15,0,15,1649,3,0
9,0,54,1,6,1649,2,0
39,0,215,1,7,4057,2,0
5,0,146,2,11,1649,2,0
28,0,290,1,25,1649,5,1
14,0,151,5,40,4057,4,0
1,0,5,0,4,4057,1,0
1,0,1,0,6,4057,2,0
23,0,240,3,77,4057,3,0
21,0,231,0,12,1649,2,1
4,0,86,2,13,4057,3,0
1,0,5,0,5,1649,2,0
1,0,1,0,5,1649,2,0
1,0,28,1,21,1649,2,1
3,0,25,1,3,1649,1,0
1,0,36,1,13,1649,2,0
1,0,4,0,4,1649,2,0
1,0,5,0,1,1649,1,0
5,0,93,0,1,1649,1,0
9,0,50,0,4,4057,2,0
37,0,269,5,31,1649,2,1
18,0,199,3,27,1649,3,0
1,0,1,0,4,4057,2,0
4,0,50,1,8,1649,2,0
33,0,288,6,51,1649,3,1
5,0,36,0,6,4057,2,0
4,0,21,2,18,4057,3,0
1,0,20,2,11,4057,3,0
10,0,123,1,30,1649,3,0
1,0,1,0,4,4057,2,0
33,0,186,4,27,1649,3,1
28,0,224,0,19,1649,2,1
20,0,104,4,14,4057,2,0
86,0,493,3,31,1649,2,1
3,0,37,1,6,4057,2,0
1,0,8,0,1,1649,1,0
1,0,1,0,1,1649,1,0
7,0,80,0,1,4057,1,0
25,0,135,1,12,4,3,1
8,0,71,0,7,1649,2,1
8,0,43,0,8,4057,2,0
18,0,118,0,9,4057,3,0
1,0,20,0,4,4057,2,0
1,0,1,0,1,1649,1,0
1,0,7,0,1,1649,1,0
1,0,43,0,14,4057,3,0
1,0,43,1,13,1649,2,1
1,0,32,0,15,1649,2,0
50,0,338,1,26,1649,3,1
13,0,152,1,18,1649,3,0
35,0,273,1,16,1649,3,1
1,0,5,0,6,1649,2,0
1,0,1,0,4,4057,2,0
1,0,11,0,5,4057,2,0
1,0,30,1,10,1649,2,0
1,0,20,1,12,4057,3,0
1,0,43,1,17,1649,3,1
47,0,402,3,68,4057,3,1
8,0,145,0,14,1649,3,0
5,0,108,1,51,4057,3,0
25,0,239,3,76,4057,3,1
1,0,1,0,3,4057,2,0
3,0,18,0,6,1649,2,0
5,0,123,1,5,1649,2,1
5,0,148,1,5,1649,2,1
27,0,331,1,55,4057,3,1
14,0,142,1,44,4057,3,0
1,0,36,1,5,1649,2,1
16,0,173,3,52,4057,3,0
1,0,47,1,5,1649,2,1
1,0,1,0,3,4057,2,0
1,0,45,1,8,4057,3,0
1,0,57,0,12,1649,3,0
20,0,403,2,39,4057,5,0
1,0,18,0,6,1649,2,0
36,0,350,4,25,4057,3,0
1,0,13,0,6,1649,2,0
5,0,94,3,6,4057,1,0
2,0,36,2,6,4057,3,0
4,0,104,0,8,4057,2,0
53,0,465,3,68,1649,4,0
7,0,80,1,15,1649,4,0
24,0,269,1,9,1649,2,0
2,0,40,0,6,4057,2,0
1,0,15,0,2,4057,2,0
3,0,99,2,3,4057,1,0
19,0,201,2,7,1649,3,1
1,0,1,0,3,1649,2,0
10,0,129,1,12,4057,3,1
7,0,105,2,13,1649,3,1
1,0,26,1,5,1649,3,1
1,0,12,0,4,4057,2,0
19,0,231,1,8,1649,3,1
4,0,144,1,6,1649,3,1
1,0,1,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,45,1,9,1649,3,1
1,0,16,0,3,1649,2,1
1,0,28,0,4,1649,2,0
1,0,5,0,2,4057,2,0
1,0,47,1,6,1649,3,1
4,0,90,0,10,4057,3,0
2,0,25,0,6,4057,2,0
11,0,144,0,10,4057,2,0
1,0,7,0,2,9,2,0
2,0,25,0,6,4057,2,0
17,0,170,0,12,4057,2,0
1,0,9,0,1,1649,1,0
20,0,131,0,4,9,3,0
1,0,1,0,1,1649,1,0
2,0,21,0,1,9,1,0
1,0,1,0,1,9,1,0
1,0,10,0,3,4,3,0
1,0,10,0,3,4057,2,0
1,0,10,0,3,4057,2,0
3,0,74,1,10,4057,4,0
1,0,10,0,3,4057,2,0
1,0,10,0,3,4057,2,0
3,0,68,1,10,4057,4,0
1,0,18,0,3,4,3,0
1,0,1,0,1,4,1,0
3,0,49,0,5,4,4,0
5,0,119,0,2,4,2,0
11,0,155,0,5,4,4,0
12,0,192,0,1,9,1,0
3,0,43,0,12,1649,4,0
3,0,44,0,12,1649,3,0
1,0,1,0,1,9,1,0
5,0,40,0,4,4057,3,0
24,0,189,0,6,4057,4,0
1,0,1,0,1,9,1,0
1,0,32,0,1,9,1,0
15,0,190,0,1,9,1,0
1,0,83,1,6,4057,3,0
