McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
1,0,1,0,1,0,0,0
1,0,133,0,7,23,3,0
6,0,74,0,4,23,1,0
4,0,52,0,1,1649,1,0
4,0,47,0,1,1649,1,0
1,0,23,0,1,1649,1,0
2,0,278,0,2,4057,1,1
1,0,46,0,2,4057,1,1
1,0,35,0,2,4057,1,1
1,0,1,0,2,4057,2,0
14,0,80,2,20,4057,4,0
1,0,30,0,11,1649,4,0
1,0,1,0,1,4,1,0
19,0,133,1,11,4057,4,0
5,0,95,0,8,1649,4,0
1,0,26,0,15,1649,4,0
1,0,29,0,24,1649,3,0
1,0,28,1,13,1649,3,0
1,0,31,1,22,1649,4,0
4,0,74,1,30,4057,4,0
1,0,66,3,21,4057,3,0
1,0,1,0,1,4,1,0
5,0,73,1,15,4057,3,0
1,0,74,1,11,1649,2,0
12,0,92,0,1,1649,1,0
7,0,76,1,6,4057,2,0
21,0,179,3,31,4057,3,0
10,0,111,1,12,4057,2,0
19,0,124,1,17,4057,2,0
15,0,113,1,9,4057,2,0
18,0,129,0,12,4057,2,0
2,0,101,1,14,4057,3,0
2,0,62,2,16,4057,4,0
19,0,205,1,28,4057,3,0
25,0,191,7,34,4057,5,0
19,0,176,4,19,4057,2,0
20,0,131,2,16,4057,2,0
5,0,137,3,39,1649,5,0
2,0,31,0,5,4057,2,0
1,0,1,0,1,9,1,0
20,0,306,1,10,4057,4,0
2,0,37,0,1,1649,1,0
16,0,107,0,5,1649,3,0
1,0,17,0,1,1649,1,0
1,0,1,0,1,1649,1,0
64,0,596,20,174,4057,6,1
1,0,15,0,1,4057,1,0
1,0,6,0,1,4057,1,0
1,0,56,1,54,4057,4,1
15,0,120,0,4,4057,1,0
1,0,16,0,3,4057,1,0
1,0,66,2,70,4057,4,0
1,0,30,4,27,4057,4,0
1,0,3,0,8,4057,3,0
1,0,15,0,5,4057,2,0
22,0,142,1,7,4,3,0
1,0,25,0,24,1649,3,0
3,0,27,0,8,4057,2,0
1,0,41,2,28,4057,4,0
1,0,93,2,27,4057,2,0
12,0,99,0,1,4057,1,0
1,0,50,1,53,4057,5,0
1,0,22,0,4,4057,1,0
27,0,160,0,2,4057,1,0
1,0,6,0,1,4057,1,0
1,0,3,0,31,4057,4,0
4,0,32,0,26,4057,4,0
1,0,11,0,6,4057,3,0
2,0,57,7,31,4057,3,0
72,0,531,11,51,1649,4,1
1,0,3,0,29,4057,3,0
1,0,77,4,49,4057,7,0
1,0,15,0,6,4057,2,0
1,0,22,0,2,4057,1,0
1,0,5,0,1,4057,1,0
1,0,30,0,3,4057,1,0
1,0,30,0,6,4057,2,0
12,0,58,0,8,1649,2,0
7,0,28,0,2,1649,1,0
3,0,68,0,18,4057,3,0
1,0,10,0,1,1649,1,0
4,0,79,0,5,4057,2,0
41,0,258,7,27,4057,3,1
29,0,411,24,169,1649,7,0
44,0,369,0,3,1649,2,1
35,0,301,2,3,4057,1,1
72,0,823,22,185,4057,7,1
3,0,113,0,4,4057,2,0
3,0,106,0,20,4057,2,0
4,0,37,0,1,4057,1,0
1,0,18,0,1,4057,1,0
10,0,85,0,17,4057,4,0
5,0,36,0,1,1649,1,0
1,0,9,0,15,4057,3,0
1,0,15,0,6,4,3,0
1,0,6,0,9,4057,4,0
2,0,31,0,14,1649,3,0
1,0,19,0,7,4057,2,0
1,0,7,0,1,1649,1,0
3,0,36,1,14,4057,5,0
1,0,1,0,4,4057,2,0
1,0,11,0,1,1649,1,0
1,0,5,0,6,4057,3,0
4,0,43,1,9,4057,3,0
1,0,30,3,45,1649,6,0
1,0,15,0,15,1649,3,0
8,0,40,1,8,18,4,0
35,0,191,1,11,4057,4,0
1,0,123,1,1,4057,1,0
5,0,146,2,11,1649,2,0
24,0,261,3,31,4057,6,1
19,0,204,5,43,4057,5,0
1,0,6,0,5,18,2,0
1,0,1,0,6,4057,2,0
27,0,284,3,83,4057,4,0
1,0,8,0,1,18,1,0
20,0,235,1,22,4057,3,0
4,0,141,2,16,4057,4,0
1,0,9,0,7,23,3,0
1,0,1,0,6,4057,2,0
1,0,27,2,26,4057,3,0
3,0,25,1,3,1649,1,0
1,0,36,1,13,1649,2,0
1,0,4,0,4,1649,2,0
1,0,5,0,1,1649,1,0
5,0,93,0,1,1649,1,0
9,0,50,0,4,4057,2,0
35,0,261,6,36,71,4,0
18,0,199,3,27,1649,3,0
1,0,1,0,4,4057,2,0
4,0,50,1,8,1649,2,0
35,0,295,7,60,4057,4,1
5,0,36,0,7,4057,2,0
1,0,13,2,13,4057,4,0
10,0,127,1,32,18,4,1
1,0,1,0,4,4057,2,0
39,0,230,6,39,1649,4,1
31,0,233,5,29,4057,3,1
21,0,115,4,20,1649,3,1
1,0,18,0,3,4057,2,0
80,0,464,4,40,1649,3,1
3,0,45,1,8,4057,3,0
1,0,8,0,1,1649,1,0
1,0,1,0,1,1649,1,0
7,0,80,0,1,4057,1,0
25,0,136,2,17,1649,4,1
8,0,67,1,12,4057,3,1
12,0,57,0,12,1649,3,1
1,0,16,0,3,4057,2,0
18,0,119,0,10,18,4,1
1,0,23,0,6,4057,3,0
1,0,1,0,1,1649,1,0
1,0,7,0,2,4057,2,0
1,0,43,0,14,4057,3,0
1,0,43,3,15,4057,2,0
1,0,42,0,17,4057,2,0
53,0,350,4,29,4057,3,0
13,0,152,1,18,1649,3,0
35,0,273,3,18,4057,3,0
1,0,5,0,6,1649,2,0
1,0,1,0,4,4057,2,0
1,0,11,0,5,4057,2,0
1,0,30,1,10,1649,2,0
1,0,20,1,12,4057,3,0
1,0,43,3,20,4057,3,0
52,0,423,5,74,1649,4,1
8,0,145,0,14,1649,3,1
5,0,111,1,55,4057,4,1
22,0,227,4,80,18,4,1
1,0,1,0,3,4057,2,0
3,0,18,0,6,1649,2,0
5,0,123,3,7,4057,2,1
5,0,147,3,8,4057,3,1
29,0,334,4,61,1,5,1
14,0,143,1,46,18,4,1
1,0,36,3,7,4057,2,0
16,0,173,3,53,18,4,1
1,0,47,3,7,4057,2,0
1,0,1,0,3,4057,2,0
1,0,6,1,9,18,4,0
1,0,60,0,3,4057,2,0
15,0,115,1,4,1649,2,0
1,0,57,0,12,1649,3,0
1,0,49,0,1,4057,1,0
20,0,425,2,46,4057,6,0
1,0,18,0,6,1649,2,0
3,0,118,0,3,4057,2,0
5,0,167,0,5,4057,2,0
40,0,387,4,30,4057,5,0
1,0,13,0,6,1649,2,0
8,0,85,0,3,18,2,0
5,0,94,3,8,4057,1,0
2,0,36,2,7,4057,3,0
4,0,136,1,11,1649,2,0
54,0,476,3,72,4057,5,0
7,0,81,1,17,4057,4,0
23,0,260,1,13,4057,3,0
2,0,40,0,7,4057,2,0
1,0,15,0,2,4057,2,0
3,0,99,2,4,4057,1,0
1,0,83,1,1,4057,1,0
5,0,110,0,2,4057,2,1
1,0,7,0,1,1649,1,0
45,0,242,0,1,1649,1,1
2,0,30,0,1,1649,1,0
7,0,95,0,1,1649,1,1
9,0,132,0,1,1649,1,1
67,0,455,0,6,1649,2,1
24,0,216,0,1,1649,1,1
3,0,96,0,2,1649,1,1
1,0,1,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,16,0,2,1649,1,0
1,0,12,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,25,0,1,1649,1,0
19,0,201,4,9,4057,3,0
1,0,1,0,3,1649,2,0
11,0,130,1,15,4057,4,1
7,0,105,4,15,4057,3,0
1,0,18,2,7,4057,3,0
1,0,12,0,4,4057,2,0
19,0,232,4,11,4057,3,0
4,0,144,3,8,4057,3,0
1,0,1,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,45,3,11,4057,3,0
1,0,13,1,5,4057,2,0
1,0,38,0,6,4057,2,0
1,0,5,0,2,4057,2,0
1,0,47,3,8,4057,3,0
4,0,94,0,13,4057,4,1
2,0,27,0,8,18,3,0
11,0,145,0,11,18,3,0
1,0,8,0,4,4057,4,0
2,0,27,0,8,18,3,0
17,0,172,0,14,18,3,0
1,0,9,0,3,4057,3,0
23,0,156,0,7,4057,4,0
1,0,1,0,1,1649,1,0
2,0,21,0,1,9,1,0
1,0,1,0,1,9,1,0
1,0,10,0,3,4,3,0
1,0,13,0,5,4057,3,0
1,0,13,0,5,4057,3,0
3,0,76,1,11,18,5,0
1,0,13,0,5,4057,3,0
1,0,13,0,5,4057,3,0
3,0,70,1,11,18,5,0
1,0,23,0,5,4057,4,0
1,0,1,0,1,4,1,0
3,0,49,0,5,4,4,0
5,0,119,0,2,4,2,0
11,0,155,0,5,4,4,0
12,0,192,0,1,9,1,0
3,0,43,0,13,4057,4,0
3,0,44,0,13,4057,3,0
1,0,1,0,1,9,1,0
5,0,40,0,4,4057,3,0
24,0,189,0,6,4057,4,0
1,0,1,0,1,9,1,0
1,0,32,0,1,9,1,0
15,0,190,0,1,9,1,0
1,0,83,1,6,4057,3,0
