McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
27,0,3,2,136,217,916,285,172,27.0,0.0,136.0,0.0,4.0,24.0,142.0,1
1,0,1,1,9,18,917,286,172,1.0,0.0,9.0,0.0,3.0,19.0,1077.0,0
8,0,1,7,51,73,919,287,174,8.0,0.0,51.0,0.0,3.0,16.0,1077.0,0
1,0,4,2,24,54,921,288,174,1.0,0.0,24.0,0.0,3.0,6.0,1077.0,0
3,0,1,2,25,38,922,289,174,3.0,0.0,25.0,0.0,3.0,8.0,1077.0,0
1,0,1,2,16,28,928,290,176,1.0,0.0,16.0,0.0,2.0,2.0,1615.0,0
15,0,2,8,104,172,929,291,176,15.0,0.0,104.0,0.0,3.0,33.0,53.0,0
18,0,5,10,122,174,930,292,176,18.0,0.0,122.0,0.0,3.0,10.0,1077.0,0
13,0,5,3,64,116,931,293,176,13.0,0.0,64.0,0.0,5.0,34.0,53.0,0
1,0,1,1,9,18,932,294,176,1.0,0.0,9.0,0.0,3.0,4.0,53.0,0
1,0,1,4,22,34,933,295,176,1.0,0.0,22.0,0.0,4.0,11.0,53.0,0
5,0,1,1,14,30,934,296,176,5.0,0.0,14.0,0.0,4.0,14.0,53.0,0
1,0,1,1,18,30,936,297,176,1.0,0.0,18.0,0.0,2.0,2.0,53.0,0
7,0,1,4,50,66,935,298,176,7.0,0.0,50.0,0.0,2.0,3.0,53.0,0
11,0,3,2,66,97,937,299,176,11.0,0.0,66.0,0.0,3.0,6.0,53.0,0
1,0,0,2,7,11,938,300,176,1.0,0.0,7.0,0.0,2.0,5.0,1077.0,0
6,0,1,6,49,69,939,301,176,6.0,0.0,49.0,0.0,3.0,6.0,1077.0,0
2,0,2,5,64,102,940,302,176,2.0,0.0,64.0,0.0,4.0,18.0,53.0,0
12,0,1,9,204,274,941,303,176,12.0,0.0,204.0,1.0,4.0,46.0,53.0,0
1,0,1,7,33,53,942,304,176,1.0,0.0,33.0,0.0,1.0,3.0,1077.0,0
3,0,2,20,121,169,943,305,176,3.0,0.0,121.0,0.0,4.0,22.0,53.0,0
1,0,1,0,4,15,944,306,176,1.0,0.0,4.0,0.0,2.0,3.0,1615.0,0
3,0,2,17,99,137,945,307,176,3.0,0.0,99.0,0.0,3.0,4.0,142.0,0
40,0,4,35,308,397,946,308,176,40.0,0.0,308.0,0.0,4.0,24.0,1077.0,0
13,0,2,21,239,332,947,309,176,13.0,0.0,239.0,0.0,4.0,19.0,142.0,0
47,0,2,15,475,610,948,310,176,47.0,0.0,475.0,0.0,3.0,13.0,1077.0,0
1,0,1,1,7,19,949,311,176,1.0,0.0,7.0,0.0,3.0,10.0,53.0,0
1,0,1,3,46,60,950,312,176,1.0,0.0,46.0,0.0,2.0,2.0,53.0,0
1,0,0,2,6,10,951,313,176,1.0,0.0,6.0,0.0,2.0,5.0,1077.0,0
3,0,1,2,13,24,952,314,176,3.0,0.0,13.0,0.0,2.0,3.0,1615.0,0
5,0,1,15,109,137,953,315,176,5.0,0.0,109.0,0.0,3.0,17.0,53.0,0
11,0,1,3,56,90,966,316,181,11.0,0.0,56.0,0.0,2.0,3.0,1077.0,0
11,0,0,12,86,124,967,317,181,11.0,0.0,86.0,0.0,2.0,5.0,1615.0,0
6,0,2,11,74,109,968,318,181,6.0,0.0,74.0,0.0,2.0,3.0,1077.0,0
4,0,0,8,50,66,969,319,181,4.0,0.0,50.0,0.0,3.0,6.0,142.0,0
1,0,8,0,12,66,970,320,181,1.0,0.0,12.0,0.0,2.0,3.0,1077.0,0
5,0,1,7,43,66,971,321,181,5.0,0.0,43.0,0.0,2.0,3.0,1077.0,0
1,0,7,0,11,65,972,322,181,1.0,0.0,11.0,0.0,2.0,3.0,1077.0,0
6,0,1,5,89,177,973,323,181,6.0,0.0,89.0,0.0,3.0,8.0,1615.0,0
2,0,1,7,38,56,974,324,181,2.0,0.0,38.0,0.0,2.0,5.0,1615.0,0
3,0,2,2,107,167,504,325,93,3.0,0.0,107.0,2.0,5.0,33.0,1615.0,0
1,0,1,4,27,41,94,326,30,1.0,0.0,27.0,0.0,2.0,4.0,1077.0,0
10,0,4,40,241,321,95,327,30,10.0,0.0,241.0,2.0,4.0,51.0,1077.0,0
26,0,4,14,151,250,96,328,30,26.0,0.0,151.0,1.0,5.0,49.0,1077.0,0
6,0,1,1,75,91,97,329,30,6.0,0.0,75.0,0.0,3.0,15.0,1615.0,0
75,0,3,33,956,1821,105,330,33,75.0,0.0,956.0,2.0,5.0,192.0,1615.0,1
1,0,0,1,9,13,106,331,33,1.0,0.0,9.0,0.0,2.0,2.0,53.0,0
4,0,1,4,31,46,107,332,33,4.0,0.0,31.0,0.0,3.0,15.0,1077.0,0
1,0,1,0,35,64,108,333,33,1.0,0.0,35.0,0.0,2.0,5.0,1077.0,0
93,0,1,10,434,517,112,334,36,93.0,0.0,434.0,0.0,4.0,83.0,1077.0,0
115,0,6,31,610,765,113,335,36,115.0,0.0,610.0,1.0,4.0,100.0,1615.0,0
1,0,1,7,12,27,114,336,36,1.0,0.0,12.0,0.0,2.0,5.0,1077.0,0
7,0,1,5,76,96,115,337,36,7.0,0.0,76.0,0.0,4.0,18.0,142.0,0
1,0,1,1,7,15,116,338,36,1.0,0.0,7.0,0.0,3.0,7.0,1077.0,0
98,0,5,27,553,719,117,339,36,98.0,0.0,553.0,5.0,4.0,156.0,1615.0,1
2,0,1,4,46,62,118,340,37,2.0,0.0,46.0,0.0,3.0,14.0,53.0,1
1,0,1,6,15,39,119,341,37,1.0,0.0,15.0,0.0,3.0,12.0,53.0,1
29,0,2,4,157,204,120,342,37,29.0,0.0,157.0,0.0,4.0,22.0,142.0,1
1,0,3,0,5,31,122,343,39,1.0,0.0,5.0,0.0,2.0,8.0,1077.0,0
1,0,1,3,13,24,123,344,39,1.0,0.0,13.0,0.0,1.0,1.0,1077.0,0
18,0,1,3,187,244,124,345,39,18.0,0.0,187.0,0.0,3.0,39.0,53.0,0
1,0,1,3,21,32,125,346,39,1.0,0.0,21.0,0.0,2.0,7.0,1077.0,0
91,0,0,7,418,497,126,347,39,91.0,0.0,418.0,0.0,4.0,66.0,142.0,0
4,0,1,7,45,63,127,348,40,4.0,0.0,45.0,0.0,3.0,12.0,1077.0,0
1,0,6,0,12,73,128,349,40,1.0,0.0,12.0,0.0,3.0,12.0,1077.0,0
1,0,2,0,10,28,129,350,40,1.0,0.0,10.0,0.0,2.0,3.0,53.0,0
23,0,3,8,115,163,130,351,40,23.0,0.0,115.0,0.0,3.0,11.0,1077.0,0
9,0,1,7,87,115,131,352,40,9.0,0.0,87.0,0.0,4.0,23.0,142.0,0
1,0,1,4,18,31,132,353,40,1.0,0.0,18.0,0.0,2.0,3.0,53.0,0
25,0,2,11,136,182,136,354,41,25.0,0.0,136.0,0.0,4.0,27.0,1615.0,0
26,0,5,16,197,285,137,355,41,26.0,0.0,197.0,0.0,4.0,29.0,1615.0,0
2,0,1,4,31,45,147,356,44,2.0,0.0,31.0,0.0,2.0,18.0,1615.0,0
4,0,1,3,55,77,149,357,46,4.0,0.0,55.0,0.0,3.0,8.0,53.0,0
4,0,1,2,10,19,150,358,46,4.0,0.0,10.0,0.0,3.0,8.0,53.0,0
24,0,1,20,217,261,151,359,46,24.0,0.0,217.0,0.0,4.0,27.0,142.0,0
18,0,1,3,170,207,154,360,47,18.0,0.0,170.0,0.0,4.0,30.0,1615.0,0
133,0,10,38,918,1120,155,361,47,133.0,0.0,918.0,0.0,4.0,73.0,1615.0,0
1,0,1,0,4,11,156,362,47,1.0,0.0,4.0,0.0,2.0,3.0,53.0,0
1,0,1,1,13,22,157,363,47,1.0,0.0,13.0,0.0,2.0,2.0,142.0,0
10,0,1,11,72,92,158,364,47,10.0,0.0,72.0,0.0,4.0,12.0,142.0,0
5,0,1,10,67,85,159,365,47,5.0,0.0,67.0,0.0,4.0,15.0,142.0,0
1,0,2,3,8,28,166,366,48,1.0,0.0,8.0,0.0,2.0,9.0,1615.0,0
19,0,2,7,58,85,167,367,48,19.0,0.0,58.0,0.0,3.0,13.0,1615.0,0
1,0,0,14,27,44,168,368,48,1.0,0.0,27.0,0.0,3.0,10.0,53.0,0
1,0,3,0,8,40,169,369,48,1.0,0.0,8.0,0.0,3.0,8.0,1615.0,0
1,0,0,6,9,18,170,370,48,1.0,0.0,9.0,0.0,3.0,13.0,1615.0,1
6,0,1,6,105,131,171,371,48,6.0,0.0,105.0,0.0,4.0,36.0,142.0,0
16,0,1,8,186,229,172,372,48,16.0,0.0,186.0,0.0,4.0,17.0,1615.0,1
1,0,1,0,3,12,173,373,48,1.0,0.0,3.0,0.0,2.0,3.0,1077.0,0
19,0,1,23,148,189,174,374,49,19.0,0.0,148.0,0.0,3.0,11.0,1615.0,0
19,0,1,0,64,84,175,375,49,19.0,0.0,64.0,0.0,2.0,4.0,1077.0,0
8,0,1,4,52,64,176,376,49,8.0,0.0,52.0,0.0,3.0,9.0,1615.0,0
6,0,0,9,43,56,177,377,49,6.0,0.0,43.0,1.0,3.0,14.0,1615.0,0
4,0,1,4,33,45,178,378,49,4.0,0.0,33.0,0.0,3.0,9.0,1615.0,0
7,0,1,6,38,55,179,379,49,7.0,0.0,38.0,1.0,3.0,13.0,1615.0,0
4,0,1,4,33,45,181,380,49,4.0,0.0,33.0,0.0,3.0,9.0,1615.0,0
3,0,0,9,40,53,180,381,49,3.0,0.0,40.0,1.0,3.0,14.0,1615.0,0
4,0,0,7,36,48,182,382,49,4.0,0.0,36.0,0.0,3.0,14.0,1615.0,0
4,0,1,4,33,45,183,383,49,4.0,0.0,33.0,0.0,3.0,9.0,1615.0,0
3,0,1,4,25,37,184,384,49,3.0,0.0,25.0,1.0,3.0,17.0,1615.0,0
4,0,1,4,33,45,185,385,49,4.0,0.0,33.0,0.0,3.0,9.0,1615.0,0
5,0,1,4,27,39,186,386,49,5.0,0.0,27.0,1.0,3.0,18.0,1615.0,0
4,0,1,4,33,45,187,387,49,4.0,0.0,33.0,0.0,3.0,9.0,1615.0,0
8,0,1,6,42,58,188,388,49,8.0,0.0,42.0,0.0,3.0,13.0,1615.0,0
4,0,1,4,33,45,189,389,49,4.0,0.0,33.0,0.0,3.0,9.0,1615.0,0
6,0,1,6,40,59,190,390,49,6.0,0.0,40.0,0.0,4.0,22.0,142.0,0
4,0,1,4,33,45,191,391,49,4.0,0.0,33.0,0.0,3.0,9.0,1615.0,0
7,0,1,6,38,54,192,392,49,7.0,0.0,38.0,1.0,3.0,13.0,1615.0,0
5,0,1,4,38,51,193,393,49,5.0,0.0,38.0,0.0,3.0,12.0,1615.0,0
44,0,1,6,223,265,194,394,49,44.0,0.0,223.0,0.0,3.0,15.0,1615.0,0
15,0,2,7,142,189,201,395,50,15.0,0.0,142.0,0.0,5.0,31.0,1615.0,1
13,0,1,11,271,327,212,396,52,13.0,0.0,271.0,0.0,4.0,20.0,142.0,0
50,0,0,0,335,434,213,397,52,50.0,0.0,335.0,0.0,4.0,26.0,142.0,0
5,0,1,47,221,280,214,398,52,5.0,0.0,221.0,0.0,4.0,14.0,142.0,0
5,0,0,0,79,107,215,399,52,5.0,0.0,79.0,0.0,3.0,3.0,142.0,0
5,0,1,6,44,59,216,400,52,5.0,0.0,44.0,0.0,3.0,6.0,142.0,0
4,0,3,9,84,179,217,401,52,4.0,0.0,84.0,0.0,4.0,13.0,142.0,0
1,0,1,11,14,33,222,402,54,1.0,0.0,14.0,0.0,3.0,16.0,1615.0,0
34,0,3,29,512,717,223,403,54,34.0,0.0,512.0,0.0,4.0,40.0,1077.0,0
13,0,1,14,78,126,236,404,56,13.0,0.0,78.0,0.0,4.0,24.0,142.0,0
22,0,1,10,88,104,237,405,56,22.0,0.0,88.0,0.0,4.0,12.0,142.0,0
18,0,1,9,53,99,238,406,56,18.0,0.0,53.0,0.0,3.0,6.0,142.0,0
1,0,5,1,10,41,239,407,56,1.0,0.0,10.0,0.0,4.0,7.0,142.0,0
1,0,4,6,14,46,240,408,56,1.0,0.0,14.0,0.0,3.0,8.0,1615.0,0
1,0,1,12,22,42,241,409,56,1.0,0.0,22.0,0.0,4.0,18.0,142.0,0
1,0,8,2,19,85,242,410,56,1.0,0.0,19.0,0.0,4.0,15.0,53.0,0
1,0,1,2,6,16,243,411,56,1.0,0.0,6.0,0.0,2.0,6.0,1077.0,0
21,0,3,21,125,169,244,412,56,21.0,0.0,125.0,0.0,2.0,8.0,1615.0,0
10,0,2,6,55,73,245,413,56,10.0,0.0,55.0,0.0,2.0,3.0,53.0,0
17,0,1,6,69,87,246,414,56,17.0,0.0,69.0,0.0,3.0,8.0,1077.0,0
2,0,1,3,19,34,247,415,56,2.0,0.0,19.0,0.0,3.0,5.0,1615.0,0
7,0,1,1,49,59,250,416,58,7.0,0.0,49.0,0.0,3.0,3.0,142.0,0
26,0,0,0,112,133,251,417,58,26.0,0.0,112.0,0.0,3.0,4.0,53.0,0
22,0,1,4,223,259,252,418,58,22.0,0.0,223.0,0.0,4.0,14.0,142.0,0
6,0,1,7,43,59,253,419,58,6.0,0.0,43.0,0.0,3.0,6.0,53.0,0
45,0,1,3,335,447,254,420,58,45.0,0.0,335.0,0.0,4.0,18.0,1615.0,0
1,0,2,0,4,22,255,421,59,1.0,0.0,4.0,0.0,3.0,6.0,1615.0,0
1,0,1,6,30,54,256,422,59,1.0,0.0,30.0,0.0,2.0,6.0,1615.0,0
1,0,2,4,24,43,257,423,59,1.0,0.0,24.0,0.0,4.0,11.0,1615.0,0
1,0,8,0,13,70,258,424,59,1.0,0.0,13.0,0.0,3.0,8.0,1615.0,0
7,0,3,3,42,88,259,425,59,7.0,0.0,42.0,0.0,2.0,6.0,1615.0,0
2,0,1,5,72,90,260,426,59,2.0,0.0,72.0,0.0,2.0,5.0,1615.0,0
1,0,3,0,6,28,261,427,59,1.0,0.0,6.0,0.0,3.0,9.0,1615.0,0
1,0,5,0,9,53,262,428,59,1.0,0.0,9.0,0.0,2.0,6.0,1615.0,0
23,0,1,2,147,204,263,429,59,23.0,0.0,147.0,0.0,3.0,17.0,1615.0,0
48,0,3,7,181,242,264,430,59,48.0,0.0,181.0,0.0,4.0,33.0,1615.0,0
14,0,1,6,83,104,265,431,59,14.0,0.0,83.0,0.0,2.0,2.0,1615.0,0
5,0,1,5,53,76,266,432,59,5.0,0.0,53.0,0.0,2.0,2.0,1615.0,0
8,0,3,11,100,139,267,433,59,8.0,0.0,100.0,0.0,2.0,3.0,1615.0,0
19,0,7,2,51,111,268,434,59,19.0,0.0,51.0,0.0,2.0,4.0,1615.0,0
3,0,1,7,35,53,270,435,61,3.0,0.0,35.0,0.0,3.0,6.0,1615.0,0
1,0,1,9,14,36,271,436,61,1.0,0.0,14.0,0.0,2.0,3.0,1615.0,0
18,0,1,4,53,70,272,437,61,18.0,0.0,53.0,0.0,2.0,5.0,1615.0,0
10,0,1,6,51,67,273,438,61,10.0,0.0,51.0,1.0,3.0,13.0,142.0,0
4,0,1,5,25,40,274,439,61,4.0,0.0,25.0,0.0,3.0,6.0,1615.0,0
6,0,1,5,37,52,275,440,61,6.0,0.0,37.0,0.0,3.0,7.0,1077.0,0
6,0,1,5,38,53,276,441,61,6.0,0.0,38.0,0.0,3.0,3.0,142.0,0
1,0,1,4,21,35,277,442,61,1.0,0.0,21.0,0.0,3.0,9.0,142.0,0
14,0,1,10,87,122,278,443,61,14.0,0.0,87.0,0.0,3.0,10.0,1615.0,0
4,0,1,11,51,73,279,444,61,4.0,0.0,51.0,0.0,3.0,7.0,1615.0,0
4,0,1,7,37,56,280,445,61,4.0,0.0,37.0,0.0,3.0,7.0,1615.0,0
13,0,1,9,81,106,281,446,61,13.0,0.0,81.0,0.0,4.0,12.0,1615.0,0
4,0,1,5,30,44,282,447,61,4.0,0.0,30.0,0.0,3.0,9.0,1615.0,0
8,0,1,6,37,53,283,448,61,8.0,0.0,37.0,0.0,2.0,4.0,1615.0,0
12,0,1,15,100,143,287,449,63,12.0,0.0,100.0,0.0,3.0,4.0,1615.0,0
54,0,2,21,316,412,288,450,63,54.0,0.0,316.0,0.0,3.0,21.0,1077.0,0
4,0,3,16,161,243,289,451,63,4.0,0.0,161.0,0.0,4.0,16.0,1615.0,0
13,0,1,20,108,149,290,452,63,13.0,0.0,108.0,0.0,3.0,7.0,53.0,0
7,0,2,10,72,123,295,453,65,7.0,0.0,72.0,0.0,4.0,10.0,142.0,0
14,0,2,20,165,250,296,454,65,14.0,0.0,165.0,0.0,3.0,7.0,1077.0,0
127,0,4,7,454,683,297,455,65,127.0,0.0,454.0,0.0,3.0,3.0,142.0,0
10,0,2,10,94,150,298,456,65,10.0,0.0,94.0,1.0,4.0,15.0,1077.0,0
7,0,3,2,83,133,299,457,65,7.0,0.0,83.0,0.0,4.0,12.0,142.0,0
9,0,1,12,94,129,300,458,65,9.0,0.0,94.0,0.0,4.0,9.0,142.0,0
1,0,1,8,57,83,301,459,65,1.0,0.0,57.0,0.0,3.0,6.0,1615.0,0
7,0,4,6,76,125,302,460,65,7.0,0.0,76.0,0.0,4.0,14.0,142.0,0
1,0,3,0,7,29,303,461,65,1.0,0.0,7.0,0.0,3.0,4.0,1615.0,0
11,0,1,12,102,136,304,462,65,11.0,0.0,102.0,0.0,4.0,10.0,142.0,1
10,0,1,14,91,116,305,463,66,10.0,0.0,91.0,0.0,4.0,19.0,1615.0,0
4,0,1,11,61,81,306,464,66,4.0,0.0,61.0,0.0,3.0,15.0,1077.0,0
22,0,2,18,129,171,307,465,66,22.0,0.0,129.0,0.0,4.0,28.0,1077.0,0
16,0,1,9,102,134,308,466,66,16.0,0.0,102.0,4.0,4.0,43.0,1077.0,1
15,0,1,9,97,127,309,467,66,15.0,0.0,97.0,2.0,4.0,34.0,1077.0,1
7,0,1,4,31,49,310,468,66,7.0,0.0,31.0,0.0,3.0,6.0,1077.0,0
1,0,1,1,5,13,311,469,66,1.0,0.0,5.0,0.0,2.0,2.0,1615.0,0
4,0,1,10,52,75,312,470,66,4.0,0.0,52.0,0.0,2.0,11.0,1615.0,0
34,0,1,5,107,141,313,471,66,34.0,0.0,107.0,1.0,4.0,23.0,142.0,0
40,0,1,10,126,157,314,472,66,40.0,0.0,126.0,0.0,4.0,20.0,142.0,0
6,0,1,9,73,94,315,473,66,6.0,0.0,73.0,1.0,3.0,18.0,1077.0,0
6,0,1,9,73,94,316,474,66,6.0,0.0,73.0,1.0,3.0,17.0,1077.0,0
1,0,1,2,6,16,317,475,66,1.0,0.0,6.0,0.0,3.0,5.0,142.0,0
2,0,1,5,25,40,318,476,67,2.0,0.0,25.0,0.0,3.0,3.0,142.0,0
1,0,1,5,25,38,319,477,67,1.0,0.0,25.0,0.0,3.0,3.0,142.0,0
1,0,1,4,18,30,320,478,67,1.0,0.0,18.0,0.0,3.0,3.0,142.0,0
8,0,1,10,72,94,321,479,67,8.0,0.0,72.0,0.0,3.0,3.0,142.0,0
4,0,1,6,32,48,322,480,67,4.0,0.0,32.0,0.0,3.0,3.0,142.0,0
1,0,1,4,7,17,323,481,67,1.0,0.0,7.0,0.0,3.0,3.0,142.0,0
2,0,1,5,23,36,324,482,67,2.0,0.0,23.0,0.0,3.0,3.0,142.0,0
5,0,1,4,77,100,325,483,68,5.0,0.0,77.0,0.0,3.0,16.0,1615.0,0
210,0,9,56,1094,1362,326,484,68,210.0,0.0,1094.0,8.0,4.0,176.0,1077.0,1
3,0,3,40,407,521,327,485,68,3.0,0.0,407.0,1.0,4.0,59.0,1615.0,1
1,0,19,0,23,156,328,486,68,1.0,0.0,23.0,0.0,4.0,35.0,1615.0,0
1,0,1,1,5,13,329,487,68,1.0,0.0,5.0,0.0,3.0,4.0,1615.0,0
6,0,1,2,47,66,330,488,68,6.0,0.0,47.0,1.0,3.0,12.0,1615.0,0
1,0,2,4,35,60,331,489,69,1.0,0.0,35.0,0.0,1.0,3.0,1077.0,0
1,0,1,4,22,35,332,490,69,1.0,0.0,22.0,0.0,1.0,2.0,1077.0,0
1,0,1,4,22,35,333,491,69,1.0,0.0,22.0,0.0,1.0,2.0,1077.0,0
3,0,1,5,32,46,334,492,69,3.0,0.0,32.0,0.0,1.0,3.0,1077.0,0
10,0,1,6,56,73,335,493,69,10.0,0.0,56.0,0.0,1.0,4.0,1077.0,0
3,0,1,4,28,41,336,494,70,3.0,0.0,28.0,1.0,2.0,4.0,1615.0,0
1,0,1,3,8,18,337,495,70,1.0,0.0,8.0,1.0,2.0,4.0,1615.0,0
1,0,1,4,30,43,338,496,70,1.0,0.0,30.0,1.0,2.0,4.0,1615.0,0
3,0,1,4,42,54,339,497,71,3.0,0.0,42.0,0.0,3.0,14.0,1615.0,0
1,0,1,3,16,29,340,498,71,1.0,0.0,16.0,0.0,3.0,14.0,1615.0,0
5,0,1,5,26,40,341,499,71,5.0,0.0,26.0,0.0,3.0,9.0,53.0,0
12,0,1,7,46,62,342,500,71,12.0,0.0,46.0,0.0,2.0,2.0,53.0,0
4,0,1,2,26,46,343,501,71,4.0,0.0,26.0,0.0,3.0,14.0,1615.0,0
1,0,1,3,7,17,344,502,71,1.0,0.0,7.0,0.0,3.0,14.0,1615.0,0
12,0,0,7,94,117,345,503,72,12.0,0.0,94.0,0.0,3.0,7.0,1077.0,0
12,0,0,7,72,92,346,504,72,12.0,0.0,72.0,0.0,3.0,16.0,1077.0,0
1,0,5,1,11,50,347,505,72,1.0,0.0,11.0,0.0,3.0,6.0,1077.0,0
1,0,2,4,11,25,348,506,73,1.0,0.0,11.0,0.0,3.0,9.0,1077.0,0
5,0,1,5,33,47,349,507,73,5.0,0.0,33.0,0.0,3.0,4.0,1615.0,0
1,0,2,10,17,43,350,508,73,1.0,0.0,17.0,0.0,3.0,21.0,53.0,0
1,0,1,3,7,17,351,509,73,1.0,0.0,7.0,0.0,2.0,2.0,53.0,0
1,0,1,3,24,37,352,510,73,1.0,0.0,24.0,0.0,4.0,14.0,53.0,0
4,0,1,5,38,56,353,511,73,4.0,0.0,38.0,0.0,3.0,5.0,1615.0,0
1,0,2,10,28,51,354,512,73,1.0,0.0,28.0,0.0,4.0,10.0,142.0,0
5,0,1,10,70,92,355,513,73,5.0,0.0,70.0,0.0,3.0,6.0,1077.0,0
2,0,1,8,61,81,356,514,73,2.0,0.0,61.0,0.0,2.0,3.0,1615.0,0
11,0,2,9,138,200,357,515,73,11.0,0.0,138.0,0.0,4.0,15.0,142.0,0
4,0,1,7,50,73,358,516,73,4.0,0.0,50.0,0.0,3.0,10.0,1615.0,0
6,0,1,6,87,122,359,517,73,6.0,0.0,87.0,0.0,4.0,20.0,142.0,0
4,0,1,4,27,39,360,518,73,4.0,0.0,27.0,0.0,2.0,3.0,53.0,0
6,0,2,6,45,61,361,519,73,6.0,0.0,45.0,0.0,3.0,9.0,1077.0,0
1,0,1,4,9,20,362,520,73,1.0,0.0,9.0,0.0,3.0,8.0,142.0,0
13,0,1,8,73,95,363,521,73,13.0,0.0,73.0,0.0,4.0,19.0,142.0,0
3,0,1,5,31,45,364,522,73,3.0,0.0,31.0,0.0,2.0,6.0,1077.0,0
5,0,1,9,69,86,365,523,74,5.0,0.0,69.0,0.0,4.0,9.0,142.0,0
8,0,1,13,97,121,366,524,74,8.0,0.0,97.0,0.0,3.0,9.0,1615.0,0
3,0,1,7,52,69,367,525,74,3.0,0.0,52.0,0.0,2.0,2.0,53.0,0
6,0,0,8,142,187,368,526,75,6.0,0.0,142.0,0.0,4.0,24.0,1077.0,0
1,0,0,8,46,63,369,527,75,1.0,0.0,46.0,0.0,4.0,14.0,142.0,0
3,0,0,7,51,66,370,528,75,3.0,0.0,51.0,0.0,4.0,10.0,142.0,0
1,0,1,7,33,48,371,529,75,1.0,0.0,33.0,0.0,3.0,9.0,1077.0,0
1,0,1,10,48,65,372,530,75,1.0,0.0,48.0,0.0,4.0,18.0,1077.0,0
4,0,4,43,208,287,373,531,75,4.0,0.0,208.0,0.0,4.0,30.0,142.0,0
17,0,1,14,137,175,374,532,75,17.0,0.0,137.0,0.0,4.0,32.0,142.0,0
1,0,0,1,4,9,375,533,75,1.0,0.0,4.0,0.0,2.0,3.0,1615.0,0
1,0,0,4,37,50,376,534,75,1.0,0.0,37.0,0.0,4.0,30.0,1077.0,0
1,0,1,4,27,40,377,535,76,1.0,0.0,27.0,0.0,2.0,3.0,1615.0,0
1,0,0,7,30,40,378,536,77,1.0,0.0,30.0,0.0,3.0,5.0,1077.0,0
1,0,0,7,31,40,379,537,77,1.0,0.0,31.0,0.0,3.0,3.0,53.0,0
6,0,1,12,91,113,380,538,77,6.0,0.0,91.0,0.0,3.0,10.0,1077.0,0
17,0,1,10,147,171,381,539,77,17.0,0.0,147.0,0.0,4.0,27.0,142.0,1
1,0,3,0,35,79,382,540,78,1.0,0.0,35.0,0.0,2.0,2.0,1615.0,0
7,0,4,2,55,97,383,541,78,7.0,0.0,55.0,0.0,2.0,2.0,1615.0,0
66,0,2,25,453,669,384,542,78,66.0,0.0,453.0,0.0,3.0,13.0,1077.0,0
3,0,1,1,28,37,385,543,78,3.0,0.0,28.0,0.0,4.0,8.0,142.0,0
1,0,1,1,6,14,386,544,78,1.0,0.0,6.0,0.0,1.0,2.0,1077.0,0
9,0,1,2,42,49,387,545,78,9.0,0.0,42.0,0.0,3.0,10.0,53.0,0
19,0,8,2,118,266,388,546,78,19.0,0.0,118.0,0.0,3.0,5.0,1077.0,0
8,0,1,2,62,83,389,547,78,8.0,0.0,62.0,0.0,2.0,3.0,53.0,0
19,0,4,30,206,281,390,548,79,19.0,0.0,206.0,0.0,4.0,41.0,1077.0,0
8,0,1,3,54,76,391,549,79,8.0,0.0,54.0,0.0,4.0,34.0,53.0,0
1,0,0,3,15,23,392,550,79,1.0,0.0,15.0,0.0,1.0,1.0,1077.0,0
1,0,0,5,28,42,393,551,79,1.0,0.0,28.0,0.0,1.0,2.0,1077.0,0
8,0,1,11,80,100,394,552,79,8.0,0.0,80.0,0.0,4.0,21.0,1077.0,0
9,0,1,4,72,100,505,553,94,9.0,0.0,72.0,0.0,6.0,14.0,53.0,1
4,0,3,2,72,134,506,554,94,4.0,0.0,72.0,0.0,2.0,5.0,1077.0,0
1,0,1,1,25,39,507,555,94,1.0,0.0,25.0,0.0,4.0,15.0,142.0,1
5,0,1,1,30,44,508,556,94,5.0,0.0,30.0,0.0,2.0,4.0,1077.0,0
18,0,1,5,70,85,512,557,97,18.0,0.0,70.0,0.0,1.0,3.0,1077.0,0
26,0,1,8,85,103,513,558,97,26.0,0.0,85.0,0.0,1.0,2.0,1077.0,0
5,0,1,4,19,31,514,559,97,5.0,0.0,19.0,0.0,1.0,1.0,1077.0,0
1,0,1,0,10,28,515,560,97,1.0,0.0,10.0,0.0,1.0,4.0,1077.0,0
20,0,1,13,270,357,516,561,97,20.0,0.0,270.0,0.0,1.0,2.0,1077.0,0
4,0,1,1,9,18,517,562,97,4.0,0.0,9.0,0.0,1.0,1.0,1077.0,0
1,0,1,1,4,15,518,563,97,1.0,0.0,4.0,0.0,1.0,1.0,1077.0,0
7,0,1,9,52,71,519,564,97,7.0,0.0,52.0,0.0,1.0,2.0,1077.0,0
8,0,1,9,53,74,521,565,97,8.0,0.0,53.0,0.0,1.0,2.0,1077.0,0
1,0,0,6,8,17,522,566,97,1.0,0.0,8.0,0.0,1.0,1.0,1077.0,0
1,0,1,6,9,22,520,567,97,1.0,0.0,9.0,0.0,1.0,1.0,1077.0,0
17,0,1,6,81,106,523,568,97,17.0,0.0,81.0,0.0,2.0,6.0,1077.0,0
1,0,1,8,32,52,524,569,97,1.0,0.0,32.0,0.0,1.0,1.0,1077.0,0
