McCC,CLOC,PDA,PUA,LLOC,LOC,DataClumps,MessageChains,MiddleMan,SpeculativeGenerality,SwitchStatements,MessageChains.1,blank,comment,code,codeLines,target
1,0,1,2,6,24,0.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,6.0,6.0,0
1,0,8,0,12,131,0.0,0.0,0.0,1.0,0.0,0.0,9.0,109.0,12.0,12.0,0
1,0,16,0,22,456,0.0,0.0,0.0,1.0,0.0,0.0,21.0,412.0,22.0,22.0,0
1,0,2,0,5,45,0.0,0.0,0.0,1.0,0.0,0.0,2.0,37.0,5.0,5.0,0
1,0,25,0,39,986,0.0,0.0,0.0,1.0,0.0,0.0,26.0,920.0,39.0,39.0,1
1,0,3,0,6,65,0.0,0.0,0.0,1.0,0.0,0.0,3.0,55.0,6.0,6.0,0
1,0,7,0,11,119,0.0,0.0,0.0,1.0,0.0,0.0,7.0,100.0,11.0,11.0,0
1,0,8,0,11,329,0.0,0.0,0.0,1.0,0.0,0.0,9.0,308.0,11.0,11.0,1
1,0,20,0,46,544,0.0,0.0,0.0,1.0,0.0,0.0,45.0,452.0,46.0,46.0,0
1,0,13,0,16,181,0.0,0.0,0.0,1.0,0.0,0.0,13.0,151.0,16.0,16.0,0
1,0,5,0,11,73,0.0,0.0,0.0,1.0,0.0,0.0,11.0,50.0,11.0,11.0,0
1,0,2,0,5,41,0.0,0.0,0.0,1.0,0.0,0.0,4.0,31.0,5.0,5.0,0
1,0,10,0,13,184,0.0,0.0,0.0,1.0,0.0,0.0,12.0,158.0,13.0,13.0,0
1,0,24,0,29,778,0.0,0.0,0.0,1.0,0.0,0.0,25.0,723.0,29.0,29.0,0
1,0,17,0,22,251,0.0,0.0,0.0,1.0,0.0,0.0,18.0,210.0,22.0,22.0,0
1,0,5,0,8,82,0.0,0.0,0.0,1.0,0.0,0.0,5.0,68.0,8.0,8.0,0
1,0,6,0,8,90,0.0,0.0,0.0,1.0,0.0,0.0,5.0,76.0,8.0,8.0,0
1,0,57,0,78,2181,0.0,0.0,0.0,1.0,0.0,0.0,79.0,2023.0,78.0,78.0,1
1,0,7,0,17,242,0.0,0.0,0.0,1.0,0.0,0.0,14.0,210.0,17.0,17.0,0
1,0,16,0,37,542,0.0,0.0,0.0,1.0,0.0,0.0,36.0,468.0,37.0,37.0,1
1,0,2,0,5,56,0.0,0.0,0.0,1.0,0.0,0.0,2.0,48.0,5.0,5.0,0
1,0,12,0,16,148,0.0,0.0,0.0,1.0,0.0,0.0,12.0,119.0,16.0,16.0,1
1,0,2,0,5,53,0.0,0.0,0.0,1.0,0.0,0.0,2.0,45.0,5.0,5.0,0
1,0,11,0,14,138,0.0,0.0,0.0,0.0,0.0,0.0,11.0,112.0,14.0,14.0,1
1,0,2,0,44,317,0.0,0.0,0.0,1.0,0.0,0.0,53.0,219.0,44.0,44.0,0
1,0,2,0,5,47,0.0,0.0,0.0,1.0,0.0,0.0,2.0,39.0,5.0,5.0,0
1,0,10,0,16,199,0.0,0.0,0.0,1.0,0.0,0.0,15.0,167.0,16.0,16.0,0
1,0,5,0,9,173,0.0,0.0,0.0,1.0,0.0,0.0,5.0,158.0,9.0,9.0,0
1,0,5,0,8,90,0.0,0.0,0.0,1.0,0.0,0.0,5.0,76.0,8.0,8.0,0
1,0,5,0,9,69,0.0,0.0,0.0,1.0,0.0,0.0,5.0,54.0,9.0,9.0,0
1,0,8,0,12,135,0.0,0.0,0.0,1.0,0.0,0.0,8.0,114.0,12.0,12.0,0
1,0,45,0,60,1494,0.0,0.0,0.0,1.0,0.0,0.0,46.0,1387.0,60.0,60.0,1
1,0,15,0,17,222,0.0,0.0,0.0,1.0,0.0,0.0,14.0,190.0,17.0,17.0,0
1,0,8,0,11,193,0.0,0.0,0.0,1.0,0.0,0.0,9.0,172.0,11.0,11.0,1
1,0,2,0,6,43,0.0,0.0,0.0,1.0,0.0,0.0,2.0,34.0,6.0,6.0,0
1,0,9,0,38,333,0.0,0.0,1.0,5.0,0.0,0.0,13.0,281.0,38.0,38.0,0
7,0,7,0,42,107,0.0,2.0,1.0,0.0,0.0,2.0,10.0,54.0,42.0,42.0,0
1,0,10,0,34,129,0.0,1.0,0.0,0.0,0.0,0.0,12.0,83.0,34.0,34.0,1
7,0,7,0,75,362,0.0,1.0,0.0,0.0,0.0,1.0,35.0,251.0,75.0,75.0,1
1,0,4,0,17,76,0.0,0.0,0.0,1.0,0.0,0.0,7.0,51.0,17.0,17.0,0
1,0,3,0,6,50,0.0,0.0,0.0,1.0,0.0,0.0,3.0,40.0,6.0,6.0,0
1,0,3,0,12,85,0.0,0.0,1.0,1.0,0.0,0.0,4.0,68.0,12.0,12.0,0
1,0,7,0,12,384,0.0,0.0,0.0,1.0,0.0,0.0,8.0,363.0,12.0,12.0,0
1,0,19,0,25,386,0.0,0.0,0.0,1.0,0.0,0.0,21.0,339.0,25.0,25.0,0
13,0,11,0,69,229,0.0,0.0,0.0,2.0,0.0,0.0,14.0,145.0,69.0,69.0,1
1,0,4,0,22,160,0.0,0.0,0.0,8.0,0.0,0.0,7.0,130.0,22.0,22.0,1
22,0,7,0,88,176,0.0,5.0,0.0,0.0,0.0,5.0,20.0,67.0,88.0,88.0,0
9,0,6,0,55,126,0.0,2.0,0.0,0.0,0.0,1.0,11.0,59.0,55.0,55.0,0
5,0,4,2,36,71,1.0,1.0,0.0,0.0,0.0,0.0,7.0,27.0,36.0,36.0,0
10,0,5,0,51,120,0.0,4.0,0.0,0.0,0.0,3.0,11.0,57.0,51.0,51.0,0
5,0,24,0,120,652,1.0,13.0,1.0,21.0,0.0,9.0,42.0,489.0,120.0,120.0,0
1,0,51,0,60,576,0.0,0.0,0.0,4.0,0.0,0.0,56.0,459.0,60.0,60.0,0
1,0,1,0,3,30,0.0,0.0,0.0,1.0,0.0,0.0,3.0,23.0,3.0,3.0,0
2,0,0,12,43,67,0.0,0.0,1.0,0.0,0.0,0.0,13.0,10.0,43.0,43.0,0
5,0,0,31,110,153,0.0,0.0,1.0,0.0,0.0,0.0,32.0,10.0,110.0,110.0,0
2,0,0,15,52,79,0.0,0.0,1.0,0.0,0.0,0.0,16.0,10.0,52.0,52.0,0
2,0,0,8,29,49,0.0,0.0,1.0,0.0,0.0,0.0,9.0,10.0,29.0,29.0,0
1,0,0,1,65,91,0.0,0.0,0.0,1.0,0.0,0.0,15.0,10.0,65.0,65.0,0
139,0,1,29,599,796,1.0,3.0,0.0,11.0,1.0,3.0,94.0,102.0,599.0,599.0,0
46,0,0,2,202,256,1.0,2.0,0.0,0.0,1.0,2.0,20.0,33.0,202.0,202.0,0
237,0,2,4,932,1358,0.0,4.0,0.0,0.0,0.0,4.0,141.0,284.0,932.0,932.0,0
1,0,12,0,45,154,0.0,0.0,1.0,0.0,0.0,0.0,14.0,94.0,45.0,45.0,0
3,0,14,0,49,156,0.0,0.0,0.0,0.0,0.0,0.0,16.0,90.0,49.0,49.0,1
6,0,10,0,54,153,0.0,0.0,0.0,0.0,0.0,0.0,15.0,83.0,54.0,54.0,1
4,0,9,0,41,140,0.0,0.0,0.0,0.0,0.0,0.0,12.0,86.0,41.0,41.0,1
2,0,9,0,36,132,0.0,0.0,0.0,0.0,0.0,0.0,14.0,81.0,36.0,36.0,1
5,0,16,0,72,208,0.0,0.0,0.0,0.0,0.0,0.0,19.0,116.0,72.0,72.0,1
10,0,22,0,112,342,0.0,0.0,1.0,0.0,0.0,0.0,27.0,202.0,112.0,112.0,1
1,0,3,0,11,50,0.0,0.0,1.0,0.0,0.0,0.0,5.0,33.0,11.0,11.0,0
2,0,0,4,30,46,0.0,2.0,1.0,0.0,0.0,1.0,5.0,10.0,30.0,30.0,1
1,0,0,3,20,35,0.0,1.0,1.0,2.0,0.0,1.0,4.0,10.0,20.0,20.0,0
12,0,1,3,65,94,1.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,65.0,65.0,0
5,0,3,3,41,90,1.0,1.0,0.0,0.0,0.0,1.0,10.0,38.0,41.0,41.0,0
10,0,0,3,62,87,0.0,4.0,0.0,0.0,0.0,4.0,11.0,13.0,62.0,62.0,0
39,0,23,9,282,459,0.0,9.0,0.0,0.0,0.0,6.0,53.0,123.0,282.0,282.0,1
26,0,1,11,92,124,0.0,2.0,1.0,0.0,0.0,0.0,18.0,13.0,92.0,92.0,0
24,0,13,4,121,199,0.0,7.0,1.0,0.0,0.0,7.0,25.0,52.0,121.0,121.0,0
11,0,5,4,60,109,1.0,1.0,0.0,0.0,0.0,0.0,11.0,37.0,60.0,60.0,1
5,0,1,2,32,57,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,32.0,32.0,1
84,0,1,5,383,509,0.0,1.0,0.0,0.0,0.0,0.0,67.0,58.0,383.0,383.0,1
6,0,1,4,50,78,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,50.0,50.0,1
1,0,1,3,16,37,0.0,1.0,1.0,0.0,0.0,1.0,6.0,14.0,16.0,16.0,1
38,0,4,4,144,192,0.0,0.0,0.0,0.0,1.0,0.0,14.0,33.0,144.0,144.0,1
86,0,17,10,434,620,0.0,0.0,0.0,5.0,0.0,0.0,61.0,124.0,434.0,434.0,1
32,0,2,0,152,202,0.0,3.0,0.0,0.0,0.0,3.0,14.0,35.0,152.0,152.0,1
85,0,2,11,384,542,1.0,1.0,1.0,1.0,0.0,1.0,42.0,115.0,384.0,384.0,1
23,0,2,18,126,183,0.0,3.0,1.0,4.0,0.0,3.0,29.0,27.0,126.0,126.0,1
12,0,5,8,116,202,0.0,2.0,1.0,1.0,0.0,2.0,25.0,61.0,116.0,116.0,1
14,0,8,4,91,149,1.0,1.0,0.0,0.0,0.0,1.0,16.0,41.0,91.0,91.0,1
17,0,1,10,122,161,0.0,5.0,0.0,0.0,0.0,5.0,18.0,20.0,122.0,122.0,1
1,0,1,1,7,23,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13.0,7.0,7.0,1
2,0,5,4,31,68,0.0,0.0,0.0,3.0,0.0,0.0,10.0,26.0,31.0,31.0,1
5,0,0,0,38,64,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,38.0,38.0,1
1,0,3,0,6,30,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,6.0,6.0,1
1,0,3,0,5,29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,5.0,5.0,1
13,0,0,12,117,155,1.0,0.0,0.0,1.0,0.0,0.0,21.0,16.0,117.0,117.0,1
14,0,0,13,119,159,1.0,0.0,0.0,1.0,0.0,0.0,22.0,17.0,119.0,119.0,1
1,0,0,0,14,44,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,14.0,14.0,1
14,0,4,0,38,84,0.0,0.0,0.0,2.0,0.0,0.0,8.0,37.0,38.0,38.0,1
21,0,0,7,87,111,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,87.0,87.0,1
27,0,1,3,83,122,0.0,0.0,0.0,0.0,0.0,0.0,7.0,31.0,83.0,83.0,1
10,0,10,4,95,240,0.0,2.0,0.0,12.0,0.0,2.0,19.0,125.0,95.0,95.0,1
1,0,0,0,21,47,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,21.0,21.0,1
133,0,0,0,422,697,0.0,1.0,0.0,0.0,0.0,0.0,36.0,238.0,422.0,422.0,1
33,0,0,0,152,248,0.0,0.0,0.0,0.0,0.0,0.0,14.0,81.0,152.0,152.0,1
29,0,3,0,247,518,0.0,0.0,0.0,2.0,0.0,0.0,56.0,214.0,247.0,247.0,1
1,0,3,1,19,58,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,19.0,19.0,1
15,0,0,0,128,175,0.0,2.0,1.0,1.0,0.0,2.0,16.0,30.0,128.0,128.0,1
149,0,24,3,718,1124,0.0,7.0,1.0,1.0,2.0,5.0,73.0,332.0,718.0,718.0,1
7,0,9,0,51,116,0.0,0.0,1.0,1.0,0.0,0.0,11.0,53.0,51.0,51.0,1
1,0,3,0,15,41,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,15.0,15.0,1
28,0,6,2,174,287,0.0,0.0,0.0,0.0,0.0,0.0,20.0,92.0,174.0,174.0,1
28,0,8,0,143,289,0.0,0.0,0.0,1.0,0.0,0.0,21.0,124.0,143.0,143.0,1
21,0,7,7,119,187,1.0,0.0,0.0,0.0,0.0,0.0,20.0,47.0,119.0,119.0,1
6,0,2,5,38,61,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,38.0,38.0,1
31,0,0,0,171,303,0.0,0.0,0.0,2.0,0.0,0.0,22.0,110.0,171.0,171.0,1
13,0,2,2,71,106,0.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,71.0,71.0,1
30,0,0,0,132,236,0.0,0.0,0.0,1.0,0.0,0.0,15.0,88.0,132.0,132.0,1
6,0,6,0,28,69,0.0,1.0,0.0,0.0,0.0,1.0,7.0,33.0,28.0,28.0,1
26,0,2,1,116,199,0.0,0.0,0.0,0.0,2.0,0.0,6.0,76.0,116.0,116.0,1
11,0,2,0,75,119,1.0,2.0,0.0,1.0,0.0,1.0,16.0,27.0,75.0,75.0,1
65,0,4,1,285,397,1.0,4.0,0.0,0.0,0.0,4.0,30.0,81.0,285.0,285.0,1
173,0,37,7,803,1176,0.0,0.0,1.0,4.0,0.0,0.0,102.0,270.0,803.0,803.0,1
3,0,6,1,37,80,0.0,0.0,0.0,1.0,0.0,0.0,11.0,31.0,37.0,37.0,1
33,0,2,0,137,212,1.0,2.0,0.0,1.0,0.0,2.0,21.0,53.0,137.0,137.0,1
17,0,5,0,90,160,0.0,0.0,1.0,0.0,0.0,0.0,14.0,55.0,90.0,90.0,1
3,0,1,1,13,33,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,13.0,1
49,0,40,2,335,849,0.0,7.0,1.0,1.0,0.0,7.0,51.0,462.0,335.0,335.0,1
187,0,21,2,783,1120,0.0,7.0,1.0,1.0,1.0,6.0,85.0,251.0,783.0,783.0,1
20,0,5,0,71,119,0.0,0.0,0.0,1.0,0.0,0.0,8.0,39.0,71.0,71.0,1
4,0,3,0,21,68,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,21.0,21.0,1
42,0,1,0,229,306,0.0,4.0,0.0,0.0,0.0,4.0,39.0,37.0,229.0,229.0,1
13,0,1,14,94,127,0.0,7.0,1.0,0.0,0.0,7.0,19.0,13.0,94.0,94.0,1
5,0,2,3,65,103,0.0,1.0,0.0,0.0,0.0,1.0,17.0,20.0,65.0,65.0,1
34,0,1,3,153,224,0.0,4.0,0.0,0.0,0.0,3.0,17.0,53.0,153.0,153.0,1
15,0,1,1,94,141,1.0,2.0,0.0,0.0,0.0,1.0,20.0,26.0,94.0,94.0,1
3,0,0,9,47,70,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,47.0,47.0,1
2,0,2,8,43,73,0.0,2.0,1.0,0.0,0.0,2.0,13.0,16.0,43.0,43.0,1
10,0,2,1,87,136,1.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,87.0,87.0,1
7,0,2,10,65,101,0.0,4.0,1.0,0.0,0.0,4.0,17.0,18.0,65.0,65.0,1
88,0,16,6,543,774,0.0,20.0,1.0,1.0,0.0,16.0,77.0,153.0,543.0,543.0,1
75,0,3,11,427,593,1.0,1.0,0.0,4.0,1.0,0.0,74.0,91.0,427.0,427.0,1
2,0,1,2,23,52,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,23.0,23.0,1
19,0,1,10,122,154,1.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,122.0,122.0,1
28,0,1,12,162,213,1.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,162.0,162.0,1
1,0,1,5,8,27,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,8.0,1
1,0,0,4,6,20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,6.0,6.0,1
55,0,4,11,232,316,1.0,0.0,0.0,0.0,0.0,0.0,37.0,47.0,232.0,232.0,1
14,0,5,1,57,106,0.0,0.0,0.0,0.0,0.0,0.0,8.0,40.0,57.0,57.0,1
36,0,4,6,240,325,0.0,0.0,1.0,1.0,0.0,0.0,42.0,42.0,240.0,240.0,1
22,0,5,0,177,407,0.0,0.0,0.0,0.0,0.0,0.0,45.0,185.0,177.0,177.0,1
11,0,1,5,61,88,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,61.0,61.0,1
7,0,2,4,47,78,0.0,2.0,0.0,0.0,0.0,2.0,11.0,19.0,47.0,47.0,1
1,0,2,2,27,56,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,27.0,27.0,1
79,0,1,8,398,517,0.0,0.0,0.0,0.0,1.0,0.0,74.0,44.0,398.0,398.0,1
65,0,0,14,445,531,1.0,2.0,0.0,0.0,0.0,2.0,59.0,26.0,445.0,445.0,1
29,0,0,2,253,305,1.0,7.0,0.0,0.0,0.0,4.0,36.0,15.0,253.0,253.0,1
30,0,1,6,109,138,0.0,0.0,0.0,0.0,1.0,0.0,15.0,13.0,109.0,109.0,1
1,0,1,2,13,33,0.0,2.0,1.0,0.0,0.0,2.0,6.0,13.0,13.0,13.0,1
16,0,0,0,72,119,0.0,1.0,1.0,0.0,0.0,1.0,10.0,36.0,72.0,72.0,1
52,0,12,2,242,411,0.0,4.0,0.0,0.0,0.0,2.0,26.0,142.0,242.0,242.0,1
4,0,7,0,28,111,0.0,0.0,0.0,0.0,0.0,0.0,7.0,75.0,28.0,28.0,1
1,0,0,0,7,35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,7.0,7.0,1
32,0,10,0,194,370,1.0,0.0,0.0,0.0,0.0,0.0,35.0,140.0,194.0,194.0,1
10,0,6,2,74,120,1.0,1.0,1.0,0.0,0.0,1.0,11.0,34.0,74.0,74.0,1
8,0,5,0,66,159,0.0,0.0,0.0,0.0,0.0,0.0,13.0,79.0,66.0,66.0,1
9,0,6,0,48,97,0.0,0.0,0.0,0.0,0.0,0.0,10.0,38.0,48.0,48.0,1
2,0,3,0,16,51,0.0,0.0,0.0,0.0,0.0,0.0,4.0,30.0,16.0,16.0,1
12,0,1,6,67,105,0.0,5.0,0.0,0.0,0.0,2.0,12.0,25.0,67.0,67.0,0
13,0,1,6,88,124,0.0,3.0,0.0,0.0,0.0,3.0,12.0,23.0,88.0,88.0,1
12,0,1,3,66,95,1.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,66.0,66.0,1
46,0,4,0,168,241,0.0,5.0,0.0,0.0,0.0,5.0,23.0,49.0,168.0,168.0,1
21,0,3,8,115,166,1.0,0.0,0.0,0.0,0.0,0.0,16.0,35.0,115.0,115.0,1
120,0,24,52,796,1128,1.0,8.0,1.0,5.0,0.0,0.0,135.0,196.0,796.0,796.0,1
9,0,8,0,56,172,0.0,0.0,0.0,0.0,0.0,0.0,12.0,103.0,56.0,56.0,1
2,0,5,1,43,89,0.0,0.0,1.0,1.0,0.0,0.0,8.0,37.0,43.0,43.0,1
1,0,1,1,149,191,1.0,0.0,1.0,0.0,0.0,0.0,19.0,23.0,149.0,149.0,1
51,0,21,0,187,330,1.0,0.0,0.0,0.0,0.0,0.0,27.0,116.0,187.0,187.0,1
16,0,7,0,134,218,0.0,2.0,0.0,1.0,0.0,1.0,19.0,65.0,134.0,134.0,1
27,0,1,3,194,247,0.0,13.0,0.0,2.0,0.0,9.0,26.0,26.0,194.0,194.0,1
7,0,2,1,37,67,0.0,0.0,1.0,1.0,0.0,0.0,8.0,21.0,37.0,37.0,1
14,0,2,2,65,98,0.0,2.0,0.0,0.0,0.0,0.0,7.0,25.0,65.0,65.0,1
8,0,0,3,42,66,0.0,2.0,0.0,0.0,0.0,2.0,8.0,15.0,42.0,42.0,1
11,0,2,2,54,79,0.0,3.0,0.0,0.0,0.0,2.0,6.0,18.0,54.0,54.0,1
17,0,0,4,66,93,0.0,5.0,0.0,0.0,0.0,5.0,10.0,16.0,66.0,66.0,1
6,0,1,4,33,54,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,33.0,33.0,1
5,0,0,8,57,79,0.0,1.0,0.0,0.0,0.0,1.0,11.0,10.0,57.0,57.0,1
27,0,0,6,118,151,1.0,8.0,0.0,0.0,0.0,4.0,19.0,13.0,118.0,118.0,1
30,0,10,0,123,332,0.0,0.0,0.0,0.0,0.0,0.0,19.0,189.0,123.0,123.0,1
3,0,6,0,35,99,0.0,2.0,0.0,0.0,0.0,0.0,10.0,53.0,35.0,35.0,1
1,0,2,0,4,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,4.0,4.0,1
1,0,3,0,5,54,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,5.0,5.0,1
1,0,10,0,12,223,0.0,0.0,0.0,1.0,0.0,0.0,10.0,200.0,12.0,12.0,1
1,0,8,0,11,85,0.0,0.0,0.0,1.0,0.0,0.0,9.0,64.0,11.0,11.0,1
1,0,3,0,5,35,0.0,0.0,0.0,1.0,0.0,0.0,2.0,27.0,5.0,5.0,1
1,0,15,0,17,294,0.0,0.0,0.0,1.0,0.0,0.0,14.0,262.0,17.0,17.0,1
1,0,2,0,4,119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0,4.0,4.0,1
1,0,2,0,4,48,0.0,0.0,0.0,1.0,0.0,0.0,3.0,40.0,4.0,4.0,1
1,0,10,0,12,144,0.0,0.0,0.0,1.0,0.0,0.0,9.0,122.0,12.0,12.0,1
1,0,4,0,8,58,0.0,0.0,0.0,1.0,0.0,0.0,5.0,44.0,8.0,8.0,1
1,0,12,0,14,168,0.0,0.0,0.0,1.0,0.0,0.0,11.0,142.0,14.0,14.0,1
1,0,16,0,18,247,0.0,0.0,0.0,1.0,0.0,0.0,15.0,213.0,18.0,18.0,1
1,0,7,0,13,151,0.0,0.0,0.0,1.0,0.0,0.0,9.0,128.0,13.0,13.0,0
1,0,5,0,8,60,0.0,0.0,0.0,1.0,0.0,0.0,5.0,46.0,8.0,8.0,0
1,0,2,0,5,34,0.0,0.0,0.0,1.0,0.0,0.0,2.0,26.0,5.0,5.0,1
1,0,35,0,39,505,0.0,0.0,0.0,1.0,0.0,0.0,37.0,428.0,39.0,39.0,1
1,0,2,0,7,59,0.0,0.0,0.0,1.0,0.0,0.0,5.0,46.0,7.0,7.0,0
1,0,20,0,24,525,0.0,0.0,0.0,1.0,0.0,0.0,20.0,480.0,24.0,24.0,0
1,0,11,0,16,273,0.0,0.0,0.0,1.0,0.0,0.0,11.0,245.0,16.0,16.0,0
1,0,13,0,15,215,0.0,0.0,0.0,1.0,0.0,0.0,12.0,187.0,15.0,15.0,0
1,0,7,0,10,84,0.0,0.0,0.0,1.0,0.0,0.0,7.0,66.0,10.0,10.0,0
1,0,3,0,5,43,0.0,0.0,0.0,1.0,0.0,0.0,2.0,35.0,5.0,5.0,0
1,0,9,0,12,129,0.0,0.0,0.0,0.0,0.0,0.0,10.0,106.0,12.0,12.0,1
1,0,3,0,5,61,0.0,0.0,0.0,1.0,0.0,0.0,3.0,52.0,5.0,5.0,1
1,0,5,0,7,63,0.0,0.0,0.0,1.0,0.0,0.0,4.0,51.0,7.0,7.0,1
1,0,2,0,5,44,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,5.0,5.0,1
1,0,3,0,5,49,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,5.0,5.0,1
1,0,10,0,17,185,0.0,0.0,0.0,1.0,0.0,0.0,15.0,152.0,17.0,17.0,1
1,0,2,0,8,40,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,8.0,8.0,1
8,0,9,0,67,149,0.0,0.0,0.0,0.0,0.0,0.0,11.0,70.0,67.0,67.0,1
1,0,10,0,25,125,0.0,0.0,0.0,6.0,0.0,0.0,11.0,88.0,25.0,25.0,1
1,0,3,0,10,43,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,10.0,10.0,1
171,0,40,0,611,989,0.0,0.0,0.0,0.0,0.0,0.0,71.0,306.0,611.0,611.0,1
35,0,27,1,204,535,0.0,6.0,0.0,4.0,0.0,5.0,47.0,284.0,204.0,204.0,0
6,0,58,0,256,1379,1.0,34.0,1.0,0.0,0.0,34.0,101.0,1021.0,256.0,256.0,1
1,0,3,0,10,68,0.0,1.0,1.0,0.0,0.0,1.0,3.0,54.0,10.0,10.0,1
21,0,21,0,150,721,0.0,9.0,0.0,1.0,0.0,5.0,39.0,531.0,150.0,150.0,1
73,0,17,0,227,483,0.0,0.0,0.0,0.0,0.0,0.0,37.0,218.0,227.0,227.0,1
55,0,45,0,381,1263,1.0,0.0,1.0,1.0,0.0,0.0,70.0,811.0,381.0,381.0,1
3,0,12,0,44,171,0.0,0.0,1.0,1.0,0.0,0.0,15.0,111.0,44.0,44.0,1
10,0,7,0,39,117,0.0,0.0,0.0,0.0,0.0,0.0,10.0,67.0,39.0,39.0,1
11,0,12,0,92,231,0.0,0.0,0.0,0.0,0.0,0.0,23.0,115.0,92.0,92.0,1
14,0,8,0,63,176,0.0,0.0,0.0,0.0,0.0,0.0,12.0,100.0,63.0,63.0,1
14,0,4,0,61,120,0.0,0.0,0.0,3.0,1.0,0.0,6.0,52.0,61.0,61.0,1
1,0,3,0,11,99,0.0,0.0,0.0,0.0,0.0,0.0,5.0,82.0,11.0,11.0,1
1,0,6,0,16,144,0.0,0.0,0.0,0.0,0.0,0.0,7.0,120.0,16.0,16.0,1
1,0,13,0,23,212,0.0,0.0,0.0,0.0,0.0,0.0,14.0,174.0,23.0,23.0,1
1,0,15,0,34,220,0.0,0.0,0.0,2.0,0.0,0.0,16.0,169.0,34.0,34.0,1
1,0,7,0,12,140,0.0,0.0,0.0,1.0,0.0,0.0,7.0,121.0,12.0,12.0,1
1,0,7,0,13,119,0.0,0.0,0.0,1.0,0.0,0.0,8.0,97.0,13.0,13.0,1
1,0,2,0,6,65,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,6.0,6.0,1
14,0,4,0,61,139,0.0,0.0,0.0,2.0,1.0,0.0,6.0,71.0,61.0,61.0,1
1,0,4,0,7,48,0.0,0.0,0.0,1.0,0.0,0.0,4.0,36.0,7.0,7.0,1
1,0,7,0,9,88,0.0,0.0,0.0,1.0,0.0,0.0,6.0,72.0,9.0,9.0,1
1,0,21,0,25,382,0.0,0.0,0.0,1.0,0.0,0.0,21.0,335.0,25.0,25.0,1
1,0,2,0,5,31,0.0,0.0,0.0,1.0,0.0,0.0,2.0,23.0,5.0,5.0,1
1,0,5,0,7,104,0.0,0.0,0.0,1.0,0.0,0.0,4.0,92.0,7.0,7.0,1
1,0,3,0,5,66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,5.0,5.0,1
1,0,33,0,112,636,0.0,0.0,1.0,1.0,0.0,0.0,38.0,485.0,112.0,112.0,1
1,0,7,0,15,74,0.0,0.0,0.0,6.0,0.0,0.0,6.0,52.0,15.0,15.0,1
1,0,3,0,15,65,0.0,1.0,0.0,1.0,0.0,1.0,5.0,44.0,15.0,15.0,1
31,0,8,0,103,186,0.0,0.0,0.0,0.0,0.0,0.0,8.0,74.0,103.0,103.0,1
1,0,5,0,14,98,0.0,0.0,0.0,2.0,0.0,0.0,5.0,78.0,14.0,14.0,1
1,0,3,0,7,53,0.0,0.0,0.0,1.0,0.0,0.0,4.0,41.0,7.0,7.0,1
4,0,4,0,28,77,0.0,2.0,0.0,0.0,0.0,1.0,6.0,42.0,28.0,28.0,1
1,0,4,0,15,71,0.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,15.0,15.0,1
3,0,23,0,60,317,1.0,0.0,1.0,3.0,0.0,0.0,26.0,230.0,60.0,60.0,1
