McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
11,0,215,18,0,9,505,0
12,0,159,19,0,13,828,0
1,0,63,9,0,7,505,0
2,0,44,10,0,8,236,0
1,0,7,9,0,7,505,0
1,0,6,9,0,7,505,0
1,0,8,9,0,7,505,0
1,0,5,9,0,7,505,0
1,0,6,9,0,7,505,0
1,0,8,9,0,7,505,0
15,0,136,23,0,13,2472,0
6,0,53,15,0,9,665,0
1,0,23,9,0,7,505,0
11,0,440,21,0,9,5350,0
1,0,6,9,0,7,505,0
8,0,134,9,0,6,505,0
3,0,30,8,0,6,505,0
1,0,19,12,0,6,505,0
1,0,7,8,0,6,505,0
6,0,51,8,0,6,505,0
1,0,25,9,0,6,505,0
1,0,23,9,0,6,505,0
1,0,41,19,0,11,2472,0
2,0,87,5,0,5,505,0
1,0,73,21,0,11,2319,0
1,0,13,3,0,3,3997,0
10,0,81,21,0,10,2319,0
1,0,26,5,0,4,5350,0
1,0,11,3,0,3,3997,0
1,0,1,3,0,3,3997,0
1,0,15,3,0,3,3997,0
1,0,22,1,0,1,533,0
21,0,174,24,0,11,828,0
1,0,25,3,0,3,5350,0
17,0,139,9,0,6,412,0
4,0,108,20,0,9,1296,0
6,0,65,14,0,8,1296,0
3,0,36,6,0,5,5350,0
7,0,96,6,0,5,5350,0
17,0,129,8,0,6,5350,0
1,0,48,15,0,9,2319,0
15,0,147,1,0,1,533,0
4,0,66,11,0,7,1296,0
1,0,9,6,0,5,1296,0
1,0,137,17,0,9,3997,0
1,0,12,2,0,2,5350,0
1,0,8,2,0,1,2472,0
2,0,31,14,0,6,2319,0
4,0,22,2,0,1,3997,0
2,0,33,6,0,3,5350,0
2,0,37,3,0,2,2472,0
1,0,12,13,0,8,5350,0
1,0,32,46,0,14,3997,0
1,0,8,2,0,1,2319,0
1,0,5,5,0,3,5350,0
1,0,5,2,0,2,3997,0
1,0,40,35,0,9,5350,0
1,0,20,2,0,1,3997,0
1,0,20,7,0,6,665,0
1,0,1,5,0,2,533,0
1,0,16,5,0,4,2319,0
1,0,7,3,0,3,2319,0
1,0,40,5,0,3,3997,0
3,0,70,7,0,4,3997,0
1,0,11,6,0,5,2319,0
1,0,12,10,0,6,828,0
1,0,6,8,0,5,2472,0
1,0,5,6,0,4,828,0
1,0,13,2,0,2,665,0
1,0,6,9,0,4,828,0
1,0,7,10,0,5,665,0
1,0,22,9,0,6,236,0
1,0,22,9,0,6,236,0
1,0,12,15,0,9,533,0
1,0,12,2,0,1,3997,0
1,0,11,3,0,2,236,0
1,0,15,16,0,9,224,0
32,0,180,22,0,9,2319,0
18,0,112,6,0,5,1296,0
1,0,5,2,0,2,2319,0
1,0,13,5,0,4,5350,0
1,0,5,1,0,1,5350,0
1,0,16,7,0,5,1634,0
4,0,35,4,0,3,1634,0
26,0,216,47,0,10,5350,0
1,0,5,3,0,3,310,0
3,0,94,13,0,7,1634,0
1,0,5,7,0,5,2319,0
1,0,5,2,0,2,1296,0
1,0,5,2,0,1,5350,0
1,0,5,2,0,2,11,0
3,0,125,8,0,4,5350,0
1,0,5,2,0,2,11,0
5,0,122,11,2,3,2319,0
19,0,135,16,0,4,2319,0
5,0,72,5,0,3,5350,0
2,0,31,6,0,4,5350,0
1,0,1,2,0,1,3997,0
7,0,64,5,0,4,665,0
1,0,9,1,0,1,2319,0
1,0,5,2,0,1,3997,0
8,0,186,9,0,4,5350,0
1,0,5,2,0,1,5350,0
1,0,5,2,0,2,11,0
7,0,73,4,0,2,1636,0
1,0,5,2,0,2,665,0
4,0,34,6,0,4,1296,0
30,0,305,18,0,8,2319,0
43,0,688,18,0,9,1636,0
2,0,15,2,0,2,533,0
3,0,46,7,0,6,7,0
4,0,32,2,0,2,1296,0
1,0,12,4,0,4,5350,0
1,0,5,4,0,2,5350,0
1,0,15,2,0,2,828,0
7,0,55,16,0,6,5350,0
9,0,68,3,0,2,1636,0
6,0,42,7,0,4,505,0
4,0,79,13,0,7,1636,0
1,0,19,2,0,2,1636,0
1,0,8,103,0,15,828,0
5,0,79,7,0,4,828,0
4,0,32,3,0,3,2319,0
12,0,159,27,0,10,828,0
16,0,159,15,0,5,505,0
25,0,168,6,0,3,5350,0
1,0,37,8,0,5,5350,0
1,0,24,53,0,13,1296,0
4,0,52,10,0,5,2319,0
1,0,17,7,0,4,1296,0
4,0,140,42,0,13,1296,0
1,0,33,7,0,2,665,0
1,0,28,11,0,7,828,0
1,0,20,20,0,9,5350,0
1,0,14,79,0,18,5350,0
1,0,52,65,0,18,5350,0
1,0,22,2,0,1,3997,0
12,0,169,3,0,3,2319,0
1,0,13,26,0,11,2319,0
1,0,51,6,0,2,5350,0
1,0,11,19,0,9,828,0
2,0,42,29,0,10,5350,0
137,0,1398,333,0,21,5350,0
8,0,70,34,0,11,828,0
9,0,135,15,0,7,828,0
10,0,99,14,0,6,505,0
12,0,80,3,0,3,2319,0
5,0,80,13,0,6,505,0
1,0,1,1,0,1,3997,0
3,0,73,5,0,3,5350,0
3,0,28,21,0,8,1296,0
1,0,9,5,0,4,828,0
3,0,24,3,0,3,2319,0
1,0,32,5,0,4,5350,0
11,0,68,3,0,3,2319,0
31,0,895,23,0,9,5350,0
7,0,60,36,0,10,1296,0
1,0,24,8,0,6,828,0
1,0,12,3,0,2,2472,0
8,0,123,31,0,12,1296,0
1,0,8,7,0,5,828,0
1,0,24,9,0,6,828,0
10,0,128,18,0,8,1296,0
8,0,64,3,0,3,828,0
7,0,275,27,0,8,5350,0
1,0,71,8,0,6,5350,0
14,0,156,30,0,12,224,0
4,0,34,2,0,2,3997,0
9,0,63,5,0,2,5350,0
2,0,142,63,0,15,1296,0
1,0,1,1,0,1,533,0
1,0,1,3,0,3,5350,0
1,0,1,3,0,2,533,0
1,0,8,5,0,5,1296,0
1,0,6,10,0,6,5350,0
1,0,15,2,0,1,3997,0
1,0,1,2,0,1,3997,0
1,0,11,2,0,1,3997,0
1,0,16,4,0,3,5350,0
1,0,26,8,0,5,533,0
1,0,11,8,0,6,1296,0
7,0,154,29,0,9,1296,0
2,0,104,45,0,16,5350,0
5,0,92,7,0,5,5350,0
4,0,185,123,0,18,5350,0
1,0,9,14,0,6,1296,0
1,0,1,3,0,2,533,0
16,0,123,11,0,9,2472,0
1,0,12,16,0,7,505,0
1,0,13,14,0,6,5350,0
1,0,15,9,0,5,533,0
1,0,13,7,0,5,1634,0
1,0,24,16,0,7,1636,0
1,0,6,1,0,1,1296,0
1,0,1,2,0,1,3997,0
1,0,13,7,0,5,505,0
1,0,12,6,0,5,1636,0
1,0,6,3,0,3,1636,0
1,0,6,4,0,3,2319,0
3,0,116,22,0,9,2319,0
1,0,8,8,0,5,224,0
1,0,10,6,0,5,224,0
1,0,6,9,0,4,2319,0
1,0,9,1,0,1,5350,0
1,0,10,10,0,5,5350,0
1,0,1,1,0,1,533,0
1,0,24,28,0,6,2319,0
2,0,13,2,0,2,5350,0
1,0,16,6,0,4,5350,0
1,0,5,3,0,3,2472,0
1,0,7,3,0,3,2319,0
1,0,22,2,0,2,5350,0
1,0,5,2,0,2,5350,0
1,0,33,4,0,3,3997,0
1,0,6,5,0,4,2319,0
1,0,5,5,0,4,2319,0
1,0,19,5,0,4,1636,0
6,0,36,12,0,6,505,0
1,0,24,7,0,5,1636,0
22,0,255,22,0,10,533,0
1,0,21,2,0,2,5350,0
1,0,47,2,0,2,1636,0
1,0,34,5,0,4,1636,0
2,0,31,2,0,2,5350,0
1,0,18,2,0,2,5350,0
1,0,1,2,0,1,3997,0
1,0,15,2,0,2,1636,0
3,0,27,2,0,2,5350,0
10,0,66,2,0,2,5350,0
4,0,34,2,0,2,5350,0
4,0,37,2,0,2,5350,0
5,0,38,2,0,2,5350,0
6,0,57,2,0,2,5350,0
1,0,14,7,0,5,1636,0
3,0,31,2,0,2,5350,0
1,0,6,3,0,3,2319,0
1,0,30,2,0,2,5350,0
1,0,5,3,0,3,2319,0
4,0,68,4,0,3,5350,0
1,0,16,9,0,5,505,0
1,0,10,4,0,3,5350,0
1,0,30,15,0,8,224,0
1,0,6,3,0,3,2319,0
1,0,14,7,0,5,665,0
6,0,101,2,0,2,5350,0
1,0,5,5,0,4,2319,0
1,0,6,10,0,6,2472,0
2,0,25,2,0,1,3997,0
11,0,116,2,0,1,3997,0
7,0,56,2,0,1,3997,0
1,0,5,2,0,1,3997,0
1,0,6,7,0,5,1296,0
4,0,100,2,0,1,3997,0
2,0,20,2,0,1,3997,0
8,0,50,9,0,4,2319,0
4,0,39,6,0,2,2319,0
5,0,65,11,0,8,224,0
1,0,51,2,0,1,3997,0
3,0,34,2,0,1,3997,0
5,0,40,5,0,3,7,0
51,0,855,58,0,12,5350,0
1,0,27,2,0,1,3997,0
56,0,815,98,0,18,1296,0
1,0,23,2,0,1,3997,0
1,0,17,3,0,3,2319,0
3,0,31,3,0,3,2319,0
7,0,55,10,0,8,310,0
1,0,16,2,0,1,2472,0
12,0,209,21,0,8,1296,0
1,0,22,3,0,2,3997,0
8,0,43,3,0,2,3997,0
1,0,1,2,0,1,3997,0
3,0,38,2,0,1,3997,0
2,0,26,2,0,1,3997,0
4,0,46,4,0,3,828,0
1,0,5,2,0,1,5350,0
2,0,33,2,0,1,3997,0
3,0,60,5,0,4,665,0
2,0,26,3,0,3,2319,0
1,0,5,2,0,2,533,0
8,0,41,5,0,3,1636,0
2,0,51,6,0,2,2319,0
7,0,79,3,0,2,1636,0
13,0,109,2,0,2,1636,0
6,0,182,3,0,2,533,0
1,0,1,1,0,1,533,0
7,0,169,4,0,2,1636,0
6,0,103,10,0,6,533,0
1,0,27,24,0,4,5350,0
1,0,24,17,0,5,5350,0
1,0,4,2,0,2,533,0
1,0,5,4,0,2,5350,0
1,0,5,21,0,7,1296,0
1,0,5,14,0,7,2319,0
1,0,4,5,0,5,1296,0
1,0,24,8,0,5,2319,0
1,0,6,1,0,1,1636,0
1,0,19,8,0,4,2319,0
1,0,4,2,0,2,533,0
1,0,12,10,0,6,2319,0
1,0,11,9,0,3,5350,0
3,0,35,1,0,1,2319,0
1,0,6,1,0,1,2319,0
1,0,19,11,0,5,5350,0
1,0,9,8,0,4,5350,0
1,0,4,1,0,1,533,0
7,0,36,5,0,4,1296,0
4,0,31,4,0,3,1636,0
5,0,111,6,0,3,2319,0
19,0,186,47,0,12,5350,0
13,0,72,5,0,3,3997,0
4,0,20,7,0,5,2319,0
1,0,30,4,0,4,7,0
1,0,5,4,0,4,7,0
1,0,7,14,0,6,2319,0
1,0,11,4,0,4,7,0
4,0,36,7,0,4,5350,0
4,0,145,25,0,9,2319,0
1,0,5,2,0,2,2319,0
1,0,9,2,0,2,2319,0
5,0,72,12,0,6,533,0
7,0,54,16,0,8,2319,0
1,0,11,2,0,2,2472,0
1,0,21,4,0,3,5350,0
1,0,17,2,0,2,1636,0
13,0,223,21,0,7,5350,0
11,0,75,1,0,1,5350,0
1,0,26,2,0,2,5350,0
1,0,6,2,0,2,5350,0
5,0,93,11,0,4,2472,0
1,0,8,4,0,3,505,0
1,0,14,4,0,3,505,0
1,0,14,4,0,3,505,0
1,0,10,2,0,2,2319,0
22,0,282,17,0,8,828,0
1,0,49,4,0,4,828,0
1,0,8,2,0,2,2319,0
3,0,29,16,0,6,5350,0
1,0,12,3,0,3,505,0
5,0,95,8,0,6,665,0
1,0,34,4,0,3,1296,0
1,0,29,2,0,2,2319,0
41,0,350,5,0,5,533,0
2,0,57,4,0,3,1296,0
1,0,12,2,0,2,5350,0
1,0,25,2,0,2,5350,0
7,0,39,4,0,3,2319,0
1,0,5,2,0,2,5350,0
1,0,12,3,0,3,2319,0
51,0,449,21,0,7,505,0
9,0,93,6,0,2,5350,0
5,0,102,19,0,10,5350,0
1,0,19,18,0,7,1296,0
1,0,46,9,0,5,5350,0
3,0,16,3,0,3,310,0
1,0,15,6,0,2,5350,0
1,0,19,16,0,8,5350,0
8,0,219,23,0,9,2319,0
6,0,87,5,0,3,5350,0
1,0,7,19,0,8,5350,0
1,0,15,3,0,3,310,0
1,0,18,3,0,2,5350,0
7,0,46,3,0,2,5350,0
1,0,28,6,0,5,310,0
1,0,50,3,0,3,310,0
1,0,9,2,0,2,1404,0
1,0,32,7,0,3,1296,0
1,0,6,4,0,1,1296,0
2,0,34,4,0,3,665,0
1,0,6,3,0,3,5350,0
24,0,253,9,0,3,1296,0
30,0,720,47,0,11,5350,0
1,0,39,23,0,11,310,0
99,0,1186,114,1,15,665,0
1,0,16,6,0,4,224,0
1,0,11,7,0,4,5350,0
1,0,58,8,0,4,5350,0
1,0,33,3,0,3,5350,0
4,0,42,2,0,2,1636,0
1,0,20,2,0,1,533,0
1,0,1,3,0,3,5350,0
5,0,57,8,0,5,2319,0
1,0,24,4,0,2,224,0
1,0,24,3,0,2,533,0
2,0,45,6,0,1,533,0
1,0,7,2,0,1,533,0
1,0,8,1,0,1,533,0
1,0,9,3,0,1,533,0
1,0,13,9,0,6,5350,0
1,0,8,6,0,3,310,0
1,0,25,7,0,5,310,0
1,0,8,3,0,3,310,0
1,0,8,6,0,4,310,0
1,0,8,3,0,3,310,0
2,0,26,10,0,5,310,0
1,0,8,3,0,2,310,0
1,0,8,4,0,3,310,0
1,0,8,4,0,2,310,0
10,0,254,14,0,8,1296,0
1,0,8,1,0,1,533,0
3,0,46,5,0,4,5350,0
1,0,8,2,0,1,5350,0
5,0,42,8,0,5,310,0
3,0,49,3,0,2,1636,0
1,0,69,27,0,6,533,0
5,0,25,3,0,2,533,0
5,0,53,2,0,1,2319,0
11,0,61,9,0,6,310,0
1,0,47,18,0,8,310,0
1,0,20,14,0,7,665,0
1,0,9,4,0,3,2319,0
1,0,7,2,0,2,828,0
33,0,183,15,0,8,310,0
8,0,73,7,0,5,412,0
1,0,8,2,0,2,310,0
13,0,156,25,0,9,310,0
1,0,28,5,0,4,2319,0
1,0,26,5,0,1,533,0
1,0,36,2,0,1,533,0
3,0,22,2,0,1,533,0
2,0,44,15,0,6,310,0
3,0,47,15,0,5,5350,0
2,0,44,11,0,5,5350,0
2,0,51,11,0,4,5350,0
2,0,44,11,0,5,5350,0
2,0,41,15,0,5,5350,0
20,0,174,7,0,5,310,0
2,0,44,11,0,5,5350,0
2,0,42,10,0,4,5350,0
2,0,44,11,0,5,5350,0
2,0,42,10,0,4,5350,0
2,0,44,11,0,5,5350,0
2,0,51,10,0,4,5350,0
20,0,253,6,0,4,5350,0
5,0,63,8,0,5,5350,0
1,0,19,7,0,5,5350,0
2,0,44,11,0,5,5350,0
2,0,51,2,0,2,5350,0
4,0,115,13,0,3,5350,0
1,0,135,20,0,7,5350,0
31,0,143,7,0,3,5350,0
1,0,21,5,0,3,2319,0
2,0,44,11,0,5,5350,0
2,0,51,10,0,4,5350,0
2,0,44,11,0,5,5350,0
2,0,43,8,0,4,5350,0
14,0,146,19,0,8,1296,0
25,0,180,9,0,5,7,0
6,0,56,23,0,11,2472,0
1,0,12,12,0,5,7,0
2,0,30,16,0,7,2472,0
12,0,256,17,0,8,1296,0
16,0,172,15,0,5,2319,0
3,0,47,11,0,4,5350,0
5,0,53,15,0,6,2319,0
6,0,168,136,0,11,5350,0
3,0,85,5,0,3,1636,0
6,0,137,11,0,4,1296,0
26,0,403,14,0,5,1296,0
20,0,138,2,0,1,2319,0
1,0,16,27,0,6,665,0
17,0,465,32,0,8,665,0
1,0,232,28,0,9,665,0
5,0,49,4,0,3,2319,0
1,0,47,2,0,2,828,0
10,0,441,15,0,3,665,0
1,0,8,2,0,2,2319,0
1,0,7,5,0,2,1636,0
1,0,21,9,0,5,2319,0
1,0,6,3,0,2,2319,0
69,0,808,57,0,12,1296,1
8,0,128,4,0,2,665,0
1,0,7,3,0,2,2472,0
3,0,85,4,0,3,1404,0
1,0,84,4,0,2,2319,0
1,0,16,27,0,13,1404,0
1,0,37,20,0,9,5350,0
24,0,193,11,0,5,2319,0
1,0,7,4,0,4,2472,0
2,0,24,7,0,5,1634,0
14,0,161,19,0,10,2319,0
7,0,73,13,0,6,828,0
1,0,44,19,0,9,5350,0
1,0,64,25,0,11,1404,0
1,0,26,16,0,8,5350,0
9,0,123,22,0,10,2319,0
1,0,13,2,0,1,2319,0
1,0,13,2,0,1,2319,0
1,0,5,4,0,4,2472,0
20,0,73,10,0,3,5350,0
1,0,26,16,0,8,5350,0
1,0,9,25,0,11,2319,0
1,0,13,2,0,1,3997,0
1,0,30,4,0,2,2319,0
1,0,26,16,0,8,5350,0
4,0,82,29,0,12,1404,0
1,0,26,18,0,9,5350,0
1,0,9,25,0,11,2319,0
1,0,30,4,0,2,2319,0
24,0,223,40,0,11,2319,0
1,0,19,10,0,5,533,0
1,0,11,9,0,4,2472,0
1,0,38,16,0,8,5350,0
1,0,19,4,0,3,1636,0
1,0,19,4,0,3,1636,0
1,0,19,13,0,8,533,0
1,0,8,2,0,1,5350,0
1,0,6,24,0,8,5350,0
26,0,285,45,0,10,310,0
12,0,73,1,0,1,5350,0
6,0,64,3,0,2,828,0
3,0,29,4,0,2,2319,0
1,0,26,9,0,4,2319,0
1,0,18,4,0,3,1636,0
1,0,5,2,0,2,2319,0
6,0,52,3,0,1,5350,0
74,0,619,138,1,19,5350,0
47,0,752,198,1,22,665,0
45,0,492,121,0,18,665,0
1,0,170,37,0,11,665,0
10,0,127,88,0,16,310,0
3,0,60,2,0,1,3997,0
1,0,19,2,0,1,3997,0
1,0,18,5,0,4,1636,0
1,0,8,2,0,1,3997,0
1,0,48,67,0,15,665,0
3,0,81,65,0,14,5350,0
15,0,116,12,0,6,5350,0
6,0,82,5,0,3,5350,0
30,0,309,67,0,15,5350,0
1,0,9,4,0,3,1636,0
1,0,18,4,0,3,1636,0
1,0,19,2,0,2,533,0
3,0,49,8,0,4,828,0
2,0,38,2,0,2,1636,0
1,0,9,2,0,1,533,0
8,0,133,7,0,5,533,0
1,0,8,2,0,1,533,0
1,0,105,8,0,4,5350,0
3,0,42,13,0,7,5350,0
1,0,48,41,0,10,665,0
8,0,118,4,0,2,2319,0
1,0,6,2,0,1,3997,0
97,0,721,67,0,12,665,0
7,0,218,2,0,2,828,0
29,0,397,6,0,3,5350,0
2,0,68,2,0,2,828,0
2,0,117,2,0,2,828,0
54,0,366,10,0,5,1296,0
12,0,119,11,0,6,2319,0
19,0,171,11,0,6,1296,0
21,0,201,35,0,10,665,0
30,0,274,20,0,9,665,0
1,0,13,6,0,4,5350,0
1,0,26,2,0,1,3997,0
4,0,102,3,0,3,533,0
5,0,55,5,0,4,665,0
1,0,10,2,0,2,310,0
2,0,19,2,0,2,310,0
1,0,10,5,0,5,665,0
11,0,119,3,0,3,533,0
1,0,7,6,0,5,1634,0
1,0,16,1,0,1,3997,0
17,0,359,111,1,16,1296,0
1,0,12,9,0,3,2319,0
1,0,18,3,0,3,2319,0
9,0,73,12,0,7,665,0
2,0,19,13,0,8,1636,0
3,0,53,12,0,6,5350,0
3,0,40,12,0,6,828,0
5,0,39,13,0,6,5350,0
2,0,86,10,0,5,5350,0
3,0,58,55,0,10,828,0
10,0,150,54,0,10,5350,0
7,0,138,65,0,11,2319,0
9,0,92,9,0,5,665,0
7,0,49,32,0,11,59,0
1,0,5,4,0,3,7,0
1,0,17,10,0,7,5350,0
3,0,40,35,2,13,2319,0
1,0,62,8,0,6,2319,0
1,0,9,6,0,2,5350,0
1,0,18,3,0,3,2319,0
1,0,20,1,0,1,3997,0
6,0,68,6,0,2,5350,0
1,0,20,1,0,1,3997,0
1,0,27,36,0,9,5350,0
21,0,242,17,0,7,310,0
1,0,8,6,0,3,5350,0
1,0,35,16,0,7,665,0
24,0,196,17,0,10,533,0
57,0,409,21,0,11,505,0
33,0,278,40,0,12,505,0
1,0,8,6,0,3,5350,0
45,0,408,38,0,13,505,0
1,0,10,18,0,8,1634,0
1,0,11,2,0,1,5350,0
1,0,9,2,0,1,5350,0
1,0,4,1,0,1,3997,0
82,0,617,91,0,15,5350,0
1,0,19,22,0,8,5350,0
1,0,43,13,0,5,665,0
45,0,432,67,0,11,665,0
87,0,887,199,2,20,5350,0
1,0,10,15,0,7,1634,0
56,0,536,41,0,14,5350,0
17,0,153,15,0,9,1296,0
1,0,39,6,0,4,665,0
3,0,129,4,0,3,5350,0
2,0,133,10,0,5,665,0
12,0,164,13,0,7,665,0
1,0,12,5,0,4,5350,0
1,0,4,5,0,4,5350,0
4,0,112,2,0,2,665,0
12,0,212,5,0,3,5350,0
4,0,66,2,0,2,665,0
6,0,43,5,0,4,5350,0
13,0,227,5,0,4,2319,0
4,0,84,7,0,4,665,0
3,0,36,10,0,5,5350,0
20,0,321,19,0,10,5350,0
1,0,55,5,0,4,828,0
1,0,7,7,0,4,665,0
2,0,34,1,0,1,2319,0
2,0,34,1,0,1,2319,0
20,0,136,1,0,1,3997,0
50,0,393,20,0,11,2319,0
19,0,268,31,0,10,828,0
9,0,101,11,0,5,665,0
1,0,96,1,0,1,3997,0
5,0,72,11,0,4,5350,0
9,0,135,6,0,2,5350,0
1,0,6,1,0,1,236,0
10,0,77,13,0,6,5350,0
11,0,71,19,0,5,1296,0
27,0,161,2,0,2,665,0
1,0,188,2,0,2,2472,0
24,0,253,13,0,5,5350,0
6,0,83,1,0,1,2319,1
6,0,83,1,0,1,2319,1
21,0,205,5,0,4,5350,0
1,0,32,6,0,4,2319,0
15,0,220,55,0,14,1296,0
2,0,16,2,0,2,5350,0
51,0,383,72,0,14,5350,0
30,0,245,19,0,7,665,0
1,0,14,11,0,6,1296,0
3,0,31,4,0,2,5350,0
6,0,71,6,0,4,505,0
7,0,85,12,0,4,1296,0
1,0,6,1,0,1,2319,0
6,0,45,1,0,1,2319,0
1,0,6,1,0,1,2319,0
2,0,29,1,0,1,2319,0
1,0,5,2,0,2,665,0
1,0,16,4,0,2,5350,0
60,0,705,68,0,11,5350,0
8,0,70,25,0,8,5350,0
1,0,10,10,0,5,5350,0
1,0,29,4,0,3,5350,0
1,0,61,3,0,3,2319,0
24,0,565,82,0,17,5350,0
1,0,22,3,0,3,505,0
1,0,8,1,0,1,828,0
1,0,14,5,0,4,310,0
1,0,10,4,0,2,310,0
1,0,14,3,0,3,310,0
1,0,20,8,0,5,310,0
1,0,8,1,0,1,828,0
1,0,25,9,0,6,310,0
1,0,20,6,0,5,310,0
1,0,19,7,0,4,310,0
1,0,14,3,0,2,310,0
6,0,69,4,0,2,310,0
1,0,8,1,0,1,2319,0
2,0,30,6,0,4,310,0
2,0,29,4,0,3,310,0
1,0,22,7,0,5,310,0
2,0,11,3,0,3,310,0
1,0,20,6,0,4,310,0
1,0,10,4,0,3,310,0
1,0,17,4,0,4,310,0
1,0,20,4,0,3,310,0
1,0,20,7,0,5,310,0
1,0,18,4,0,3,310,0
1,0,22,5,0,4,310,0
1,0,9,3,0,3,310,0
1,0,8,1,0,1,2319,0
1,0,26,2,0,1,2319,0
9,0,121,5,0,3,533,0
1,0,14,2,0,2,533,0
1,0,93,30,0,6,2319,0
1,0,60,15,0,6,2319,0
13,0,135,10,0,5,2319,0
1,0,14,2,0,2,2472,0
1,0,16,5,0,3,2319,0
1,0,56,19,0,6,2319,0
1,0,5,2,0,2,533,0
1,0,30,3,0,3,2319,0
4,0,304,37,0,6,2319,0
48,0,559,94,0,12,5350,0
3,0,68,7,0,3,2319,0
1,0,38,3,0,2,2319,0
1,0,44,5,0,4,2319,0
15,0,205,51,0,9,310,0
1,0,12,2,0,2,5350,0
1,0,33,39,0,9,1296,0
1,0,5,2,0,2,2472,0
1,0,20,15,0,7,310,0
1,0,6,2,0,2,2319,0
8,0,95,6,0,3,2319,0
1,0,7,2,0,2,2319,0
1,0,100,26,0,6,2319,0
3,0,145,41,0,8,2319,0
12,0,98,12,0,4,5350,0
1,0,55,18,0,6,2319,0
4,0,47,24,0,7,5350,0
1,0,9,3,0,3,2319,0
1,0,6,3,0,2,533,0
1,0,24,4,0,3,2319,0
9,0,115,15,0,8,1296,0
5,0,50,9,0,7,2472,0
2,0,30,1,0,1,2319,0
1,0,4,1,0,1,2319,0
1,0,33,9,0,4,5350,0
1,0,24,5,0,2,5350,0
1,0,4,1,0,1,2319,0
1,0,22,3,0,3,1296,0
1,0,12,1,0,1,2319,0
1,0,10,8,0,2,5350,0
1,0,4,3,0,2,665,0
1,0,4,1,0,1,2319,0
1,0,26,3,0,3,1636,0
1,0,8,1,0,1,2319,0
1,0,20,1,0,1,2319,0
1,0,4,1,0,1,2319,0
6,0,133,18,0,5,2319,0
7,0,119,5,0,3,1636,0
1,0,13,1,0,1,2472,0
1,0,8,2,0,1,5350,0
1,0,31,9,0,4,2319,0
2,0,18,14,0,5,5350,0
1,0,20,16,0,7,665,0
24,0,211,19,0,7,665,0
2,0,19,9,0,5,5350,0
1,0,8,3,0,3,5350,0
1,0,121,50,0,11,5350,0
52,0,631,34,0,9,5350,0
7,0,330,16,0,7,1296,1
1,0,6,6,0,4,5350,0
1,0,13,2,0,1,2319,0
18,0,406,16,0,6,5350,0
6,0,141,10,0,4,5350,0
18,0,186,6,0,3,533,0
1,0,73,18,0,7,1296,1
1,0,30,2,0,2,224,0
3,0,50,2,0,2,224,0
6,0,84,2,0,2,224,0
1,0,21,2,0,2,224,0
2,0,34,2,0,2,224,0
7,0,90,3,0,3,224,0
43,0,460,8,0,4,1636,0
1,0,24,14,0,9,5350,0
5,0,56,11,0,4,5350,0
46,0,512,124,0,15,665,0
8,0,134,37,0,13,665,0
1,0,24,7,0,4,5350,0
1,0,28,5,0,5,1296,0
6,0,79,4,0,2,5350,0
20,0,171,68,0,14,665,0
1,0,94,6,0,3,665,0
8,0,93,4,0,2,1296,0
1,0,13,4,0,2,1296,0
3,0,113,19,0,6,1296,0
57,0,494,134,0,16,665,0
1,0,8,1,0,1,1636,0
3,0,44,22,0,11,665,0
1,0,95,7,0,5,1296,0
1,0,11,8,0,4,665,0
17,0,167,54,0,13,828,0
1,0,5,2,0,1,533,0
11,0,162,38,0,8,2319,0
1,0,7,1,0,1,533,0
1,0,29,35,0,12,533,0
3,0,36,1,0,1,533,0
11,0,146,33,0,11,665,0
1,0,37,34,0,12,665,0
1,0,13,14,0,6,1636,0
49,0,433,69,0,16,665,0
1,0,31,2,0,1,3997,0
1,0,5,2,0,1,533,0
15,0,169,18,0,4,2319,0
1,0,16,2,0,1,3997,0
1,0,16,2,0,1,3997,0
1,0,13,2,0,1,533,0
1,0,54,4,0,2,828,0
14,0,120,36,0,16,665,0
138,0,664,40,0,10,1636,0
1,0,12,2,0,1,3997,0
5,0,109,26,0,10,665,0
1,0,20,1,0,1,5350,0
3,0,29,6,0,5,1296,0
52,0,591,120,0,15,1296,0
1,0,21,6,0,3,5350,0
7,0,103,33,0,12,5350,0
17,0,321,82,1,14,5350,0
2,0,16,8,0,5,5350,0
1,0,5,2,0,1,3997,0
13,0,200,26,0,12,665,0
1,0,11,7,0,3,1636,0
70,0,536,78,0,17,665,0
1,0,11,8,0,4,665,0
2,0,25,15,0,8,5350,0
21,0,172,41,0,13,5350,0
1,0,27,2,0,1,533,0
1,0,56,3,0,1,533,0
14,0,174,55,0,15,5350,0
54,0,604,145,0,15,5350,0
22,0,334,41,0,11,5350,0
1,0,53,11,0,5,1296,0
1,0,37,5,0,4,1636,0
1,0,5,2,0,2,2319,0
1,0,7,2,0,2,2319,0
3,0,25,2,0,2,2319,0
7,0,169,45,0,10,1296,0
1,0,86,17,0,9,1296,0
16,0,243,56,0,13,5350,0
1,0,13,2,0,1,533,0
5,0,99,13,0,7,2472,0
6,0,88,13,0,3,5350,0
1,0,6,2,0,2,1636,0
15,0,218,6,0,3,1636,0
1,0,63,24,0,6,1636,0
87,0,696,32,0,8,1634,0
1,0,11,10,0,7,2319,0
5,0,216,65,0,11,5350,0
