Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,target
0,1156,9,1211,10,1.0,1,18,1,1.0,1.0,56,54,1,2,2,27,1,1,1,0,12,0.0,0.0181818,1,0,0,1,0.0181818,1,0,0,0,0,0,54,56,0,0,0,0,12,0,0,0,12,27,0,0,0,54,56,0,0,0,0,12,0,0,0,12,27,0,0,0,0
0,11,1,980,2,0.535423,23,76,30,0.41134,0.53789,399,362,8,3,3,130,6,0,0,13,61,0.945946,0.238272,193,178,35,2,0.22815,201,1,1,0,0,1,617,905,20,0,2,0,48,0,36,1,49,503,18,37,1,680,970,20,0,2,0,61,0,37,1,62,531,18,38,1,0
0,859,9,918,10,1.0,1,18,1,1.0,1.0,60,58,1,2,2,27,0,1,1,0,12,0.0,0.0169492,1,0,0,1,0.0169492,1,0,0,0,0,0,58,60,0,0,0,0,12,0,0,0,12,27,0,0,0,58,60,0,0,0,0,12,0,0,0,12,27,0,0,0,0
0,19,5,23,6,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,1,0.5,0.583333,7,7,1,1,0.583333,7,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,14,1,1121,2,0.789857,28,93,61,0.553249,0.744845,613,578,2,2,2,119,3,0,0,4,73,0.923077,0.227772,228,228,60,5,0.22664,228,1,1,0,0,1,773,1103,18,0,0,0,69,0,64,2,70,662,18,65,2,778,1108,18,0,0,0,70,0,65,2,71,663,18,66,2,0
0,22,5,26,6,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,8,1,22,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,4,0,0,4,5,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,12,15,3,0,0,0,1,0,1,1,11,3,0,11,2,12,15,3,0,0,0,1,0,1,1,11,3,0,11,2,0
0,51,1,439,2,0.151011,3,4,4,0.123393,0.215385,48,42,7,2,2,15,9,11,9,6,16,0.7,0.686813,125,120,7,3,0.488189,186,0,0,0,0,0,57,196,0,0,0,0,10,0,9,0,10,18,0,9,0,195,389,0,0,0,0,32,0,30,0,32,71,0,30,0,0
0,132,55,143,10,0.0,0,0,0,0.0,0.0,0,0,1,2,1,5,2,0,0,2,3,0.0,0.0909091,1,0,0,2,0.0909091,1,1,1,0,0,1,10,12,0,0,0,0,1,0,1,0,1,4,0,1,0,10,12,0,0,0,0,1,0,1,0,1,4,0,1,0,0
0,169,61,179,10,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,2,0,0,1,2,0.0,0.0909091,1,0,0,2,0.0909091,1,1,1,0,0,1,10,11,0,0,0,0,1,0,1,0,1,3,0,1,0,10,11,0,0,0,0,1,0,1,0,1,3,0,1,0,0
0,209,61,227,10,0.0,0,0,0,0.0,0.0,0,0,1,3,2,5,3,0,0,2,3,0.0,0.157895,3,0,0,2,0.157895,3,1,1,0,0,1,16,19,0,0,0,0,1,0,1,0,1,10,0,1,0,16,19,0,0,0,0,1,0,1,0,1,10,0,1,0,0
0,247,71,251,10,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,2,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,269,34,297,10,0.5,2,2,2,0.551724,0.56,16,14,1,0,0,1,2,0,0,1,2,0.0,0.235294,4,0,0,2,0.137931,4,0,0,0,0,0,13,15,0,0,0,0,1,0,1,0,1,2,0,1,0,25,29,0,0,0,0,4,0,4,0,4,5,0,4,0,0
0,280,43,295,18,1.0,2,2,2,1.0,1.0,16,14,3,0,0,3,1,0,0,0,3,0.0,0.0,0,0,0,4,0.0,0,0,0,0,0,0,14,16,0,0,0,0,3,0,3,0,3,3,0,3,0,14,16,0,0,0,0,3,0,3,0,3,3,0,3,0,0
0,308,33,336,10,0.467391,1,1,1,0.551724,0.56,16,14,1,0,0,2,2,0,0,2,3,0.0,0.235294,4,0,0,2,0.137931,4,0,0,0,0,0,13,15,0,0,0,0,1,0,1,0,1,2,0,1,0,25,29,0,0,0,0,4,0,4,0,4,5,0,4,0,0
0,319,42,334,18,1.0,1,1,1,1.0,1.0,16,14,3,0,0,3,1,0,0,0,3,0.0,0.0,0,0,0,4,0.0,0,0,0,0,0,0,14,16,0,0,0,0,3,0,3,0,3,3,0,3,0,14,16,0,0,0,0,3,0,3,0,3,3,0,3,0,0
0,341,33,369,10,0.421569,1,1,1,0.551724,0.56,16,14,1,0,0,3,2,0,0,2,3,0.0,0.235294,4,0,0,2,0.137931,4,0,0,0,0,0,13,15,0,0,0,0,1,0,1,0,1,2,0,1,0,25,29,0,0,0,0,4,0,4,0,4,5,0,4,0,0
0,352,42,367,18,1.0,1,1,1,1.0,1.0,16,14,3,0,0,3,1,0,0,0,3,0.0,0.0,0,0,0,4,0.0,0,0,0,0,0,0,14,16,0,0,0,0,3,0,3,0,3,3,0,3,0,14,16,0,0,0,0,3,0,3,0,3,3,0,3,0,0
0,394,61,431,10,0.0,0,0,0,0.0,0.0,0,0,1,3,3,10,2,0,0,1,3,0.0,0.166667,6,1,0,2,0.166667,6,1,1,0,0,1,30,38,0,0,0,0,2,0,1,0,2,20,0,1,0,30,38,0,0,0,0,2,0,1,0,2,20,0,1,0,0
0,6,1,16,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,3,1,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,10,11,0,0,0,0,1,0,1,0,1,6,0,1,0,10,11,0,0,0,0,1,0,1,0,1,6,0,1,0,0
0,10,1,54,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,7,5,0,0,8,11,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,39,45,0,0,0,0,3,0,2,0,3,23,0,2,0,39,45,0,0,0,0,3,0,2,0,3,23,0,2,0,0
0,14,1,585,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,3,0,0,1,1.0,0.5,3,3,1,0,0.0924731,43,0,0,0,0,0,3,34,0,0,0,0,1,0,0,0,1,0,0,0,0,422,572,23,11,18,3,46,0,40,0,118,222,4,104,0,0
0,528,5,584,6,0.0,0,0,0,0.0,0.0,0,0,1,2,2,11,8,2,1,8,14,0.166667,0.156863,8,6,1,5,0.156863,8,3,3,0,0,1,43,57,9,2,2,0,6,0,5,0,35,21,4,32,0,43,57,9,2,2,0,6,0,5,0,35,21,4,32,0,0
0,150,5,310,6,0.0,0,0,0,0.0,0.0,0,0,1,3,3,21,5,2,1,15,25,0.1,0.128788,17,12,1,9,0.121429,17,2,2,0,0,2,115,152,10,2,5,0,10,0,9,0,21,68,4,18,0,123,161,12,2,7,0,11,0,9,0,22,70,4,18,0,0
0,166,9,174,10,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,4,0,1,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,8,9,2,0,2,0,1,0,0,0,1,2,0,0,0,8,9,2,0,2,0,1,0,0,0,1,2,0,0,0,0
0,23,5,139,6,0.0,0,0,0,0.0,0.0,0,0,1,3,3,16,6,3,6,19,29,0.0909091,0.0588235,6,4,1,10,0.0588235,6,2,2,1,1,1,96,117,7,2,2,0,10,0,10,0,29,54,4,27,0,96,117,7,2,2,0,10,0,10,0,29,54,4,27,0,0
0,318,5,520,6,0.0,0,0,0,0.0,0.0,0,0,1,3,3,27,8,3,2,22,33,0.1,0.0661765,9,7,1,9,0.0542169,9,2,2,0,0,2,127,167,10,2,5,0,11,0,9,0,22,70,4,18,0,157,203,12,5,7,3,18,0,16,0,31,77,4,27,0,0
0,361,72,366,10,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,343,9,356,10,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,2,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,11,14,1,1,1,1,2,0,2,0,3,3,0,3,0,11,14,1,1,1,1,2,0,2,0,3,3,0,3,0,0
0,328,9,341,10,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,1,0,2,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,11,14,1,1,1,1,2,0,2,0,3,3,0,3,0,11,14,1,1,1,1,2,0,2,0,3,3,0,3,0,0
0,89,1,338,2,0.0,0,0,0,0.0,0.0,0,0,1,3,3,31,0,2,2,0,5,0.666667,0.541045,145,107,2,1,0.541045,145,0,0,0,0,0,123,250,5,0,5,0,5,0,2,0,5,83,0,2,0,123,250,5,0,5,0,5,0,2,0,5,83,0,2,0,0
0,8,1,59,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,6,0,0,10,12,0.0,0.488372,21,0,0,3,0.488372,21,0,0,0,0,0,22,52,1,0,1,0,2,0,2,0,2,8,0,2,0,22,52,1,0,1,0,2,0,2,0,2,8,0,2,0,0
0,32,1,809,2,0.543452,12,125,35,0.537275,0.565789,418,387,1,2,2,137,1,4,4,4,32,0.125,0.111688,86,24,3,21,0.111688,86,1,1,4,4,1,684,778,7,3,0,1,28,0,23,0,94,430,0,81,0,684,778,7,3,0,1,28,0,23,0,94,430,0,81,0,0
0,29,1,1285,2,0.085226,3,11,7,0.061257,0.0811808,77,66,1,9,2,160,32,79,183,42,97,0.581395,0.219212,178,165,25,18,0.201375,205,0,0,0,0,0,634,985,4,18,4,18,55,0,42,0,55,415,0,42,0,813,1257,30,18,30,18,92,0,79,0,92,486,0,79,0,1
0,364,5,464,6,0.0,0,0,0,0.0,0.0,0,0,8,0,0,15,7,15,30,6,20,0.533333,0.1125,9,8,8,7,0.1125,9,0,0,0,0,0,71,101,11,0,11,0,14,0,14,0,14,29,0,14,0,71,101,11,0,11,0,14,0,14,0,14,29,0,14,0,0
0,466,5,545,6,0.0,0,0,0,0.0,0.0,0,0,6,0,0,12,2,4,7,3,14,0.5,0.12069,7,6,6,6,0.12069,7,0,0,0,0,0,51,80,7,0,7,0,11,0,11,0,11,19,0,11,0,51,80,7,0,7,0,11,0,11,0,11,19,0,11,0,0
0,85,5,175,6,0.0,0,0,0,0.0,0.0,0,0,6,1,1,14,5,10,17,3,15,0.692308,0.161765,11,10,9,4,0.161765,11,0,0,0,0,0,57,91,8,0,8,0,12,0,12,0,12,23,0,12,0,57,91,8,0,8,0,12,0,12,0,12,23,0,12,0,0
0,32,1,798,2,0.0,0,0,0,0.0,0.0,0,0,3,6,3,92,23,73,161,27,87,0.878049,0.475436,300,295,36,5,0.470219,300,0,0,1,1,0,331,760,27,1,27,1,60,0,40,0,60,146,0,40,0,338,767,27,1,27,1,61,0,41,0,61,150,0,41,0,1
0,687,79,695,14,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,2,0,0,4,5,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,1,0,1,4,0,1,0,9,9,0,0,0,0,1,0,1,0,1,4,0,1,0,1
0,16,1,342,2,0.175359,2,4,4,0.155963,0.172662,51,48,17,1,1,28,19,0,0,32,59,0.0,0.00358423,1,0,0,27,0.00358423,1,0,0,0,0,0,278,327,0,0,0,0,27,0,26,0,27,124,0,26,0,278,327,0,0,0,0,27,0,26,0,27,124,0,26,0,0
0,13,1,81,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,7,6,0,0,13,20,0.0,0.0,0,0,0,8,0.0,0,0,0,0,0,0,55,69,2,1,2,1,7,0,7,0,7,31,0,7,0,55,69,2,1,2,1,7,0,7,0,7,31,0,7,0,0
0,29,1,138,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,18,2,15,21,2,20,0.0526316,0.0520833,5,5,1,18,0.0520833,5,0,0,0,0,0,91,110,2,0,2,0,18,2,18,0,18,34,2,18,0,91,110,2,0,2,0,18,2,18,0,18,34,2,18,0,0
0,31,1,156,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,21,1,12,20,1,19,0.105263,0.104348,12,10,2,17,0.104348,12,0,0,0,0,0,103,126,2,0,2,0,18,2,18,0,18,49,2,18,0,103,126,2,0,2,0,18,2,18,0,18,49,2,18,0,0
0,12,1,141,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,19,2,0,0,18,36,0.0526316,0.0275229,3,3,1,18,0.0275229,3,1,1,0,0,1,106,130,5,9,2,5,18,0,18,0,31,47,3,31,0,106,130,5,9,2,5,18,0,18,0,31,47,3,31,0,0
0,22,1,228,2,0.570248,1,2,2,0.21256,0.254335,44,44,1,2,2,22,0,1,3,0,9,0.4,0.112821,22,22,2,3,0.112821,22,0,0,0,0,0,173,207,35,1,35,1,9,1,4,0,9,218,1,4,0,173,207,35,1,35,1,9,1,4,0,9,218,1,4,0,0
0,19,1,250,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,35,2,3,0,8,31,0.05,0.0165746,3,3,1,19,0.0165746,3,0,0,3,4,0,178,232,1,0,1,0,23,0,19,0,23,137,0,19,0,178,232,1,0,1,0,23,0,19,0,23,137,0,19,0,0
0,33,1,487,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,23,3,17,90,15,34,0.0555556,0.0561798,5,5,1,17,0.0524862,19,1,1,10,11,1,84,125,5,2,1,2,19,0,17,0,19,29,4,17,0,343,455,13,12,9,2,67,0,58,0,162,134,4,143,0,1
0,199,5,269,6,0.0,0,0,0,0.0,0.0,0,0,1,1,1,8,4,1,1,8,15,0.0,0.0212766,1,1,0,8,0.0526316,3,2,2,0,0,1,46,60,6,2,1,0,7,0,7,0,26,17,4,24,0,54,71,8,2,3,0,8,0,8,0,27,19,4,25,0,0
0,206,9,216,10,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,6,0,1,0.5,0.2,2,2,1,1,0.2,2,0,0,0,0,0,8,11,2,0,2,0,1,0,1,0,1,2,0,1,0,8,11,2,0,2,0,1,0,1,0,1,2,0,1,0,0
0,285,5,364,6,0.0,0,0,0,0.0,0.0,0,0,1,1,1,15,5,1,1,12,18,0.166667,0.0851064,4,4,1,5,0.0547945,4,2,2,0,0,1,43,51,6,2,1,0,6,0,5,0,25,30,4,22,0,69,80,9,2,4,0,9,0,6,0,28,46,4,23,0,0
0,287,9,315,10,0.0,0,0,0,0.0,0.0,0,0,1,1,1,8,2,1,5,3,6,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,26,29,3,0,3,0,3,0,1,0,3,16,0,1,0,26,29,3,0,3,0,3,0,1,0,3,16,0,1,0,0
0,134,5,196,6,0.0,0,0,0,0.0,0.0,0,0,9,0,0,11,3,2,1,1,12,0.0909091,0.102041,5,5,1,10,0.102041,5,2,2,0,0,1,44,63,5,2,0,0,11,0,10,0,30,11,4,27,0,44,63,5,2,0,0,11,0,10,0,30,11,4,27,0,1
0,443,5,486,6,0.0,0,0,0,0.0,0.0,0,0,1,2,2,9,4,0,0,8,14,0.2,0.0277778,1,1,1,4,0.0277778,1,2,2,0,0,1,35,44,6,2,1,0,6,0,4,0,25,15,4,21,0,35,44,6,2,1,0,6,0,4,0,25,15,4,21,0,0
0,368,5,439,6,0.0,0,0,0,0.0,0.0,0,0,13,0,0,14,3,0,0,14,28,0.0714286,0.0172414,1,1,1,13,0.0172414,1,2,2,0,0,1,57,72,5,2,0,0,14,0,13,0,33,14,4,30,0,57,72,5,2,0,0,14,0,13,0,33,14,4,30,0,1
0,11,1,39,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,7,0,0,6,7,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,24,29,0,0,0,0,1,0,1,0,1,15,0,1,0,24,29,0,0,0,0,1,0,1,0,1,15,0,1,0,1
0,7,1,88,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,18,18,0,0,18,36,0.0,0.0,0,0,0,19,0.0,0,0,0,0,0,0,57,82,1,0,1,0,18,0,18,0,18,18,0,18,0,57,82,1,0,1,0,18,0,18,0,18,18,0,18,0,0
0,26,1,314,2,0.505271,8,184,18,0.352941,0.364486,102,78,7,0,0,8,4,43,33,3,11,0.25,0.210526,8,8,2,6,0.036036,8,0,0,0,0,0,30,55,1,0,1,0,8,1,7,0,8,7,1,7,0,214,289,13,0,13,0,31,10,30,0,31,149,10,30,0,1
0,33,49,37,6,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,57,38,62,10,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,295,57,300,10,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,3,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,304,57,309,10,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,3,0,0,0,1,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,66,5,119,6,0.705224,4,34,4,0.518519,0.536585,28,22,1,2,2,26,1,22,8,0,5,0.0,0.0,0,0,0,6,0.0,0,0,0,0,0,0,41,54,3,0,3,0,5,2,5,0,5,34,2,5,0,41,54,3,0,3,0,5,2,5,0,5,34,2,5,0,1
0,121,5,190,6,0.708895,7,75,7,0.557143,0.566038,39,30,1,2,2,35,1,9,4,0,5,0.0,0.0,0,0,0,6,0.0,0,0,0,0,0,0,53,70,4,0,4,0,5,3,5,0,5,46,3,5,0,53,70,4,0,4,0,5,3,5,0,5,46,3,5,0,1
0,192,5,274,6,0.462025,6,75,7,0.421687,0.412698,35,26,1,2,2,44,1,8,4,0,5,0.0,0.0,0,0,0,6,0.0,0,0,0,0,0,0,63,83,5,0,5,0,5,4,5,0,5,58,4,5,0,63,83,5,0,5,0,5,4,5,0,5,58,4,5,0,1
0,12,1,153,2,0.0,0,0,0,0.0,0.0,0,0,4,8,8,39,4,0,0,10,17,0.0,0.0288462,3,0,0,8,0.0288462,3,0,0,0,0,0,101,142,1,0,1,0,7,0,7,0,7,105,0,7,0,101,142,1,0,1,0,7,0,7,0,7,105,0,7,0,0
0,43,1,1621,2,0.0527057,3,17,5,0.0367321,0.0430743,58,51,4,6,6,204,15,32,54,24,65,0.269231,0.122197,109,49,7,19,0.099393,131,1,1,4,4,1,783,1075,28,4,28,4,41,0,25,0,41,586,0,25,0,1187,1579,53,6,45,6,89,11,67,1,110,801,19,73,1,0
0,101,99,122,6,0.0,0,0,0,0.0,0.0,0,0,2,1,1,6,4,0,0,1,3,0.0,0.0454545,1,0,0,3,0.0454545,1,1,1,0,0,1,21,22,8,0,0,0,2,0,2,0,2,8,8,2,0,21,22,8,0,0,0,2,0,2,0,2,8,8,2,0,0
0,125,92,176,6,0.0,0,0,0,0.0,0.0,0,0,2,4,4,14,1,0,0,0,2,0.0,0.0666667,3,0,0,3,0.0666667,3,1,1,0,0,1,42,52,8,0,0,0,2,0,2,0,2,34,8,2,0,42,52,8,0,0,0,2,0,2,0,2,34,8,2,0,0
0,823,70,847,6,0.0,0,0,0,0.0,0.0,0,0,4,0,0,4,1,0,0,0,4,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,18,25,0,0,0,0,4,0,4,0,4,4,0,4,0,18,25,0,0,0,0,4,0,4,0,4,4,0,4,0,0
0,854,70,907,6,0.0,0,0,0,0.0,0.0,0,0,7,2,2,13,1,0,0,0,7,0.0,0.0,0,0,0,8,0.0,0,0,0,0,0,0,45,54,0,0,0,0,7,0,7,0,7,22,0,7,0,45,54,0,0,0,0,7,0,7,0,7,22,0,7,0,0
0,1106,5,1140,6,0.0,0,0,0,0.0,0.0,0,0,1,0,0,9,1,1,1,2,8,0.0,0.0,0,0,0,6,0.0,0,0,0,0,0,0,28,35,1,2,1,2,6,0,5,1,6,7,0,5,1,28,35,1,2,1,2,6,0,5,1,6,7,0,5,1,0
0,1094,5,1104,6,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,3,1,0,2,3,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,10,11,4,0,0,0,1,0,1,0,8,5,0,3,0,10,11,4,0,0,0,1,0,1,0,8,5,0,3,0,0
0,1222,5,1273,6,0.0,0,0,0,0.0,0.0,0,0,1,0,0,4,2,3,6,2,6,0.0,0.0,0,0,0,5,0.0,0,0,0,0,0,0,26,34,7,0,7,0,4,7,4,0,4,8,7,4,0,43,52,15,0,7,0,6,7,6,0,6,18,15,6,0,0
0,1226,102,1245,10,0.0,0,0,0,0.0,0.0,0,0,2,1,1,4,2,0,0,1,3,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,19,20,8,0,0,0,2,0,2,0,2,10,8,2,0,19,20,8,0,0,0,2,0,2,0,2,10,8,2,0,0
0,1451,5,1477,6,0.0,0,0,0,0.0,0.0,0,0,1,3,3,8,3,1,1,3,5,0.0,0.0869565,2,1,0,3,0.0869565,2,0,0,0,0,0,21,27,1,0,1,0,2,0,2,0,2,11,0,2,0,21,27,1,0,1,0,2,0,2,0,2,11,0,2,0,0
0,922,5,1068,6,0.0,0,0,0,0.0,0.0,0,0,1,6,6,33,3,3,3,4,11,0.0,0.0866142,11,0,0,3,0.0866142,11,0,0,3,3,0,116,147,4,0,4,0,7,0,2,0,7,82,0,2,0,116,147,4,0,4,0,7,0,2,0,7,82,0,2,0,0
0,1070,5,1080,6,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,2,1,0,1,2,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,10,11,4,0,0,0,1,0,1,0,8,5,0,3,0,10,11,4,0,0,0,1,0,1,0,8,5,0,3,0,0
0,763,5,812,6,0.0,0,0,0,0.0,0.0,0,0,8,1,1,9,3,1,1,6,14,0.0,0.1,4,0,0,9,0.1,4,0,0,0,0,0,36,50,0,0,0,0,8,0,8,0,8,10,0,8,0,36,50,0,0,0,0,8,0,8,0,8,10,0,8,0,0
0,83,5,97,6,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,7,4,0,1,0.5,0.0769231,1,1,1,1,0.0769231,1,0,0,0,0,0,12,15,4,0,4,0,1,4,1,0,1,4,4,1,0,12,15,4,0,4,0,1,4,1,0,1,4,4,1,0,0
0,1082,5,1092,6,0.0,0,0,0,0.0,0.0,0,0,1,1,1,2,2,1,0,1,2,0.0,0.0,0,0,0,2,0.0,0,1,1,0,0,1,10,11,4,0,0,0,1,0,1,0,8,5,0,3,0,10,11,4,0,0,0,1,0,1,0,8,5,0,3,0,0
0,14,1,554,2,0.142271,3,16,6,0.138632,0.15311,75,64,5,7,7,65,10,0,0,38,60,0.0,0.0541176,23,0,0,18,0.0521542,23,0,0,0,0,0,402,525,4,1,4,1,22,0,17,0,22,324,0,17,0,418,541,32,17,4,1,26,0,17,0,190,328,0,117,0,0
0,150,141,155,10,1.0,1,3,1,1.0,1.0,6,6,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,1,0.0,0,2,2,0,0,1,6,6,28,4,0,0,1,0,0,0,42,1,0,25,0,6,6,28,4,0,0,1,0,0,0,42,1,0,25,0,0
0,171,141,176,10,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,1,0.0,0,2,2,0,0,1,6,6,28,4,0,0,1,0,0,0,42,1,0,25,0,6,6,28,4,0,0,1,0,0,0,42,1,0,25,0,0
0,245,141,250,10,1.0,1,3,1,1.0,1.0,6,6,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,1,0.0,0,2,2,0,0,1,6,6,28,4,0,0,1,0,0,0,42,1,0,25,0,6,6,28,4,0,0,1,0,0,0,42,1,0,25,0,0
0,284,141,289,10,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,1,0.0,0,2,2,0,0,1,6,6,28,4,0,0,1,0,0,0,42,1,0,25,0,6,6,28,4,0,0,1,0,0,0,42,1,0,25,0,0
0,20,1,56,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,7,5,0,0,4,10,0.0,0.0,0,0,0,2,0.0,0,2,2,0,0,1,29,37,8,3,1,3,6,0,1,0,95,11,0,82,0,29,37,8,3,1,3,6,0,1,0,95,11,0,82,0,0
0,37,1,149,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,12,7,1,1,9,19,0.181818,0.166667,16,8,2,9,0.166667,16,0,0,1,1,0,80,113,3,0,3,0,10,0,10,1,10,42,0,10,1,80,113,3,0,3,0,10,0,10,1,10,42,0,10,1,0
0,8,1,25,6,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,5,0,0,7,8,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,13,18,0,0,0,0,1,0,1,0,1,6,0,1,0,13,18,0,0,0,0,1,0,1,0,1,6,0,1,0,0
0,6,1,13,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,2,0,0,6,7,0.0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,7,8,0,0,0,0,1,0,1,0,1,2,0,1,0,7,8,0,0,0,0,1,0,1,0,1,2,0,1,0,0
0,9,1,100,2,0.285714,1,4,2,0.217391,0.242424,20,16,1,2,2,12,2,0,0,9,13,0.0,0.0,0,0,0,3,0.0,0,0,0,0,0,0,66,92,0,0,0,0,4,0,2,0,4,58,0,2,0,66,92,0,0,0,0,4,0,2,0,4,58,0,2,0,0
0,13,1,173,2,0.163793,1,2,2,0.142857,0.121739,23,14,2,1,1,6,9,0,0,24,27,0.0,0.0416667,3,0,0,4,0.0336134,4,0,0,0,0,0,69,105,0,0,0,0,3,0,3,0,3,59,0,3,0,115,161,12,0,4,0,8,0,8,0,8,84,8,8,0,0
0,114,5,153,6,0.0,0,0,0,0.0,0.0,0,0,1,2,2,11,0,2,2,0,3,0.25,0.0277778,1,1,1,3,0.0277778,1,0,0,0,0,0,35,40,3,0,3,0,3,0,3,0,3,22,0,3,0,35,40,3,0,3,0,3,0,3,0,3,22,0,3,0,0
0,155,5,170,6,0.0,0,0,0,0.0,0.0,0,0,2,0,0,2,2,1,0,1,3,0.0,0.0,0,0,0,3,0.0,0,1,1,0,0,1,11,16,9,0,1,0,2,0,2,0,2,3,8,2,0,11,16,9,0,1,0,2,0,2,0,2,3,8,2,0,0
