McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
45,0,639,0,77,1,3122,0
1,0,172,0,12,0,0,0
9,0,84,0,6,0,0,0
7,0,145,0,13,0,0,0
105,0,1509,0,66,0,0,0
2,0,44,0,4,0,0,0
1,0,63,0,6,0,0,0
1,0,29,0,2,0,0,0
3,0,36,0,6,0,0,0
1,0,29,0,6,0,0,0
16,0,193,0,41,0,0,0
3,0,40,0,6,0,0,0
4,0,58,0,11,0,0,0
6,0,136,0,11,0,0,0
3,0,104,0,9,0,0,0
3,0,695,0,2,0,0,0
1,0,7,0,3,0,0,0
1,0,33,0,1,0,0,0
5,0,49,0,12,0,0,0
15,0,167,0,12,0,0,0
6,0,111,0,17,0,0,0
28,0,424,0,48,0,0,0
2,0,59,0,15,0,0,0
5,0,83,0,10,0,0,0
28,0,132,0,12,0,0,0
26,0,120,0,6,0,0,0
1,0,49,0,1,0,0,0
5,0,182,0,7,0,0,0
7,0,486,0,2,0,0,0
129,0,1190,0,52,0,0,0
2,0,256,0,6,0,0,0
2,0,257,0,6,0,0,0
2,0,261,0,8,0,0,0
2,0,220,0,8,0,0,0
1,0,221,0,5,0,0,0
1,0,228,0,5,0,0,0
13,0,476,0,37,0,0,0
42,0,402,0,2,0,0,0
103,0,719,0,2,0,0,0
25,0,207,0,3,0,0,0
103,0,637,0,5,0,0,0
20,0,176,0,19,0,0,0
2,0,44,0,11,0,0,0
12,0,560,0,18,2,3122,0
8,0,78,0,2,0,0,0
17,0,759,0,36,0,0,0
4,0,62,0,8,0,0,0
9,0,162,0,3,0,0,0
7,0,159,0,4,0,0,0
2,0,69,0,4,0,0,0
11,0,310,0,43,0,0,0
8,0,72,0,11,0,0,0
1,0,49,0,3,0,0,0
10,0,310,0,8,0,0,0
1,0,45,0,4,0,0,0
1,0,85,0,10,0,0,0
1,0,46,0,7,0,0,0
3,0,54,0,3,0,0,0
4,0,98,0,4,0,0,0
3,0,120,0,4,0,0,0
12,0,194,0,11,0,0,0
27,0,270,0,32,3,6,0
9,0,168,0,2,0,0,0
3,0,214,0,24,0,0,0
26,0,329,0,3,0,0,0
24,0,304,0,3,0,0,0
6,0,74,0,1,0,0,0
236,0,1922,0,13,0,0,0
17,0,274,0,23,0,0,0
108,0,1074,0,117,2,3122,0
7,0,240,0,25,0,0,0
5,0,63,0,5,0,0,0
1,0,36,0,3,0,0,0
23,0,179,0,5,4,420,0
4,0,127,0,17,2,3122,0
28,0,499,0,31,2,3122,0
3,0,163,0,18,2,3122,0
11,0,213,0,10,0,0,0
9,0,88,0,4,0,0,0
1,0,28,0,5,0,0,0
6,0,25,0,3,0,0,0
1,0,17,0,6,0,0,0
1,0,10,0,1,0,0,0
3,0,21,0,4,0,0,0
1,0,4,0,1,0,0,0
2,0,13,0,2,0,0,0
3,0,33,0,1,0,0,0
3,0,28,0,7,0,0,0
1,0,26,0,3,0,0,0
1,0,27,0,3,0,0,0
2,0,49,0,2,0,0,0
1,0,46,0,7,0,0,0
2,0,65,0,10,0,0,0
1,0,7,0,2,0,0,0
6,0,63,0,5,0,0,0
3,0,54,0,6,0,0,0
5,0,52,0,4,0,0,0
4,0,47,0,4,0,0,0
12,0,98,0,11,0,0,0
5,0,72,0,5,0,0,0
3,0,51,0,9,0,0,0
4,0,56,0,5,0,0,0
3,0,60,0,4,0,0,0
3,0,44,0,7,0,0,0
2,0,54,0,3,0,0,0
2,0,46,0,3,0,0,0
10,0,59,0,9,0,0,0
2,0,53,0,9,0,0,0
2,0,45,0,10,0,0,0
3,0,25,0,1,0,0,0
9,0,95,0,7,0,0,0
3,0,37,0,8,0,0,0
1,0,28,0,11,0,0,0
2,0,35,0,5,0,0,0
3,0,39,0,11,2,6,0
5,0,64,0,14,0,0,0
1,0,32,0,5,0,0,0
2,0,34,0,11,0,0,0
1,0,37,0,3,0,0,0
4,0,55,0,8,0,0,0
2,0,24,0,2,0,0,0
2,0,31,0,1,0,0,0
4,0,42,0,5,0,0,0
5,0,76,0,7,0,0,0
1,0,31,0,2,0,0,0
1,0,14,0,1,0,0,0
1,0,4,0,1,0,0,0
1,0,38,0,1,0,0,0
1,0,21,0,1,0,0,0
1,0,38,0,2,0,0,0
1,0,80,0,2,0,0,0
1,0,168,0,10,0,0,0
1,0,96,0,2,0,0,0
1,0,4,0,1,0,0,0
1,0,28,0,1,0,0,0
1,0,30,0,1,0,0,0
1,0,28,0,1,0,0,0
1,0,71,0,2,0,0,0
1,0,48,0,1,0,0,0
3,0,95,0,9,0,0,0
1,0,52,0,2,0,0,0
1,0,22,0,2,0,0,0
1,0,38,0,5,0,0,0
1,0,15,0,3,0,0,0
1,0,27,0,3,0,0,0
1,0,12,0,1,0,0,0
3,0,26,0,1,0,0,0
1,0,10,0,1,0,0,0
1,0,10,0,1,0,0,0
1,0,4,0,2,0,0,0
1,0,22,0,3,0,0,0
1,0,31,0,2,0,0,0
1,0,109,0,7,0,0,0
26,0,233,0,2,0,0,0
11,0,63,0,4,0,0,0
4,0,52,0,1,0,0,0
1,0,15,0,1,0,0,0
1,0,12,0,2,0,0,0
4,0,36,0,3,0,0,0
1,0,12,0,2,0,0,0
3,0,28,0,3,0,0,0
2,0,29,0,3,0,0,0
7,0,52,0,2,0,0,0
11,0,84,0,3,0,0,0
4,0,26,0,3,0,0,0
4,0,21,0,2,0,0,0
1,0,17,0,3,0,0,0
1,0,13,0,2,0,0,0
2,0,41,0,4,0,0,0
4,0,28,0,2,0,0,0
2,0,22,0,2,0,0,0
7,0,37,0,1,0,0,0
2,0,19,0,2,0,0,0
4,0,40,0,3,0,0,0
2,0,19,0,2,0,0,0
6,0,37,0,6,0,0,0
2,0,21,0,3,0,0,0
1,0,21,0,3,0,0,0
6,0,29,0,2,0,0,0
1,0,17,0,2,0,0,0
8,0,43,0,4,0,0,0
2,0,19,0,2,0,0,0
2,0,26,0,2,0,0,0
1,0,26,0,2,0,0,0
1,0,22,0,2,0,0,0
1,0,27,0,3,0,0,0
4,0,33,0,2,0,0,0
3,0,16,0,3,0,0,0
4,0,20,0,3,0,0,0
3,0,15,0,3,0,0,0
1,0,20,0,4,0,0,0
4,0,18,0,3,0,0,0
211,0,1590,0,169,2,6,0
3,0,32,0,2,0,0,0
4,0,36,0,8,0,0,0
23,0,93,0,16,3,420,0
1,0,6,0,4,0,0,0
1,0,6,0,5,0,0,0
14,0,79,0,11,0,0,0
3,0,55,0,2,0,0,0
2,0,32,0,2,0,0,0
1,0,5,0,3,0,0,0
1,0,21,0,2,0,0,0
62,0,176,0,16,0,0,0
340,0,1849,0,67,0,0,0
32,0,196,0,12,0,0,0
19,0,172,0,5,0,0,0
4,0,29,0,4,0,0,0
1,0,47,0,7,0,0,0
13,0,156,0,3,0,0,0
1,0,28,0,4,0,0,0
1,0,22,0,4,0,0,0
6,0,43,0,4,0,0,0
4,0,18,0,2,0,0,0
3,0,24,0,3,0,0,0
3,0,14,0,3,0,0,0
10,0,65,0,5,0,0,0
1,0,17,0,2,0,0,0
1,0,16,0,2,0,0,0
2,0,19,0,2,0,0,0
79,0,344,0,28,0,0,0
1,0,8,0,1,0,0,0
1,0,6,0,2,0,0,0
100,0,426,0,16,0,0,0
21,0,231,0,2,0,0,0
1,0,23,0,2,0,0,0
1,0,15,0,1,0,0,0
1,0,18,0,2,0,0,0
2,0,22,0,2,0,0,0
17,0,98,0,1,0,0,0
23,0,86,0,12,0,0,0
1,0,11,0,2,0,0,0
30,0,128,0,12,0,0,0
3,0,13,0,2,0,0,0
1,0,6,0,3,0,0,0
7,0,60,0,10,0,0,0
64,0,230,0,27,0,0,0
101,0,319,0,9,0,0,0
16,0,98,0,4,0,0,0
87,0,265,0,27,0,0,0
3,0,17,0,3,0,0,0
7,0,28,0,4,0,0,0
1,0,4,0,2,0,0,0
56,0,463,0,47,0,0,0
57,0,398,0,8,0,0,0
1,0,17,0,5,0,0,0
44,0,151,0,9,0,0,0
1,0,12,0,1,0,0,0
1,0,18,0,3,0,0,0
1,0,65,0,1,0,0,0
1,0,54,0,1,0,0,0
6,0,42,0,3,0,0,0
1,0,23,0,4,0,0,0
5,0,60,0,6,0,0,0
4,0,20,0,1,0,0,0
4,0,76,0,3,0,0,0
1,0,13,0,2,0,0,0
99,0,419,0,1,0,0,0
115,0,803,0,1,0,0,0
15,0,61,0,3,0,0,0
9,0,68,0,2,0,0,0
1,0,4,0,2,0,0,0
1,0,7,0,2,0,0,0
1,0,15,0,2,0,0,0
5,0,31,0,4,0,0,0
1,0,20,0,1,0,0,0
8,0,39,0,2,0,0,0
8,0,61,0,4,0,0,0
1,0,6,0,2,0,0,0
8,0,65,0,2,0,0,0
1,0,11,0,6,0,0,0
19,0,128,0,20,0,0,0
7,0,57,0,2,0,0,0
1,0,16,0,3,0,0,0
1,0,13,0,3,0,0,0
1,0,4,0,2,0,0,0
1,0,11,0,2,0,0,0
8,0,56,0,18,0,0,0
1,0,5,0,8,0,0,0
1,0,7,0,2,0,0,0
5,0,32,0,3,0,0,0
1,0,7,0,4,0,0,0
1,0,18,0,3,0,0,0
20,0,112,0,11,0,0,0
1,0,28,0,6,0,0,0
1,0,19,0,2,0,0,0
1,0,23,0,2,0,0,0
7,0,42,0,6,0,0,0
1,0,12,0,1,0,0,0
1,0,12,0,2,0,0,0
77,0,549,0,3,0,0,0
32,0,193,0,4,0,0,0
1,0,13,0,1,0,0,0
1,0,50,0,1,0,0,0
2,0,39,0,1,0,0,0
1,0,36,0,1,0,0,0
1,0,40,0,1,0,0,0
1,0,53,0,1,0,0,0
1,0,49,0,1,0,0,0
1,0,51,0,1,0,0,0
1,0,39,0,1,0,0,0
1,0,39,0,1,0,0,0
1,0,44,0,1,0,0,0
1,0,49,0,1,0,0,0
1,0,33,0,1,0,0,0
1,0,41,0,1,0,0,0
5,0,63,0,1,0,0,0
1,0,138,0,2,0,0,0
1,0,27,0,2,0,0,0
9,0,138,0,1,0,0,0
1,0,15,0,1,0,0,0
1,0,82,0,1,0,0,0
1,0,8,0,1,0,0,0
4,0,48,0,1,0,0,0
13,0,171,0,4,0,0,0
7,0,60,0,2,0,0,0
1,0,8,0,1,0,0,0
4,0,33,0,3,0,0,0
1,0,30,0,2,0,0,0
8,0,126,0,4,0,0,0
8,0,145,0,2,0,0,0
1,0,26,0,1,0,0,0
1,0,26,0,1,0,0,0
1,0,23,0,1,0,0,0
1,0,24,0,1,0,0,0
1,0,31,0,1,0,0,0
1,0,24,0,1,0,0,0
1,0,25,0,1,0,0,0
1,0,23,0,1,0,0,0
1,0,23,0,1,0,0,0
1,0,24,0,1,0,0,0
1,0,23,0,1,0,0,0
1,0,23,0,1,0,0,0
2,0,32,0,1,0,0,0
11,0,48,0,4,0,0,0
1,0,14,0,1,0,0,0
