McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of developer commits,Number of committers,target
13,0,121,0,15,1649,3,1
35,0,242,0,13,4057,3,1
1,0,5,0,6,1649,2,0
1,0,1,0,4,4057,2,0
1,0,11,0,5,4057,2,0
1,0,22,0,7,4057,2,1
1,0,20,1,12,4057,3,0
1,0,35,0,14,4057,3,1
12,0,150,1,36,1649,4,0
18,0,166,1,24,4057,5,0
58,0,437,11,97,1649,5,1
1,0,37,1,26,4057,5,0
35,0,283,0,6,4057,2,0
1,0,1,0,5,1649,3,0
50,0,393,3,61,4057,3,0
8,0,145,0,14,1649,3,0
3,0,97,1,46,1649,3,0
18,0,184,2,59,1649,3,1
1,0,1,0,3,4057,2,0
3,0,18,0,6,1649,2,0
5,0,96,0,2,4057,2,1
5,0,120,0,2,4057,2,1
24,0,311,1,46,1649,3,0
14,0,144,1,37,1649,3,0
1,0,24,0,2,4057,2,1
15,0,168,3,47,1649,3,0
1,0,35,0,2,4057,2,1
1,0,1,0,3,4057,2,0
1,0,56,1,4,4057,2,0
1,0,57,0,11,1649,3,0
12,0,293,1,21,1649,3,0
1,0,18,0,5,4057,2,0
25,0,213,2,20,4057,3,0
1,0,13,0,5,4057,2,0
1,0,64,0,1,1649,1,0
1,0,15,0,1,1649,1,0
1,0,7,0,1,1649,1,0
1,0,7,0,1,1649,1,0
2,0,61,0,21,1649,3,0
64,0,627,1,50,4057,3,0
10,0,94,1,10,1649,3,0
1,0,15,0,2,4057,2,0
16,0,152,0,2,17,2,1
1,0,1,0,3,1649,2,0
11,0,138,1,10,1649,3,1
7,0,91,0,8,4057,3,1
1,0,24,0,4,17,3,1
1,0,12,0,4,4057,2,0
19,0,204,0,4,4057,3,1
4,0,117,0,2,4057,2,1
1,0,1,0,1,1649,1,0
1,0,12,0,1,1649,1,0
1,0,33,0,5,4057,3,1
1,0,16,0,3,1649,2,0
1,0,14,0,1,1649,1,0
1,0,5,0,2,4057,2,0
1,0,35,0,2,4057,2,1
4,0,93,0,5,1649,3,0
2,0,28,0,3,1649,2,0
16,0,158,0,5,1649,2,0
1,0,7,0,2,9,2,0
2,0,28,0,3,1649,2,0
21,0,190,0,6,1649,2,0
1,0,9,0,1,1649,1,0
20,0,131,0,4,9,3,0
1,0,1,0,1,1649,1,0
2,0,21,0,1,9,1,0
1,0,1,0,1,9,1,0
1,0,10,0,2,4057,2,0
1,0,11,0,2,4057,2,0
1,0,11,0,2,4057,2,0
3,0,57,0,4,1649,3,0
1,0,11,0,2,4057,2,0
1,0,11,0,2,4057,2,0
3,0,61,0,4,1649,3,0
1,0,18,0,2,4057,2,0
1,0,31,0,1,9,1,0
3,0,49,0,3,1649,3,0
5,0,125,0,1,9,1,0
11,0,155,0,3,1649,3,0
12,0,192,0,1,9,1,0
3,0,55,0,3,1649,3,0
3,0,52,0,5,1649,3,0
1,0,1,0,1,9,1,0
5,0,40,0,3,1649,3,0
24,0,188,0,3,1649,3,0
1,0,14,0,1,9,1,0
1,0,1,0,1,9,1,0
1,0,32,0,1,9,1,0
15,0,190,0,1,9,1,0
1,0,73,0,3,1649,3,1
