McCC,CLOC,LLOC,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
1,0,27,18,0,6,5350,0
1,0,5,2,0,2,3997,0
1,0,36,26,0,7,5350,0
1,0,20,2,0,1,3997,0
1,0,16,4,0,3,2319,0
1,0,1,2,0,1,3997,0
1,0,16,5,0,4,2319,0
1,0,7,3,0,3,2319,0
1,0,13,3,0,2,5350,0
1,0,12,7,0,4,3997,0
1,0,6,8,0,5,2472,0
1,0,5,3,0,2,2472,0
1,0,22,8,0,5,505,0
1,0,22,8,0,5,505,0
1,0,9,8,0,5,3997,0
1,0,12,2,0,1,3997,0
1,0,11,2,0,1,3997,0
1,0,16,9,0,5,505,0
31,0,180,19,0,8,1296,0
1,0,16,7,0,5,1634,0
4,0,35,4,0,3,1634,0
10,0,85,18,0,7,1404,0
1,0,5,3,0,3,310,0
3,0,94,13,0,7,1634,0
1,0,5,7,0,5,2319,0
1,0,5,2,0,2,1296,0
3,0,109,4,0,2,1296,0
17,0,121,8,0,4,505,0
5,0,69,1,0,1,1296,0
2,0,25,2,0,2,1296,0
1,0,1,2,0,1,3997,0
7,0,54,3,0,2,1636,0
1,0,5,2,0,1,3997,0
7,0,144,3,0,3,5350,0
1,0,8,1,0,1,533,0
13,0,153,16,0,8,5350,0
30,0,303,15,0,7,5350,0
43,0,685,11,0,5,5350,0
3,0,46,7,0,6,7,0
4,0,32,2,0,2,1296,0
1,0,7,2,0,2,3997,0
7,0,55,16,0,6,5350,0
9,0,68,3,0,2,1636,0
5,0,39,3,0,2,1296,0
3,0,46,9,0,6,5350,0
7,0,217,29,0,9,7,0
1,0,7,101,0,14,1296,0
5,0,82,3,0,3,2319,0
2,0,15,7,0,6,2472,0
4,0,32,3,0,3,2319,0
12,0,151,18,0,9,1296,0
25,0,168,4,0,3,5350,0
17,0,183,6,0,5,1296,0
1,0,36,6,0,4,2319,0
1,0,30,45,0,12,5350,0
1,0,17,4,0,2,2319,0
3,0,103,23,0,9,5350,0
1,0,27,9,0,5,505,0
1,0,21,12,0,7,7,0
1,0,35,51,0,15,5350,0
1,0,69,42,0,14,5350,0
1,0,22,2,0,1,3997,0
12,0,169,3,0,3,2319,0
1,0,22,7,0,4,2319,0
1,0,52,18,0,9,505,0
1,0,10,17,0,8,505,0
2,0,37,21,0,8,2472,0
25,0,355,43,0,11,505,0
64,0,1109,69,0,12,5350,0
8,0,69,32,0,10,5350,0
9,0,133,6,0,5,2,0
8,0,75,8,0,5,7,0
1,0,11,8,0,6,505,0
12,0,80,3,0,3,2319,0
2,0,32,3,0,3,2319,0
2,0,21,6,0,4,7,0
2,0,68,24,0,10,1296,0
1,0,19,7,0,4,2319,0
5,0,80,13,0,6,505,0
1,0,1,1,0,1,3997,0
3,0,73,3,0,3,2319,0
3,0,28,7,0,4,2319,0
3,0,28,10,0,4,5350,0
10,0,69,7,0,5,2319,0
4,0,37,7,0,5,2319,0
4,0,40,7,0,5,2319,0
5,0,41,7,0,5,2319,0
6,0,57,9,0,5,5350,0
1,0,8,3,0,3,2319,0
3,0,32,13,0,7,2319,0
2,0,117,24,0,10,1296,0
3,0,24,3,0,3,2319,0
1,0,31,3,0,3,2319,0
11,0,68,3,0,3,2319,0
31,0,892,20,0,9,5350,0
8,0,75,5,0,4,2472,0
2,0,24,4,0,4,2472,0
10,0,128,19,0,7,5350,0
1,0,7,5,0,3,505,0
1,0,23,7,0,5,533,0
10,0,128,8,0,5,7,0
8,0,63,1,0,1,1296,0
10,0,270,11,0,5,505,0
6,0,103,5,0,4,2319,0
11,0,80,23,0,9,5350,0
4,0,34,2,0,2,3997,0
9,0,63,5,0,2,5350,0
1,0,46,9,0,5,828,0
1,0,1,3,0,3,5350,0
1,0,8,5,0,5,1296,0
1,0,6,10,0,6,5350,0
1,0,15,2,0,1,3997,0
1,0,1,2,0,1,3997,0
1,0,11,2,0,1,3997,0
1,0,16,2,0,1,3997,0
1,0,26,5,0,3,5350,0
1,0,12,10,0,6,1296,0
1,0,11,8,0,6,1296,0
7,0,107,13,0,6,5350,0
7,0,102,23,0,9,5350,0
1,0,171,35,0,10,3997,0
5,0,318,76,0,14,2472,0
1,0,9,14,0,6,1296,0
19,0,137,7,0,6,1296,0
1,0,12,5,0,5,1636,0
1,0,12,16,0,7,505,0
1,0,7,7,0,4,7,0
1,0,12,10,0,5,505,0
1,0,13,14,0,6,5350,0
1,0,13,6,0,3,3997,0
1,0,13,7,0,5,1634,0
1,0,4,8,0,5,7,0
1,0,24,14,0,7,2319,0
1,0,18,17,0,9,310,0
3,0,56,4,0,3,310,0
1,0,6,1,0,1,1296,0
1,0,1,2,0,1,3997,0
1,0,13,7,0,5,505,0
1,0,13,5,0,4,505,0
1,0,6,2,0,2,2319,0
1,0,6,4,0,3,2319,0
3,0,97,10,0,5,2472,0
1,0,16,4,0,3,5350,0
1,0,5,3,0,3,2472,0
1,0,7,3,0,3,2319,0
1,0,6,5,0,4,2319,0
1,0,5,5,0,4,2319,0
1,0,19,4,0,3,5350,0
6,0,36,12,0,6,505,0
1,0,24,6,0,4,5350,0
22,0,256,21,0,9,505,0
1,0,47,1,0,1,5350,0
1,0,34,4,0,3,5350,0
1,0,1,2,0,1,3997,0
1,0,14,1,0,1,5350,0
1,0,14,6,0,4,2472,0
1,0,6,3,0,3,2319,0
1,0,5,3,0,3,2319,0
4,0,68,4,0,3,5350,0
1,0,16,9,0,5,505,0
1,0,10,4,0,3,5350,0
1,0,30,11,0,6,505,0
1,0,6,3,0,3,2319,0
1,0,12,5,0,4,2319,0
1,0,5,5,0,4,2319,0
1,0,6,10,0,6,2472,0
2,0,25,2,0,1,3997,0
11,0,116,2,0,1,3997,0
7,0,56,2,0,1,3997,0
1,0,5,2,0,1,3997,0
1,0,6,7,0,5,1296,0
4,0,100,2,0,1,3997,0
2,0,20,2,0,1,3997,0
7,0,39,2,0,1,3997,0
6,0,71,4,0,4,7,0
1,0,51,2,0,1,3997,0
3,0,34,2,0,1,3997,0
5,0,40,5,0,3,7,0
52,0,754,13,0,8,5350,0
1,0,27,2,0,1,3997,0
22,0,246,30,0,11,2472,0
1,0,23,2,0,1,3997,0
1,0,17,3,0,3,2319,0
3,0,31,3,0,3,2319,0
7,0,54,7,0,5,1296,0
11,0,193,15,0,6,505,0
1,0,22,3,0,2,3997,0
8,0,43,3,0,2,3997,0
1,0,1,2,0,1,3997,0
3,0,38,2,0,1,3997,0
2,0,26,2,0,1,3997,0
4,0,46,2,0,1,3997,0
2,0,33,2,0,1,3997,0
2,0,26,3,0,3,2319,0
1,0,5,1,0,1,1296,0
1,0,5,2,0,2,2319,0
7,0,77,1,0,1,533,0
13,0,105,1,0,1,533,0
3,0,119,1,0,1,533,0
6,0,145,1,0,1,533,0
5,0,82,5,0,4,5350,0
7,0,36,5,0,4,1296,0
4,0,31,4,0,3,1636,0
4,0,80,3,0,2,505,0
16,0,332,35,0,11,310,0
13,0,72,5,0,3,3997,0
4,0,20,6,0,4,7,0
1,0,30,4,0,4,7,0
1,0,5,4,0,4,7,0
1,0,7,13,0,6,1404,0
1,0,11,4,0,4,7,0
4,0,36,5,0,3,1296,0
4,0,141,10,0,5,505,0
1,0,5,1,0,1,1636,0
1,0,10,1,0,1,1636,0
5,0,72,10,0,4,1296,0
7,0,53,15,0,8,3997,0
1,0,16,1,0,1,1296,0
1,0,18,1,0,1,1296,0
14,0,178,1,0,1,1296,0
5,0,93,10,0,4,2472,0
1,0,8,4,0,3,505,0
1,0,14,4,0,3,505,0
1,0,14,4,0,3,505,0
1,0,10,2,0,2,2319,0
26,0,302,14,0,6,1296,0
1,0,49,3,0,3,1296,0
1,0,8,2,0,2,2319,0
3,0,29,10,0,5,2472,0
1,0,12,3,0,3,505,0
5,0,95,6,0,5,1296,0
1,0,34,4,0,3,1296,0
1,0,29,2,0,2,2319,0
41,0,349,3,0,3,2472,0
2,0,57,4,0,3,1296,0
1,0,12,2,0,2,5350,0
1,0,25,2,0,2,5350,0
7,0,43,3,0,3,2319,0
1,0,5,2,0,2,5350,0
1,0,12,3,0,3,2319,0
51,0,431,7,0,3,5350,0
5,0,91,6,0,4,5350,0
1,0,13,12,0,7,5350,0
1,0,13,6,0,4,505,0
7,0,202,13,0,7,505,0
1,0,6,6,0,3,505,0
1,0,21,2,0,2,1404,0
1,0,9,2,0,2,1404,0
30,0,662,13,0,5,5350,0
1,0,32,8,0,6,505,0
82,0,828,20,0,10,5350,0
1,0,17,3,0,3,5350,0
1,0,12,6,0,4,505,0
1,0,44,6,0,3,5350,0
1,0,33,3,0,3,5350,0
1,0,1,3,0,3,5350,0
4,0,42,3,0,3,5350,0
4,0,43,3,0,3,5350,0
14,0,152,15,0,5,7,0
25,0,180,9,0,5,7,0
6,0,56,20,0,9,505,0
1,0,12,12,0,5,7,0
2,0,30,13,0,5,7,0
1,0,33,9,0,5,5350,0
1,0,156,85,0,13,5350,0
4,0,42,6,0,4,505,0
4,0,43,6,0,4,505,0
1,0,34,6,0,4,5350,0
1,0,16,19,0,9,2472,0
1,0,35,11,0,7,1296,0
24,0,193,11,0,5,2319,0
1,0,7,7,0,3,505,0
2,0,24,7,0,5,1634,0
14,0,161,18,0,10,505,0
7,0,73,11,0,4,310,0
1,0,46,15,0,7,3997,0
1,0,57,19,0,9,2472,0
1,0,25,7,0,4,2472,0
1,0,13,16,0,7,2472,0
1,0,5,7,0,3,505,0
19,0,71,8,0,3,505,0
1,0,25,7,0,4,2472,0
6,0,95,17,0,7,505,0
1,0,13,2,0,1,3997,0
1,0,17,2,0,1,3997,0
1,0,25,7,0,4,2472,0
3,0,75,23,0,10,2472,0
1,0,25,7,0,4,2472,0
6,0,95,17,0,7,505,0
1,0,13,6,0,4,505,0
1,0,17,2,0,1,3997,0
21,0,176,22,0,8,505,0
1,0,11,9,0,4,2472,0
1,0,35,7,0,4,2472,0
6,0,93,11,0,8,5350,0
10,0,160,18,0,6,505,0
1,0,26,6,0,4,1634,0
1,0,5,1,0,1,1296,0
5,0,52,3,0,1,5350,0
66,0,592,87,0,14,5350,0
76,0,988,126,0,17,310,1
4,0,184,32,0,10,5350,0
1,0,189,10,0,5,310,0
118,0,574,55,0,12,5350,0
3,0,60,2,0,1,3997,0
1,0,19,2,0,1,3997,0
2,0,33,3,0,2,5350,0
14,0,148,24,0,8,2472,0
1,0,8,2,0,1,3997,0
1,0,87,39,0,9,2319,0
10,0,144,45,0,11,5350,0
15,0,115,3,0,3,505,0
6,0,138,20,0,9,5350,0
1,0,9,2,0,1,3997,0
9,0,160,23,0,8,5350,0
1,0,105,6,0,4,1634,0
3,0,42,9,0,6,505,0
1,0,56,15,0,5,310,0
1,0,6,2,0,1,3997,0
105,0,730,18,0,5,5350,0
53,0,354,8,0,3,1126,0
13,0,125,8,0,5,505,0
13,0,160,9,0,4,1126,0
21,0,201,29,0,8,5350,0
30,0,274,10,0,4,5350,0
1,0,13,6,0,4,5350,0
1,0,26,2,0,1,3997,0
1,0,7,6,0,5,1634,0
1,0,16,1,0,1,3997,0
1,0,56,34,0,10,828,1
16,0,316,63,0,13,5350,1
1,0,11,6,0,2,5350,0
1,0,12,1,0,1,3997,0
9,0,72,5,0,4,5350,0
2,0,19,13,0,8,1636,0
7,0,78,2,0,2,7,0
3,0,34,6,0,4,5350,0
4,0,36,9,0,6,5350,0
6,0,52,12,0,6,7,0
3,0,41,18,0,6,5350,0
3,0,56,50,0,9,5350,0
15,0,215,37,0,9,2472,0
5,0,106,51,0,9,5350,0
9,0,95,18,0,8,5350,0
1,0,5,4,0,3,7,0
1,0,17,10,0,7,5350,0
1,0,25,23,2,9,2472,0
1,0,62,3,0,3,1634,0
1,0,18,2,0,2,5350,0
1,0,20,1,0,1,3997,0
1,0,20,1,0,1,3997,0
1,0,27,28,0,8,5350,0
29,0,258,5,0,3,5350,0
1,0,12,2,0,2,1296,0
1,0,35,14,0,6,5350,0
25,0,217,14,0,8,5350,0
69,0,496,6,0,5,505,0
33,0,284,22,0,9,5350,0
57,0,437,32,0,12,5350,0
1,0,10,18,0,8,1634,0
1,0,4,1,0,1,3997,0
78,0,622,42,0,10,5350,0
1,0,19,18,0,7,505,0
1,0,46,7,0,3,5350,0
1,0,9,2,0,1,5350,0
43,0,392,36,0,9,5350,0
89,0,857,110,2,14,2319,0
1,0,10,15,0,7,1634,0
53,0,499,17,0,9,5350,0
20,0,154,3,0,3,1404,0
3,0,64,3,0,3,2319,0
1,0,30,3,0,3,2319,0
3,0,129,4,0,3,5350,0
1,0,91,4,0,3,5350,0
1,0,22,3,0,3,2319,0
12,0,154,9,0,5,1296,0
1,0,13,3,0,3,2319,0
1,0,7,3,0,3,2319,0
1,0,100,5,0,4,5350,0
6,0,43,5,0,4,5350,0
13,0,223,4,0,4,2319,0
4,0,77,4,0,3,5350,0
3,0,36,10,0,5,5350,0
19,0,320,15,0,8,505,0
1,0,54,4,0,3,5350,0
11,0,180,6,0,4,5350,0
2,0,21,6,0,4,2319,0
4,0,62,4,0,3,5350,0
20,0,136,1,0,1,3997,0
50,0,368,18,0,11,505,0
19,0,266,29,0,9,1634,0
9,0,154,2,0,1,5350,0
1,0,96,1,0,1,3997,0
5,0,63,6,0,3,2319,0
10,0,82,6,0,3,505,0
11,0,66,11,0,5,5350,0
1,0,188,2,0,2,2472,0
23,0,186,7,0,3,5350,0
1,0,32,6,0,4,2319,0
12,0,159,43,0,12,5350,0
2,0,16,2,0,2,5350,0
41,0,284,36,0,9,5350,0
30,0,239,9,0,4,5350,0
5,0,63,3,0,2,5350,0
71,0,701,49,0,7,5350,0
9,0,76,15,0,6,505,0
1,0,11,5,0,3,505,0
1,0,61,3,0,3,2319,0
22,0,515,55,0,13,5350,0
1,0,22,3,0,3,505,0
1,0,24,12,0,9,5350,0
1,0,27,5,0,4,2472,0
36,0,438,98,0,12,5350,0
4,0,57,4,0,3,54,0
22,0,342,25,0,8,5350,0
5,0,129,10,0,4,2472,0
1,0,24,5,0,4,5350,0
20,0,177,56,0,12,1296,0
3,0,111,10,0,5,533,0
56,0,492,113,0,14,2472,0
1,0,8,1,0,1,2319,0
1,0,8,1,0,1,1636,0
3,0,39,4,0,4,3997,0
1,0,12,2,0,1,3997,0
17,0,161,48,0,12,5350,0
9,0,113,32,0,8,5350,0
1,0,43,34,0,12,5350,0
12,0,139,14,0,8,828,0
1,0,26,16,0,4,5350,0
1,0,13,12,0,5,1296,0
49,0,429,58,0,13,5350,0
1,0,31,2,0,1,3997,0
1,0,16,2,0,1,3997,0
1,0,16,2,0,1,3997,0
13,0,108,14,0,8,2472,0
138,0,664,39,0,9,5350,0
1,0,12,2,0,1,3997,0
4,0,102,12,0,5,2472,0
1,0,20,1,0,1,5350,0
1,0,19,1,0,1,5350,0
44,0,524,97,0,11,5350,0
1,0,22,4,0,3,1636,0
2,0,34,19,0,9,2472,0
13,0,204,60,0,12,5350,1
2,0,15,6,0,5,7,0
1,0,5,2,0,1,3997,0
11,0,188,11,0,4,2472,0
1,0,11,6,0,2,5350,0
71,0,550,53,0,14,505,0
1,0,12,2,0,1,3997,0
2,0,25,12,0,8,1636,0
18,0,144,26,0,10,5350,0
1,0,9,9,0,5,505,0
7,0,282,19,0,9,505,0
1,0,22,6,0,4,54,0
1,0,56,54,0,11,1296,0
12,0,147,44,0,12,5350,0
54,0,608,123,0,13,5350,0
22,0,323,29,0,9,5350,0
1,0,53,11,0,5,1296,0
1,0,36,4,0,4,533,0
1,0,5,2,0,2,2319,0
8,0,151,26,0,8,2319,0
1,0,76,14,0,9,1636,0
16,0,260,50,0,12,1296,0
1,0,8,3,0,2,5350,0
5,0,118,68,0,11,1296,0
87,0,696,32,0,8,1634,0
101,0,449,15,0,7,7,0
1,0,12,8,0,6,2319,0
5,0,181,47,0,9,5350,0
13,0,266,30,0,9,5350,0
1,0,16,1,0,1,3997,0
4,0,72,5,0,3,5350,0
1,0,16,1,0,1,3997,0
1,0,99,11,0,6,1296,0
107,0,1000,87,0,12,5350,1
1,0,16,4,0,3,5350,0
2,0,28,9,0,5,2319,0
3,0,81,18,0,7,5350,0
23,0,482,117,0,13,2319,0
3,0,71,22,0,8,1296,0
21,0,371,57,0,13,2319,1
6,0,172,3,0,2,5350,0
214,0,1644,139,0,14,5350,1
3,0,99,3,0,3,7,0
13,0,130,9,0,7,5350,0
26,0,234,15,0,9,5350,0
1,0,58,11,0,6,5350,0
5,0,84,12,0,7,5350,0
3,0,45,10,0,7,5350,0
1,0,66,3,0,3,7,0
2,0,70,15,0,9,5350,0
15,0,158,3,0,3,7,0
5,0,106,10,0,7,5350,0
3,0,44,10,0,7,5350,0
3,0,101,13,0,8,5350,0
1,0,7,5,0,4,7,0
1,0,13,5,0,4,7,0
2,0,35,6,0,5,505,0
6,0,145,7,0,3,1296,0
1,0,11,8,0,2,1296,0
6,0,110,11,0,5,2319,0
9,0,138,23,0,6,2319,0
1,0,22,2,0,2,3997,0
1,0,11,1,0,1,5350,0
5,0,130,10,0,6,1636,0
6,0,57,21,0,6,505,0
1,0,6,3,0,3,5350,0
4,0,104,35,0,9,1296,0
1,0,18,10,0,6,1296,0
1,0,7,2,0,2,1296,0
1,0,191,25,0,6,2472,0
49,0,502,25,0,8,5350,0
23,0,253,21,0,7,1296,0
20,0,225,4,0,4,1296,0
1,0,6,2,0,2,1404,0
1,0,21,1,0,1,1296,0
1,0,22,3,0,3,1296,0
2,0,19,1,0,1,1296,0
1,0,28,4,0,3,1296,0
12,0,90,2,0,2,1296,0
1,0,10,1,0,1,3997,0
1,0,9,6,0,5,505,0
1,0,13,6,0,5,505,0
2,0,53,8,0,5,505,0
1,0,8,3,0,1,1296,0
1,0,20,8,0,5,1296,0
14,0,166,1,0,1,533,0
1,0,28,8,0,5,1296,0
1,0,13,1,0,1,3997,0
1,0,19,1,0,1,3997,0
1,0,9,1,0,1,3997,0
1,0,14,5,0,4,1634,0
4,0,56,5,0,4,1634,0
3,0,41,11,0,5,1634,0
1,0,114,48,0,10,1296,0
6,0,56,24,0,8,505,0
128,0,1309,196,0,16,5350,0
12,0,108,5,0,4,1296,0
1,0,14,2,0,2,5350,0
1,0,6,2,0,2,5350,0
1,0,7,1,0,1,3997,0
7,0,93,1,0,1,3997,0
76,0,694,60,0,10,5350,0
10,0,123,9,0,7,1404,0
1,0,23,12,0,8,5350,0
1,0,12,1,0,1,533,0
1,0,10,3,0,3,1296,0
4,0,66,5,0,4,505,0
1,0,3,5,0,3,3,0
1,0,3,5,0,3,3,0
1,0,6,5,0,3,3,0
1,0,65,2,0,2,1296,0
1,0,93,7,0,3,505,0
8,0,86,7,0,4,1296,0
8,0,186,3,0,2,1296,0
1,0,16,3,0,1,1296,0
1,0,61,4,0,2,5350,0
2,0,97,2,0,2,1404,0
3,0,60,11,0,3,5350,0
1,0,19,2,0,2,1296,0
4,0,119,6,0,4,5350,0
2,0,73,2,0,2,828,0
2,0,99,10,0,4,5350,0
5,0,56,7,0,4,1296,0
1,0,22,1,0,1,1296,0
13,0,143,6,0,4,533,0
4,0,139,4,0,3,1296,0
22,0,192,5,0,4,533,0
3,0,71,4,0,3,5350,0
1,0,68,2,0,2,828,0
8,0,148,12,0,4,5350,0
2,0,70,11,0,6,1296,0
1,0,73,8,0,3,5350,0
1,0,64,12,0,4,5350,0
1,0,11,2,0,2,5350,0
1,0,29,10,0,3,5350,0
1,0,45,3,0,2,3997,0
9,0,171,14,0,8,7,0
1,0,15,3,0,2,1296,0
1,0,99,8,0,4,5350,0
1,0,55,3,0,2,5350,0
2,0,130,33,0,11,3997,0
6,0,137,6,0,5,2319,0
22,0,319,31,0,8,1296,0
25,0,263,38,0,9,505,0
3,0,82,2,0,1,5350,0
3,0,79,2,0,1,5350,0
32,0,289,17,0,6,5350,0
3,0,28,3,0,2,5350,0
1,0,29,6,0,2,5350,0
6,0,62,3,0,3,5350,0
1,0,8,2,0,1,1636,0
26,0,330,29,0,8,2472,0
1,0,6,2,0,1,1636,0
14,0,326,4,0,3,5350,0
1,0,38,6,0,2,5350,0
1,0,16,7,0,3,5350,0
8,0,129,71,0,11,5350,0
2,0,27,7,0,4,5350,0
3,0,61,34,0,10,3997,0
1,0,36,2,0,2,505,0
37,0,420,14,0,6,5350,0
12,0,186,14,0,5,505,0
4,0,68,9,0,3,1296,1
2,0,29,1,0,1,533,0
3,0,38,8,0,5,5350,0
6,0,55,11,0,8,2472,0
2,0,37,1,0,1,1636,0
4,0,46,7,0,3,1296,0
19,0,162,7,0,4,5350,0
29,0,217,15,0,6,1636,0
1,0,11,2,0,1,5350,0
2,0,49,18,0,7,5350,0
2,0,37,7,0,5,5350,0
1,0,44,6,0,3,310,0
1,0,106,2,0,1,2472,0
1,0,106,1,0,1,2319,0
2,0,120,10,0,4,5350,0
1,0,24,3,0,2,5350,0
1,0,65,2,0,2,2472,0
4,0,49,2,0,1,268,0
19,0,292,11,0,7,1296,0
22,0,432,4,0,3,5350,0
1,0,33,1,0,1,1636,0
1,0,35,8,0,6,2472,0
3,0,84,8,0,4,1296,0
7,0,64,2,0,2,505,0
1,0,37,6,0,3,505,0
4,0,116,3,0,2,5350,0
16,0,213,34,0,12,5350,0
9,0,175,19,0,8,257,0
1,0,21,3,0,3,505,0
1,0,35,10,0,5,2472,0
10,0,329,3,0,3,1296,0
1,0,47,1,0,1,2319,0
1,0,44,5,0,4,2472,0
48,0,613,7,0,4,5350,0
2,0,39,2,0,1,5350,0
3,0,46,2,0,1,5350,0
55,0,678,42,0,9,5350,0
8,0,104,13,0,5,505,0
1,0,28,2,0,2,505,0
1,0,23,4,0,2,1634,0
6,0,71,4,0,2,1634,0
1,0,10,3,0,3,1296,0
19,0,207,21,0,7,2472,0
1,0,11,3,0,3,1296,0
1,0,13,6,0,5,2319,0
7,0,106,11,0,5,2472,0
1,0,13,6,0,3,1296,0
32,0,181,12,0,6,5350,0
1,0,11,3,0,3,1296,0
1,0,19,6,0,5,2319,0
1,0,19,3,0,2,2319,0
106,0,886,20,0,7,1296,0
69,0,557,9,0,6,5350,0
5,0,37,3,0,3,1296,0
1,0,10,3,0,3,1296,0
2,0,128,5,0,3,5350,0
46,0,579,51,0,10,5350,0
2,0,63,10,0,4,5350,0
9,0,151,11,0,5,2319,0
6,0,143,6,0,5,505,0
9,0,117,8,0,4,5350,0
32,0,255,8,0,6,5350,0
14,0,239,5,0,4,533,0
18,0,300,17,0,4,5350,0
9,0,108,27,0,7,505,0
1,0,28,5,0,3,5350,0
2,0,64,4,0,2,1404,0
1,0,123,2,0,2,2319,0
6,0,61,3,0,3,2319,0
2,0,33,2,0,2,1296,0
8,0,89,4,0,3,505,0
2,0,61,10,0,4,5350,0
6,0,121,8,0,4,310,0
9,0,111,2,0,2,1404,0
6,0,106,19,0,5,5350,0
1,0,183,14,0,6,828,0
7,0,91,17,0,9,5350,0
4,0,147,4,0,3,505,0
14,0,400,4,0,3,505,0
8,0,82,7,0,5,2472,0
5,0,98,13,0,6,7,0
28,0,305,11,0,4,5350,0
15,0,246,32,0,10,5350,0
31,0,590,28,0,8,5350,0
40,0,537,2,0,1,5350,0
22,0,373,13,0,6,5350,0
1,0,135,6,0,3,5350,0
3,0,51,6,0,4,505,0
10,0,234,32,0,10,5350,0
4,0,179,7,0,6,1634,0
19,0,497,14,0,7,5350,0
10,0,263,7,0,6,533,0
7,0,118,24,0,7,5350,0
42,0,826,30,0,9,2319,0
4,0,124,7,0,4,310,0
10,0,174,7,0,3,5350,0
2,0,117,19,0,7,505,0
3,0,186,21,0,7,5350,0
1,0,92,14,0,8,5350,0
5,0,139,6,0,4,5350,0
3,0,61,7,0,5,1634,0
2,0,76,7,0,4,1296,0
2,0,251,1,0,1,1296,0
8,0,130,10,0,5,5350,0
1,0,52,8,0,3,5350,0
5,0,111,13,0,4,5350,0
1,0,45,3,0,2,5350,0
4,0,48,4,0,4,1636,0
10,0,144,32,0,10,5350,0
1,0,40,5,0,4,2472,0
3,0,92,9,0,6,5350,0
5,0,174,10,0,6,5350,0
3,0,80,17,0,8,5350,0
4,0,90,8,0,5,5350,0
6,0,164,9,0,5,5350,0
1,0,74,8,0,3,5350,0
3,0,33,6,0,3,5350,0
1,0,65,3,0,3,505,0
4,0,108,7,0,4,2319,0
10,0,201,14,0,5,5350,0
4,0,122,4,0,2,5350,0
1,0,23,4,0,2,5350,0
2,0,37,2,0,2,1404,0
1,0,111,16,0,6,5350,0
22,0,245,24,0,7,5350,0
3,0,82,5,0,3,5350,0
23,0,506,11,0,6,5350,0
4,0,139,9,0,6,505,0
33,0,329,22,0,6,5350,0
1,0,81,14,0,5,505,0
7,0,163,23,0,7,5350,0
5,0,44,6,0,3,5350,0
12,0,443,51,0,8,5350,0
2,0,34,4,0,4,505,0
6,0,166,15,0,6,5350,0
18,0,279,15,0,6,5350,0
5,0,65,4,0,4,2319,0
1,0,30,3,0,3,2319,0
3,0,230,4,0,4,2319,0
1,0,36,8,0,5,2319,0
1,0,100,4,0,4,2319,0
1,0,137,5,0,3,5350,0
3,0,94,4,0,3,5350,0
1,0,58,11,0,5,2319,0
4,0,69,4,0,4,2319,0
1,0,29,3,0,3,2319,0
3,0,51,8,0,5,2319,0
2,0,39,4,0,4,2319,0
2,0,62,6,0,5,505,0
2,0,101,4,0,4,2319,0
1,0,37,3,0,3,2319,0
2,0,49,3,0,3,2319,0
1,0,31,7,0,4,2319,0
7,0,100,3,0,3,2319,0
8,0,145,4,0,4,2319,0
16,0,132,2,0,2,2472,0
15,0,220,22,0,10,257,0
8,0,58,11,0,6,7,0
9,0,92,3,0,1,5350,0
1,0,35,2,0,2,2472,0
1,0,14,2,0,2,5350,0
1,0,51,2,0,1,5350,0
1,0,39,3,0,2,5350,0
8,0,110,22,0,6,5350,0
11,0,127,4,0,2,5350,0
2,0,114,7,0,5,1296,0
5,0,135,6,0,2,5350,0
4,0,94,20,0,7,5350,0
22,0,527,11,0,3,5350,0
11,0,120,4,0,2,5350,0
1,0,29,1,0,1,5350,0
11,0,290,19,0,6,1296,0
5,0,56,3,0,3,2319,0
1,0,72,6,0,4,1404,0
5,0,120,15,0,7,505,0
3,0,44,19,0,6,505,0
4,0,104,45,0,9,5350,0
5,0,118,11,0,5,5350,0
1,0,42,11,0,5,257,0
21,0,343,46,0,8,5350,0
8,0,394,33,0,9,5350,0
3,0,56,10,0,6,2472,0
55,0,649,49,0,10,5350,0
5,0,112,25,0,10,5350,0
67,0,936,89,0,12,5350,0
2,0,71,11,0,4,828,0
11,0,174,8,0,4,1296,0
56,0,708,25,0,7,5350,0
2,0,48,4,0,2,5350,0
3,0,83,17,0,6,5350,0
11,0,271,18,0,8,5350,0
5,0,155,34,0,7,1296,0
2,0,73,12,0,6,5350,0
15,0,671,106,0,10,5350,0
14,0,315,11,0,7,2472,0
5,0,32,1,0,1,2319,0
16,0,145,4,0,3,5350,0
7,0,105,6,0,5,5350,0
13,0,132,3,0,2,5350,0
1,0,45,4,0,2,5350,0
6,0,140,7,0,3,1296,0
2,0,126,1,0,1,2319,0
24,0,349,8,0,5,828,0
9,0,118,2,0,2,1404,0
4,0,118,3,0,2,5350,0
5,0,68,28,0,7,5350,0
6,0,94,22,0,6,5350,0
5,0,92,13,0,5,5350,0
1,0,33,13,0,6,5350,0
1,0,212,4,0,4,1296,0
2,0,185,9,0,4,5350,0
6,0,230,32,0,10,1634,0
11,0,425,56,0,11,1296,0
2,0,59,5,0,3,1296,0
1,0,37,2,0,2,5350,0
3,0,144,7,0,4,533,0
5,0,81,4,0,2,1296,0
15,0,181,4,0,3,1296,0
10,0,419,8,0,4,5350,0
4,0,203,14,0,7,2,0
1,0,8,4,0,3,1296,0
6,0,149,4,0,2,5350,0
6,0,135,3,0,3,2319,0
1,0,27,4,0,3,5350,0
1,0,24,4,0,3,5350,0
