Type,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,numberOfBugsFoundUntil:,numberOfNonTrivialBugsFoundUntil:,numberOfMajorBugsFoundUntil:,numberOfCriticalBugsFoundUntil:,numberOfHighPriorityBugsFoundUntil:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy
0,15,1,102,2,0.575949,2,16,2,0.386364,0.5,34,34,1,3,3,19,4,3,5,2,11,0.3,0.2,17,11,3,7,0.2,17,6,9,0,0,2,68,88,410,3,2,1,9,2,9,0,98,50,410,94,5,68,88,410,3,2,1,9,2,9,0,98,50,410,94,5,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,25.0,16.0,6.25,2.0,2.0,0.5,23.0,14.0,5.75,140.143,1.84571,2.0,6.0,1.0,1.0,28.0,0.0,2.0,408.0,56.0,8.0,101.0,0.0,0.0,2.0,8.0,26.0,18.0,1.5732,0.000608173,0.00228336,0.0371667,0.000177449
0,17,1,61,2,0.0,0,0,0,0.0,0.0,0,0,3,1,1,7,6,3,2,2,8,0.571429,0.375,15,14,4,3,0.375,15,8,12,0,0,2,25,45,432,3,3,1,6,3,6,0,111,9,432,108,4,25,45,432,3,3,1,6,3,6,0,111,9,432,108,4,7.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,17.0,9.0,2.83333,8.0,6.0,1.33333,9.0,9.0,1.5,140.143,2.19328,2.0,8.0,1.0,1.0,10.0,0.0,3.0,429.0,17.0,5.0,120.0,0.0,0.0,3.0,5.0,8.0,6.0,3.58431,0.000931347,0.00533203,0.0851721,0.000481514
0,16,1,98,2,0.616949,2,16,2,0.409639,0.53125,34,34,1,3,3,19,4,3,4,2,11,0.3,0.209877,17,11,3,7,0.209877,17,7,9,0,0,2,64,83,399,7,2,1,9,2,9,0,104,46,399,93,1,64,83,399,7,2,1,9,2,9,0,104,46,399,93,1,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,25.0,16.0,6.25,3.0,3.0,0.75,22.0,13.0,5.5,140.143,1.84571,2.0,7.0,1.0,1.0,28.0,0.0,2.0,397.0,56.0,8.0,102.0,0.0,0.0,2.0,8.0,26.0,18.0,1.5732,0.000642829,0.00228336,0.0371667,0.000177449
0,15,1,95,2,0.631944,2,16,2,0.419753,0.557377,34,34,1,3,3,19,4,2,2,2,11,0.3,0.217949,17,11,3,7,0.217949,17,7,9,0,0,2,61,81,397,7,1,1,9,1,9,0,102,44,397,92,1,61,81,397,7,1,1,9,1,9,0,102,44,397,92,1,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,25.0,16.0,6.25,14.0,12.0,3.5,11.0,14.0,2.75,140.143,1.84571,2.0,7.0,1.0,1.0,28.0,0.0,1.0,396.0,55.0,8.0,102.0,0.0,0.0,1.0,8.0,26.0,18.0,1.5732,0.000679976,0.00228336,0.0371667,0.000177449
0,21,1,168,2,0.225806,1,8,2,0.162162,0.20339,24,24,1,8,8,35,12,4,4,6,13,0.625,0.191781,28,21,5,3,0.191781,28,8,13,0,0,3,118,148,510,5,3,3,7,2,7,0,112,80,509,109,4,118,148,510,5,3,3,7,2,7,0,112,80,509,109,4,3.0,3.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,58.0,22.0,9.66667,21.0,14.0,3.5,37.0,17.0,6.16667,140.143,27.7192,8.0,8.0,3.0,5.0,21.0,0.0,3.0,507.0,115.0,7.0,120.0,1.0,0.0,1.0,7.0,24.0,34.0,4.63008,0.0107908,0.00855981,0.115692,0.00330776
0,17,1,60,2,0.0,0,0,0,0.0,0.0,0,0,3,1,1,7,6,3,2,2,8,0.571429,0.384615,15,14,4,3,0.384615,15,7,9,0,0,2,24,44,398,7,2,1,6,2,6,0,99,9,398,89,1,24,44,398,7,2,1,6,2,6,0,99,9,398,89,1,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,12.0,9.0,2.0,3.0,1.0,0.5,9.0,9.0,1.5,140.143,2.72619,2.0,7.0,1.0,1.0,10.0,0.0,2.0,396.0,17.0,5.0,102.0,0.0,0.0,2.0,5.0,8.0,6.0,3.58431,0.00072925,0.00533203,0.0851721,0.000481514
0,17,1,47,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,8,5,1,6,2,10,0.0,0.0333333,1,0,0,8,0.0333333,1,6,8,0,0,2,29,31,387,9,2,3,8,1,7,0,95,9,386,87,1,29,31,387,9,2,3,8,1,7,0,95,9,386,87,1,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,7.0,26.0,5.0,2.16667,15.0,4.0,1.25,11.0,5.0,0.916667,282.0,90.3571,1.0,6.0,1.0,0.0,21.0,0.0,2.0,385.0,23.0,7.0,98.0,1.0,0.0,1.0,6.0,12.0,7.0,6.93237,0.0037492,0.00985736,0.162632,0.00115402
0,16,1,37,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,5,4,2,1,2,7,0.0,0.0454545,1,0,0,6,0.0454545,1,3,5,0,0,2,21,22,389,3,2,2,5,0,5,0,30,7,387,29,0,21,22,389,3,2,2,5,0,5,0,30,7,387,29,0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,6.0,25.0,4.0,1.78571,18.0,4.0,1.28571,7.0,3.0,0.5,282.0,92.1657,2.0,3.0,1.0,1.0,10.0,0.0,2.0,387.0,18.0,5.0,35.0,2.0,0.0,0.0,5.0,9.0,5.0,8.05174,0.00323157,0.011483,0.18908,0.00128092
0,17,1,43,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,7,5,1,2,2,9,0.0,0.037037,1,0,0,8,0.037037,1,7,11,0,0,2,26,27,420,4,1,2,7,0,7,0,107,9,419,104,4,26,27,420,4,1,2,7,0,7,0,107,9,419,104,4,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,6.0,21.0,4.0,1.90909,17.0,4.0,1.54545,4.0,3.0,0.363636,282.0,82.7755,1.0,7.0,1.0,0.0,15.0,0.0,1.0,419.0,21.0,6.0,118.0,1.0,0.0,0.0,6.0,10.0,6.0,6.93237,0.00313282,0.00985736,0.162632,0.00115402
0,18,1,50,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,6,7,2,1,7,11,0.0,0.1,3,0,0,5,0.1,3,5,7,0,0,1,27,33,399,1,2,0,4,1,4,0,49,15,398,48,3,27,33,399,1,2,0,4,1,4,0,49,15,398,48,3,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,6.0,106.0,42.0,5.88889,79.0,42.0,4.38889,27.0,10.0,1.5,347.857,80.6752,4.0,5.0,1.0,3.0,6.0,0.0,2.0,397.0,25.0,4.0,64.0,1.0,0.0,1.0,4.0,17.0,6.0,6.20089,0.00315735,0.00928109,0.147285,0.0012587
0,20,1,37,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,4,10,3,1,7,9,0.0,0.0555556,1,0,0,3,0.0555556,1,6,7,0,0,1,17,18,389,5,0,0,2,0,2,0,75,9,387,71,1,17,18,389,5,0,0,2,0,2,0,75,9,387,71,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,28.0,11.0,4.66667,6.0,4.0,1.0,22.0,11.0,3.66667,183.571,23.3571,5.0,6.0,1.0,4.0,1.0,0.0,0.0,388.0,15.0,2.0,81.0,0.0,0.0,0.0,2.0,9.0,4.0,6.94335,0.00392713,0.00976588,0.162444,0.00112919
0,38,1,82,2,0.0,0,0,0,0.0,0.0,0,0,2,4,4,14,10,2,1,8,11,0.0,0.0555556,2,0,0,4,0.0555556,2,6,8,0,0,1,34,45,395,2,1,0,3,1,3,0,94,22,394,91,4,34,45,395,2,1,0,3,1,3,0,94,22,394,91,4,3.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,5.0,183.0,57.0,5.71875,150.0,57.0,4.6875,33.0,19.0,1.03125,367.0,90.2795,4.0,6.0,1.0,3.0,3.0,0.0,1.0,394.0,38.0,3.0,107.0,0.0,0.0,1.0,3.0,16.0,14.0,9.27985,0.010059,0.138828,8.13864,0.20214
0,28,1,39,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,3,3,1,3,0.333333,0.56,14,13,1,2,0.56,14,3,4,0,0,1,11,12,384,0,0,0,2,0,2,0,25,5,384,24,0,11,12,384,0,0,0,2,0,2,0,25,5,384,24,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.714,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,384.0,9.0,2.0,31.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
0,38,1,82,2,0.4,2,6,2,0.288889,0.333333,13,13,1,3,3,14,7,2,0,9,11,0.0,0.0930233,4,0,0,3,0.0930233,4,5,7,0,0,1,39,45,397,2,0,0,2,0,2,0,82,35,397,79,5,39,45,397,2,0,0,2,0,2,0,82,35,397,79,5,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.0,5.0,0.0,6.0,270.0,69.0,7.2973,243.0,69.0,6.56757,27.0,10.0,0.72973,367.0,66.9688,5.0,5.0,1.0,4.0,3.0,0.0,0.0,397.0,41.0,3.0,94.0,0.0,0.0,0.0,3.0,24.0,14.0,10.696,0.00818072,0.0153949,0.251793,0.00167655
0,17,1,64,2,0.39834,2,6,2,0.270833,0.325,13,13,1,2,2,12,7,2,1,9,12,0.0,0.111111,5,0,0,4,0.111111,5,5,7,0,0,1,40,48,397,2,0,0,3,0,3,0,83,33,397,80,5,40,48,397,2,0,0,3,0,3,0,83,33,397,80,5,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.666667,8.0,7.0,2.66667,-6.0,0.0,-2.0,113.857,109.786,4.0,5.0,1.0,3.0,3.0,0.0,0.0,397.0,44.0,3.0,94.0,0.0,0.0,0.0,3.0,21.0,12.0,2.07169,0.00335713,0.13249,7.97221,0.189692
0,17,1,53,2,0.0,0,0,0,0.0,0.0,0,0,2,3,3,9,8,3,1,8,11,0.0,0.111111,4,0,0,4,0.111111,4,4,7,0,0,1,32,37,411,0,1,0,3,1,3,0,57,25,411,54,0,32,37,411,0,1,0,3,1,3,0,57,25,411,54,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,4.0,144.0,60.0,9.6,145.0,60.0,9.66667,-1.0,10.0,-0.0666667,347.857,51.7669,6.0,4.0,1.0,5.0,3.0,0.0,1.0,410.0,31.0,3.0,66.0,0.0,0.0,1.0,3.0,16.0,9.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086
0,17,1,33,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,3,7,3,1,3,6,0.0,0.0,0,0,0,4,0.0,0,4,7,0,0,1,14,17,410,0,0,0,3,0,3,0,57,6,410,54,0,14,17,410,0,0,0,3,0,3,0,57,6,410,54,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,5.0,18.0,5.0,1.63636,21.0,5.0,1.90909,-3.0,0.0,-0.272727,319.714,89.1905,2.0,4.0,1.0,1.0,3.0,0.0,0.0,410.0,12.0,3.0,66.0,0.0,0.0,0.0,3.0,5.0,3.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086
0,18,1,44,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,4,8,2,1,4,7,0.0,0.04,1,0,0,4,0.04,1,4,7,0,0,1,24,27,410,0,0,0,3,0,3,0,57,17,410,54,0,24,27,410,0,0,0,3,0,3,0,57,17,410,54,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,5.0,100.0,44.0,8.33333,12.0,4.0,1.0,88.0,44.0,7.33333,218.857,13.0314,3.0,4.0,1.0,2.0,3.0,0.0,0.0,410.0,22.0,3.0,66.0,0.0,0.0,0.0,3.0,9.0,4.0,7.8386,0.00317177,0.0117569,0.186314,0.00155339
0,38,1,51,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,4,3,3,1,2,4,0.0,0.0714286,1,0,0,3,0.0714286,1,3,4,0,0,1,13,14,387,1,0,0,2,0,2,0,27,9,387,26,0,13,14,387,1,0,0,2,0,2,0,27,9,387,26,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,5.0,139.0,53.0,4.96429,136.0,53.0,4.85714,3.0,6.0,0.107143,367.0,53.7605,2.0,3.0,1.0,1.0,1.0,0.0,0.0,387.0,12.0,2.0,32.0,0.0,0.0,0.0,2.0,7.0,4.0,5.19438,0.002307,0.00784493,0.123602,0.00115776
0,34,1,135,2,0.595041,7,32,9,0.411765,0.512195,42,42,2,3,3,18,8,3,5,5,14,0.2,0.171717,17,11,2,8,0.171717,17,8,9,0,0,1,82,102,394,10,6,0,9,5,9,0,115,52,392,104,1,82,102,394,10,6,0,9,5,9,0,115,52,392,104,1,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,5.0,297.0,131.0,19.8,31.0,12.0,2.06667,266.0,131.0,17.7333,218.857,13.0702,4.0,8.0,2.0,2.0,21.0,0.0,6.0,388.0,67.0,7.0,109.0,1.0,0.0,1.0,7.0,25.0,16.0,9.69849,0.00506387,0.0172318,0.239063,0.00844207
0,40,1,73,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,11,10,2,0,8,10,0.0,0.157895,6,0,0,3,0.157895,6,6,8,0,0,1,32,34,394,2,0,0,2,0,2,0,91,22,392,88,4,32,34,394,2,0,0,2,0,2,0,91,22,392,88,4,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.0,4.0,0.0,5.0,184.0,69.0,6.34483,185.0,69.0,6.37931,-1.0,6.0,-0.0344828,367.0,49.3261,5.0,6.0,1.0,4.0,3.0,0.0,0.0,394.0,32.0,3.0,102.0,0.0,0.0,0.0,3.0,17.0,11.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086
0,39,1,78,2,0.0,0,0,0,0.0,0.0,0,0,1,3,2,9,12,3,1,10,13,0.0,0.0540541,2,0,0,4,0.0540541,2,7,9,0,0,1,35,40,399,5,2,0,3,2,3,0,111,22,398,103,8,35,40,399,5,2,0,3,2,3,0,111,22,398,103,8,5.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,7.0,0.0,6.0,205.0,78.0,5.85714,214.0,78.0,6.11429,-9.0,6.0,-0.257143,367.0,63.5052,4.0,7.0,1.0,3.0,3.0,0.0,2.0,397.0,36.0,3.0,124.0,0.0,0.0,2.0,3.0,20.0,9.0,14.5866,0.00655623,0.144641,8.2573,0.200209
0,30,1,110,2,0.159363,3,13,3,0.17284,0.2,14,14,2,2,2,18,8,3,7,8,19,0.0909091,0.113924,9,3,1,10,0.113924,9,6,7,0,0,1,70,81,392,7,6,1,11,5,10,1,98,34,391,89,2,70,81,392,7,6,1,11,5,10,1,98,34,391,89,2,3.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,7.0,254.0,66.0,7.25714,180.0,66.0,5.14286,74.0,33.0,2.11429,367.0,112.943,5.0,6.0,2.0,3.0,45.0,0.0,6.0,386.0,63.0,10.0,95.0,1.0,0.0,1.0,9.0,27.0,17.0,12.2036,0.0122442,0.169321,8.26101,0.287587
0,37,1,67,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,5,5,3,1,4,8,0.0,0.0384615,1,0,0,5,0.0384615,1,7,10,0,0,1,25,31,423,2,4,0,4,4,4,0,104,10,423,101,4,25,31,423,2,4,0,4,4,4,0,104,10,423,101,4,3.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,6.0,140.0,47.0,4.66667,112.0,47.0,3.73333,28.0,7.0,0.933333,367.0,87.5214,3.0,7.0,1.0,2.0,3.0,0.0,4.0,419.0,17.0,3.0,115.0,0.0,0.0,4.0,3.0,8.0,4.0,9.52046,0.00540264,0.136956,8.13496,0.199171
0,30,1,110,2,0.17094,3,13,3,0.17284,0.184211,14,14,2,1,1,20,8,4,7,5,17,0.0833333,0.0843373,7,3,1,11,0.0843373,7,6,7,0,0,1,76,81,393,7,8,1,12,7,11,1,99,31,392,91,2,76,81,393,7,8,1,12,7,11,1,99,31,392,91,2,5.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.0,5.0,0.0,7.0,247.0,63.0,6.33333,140.0,63.0,3.58974,107.0,33.0,2.74359,367.0,119.432,3.0,6.0,2.0,1.0,55.0,0.0,8.0,385.0,63.0,11.0,95.0,1.0,0.0,3.0,10.0,24.0,19.0,12.52,0.0104265,0.15457,8.23554,0.22626
0,36,1,62,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,5,5,2,1,4,9,0.166667,0.418605,18,17,1,5,0.418605,18,6,7,0,0,1,25,27,388,2,2,0,5,2,5,0,82,11,386,79,1,25,27,388,2,2,0,5,2,5,0,82,11,386,79,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.714,0.0,1.0,6.0,0.0,1.0,3.0,0.0,2.0,386.0,13.0,3.0,85.0,0.0,0.0,2.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0
0,34,1,4674,2,0.144462,36,265,68,0.13036,0.137338,605,551,8,8,8,1163,119,11,13,275,484,0.129032,0.0929234,411,99,4,27,0.0929234,411,3,6,0,0,1,4012,4641,530,17,94,3,209,16,30,1,717,2472,345,102,3,4012,4641,530,17,94,3,209,16,30,1,717,2472,345,102,3,102.0,85.0,10.0,3.0,8.0,1,0.0,0.0,0.0,0.0,244.0,19.0,0.0,8.0,10254.0,1386.0,42.0246,5777.0,1386.0,23.6762,4477.0,564.0,18.3484,367.0,132.341,78.0,3.0,2.0,76.0,21115.0,0.0,94.0,427.0,4390.0,206.0,96.0,1.0,27.0,23.0,28.0,1156.0,1148.0,37.9039,0.509973,0.260027,9.0016,0.484394
0,27,1,850,2,0.425256,23,213,33,0.413835,0.450413,341,327,2,9,9,267,6,5,3,26,34,0.222222,0.129496,108,13,2,7,0.129496,108,2,2,0,0,1,726,824,228,29,7,4,8,7,8,0,65,474,189,56,3,726,824,228,29,7,4,8,7,8,0,65,474,189,56,3,24.0,19.0,4.0,1.0,1.0,0,0.0,0.0,0.0,0.0,86.0,14.0,0.0,8.0,2498.0,707.0,29.0465,2331.0,707.0,27.1046,167.0,129.0,1.94186,367.0,104.837,11.0,2.0,3.0,8.0,28.0,0.0,7.0,219.0,796.0,8.0,55.0,0.0,0.0,6.0,8.0,104.0,260.0,19.3371,0.0884648,0.0336207,0.473575,0.0171919
0,17,1,32,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,4,3,0,1,0.5,0.47619,10,5,1,1,0.47619,10,0,0,0,0,0,11,16,6,0,6,0,1,5,1,0,1,1,5,1,0,11,16,6,0,6,0,1,5,1,0,1,1,5,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,4.0,168.0,30.0,5.6,165.0,30.0,5.5,3.0,9.0,0.1,367.0,47.159,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086
0,20,1,30,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,3,5,5,1,3,0.0,0.0,0,0,0,3,0.0,0,4,6,0,0,1,10,11,44,50,1,1,2,0,2,0,97,3,35,72,0,10,11,44,50,1,1,2,0,2,0,97,3,35,72,0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,55.0,7.0,2.0,139.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
0,26,1,55,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,6,13,1,1,7,13,0.0,0.0,0,0,0,7,0.0,0,4,16,0,0,1,25,30,62,75,2,4,6,0,6,0,188,9,50,145,0,25,30,62,75,2,4,6,0,6,0,188,9,50,145,0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0.0,6.0,5.0,1.0,5.0,15.0,0.0,2.0,71.0,21.0,6.0,279.0,2.0,0.0,0.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0
0,21,1,35,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,5,2,2,2,5,0.0,0.0,0,0,0,3,0.0,0,4,7,0,0,1,13,15,41,51,1,2,3,0,2,0,101,4,33,72,0,13,15,41,51,1,2,3,0,2,0,101,4,33,72,0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0.0,3.0,5.0,2.0,1.0,3.0,0.0,1.0,52.0,10.0,3.0,138.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
0,20,1,30,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,3,2,2,1,3,0.0,0.0,0,0,0,3,0.0,0,4,7,0,0,1,10,11,43,49,1,1,2,0,2,0,102,3,33,75,0,10,11,43,49,1,1,2,0,2,0,102,3,33,75,0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0.0,2.0,5.0,2.0,0.0,1.0,0.0,1.0,54.0,7.0,2.0,143.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
0,21,1,39,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,6,2,2,2,5,0.0,0.0,0,0,0,4,0.0,0,5,10,0,0,1,17,19,42,61,2,2,3,0,3,0,123,7,33,90,0,17,19,42,61,2,2,3,0,3,0,123,7,33,90,0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0.0,2.0,6.0,2.0,1.0,3.0,0.0,2.0,68.0,13.0,3.0,210.0,2.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
0,17,1,237,2,0.77562,8,166,22,0.58371,0.638614,129,129,1,3,3,53,1,6,7,1,5,0.5,0.117904,27,9,2,2,0.117904,27,0,0,0,0,0,202,221,32,0,32,0,4,32,3,0,4,98,32,3,0,202,221,32,0,32,0,4,32,3,0,4,98,32,3,0,8.0,5.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,36.0,5.0,0.0,6.0,670.0,83.0,18.6111,337.0,71.0,9.36111,333.0,82.0,9.25,354.571,80.5139,5.0,1.0,2.0,3.0,3.0,0.0,32.0,0.0,155.0,3.0,8.0,0.0,1.0,15.0,2.0,59.0,52.0,14.1631,0.0206602,0.0232665,0.34242,0.00953767
0,21,1,35,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,5,2,2,2,5,0.0,0.0,0,0,0,4,0.0,0,4,7,0,0,1,13,15,42,48,1,2,3,0,3,0,95,4,33,69,0,13,15,42,48,1,2,3,0,3,0,95,4,33,69,0,1.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7143,0.0,3.0,5.0,2.0,1.0,3.0,0.0,1.0,53.0,10.0,3.0,134.0,1.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
0,33,1,1683,2,0.327676,15,125,39,0.313749,0.313901,518,420,1,5,4,324,38,9,173,73,172,0.2,0.146684,230,70,6,24,0.146684,230,2,5,2,3,1,1338,1651,436,14,25,3,99,2,29,1,519,831,329,83,3,1338,1651,436,14,25,3,99,2,29,1,519,831,329,83,3,34.0,28.0,2.0,2.0,2.0,0,0.0,0.0,0.0,0.0,113.0,15.0,0.0,8.0,3649.0,1009.0,32.292,2677.0,1009.0,23.6903,972.0,271.0,8.60177,367.0,85.3402,12.0,2.0,3.0,9.0,3828.0,2.0,25.0,402.0,1384.0,88.0,8.0,0.0,0.0,3.0,24.0,340.0,283.0,21.8696,0.0492549,0.182267,8.49381,0.306668
0,23,1,80,2,0.41954,1,4,1,0.310345,0.369565,18,17,1,3,3,11,10,2,2,6,13,0.142857,0.0980392,5,3,1,6,0.0980392,5,7,13,0,0,1,46,58,46,75,4,4,7,0,6,0,149,21,33,108,0,46,58,46,75,4,4,7,0,6,0,149,21,33,108,0,2.0,2.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,12.0,6.0,1.0,1.0,0.5,11.0,11.0,5.5,14.7143,9.57143,4.0,8.0,2.0,3.0,21.0,0.0,4.0,69.0,41.0,7.0,234.0,4.0,0.0,0.0,6.0,17.0,10.0,1.29357,0.00458412,0.0546777,0.153793,0.11188
