McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
11,0,90,15,33,4,14,0
1,0,1,15,8,0,4,0
4,0,59,1147,25,0,8,0
18,0,240,2899,29,0,7,0
17,0,166,1147,42,0,10,1
182,0,1110,407,30,0,4,1
38,0,298,2899,22,2,5,1
14,0,84,407,23,0,9,0
47,0,281,2899,14,2,5,1
19,0,144,296,6,1,4,1
45,0,304,1147,12,0,5,1
1,0,36,407,18,0,8,0
1,0,262,1147,33,0,10,0
1,0,27,1147,24,1,9,0
2,0,26,407,16,0,8,0
2,0,49,1733,20,0,9,0
25,0,139,1147,33,0,10,0
2,0,22,407,15,0,8,0
1,0,12,407,25,0,9,0
1,0,84,2899,25,1,9,0
1,0,4,1733,19,0,9,0
19,0,117,407,18,0,8,1
4,0,61,407,25,0,9,0
3,0,29,407,16,0,8,0
5,0,67,407,18,0,8,0
1,0,38,407,20,0,10,0
1,0,24,1147,5,0,3,0
3,0,69,1147,40,0,10,0
4,0,183,407,29,0,9,0
25,0,279,1147,68,0,11,0
22,0,116,407,29,0,9,0
15,0,136,407,79,0,11,1
6,0,33,2899,75,0,11,1
23,0,234,968,38,1,11,1
1,0,59,407,25,0,9,0
1,0,35,1147,39,0,10,0
1,0,90,1147,13,0,4,0
10,0,121,2899,69,2,10,1
17,0,90,2899,52,1,10,1
1,0,43,407,35,0,8,1
1,0,35,2899,14,1,4,1
8,0,59,407,31,0,8,0
1,0,1,1147,5,0,4,0
1,0,79,407,11,0,6,0
3,0,60,1147,20,0,8,0
5,0,117,1147,67,4,13,1
1,0,46,1147,20,0,8,0
1,0,28,2899,19,0,9,0
4,0,67,1147,20,0,8,0
5,0,71,1147,21,0,8,0
1,0,28,2899,16,0,8,0
1,0,28,2899,2,0,2,0
1,0,49,1147,33,0,11,0
1,0,46,1147,20,0,8,0
3,0,61,34,35,0,11,0
1,0,28,2899,16,0,8,0
1,0,38,2899,14,0,7,0
1,0,37,2899,14,0,7,0
1,0,45,2899,18,0,8,0
2,0,53,1147,23,0,8,0
1,0,45,2899,17,0,8,0
1,0,50,1147,21,0,8,0
5,0,55,2899,18,0,8,0
1,0,1,1147,3,0,3,0
1,0,36,1147,29,0,9,0
1,0,30,2899,20,0,9,0
1,0,30,2899,20,0,9,0
1,0,29,2899,21,0,9,0
1,0,30,2899,20,0,9,0
1,0,30,2899,20,0,9,0
1,0,29,2899,21,0,9,0
3,0,33,288,8,2,4,0
1,0,1,288,8,2,4,0
2,0,40,1147,13,0,7,0
3,0,50,1147,14,0,7,0
22,0,138,1147,47,0,10,0
1,0,41,1147,11,0,7,0
1,0,44,1147,15,0,7,0
3,0,116,1118,37,0,8,0
1,0,56,1147,19,0,7,0
2,0,30,1147,9,0,7,0
4,0,54,1147,20,0,7,0
1,0,49,1147,14,0,7,0
1,0,63,1147,24,0,7,0
1,0,47,1147,11,0,7,0
1,0,1,1147,3,0,3,0
1,0,1,1147,3,0,3,0
12,0,80,1147,27,0,7,0
1,0,18,1147,17,0,7,0
2,0,30,1147,9,0,7,0
4,0,54,1147,20,0,7,0
13,0,129,1147,21,0,8,0
2,0,52,1147,11,0,7,0
1,0,56,1147,11,0,7,0
1,0,44,1147,20,0,8,0
1,0,48,1147,14,0,7,0
2,0,48,1147,11,0,7,0
2,0,56,1147,10,0,7,0
4,0,93,2899,22,0,8,0
1,0,46,1147,13,0,7,0
1,0,56,1147,14,0,7,0
1,0,40,1147,10,0,7,0
2,0,55,1147,16,0,7,0
1,0,1,1147,3,0,3,0
1,0,23,1147,10,0,7,0
5,0,55,1147,14,0,8,0
6,0,38,1147,10,0,7,0
14,0,76,2053,20,0,9,0
2,0,171,8,11,0,8,0
9,0,107,288,60,0,10,0
2,0,31,8,7,0,5,0
1,0,1,8,4,0,4,0
14,0,76,2053,10,0,5,0
2,0,174,8,4,0,4,0
9,0,111,288,18,0,7,0
1,0,1,8,4,0,4,0
3,0,32,429,3,0,3,0
7,0,48,8,21,0,10,0
4,0,55,8,13,0,8,0
4,0,80,34,50,0,11,0
17,0,144,1147,48,0,11,0
1,0,7,8,14,0,7,0
1,0,1,8,4,0,4,0
5,0,69,1118,50,3,14,0
1,0,38,8,22,0,9,0
1,0,1,8,4,0,4,0
3,0,96,831,20,0,7,1
14,0,98,831,26,0,9,0
10,0,50,831,19,0,7,0
4,0,43,831,23,0,7,0
15,0,80,791,20,0,8,0
5,0,74,2899,47,3,10,0
4,0,121,429,43,6,10,1
5,0,88,429,37,2,9,1
1,0,14,2899,22,2,8,0
57,0,363,1147,43,2,12,0
1,0,13,1733,78,0,8,0
22,0,250,2899,48,4,10,0
1,0,18,1118,52,2,9,0
5,0,61,831,44,0,8,0
26,0,278,1147,76,4,12,0
1,0,5,1733,13,0,7,0
1,0,80,1118,33,2,9,1
6,0,50,831,25,0,7,0
1,0,1,831,3,0,3,0
1,0,1,831,3,0,3,0
15,0,158,831,32,4,7,0
15,0,80,831,23,0,9,0
5,0,130,831,37,0,8,0
11,0,151,791,81,0,9,0
5,0,33,831,14,0,6,0
1,0,1,288,5,0,4,0
1,0,9,288,5,0,4,0
7,0,78,407,10,0,6,0
12,0,169,1147,4,0,4,1
2,0,17,1147,4,0,4,0
8,0,99,407,10,0,6,0
4,0,35,407,10,0,6,0
6,0,50,1147,4,0,4,0
46,0,535,407,29,4,11,1
1,0,1,1147,4,0,4,0
2,0,54,407,10,0,6,0
1,0,43,1733,24,0,10,0
1,0,1,1733,4,0,4,0
9,0,88,1733,30,0,10,0
2,0,35,1733,19,0,9,0
4,0,52,1733,10,0,7,0
1,0,60,1733,50,0,11,0
2,0,50,1733,30,0,11,0
2,0,43,1733,19,0,9,0
1,0,10,34,23,0,9,0
1,0,20,2053,22,0,8,0
13,0,119,1733,31,3,10,0
1,0,32,1147,25,0,9,0
8,0,75,1733,23,0,10,0
3,0,41,1733,18,0,10,0
1,0,32,1147,17,0,8,0
6,0,79,1733,26,3,9,0
1,0,34,1733,20,0,9,0
1,0,1,2053,6,0,4,0
1,0,28,1733,19,0,10,0
1,0,30,1733,17,0,9,0
3,0,48,1733,26,3,9,0
1,0,56,1733,6,0,4,0
44,0,299,2899,32,4,8,1
29,0,186,2899,13,1,5,1
20,0,175,1147,15,2,5,1
44,0,317,407,21,1,8,1
42,0,329,1733,6,0,4,1
7,0,55,1733,10,1,5,0
15,0,213,1733,21,1,7,1
90,0,857,2899,41,10,12,1
1,0,52,1147,9,0,4,0
10,0,57,1147,9,0,4,0
3,0,51,1733,6,0,4,1
1,0,9,1733,6,0,4,0
15,0,84,2899,3,1,2,1
3,0,111,1733,6,0,4,1
22,0,191,1733,6,0,4,1
27,0,256,1147,28,1,9,1
6,0,54,2899,16,1,7,0
1,0,17,1733,6,0,4,0
1,0,91,407,13,0,6,0
3,0,53,1147,9,0,4,1
1,0,16,1733,6,0,4,0
1,0,34,1733,6,0,4,0
1,0,12,1733,6,0,4,1
18,0,157,1733,6,0,4,1
11,0,89,1733,6,0,4,0
3,0,42,1147,9,0,4,0
3,0,51,1733,6,0,4,0
9,0,78,407,24,1,8,0
3,0,343,1733,6,0,4,1
2,0,21,1733,6,0,4,0
10,0,33,1733,6,0,4,0
3,0,30,1733,6,0,4,0
5,0,53,1733,6,0,4,0
1,0,153,1733,6,0,4,1
1,0,39,1733,20,1,7,0
1,0,10,1733,6,0,4,1
1,0,12,1733,10,0,5,0
1,0,10,2899,9,1,4,0
3,0,26,1733,6,0,4,0
10,0,110,407,20,1,7,0
23,0,111,1733,6,0,4,1
1,0,21,1733,6,0,4,0
3,0,42,1147,9,0,4,0
38,0,273,407,13,0,5,1
21,0,135,1733,6,0,4,0
3,0,36,1733,6,0,4,1
1,0,52,1733,6,0,4,0
1,0,1,1733,6,0,4,0
4,0,82,1733,6,0,4,0
7,0,54,1733,6,0,4,0
10,0,68,407,17,1,8,0
1,0,73,1147,28,7,8,1
1,0,29,1733,6,0,4,1
1,0,135,1147,9,0,4,0
1,0,7,1733,6,0,4,0
1,0,11,1733,6,0,4,0
2,0,21,791,23,1,9,0
2,0,20,791,30,1,10,0
1,0,6,791,18,1,8,0
3,0,41,1147,13,0,7,0
1,0,1,1147,3,0,3,0
2,0,17,791,23,0,10,0
2,0,21,791,16,0,9,0
1,0,14,288,8,0,4,0
1,0,137,288,11,0,4,0
1,0,1,288,5,0,4,0
1,0,8,288,6,0,4,0
1,0,37,288,8,0,4,0
13,0,253,288,24,0,6,0
2,0,82,831,16,0,5,0
3,0,41,1118,8,2,4,0
3,0,54,831,6,2,4,0
7,0,68,831,7,0,5,0
3,0,55,831,7,0,5,0
6,0,104,831,25,1,6,0
6,0,106,1733,30,0,8,0
1,0,207,1118,43,4,8,0
3,0,64,831,9,0,5,0
24,0,225,791,34,0,6,1
1,0,41,831,8,0,5,0
49,0,288,791,58,6,10,1
10,0,122,1118,32,2,10,0
4,0,45,288,35,0,7,0
1,0,1,831,4,0,4,0
6,0,104,831,25,1,6,0
1,0,133,1147,14,1,5,0
1,0,96,1147,44,1,11,0
11,0,134,1147,6,0,3,0
3,0,331,1147,89,0,14,1
18,0,202,1147,8,0,3,0
1,0,4,1733,10,0,7,0
1,0,153,1147,35,0,11,0
1,0,265,1147,39,0,11,1
1,0,51,1147,33,0,11,0
50,0,297,1147,71,1,12,1
1,0,89,1147,33,0,9,1
1,0,1,831,3,0,3,0
22,0,158,1118,14,1,8,0
2,0,40,1147,8,0,4,0
1,0,233,753,4,0,4,0
9,0,57,1147,7,0,5,0
9,0,85,1147,7,0,5,0
6,0,46,1147,7,0,5,0
4,0,47,753,4,0,4,0
1,0,193,1147,16,0,6,0
27,0,226,1118,7,1,7,0
4,0,55,1147,7,0,5,0
33,0,285,1147,18,0,7,1
6,0,41,1118,7,1,7,0
16,0,277,1118,11,0,7,0
1,0,1,753,4,0,4,0
9,0,54,1147,6,0,4,0
1,0,1,15,6,0,4,0
20,0,172,1147,36,0,12,0
4,0,40,1147,17,0,8,0
6,0,23,15,9,0,5,0
6,0,23,15,11,0,6,0
1,0,24,575,20,1,8,0
1,0,39,1147,25,1,9,0
1,0,26,1147,15,0,5,0
45,0,335,1147,38,5,9,1
50,0,277,1147,46,6,10,0
1,0,6,1147,9,0,4,0
9,0,65,1147,20,4,7,0
1,0,14,1147,29,1,9,0
5,0,132,1147,25,0,8,0
13,0,108,1147,35,1,9,0
28,0,188,1147,4,0,2,0
7,0,111,1147,17,1,5,0
2,0,208,15,23,0,8,0
1,0,15,1147,75,2,11,0
31,0,170,1147,40,0,10,0
1,0,8,2053,15,0,7,0
1,0,4,2053,19,0,9,0
15,0,106,1147,75,1,12,0
1,0,6,288,17,0,9,0
18,0,159,1147,3,0,2,0
20,0,263,1147,63,2,10,0
11,0,164,1147,74,10,12,0
38,0,292,1147,3,0,2,0
11,0,196,1147,49,0,11,0
1,0,60,1147,16,0,7,0
3,0,57,1147,56,0,12,0
1,0,8,1147,23,0,8,0
12,0,80,1147,39,1,10,0
1,0,32,2053,14,0,8,0
1,0,13,575,6,0,4,0
1,0,5,2053,10,0,6,0
1,0,10,1147,15,0,5,0
55,0,252,575,26,1,8,0
1,0,9,1147,3,0,2,0
21,0,201,1147,34,0,11,0
29,0,175,1147,30,0,10,0
1,0,1,2899,1,0,1,0
1,0,8,2053,13,0,7,0
1,0,4,15,13,0,7,0
1,0,23,1147,11,1,5,0
1,0,4,2053,2,0,2,0
35,0,314,1147,15,1,5,0
1,0,6,1147,3,0,2,0
1,0,7,1147,3,0,2,0
1,0,4,2053,15,0,9,0
1,0,7,15,12,0,6,0
10,0,64,15,23,0,9,0
1,0,30,1147,22,0,10,0
12,0,115,1147,79,2,11,0
3,0,16,2053,2,0,2,0
1,0,25,575,35,0,10,0
1,0,40,1147,43,0,12,0
1,0,36,116,53,0,11,0
1,0,25,1147,56,9,11,0
86,0,592,1147,148,12,12,0
1,0,5,1147,11,0,6,0
1,0,13,1147,8,0,3,0
1,0,6,15,12,0,6,0
15,0,76,2899,14,0,6,0
1,0,8,1147,7,0,4,0
8,0,79,1147,22,4,7,0
1,0,22,1147,16,0,5,0
12,0,141,1147,19,0,6,0
20,0,148,1147,28,4,7,0
1,0,4,2053,3,0,2,0
8,0,75,2899,26,0,10,0
1,0,1,15,6,0,4,0
1,0,7,1147,4,0,4,0
20,0,150,1147,18,2,6,1
12,0,64,1147,20,2,7,0
5,0,47,1147,8,1,2,0
1,0,9,1147,4,0,2,0
1,0,73,288,11,2,6,0
1,0,12,1147,4,0,2,0
3,0,15,1147,9,0,5,0
1,0,11,575,8,1,5,1
1,0,4,1147,5,0,4,0
3,0,16,1147,9,0,5,0
1,0,1,1733,5,0,3,0
1,0,5,753,5,0,4,0
1,0,6,753,5,0,4,0
18,0,115,1147,19,2,7,0
1,0,4,1733,4,0,3,0
22,0,127,1147,23,1,7,0
1,0,24,288,11,2,6,0
1,0,6,753,5,0,4,0
12,0,62,7,14,1,8,0
1,0,9,1733,5,0,3,0
27,0,166,1147,22,1,7,0
1,0,21,753,10,0,4,0
1,0,22,753,10,0,4,0
1,0,5,1733,4,0,3,0
1,0,6,1733,4,0,3,0
19,0,170,1147,27,4,8,0
60,0,487,1147,76,6,10,1
4,0,55,1147,9,0,5,0
23,0,174,1147,27,2,8,1
5,0,62,1147,26,0,7,1
1,0,1,831,3,0,3,0
5,0,58,791,8,0,5,0
1,0,17,831,5,0,3,0
3,0,61,831,3,0,3,0
3,0,89,1147,24,2,8,0
3,0,50,288,5,0,2,1
6,0,66,288,10,0,5,1
3,0,36,831,4,0,3,0
14,0,111,1147,12,0,5,1
263,0,1657,1147,99,15,13,1
2,0,49,753,4,0,3,0
16,0,164,1147,18,1,6,0
20,0,177,1147,23,1,6,0
1,0,1,831,4,0,3,0
1,0,4,831,3,0,3,0
1,0,35,831,3,0,3,0
4,0,50,1147,14,1,6,0
1,0,9,831,3,0,3,0
120,0,641,1147,15,3,6,0
1,0,54,2899,15,0,6,0
4,0,71,575,15,2,8,1
6,0,44,1147,6,0,5,0
16,0,184,1147,26,0,6,1
18,0,173,1147,18,1,6,1
2,0,60,1147,17,1,4,1
1,0,35,1147,3,1,2,1
1,0,18,753,4,0,3,0
7,0,116,288,12,0,5,0
5,0,24,288,9,0,5,0
7,0,48,2899,13,2,5,0
4,0,70,831,3,0,3,0
3,0,25,288,9,0,5,0
1,0,12,831,3,0,3,0
1,0,6,288,9,0,5,0
6,0,24,831,4,0,3,0
1,0,1,831,4,0,3,0
15,0,98,831,3,0,3,0
2,0,15,288,9,0,5,0
2,0,12,831,6,0,4,0
1,0,1,831,3,0,3,0
3,0,18,831,14,0,6,0
6,0,33,831,11,0,5,0
26,0,124,1147,21,2,9,0
1,0,26,2899,29,2,11,0
1,0,20,116,8,4,5,0
1,0,8,2053,9,0,7,0
7,0,67,288,12,2,9,0
1,0,15,575,29,5,9,0
20,0,140,116,70,21,15,1
8,0,64,575,42,5,9,0
1,0,15,116,30,7,12,0
14,0,93,116,31,2,13,0
8,0,49,2053,16,3,8,0
1,0,1,288,4,0,4,0
5,0,172,1147,8,2,4,1
1,0,9,575,26,1,8,0
2,0,14,2053,12,0,7,0
33,0,149,575,51,7,11,0
1,0,7,2053,4,0,3,0
7,0,69,1147,19,0,8,0
41,0,214,2899,48,6,13,1
4,0,36,2053,21,0,9,0
20,0,170,116,53,13,13,0
42,0,252,2,25,1,10,1
26,0,189,116,38,10,12,1
3,0,17,2899,3,0,3,0
1,0,1,1147,4,0,4,0
126,0,647,1733,15,3,5,1
1,0,302,2899,14,1,5,0
1,0,45,2899,9,0,5,0
6,0,55,1147,4,0,4,0
3,0,31,2899,8,0,5,0
11,0,90,2899,5,0,4,0
1,0,177,2899,8,0,5,0
18,0,243,2899,17,3,6,1
36,0,254,1733,18,2,5,1
6,0,32,1147,4,0,4,0
7,0,76,2899,8,0,5,0
1,0,6,1147,4,0,4,0
1,0,1,1147,4,0,4,0
1,0,7,1147,4,0,4,0
4,0,31,1147,17,4,5,0
8,0,154,2053,6,0,4,1
20,0,171,1147,13,2,5,1
1,0,5,1147,4,0,4,0
1,0,7,1147,4,0,4,0
2,0,144,2899,40,0,9,0
6,0,89,831,10,0,8,0
7,0,28,1147,14,1,8,0
7,0,28,1147,12,1,6,0
9,0,46,831,8,0,7,0
17,0,76,831,9,0,7,0
7,0,28,1147,16,1,8,0
1,0,40,831,8,0,7,0
5,0,22,831,12,0,8,0
14,0,72,2899,20,1,9,1
9,0,34,1147,15,1,8,0
7,0,28,1147,16,1,8,0
12,0,43,1147,15,1,8,0
5,0,22,831,3,0,3,0
1,0,6,831,8,0,7,0
1,0,1,831,4,0,4,0
9,0,34,1147,15,1,8,0
12,0,44,1147,8,1,6,0
8,0,31,1147,16,1,8,0
1,0,6,831,8,0,7,0
7,0,28,1147,15,1,8,0
1,0,15,831,8,0,7,0
1,0,11,288,7,0,4,0
1,0,1,288,4,0,3,0
1,0,13,288,5,0,3,0
1,0,8,2899,7,0,5,0
1,0,11,2899,19,0,7,0
1,0,7,2899,14,0,6,0
1,0,1,288,4,0,3,0
1,0,9,2899,13,0,6,0
1,0,9,2899,9,0,5,0
1,0,3,2899,7,0,5,0
1,0,15,2899,13,0,7,0
1,0,15,2899,11,0,6,0
1,0,9,2899,11,0,6,0
1,0,11,2899,14,0,6,0
1,0,18,2899,13,0,7,0
12,0,120,1733,21,0,7,0
1,0,24,575,13,0,4,0
14,0,141,2899,82,0,10,1
1,0,21,2053,21,0,5,0
1,0,4,1147,4,0,3,0
55,0,410,2899,122,4,12,1
2,0,27,288,20,0,6,0
58,0,351,2899,37,1,10,1
45,0,383,2899,76,10,12,1
109,0,814,1147,159,10,12,1
2,0,20,1147,19,0,7,0
2,0,24,1147,19,0,7,0
1,0,48,2899,14,0,7,0
2,0,49,1147,12,0,5,0
108,0,913,2899,192,10,14,0
31,0,456,2899,157,6,12,0
1,0,13,1147,23,0,6,1
1,0,35,1147,6,1,4,0
21,0,307,1147,187,2,12,1
3,0,60,2899,12,0,6,0
1,0,1,1147,4,0,3,0
15,0,166,1147,94,0,12,0
6,0,62,2899,10,0,5,0
1,0,47,288,8,0,5,0
1,0,77,2899,10,0,6,0
1,0,48,2899,8,0,4,0
75,0,547,2899,161,17,14,0
9,0,80,1147,4,1,4,0
1,0,14,1147,4,1,4,0
1,0,35,1147,57,0,10,0
8,0,92,2899,85,2,11,0
8,0,76,2899,16,2,8,0
33,0,255,1147,187,0,16,1
9,0,50,288,17,0,7,0
6,0,45,2899,29,0,9,0
1,0,40,1147,6,1,4,0
61,0,379,1147,94,2,10,1
3,0,31,288,6,2,3,0
1,0,1,1147,4,0,4,0
1,0,62,2899,5,0,4,0
3,0,30,1147,4,0,4,0
1,0,52,2899,5,0,4,0
5,0,46,1147,4,0,4,0
1,0,28,1147,4,0,4,0
7,0,82,1147,4,0,4,0
6,0,123,288,14,3,5,1
1,0,20,1147,4,0,4,0
1,0,38,1147,4,0,3,1
7,0,48,2899,4,0,3,1
2,0,58,1147,3,0,3,1
4,0,80,1147,4,0,3,1
1,0,1,1147,3,0,3,0
1,0,36,1147,3,0,3,0
9,0,99,1147,4,0,3,1
1,0,56,1147,4,0,3,0
1,0,32,1147,3,0,3,1
3,0,58,288,18,3,6,1
4,0,59,288,7,2,6,0
1,0,4,288,7,0,7,0
1,0,1,288,4,0,4,0
3,0,50,288,10,1,7,0
3,0,79,288,12,0,6,1
2,0,46,288,10,0,6,0
7,0,81,288,13,3,7,0
3,0,50,288,10,1,7,0
6,0,85,288,16,0,7,0
1,0,23,288,12,0,6,1
2,0,15,288,10,0,6,0
12,0,156,2899,53,6,12,1
55,0,365,1147,104,11,14,1
1,0,9,288,7,0,7,0
39,0,368,2899,67,5,9,1
1,0,10,831,10,1,5,0
25,0,196,1147,40,8,11,1
6,0,33,1147,21,7,9,0
13,0,185,1147,30,0,9,0
10,0,104,15,20,0,8,0
6,0,70,2899,12,0,7,0
13,0,109,2899,28,2,9,1
1,0,4,288,7,0,3,0
3,0,47,1147,8,7,3,0
1,0,10,288,24,0,7,0
1,0,45,288,11,0,6,0
1,0,1,15,5,0,4,0
3,0,38,1147,30,5,10,0
1,0,17,1147,15,5,8,0
17,0,127,1147,33,1,7,0
1,0,4,1147,9,0,7,0
1,0,6,1147,9,0,4,0
7,0,50,1147,6,3,3,0
1,0,10,1147,15,0,8,0
1,0,11,1147,22,1,9,0
1,0,1,1147,4,0,3,0
10,0,86,1147,35,0,11,0
1,0,5,1147,17,0,8,0
1,0,4,1733,6,0,3,0
48,0,307,1147,103,11,10,0
8,0,43,1147,18,0,6,0
1,0,1,2899,2,0,2,0
19,0,140,1147,12,0,6,0
2,0,24,2899,2,0,2,0
15,0,133,1147,16,1,7,0
1,0,17,34,6,0,5,0
15,0,166,1147,17,3,5,0
1,0,44,34,6,0,5,0
2,0,16,34,6,0,5,0
1,0,50,34,6,0,5,1
1,0,51,34,6,0,5,0
14,0,56,1147,11,1,6,1
1,0,38,1147,11,0,5,1
10,0,70,34,6,0,5,0
1,0,91,1147,9,0,5,1
1,0,56,1147,9,0,5,0
10,0,62,34,6,0,5,0
2,0,50,1147,11,0,5,1
1,0,64,34,6,0,5,0
2,0,42,1147,11,0,5,0
1,0,17,34,6,0,5,0
2,0,15,1147,11,0,5,0
1,0,19,34,6,0,5,0
6,0,74,1147,11,0,5,0
1,0,1,34,6,0,5,0
1,0,47,34,6,0,5,0
1,0,27,34,6,0,5,1
1,0,29,34,6,0,5,0
1,0,3,34,6,0,5,0
1,0,9,34,6,0,5,0
1,0,29,1147,11,0,5,0
1,0,4,1147,11,0,5,0
2,0,14,1147,11,0,5,0
1,0,13,1147,12,0,5,0
1,0,7,1147,11,0,5,0
1,0,1,1147,11,0,5,0
3,0,51,34,6,0,5,0
2,0,52,34,7,0,5,0
1,0,32,34,6,0,5,0
1,0,1,34,6,0,5,0
6,0,59,1147,11,0,5,0
1,0,13,2899,4,0,3,0
1,0,15,2899,4,0,3,0
3,0,44,2899,4,0,3,0
1,0,35,2899,4,0,3,0
12,0,100,2899,14,0,6,0
1,0,23,2899,4,0,3,1
1,0,17,2899,4,0,3,0
6,0,51,2899,4,0,3,0
1,0,4,2899,4,0,3,0
1,0,39,2899,4,0,3,0
6,0,39,2899,4,0,3,0
4,0,30,2899,4,0,3,0
1,0,36,2899,4,0,3,0
3,0,42,2899,4,0,3,0
8,0,77,2899,4,0,3,0
5,0,37,2899,4,0,3,0
3,0,43,2899,4,0,3,0
1,0,1,2899,5,0,3,0
16,0,104,1147,6,0,4,0
3,0,50,2899,4,0,3,0
1,0,35,2899,4,0,3,0
1,0,37,1147,4,0,3,1
1,0,50,2899,17,1,5,0
2,0,62,1147,20,0,8,1
8,0,92,1147,20,0,6,0
1,0,45,2899,20,1,6,0
1,0,75,1147,22,0,7,1
1,0,66,1147,17,0,8,0
6,0,74,2899,21,1,6,0
7,0,94,1147,21,0,6,0
2,0,51,2899,21,1,6,0
2,0,61,2899,22,1,6,0
1,0,39,2899,20,2,6,1
1,0,50,2899,21,1,6,0
1,0,76,1147,15,0,6,0
1,0,70,1147,14,0,6,0
5,0,86,1147,19,0,6,0
1,0,68,1147,14,0,6,0
2,0,60,2899,21,1,6,0
2,0,77,2899,23,1,6,0
1,0,33,1147,14,0,5,0
2,0,59,2899,21,1,6,0
2,0,71,2899,22,1,6,0
2,0,47,1147,16,0,6,0
1,0,1,1147,5,0,4,0
5,0,76,1147,21,0,7,0
1,0,42,1147,23,0,7,0
5,0,59,407,7,0,4,0
1,0,34,1147,17,0,6,0
5,0,59,1147,26,0,6,1
1,0,43,1147,18,0,6,0
1,0,22,407,18,0,7,0
1,0,62,1147,22,0,8,1
1,0,48,407,17,0,8,0
8,0,81,407,21,0,7,1
7,0,72,407,16,0,6,0
3,0,58,407,15,0,6,0
1,0,29,1147,21,0,7,0
1,0,52,1147,24,0,7,0
5,0,60,2899,17,2,6,1
1,0,40,407,18,0,7,0
1,0,45,1147,19,0,6,0
4,0,68,1147,16,0,6,0
10,0,94,407,16,0,6,1
5,0,64,407,15,0,6,0
2,0,61,1733,19,0,7,0
7,0,79,407,15,0,6,1
1,0,45,407,12,0,6,1
2,0,54,1147,23,0,6,0
2,0,61,1147,25,0,7,0
7,0,74,1147,3,0,3,0
11,0,81,1147,6,0,3,1
6,0,59,1147,3,0,3,0
2,0,26,407,11,0,5,0
2,0,50,1147,23,0,6,0
3,0,63,1147,24,0,6,0
17,0,123,1147,28,0,8,1
2,0,25,1147,15,0,6,0
1,0,39,407,12,0,6,0
1,0,6,1147,3,0,3,0
1,0,1,407,11,0,5,0
1,0,27,407,12,0,6,0
2,0,32,1147,25,1,8,0
1,0,33,1147,25,1,9,0
1,0,31,1147,20,1,8,0
1,0,6,1147,26,0,8,0
4,0,40,1147,20,0,7,0
22,0,152,1147,8,0,4,1
1,0,9,1147,5,0,3,0
1,0,6,407,18,0,8,0
1,0,1,1147,5,0,4,0
1,0,65,1147,47,0,13,0
5,0,34,288,21,0,12,0
1,0,23,288,14,0,9,0
1,0,23,288,14,0,9,0
1,0,48,1147,31,0,12,0
10,0,57,8,4,0,4,0
1,0,59,34,47,0,14,0
1,0,41,288,26,0,12,0
8,0,50,288,25,0,12,0
1,0,23,288,14,0,9,0
1,0,22,288,21,0,12,0
1,0,1,34,11,0,8,0
1,0,52,34,35,0,13,0
1,0,22,288,21,0,12,0
1,0,35,8,4,0,4,0
1,0,44,2053,7,0,4,0
1,0,35,2053,7,0,4,0
2,0,27,2053,7,0,4,0
2,0,26,2053,7,0,4,0
1,0,40,2053,7,0,4,0
1,0,23,8,4,0,4,0
1,0,49,2053,7,0,4,0
4,0,60,2053,7,0,4,0
1,0,48,2053,7,0,4,0
1,0,43,2053,7,0,4,0
2,0,27,2053,7,0,4,0
1,0,44,2053,7,0,4,0
1,0,24,2053,7,0,4,0
1,0,1,8,4,0,4,0
1,0,35,2053,7,0,4,0
1,0,39,2053,7,0,4,0
1,0,61,1147,41,0,13,0
1,0,23,288,12,0,9,0
1,0,23,288,12,0,9,0
1,0,46,1147,20,0,10,0
11,0,57,8,4,0,4,0
1,0,46,1147,20,0,10,0
1,0,46,1147,20,0,10,0
1,0,23,288,12,0,9,0
1,0,27,288,12,0,9,0
1,0,22,288,12,0,9,0
1,0,22,288,12,0,9,0
1,0,59,1147,38,0,13,0
1,0,1,34,11,0,8,0
1,0,51,34,35,0,13,0
3,0,33,288,12,0,9,0
3,0,45,8,4,0,4,0
1,0,29,2053,11,2,5,0
2,0,30,2053,7,0,4,0
1,0,47,2053,7,0,4,0
1,0,23,2053,7,0,4,0
1,0,50,2053,7,0,4,0
4,0,61,2899,8,0,5,0
1,0,54,2053,7,0,4,0
1,0,40,2053,7,0,4,0
2,0,31,2053,7,0,4,0
1,0,45,2053,7,0,4,0
1,0,23,2053,7,0,4,0
1,0,25,2053,7,0,4,0
1,0,1,8,4,0,4,0
1,0,46,1147,10,0,6,0
1,0,36,1147,10,0,6,0
1,0,44,1147,10,0,6,0
1,0,70,34,37,0,13,0
5,0,42,8,4,0,4,0
1,0,61,34,37,0,13,0
1,0,63,34,38,0,13,0
1,0,1,2053,6,0,4,0
1,0,70,34,36,0,13,0
1,0,41,288,12,0,7,0
2,0,28,8,4,0,4,0
1,0,25,8,4,0,4,0
1,0,48,8,4,0,4,0
8,0,60,8,4,0,4,0
1,0,41,8,4,0,4,0
1,0,29,8,4,0,4,0
1,0,1,8,4,0,4,0
1,0,47,8,4,0,4,0
1,0,65,1147,73,0,14,0
6,0,86,1147,63,0,13,0
2,0,76,1147,56,0,13,0
1,0,78,34,21,0,11,0
1,0,73,1147,16,0,9,0
1,0,67,1147,47,0,11,0
1,0,65,1147,47,0,11,0
2,0,47,34,44,0,11,0
