McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
1,0,0,2,21,28,221,394,12,1,0,21,2,0,1,4843,0
12,0,0,3,177,208,222,395,12,12,0,177,8,0,1,4843,0
57,0,0,12,373,401,223,396,12,57,0,373,6,0,2,4843,0
74,0,0,10,685,858,224,397,12,74,0,685,6,0,1,4843,0
4,0,0,4,81,101,228,398,12,4,0,81,12,0,1,4843,0
15,0,0,4,112,124,229,399,12,15,0,112,33,0,2,4843,0
1,0,0,2,5,7,225,400,12,1,0,5,1,0,1,4843,0
1,0,0,1,6,9,226,401,12,1,0,6,2,0,1,4843,0
5,0,1,2,37,60,227,402,12,5,0,37,1,0,1,4843,0
3,0,1,1,24,33,230,403,12,3,0,24,8,0,2,4843,0
5,0,0,2,34,41,231,404,12,5,0,34,8,0,1,4843,0
3,0,0,3,89,100,232,405,12,3,0,89,11,0,1,4843,0
18,0,0,4,159,172,233,406,12,18,0,159,14,0,1,4843,0
13,0,0,5,174,246,234,407,12,13,0,174,16,0,1,4843,0
17,0,0,5,147,166,235,408,12,17,0,147,23,1,1,4843,0
40,0,0,16,345,378,236,409,12,40,0,345,47,0,4,4843,0
1,0,0,5,20,28,237,410,12,1,0,20,10,0,2,4843,0
1,0,0,2,13,21,238,411,12,1,0,13,7,0,2,4843,0
28,0,0,3,143,167,239,412,12,28,0,143,11,0,2,4843,0
17,0,0,0,70,76,240,413,12,17,0,70,5,0,1,4843,0
5,0,0,3,67,81,241,414,13,5,0,67,14,0,3,4843,0
17,0,0,11,93,109,242,415,13,17,0,93,9,0,1,4843,0
19,0,0,5,150,167,243,416,13,19,0,150,28,0,3,4843,0
27,0,0,2,149,165,244,417,13,27,0,149,16,0,2,4843,0
15,0,0,0,130,147,245,418,14,15,0,130,21,0,3,4843,0
1,0,0,0,5,7,246,419,14,1,0,5,1,0,1,4843,0
15,0,0,13,116,149,247,420,14,15,0,116,11,0,1,4843,0
25,0,0,7,210,228,248,421,14,25,0,210,6,0,1,4843,0
5,0,0,4,46,61,249,422,14,5,0,46,8,0,1,4843,0
41,0,0,0,249,276,250,423,14,41,0,249,15,0,1,4843,0
31,0,0,14,190,213,251,424,14,31,0,190,12,0,1,4843,0
14,0,0,0,86,107,252,425,14,14,0,86,7,0,1,4843,0
14,0,0,2,246,288,253,426,14,14,0,246,19,0,1,4843,0
58,0,0,0,286,353,254,427,14,58,0,286,20,0,2,4843,0
1,0,0,0,7,10,255,428,14,1,0,7,4,0,1,4843,0
6,0,0,2,27,32,256,429,14,6,0,27,4,0,1,4843,0
4,0,0,6,66,85,257,430,14,4,0,66,15,0,2,4843,0
1,0,0,2,12,18,258,431,14,1,0,12,3,0,1,4843,0
14,0,0,15,106,125,259,432,14,14,0,106,8,0,1,4843,0
7,0,0,4,64,77,260,433,14,7,0,64,14,0,1,4843,0
5,0,0,6,91,110,261,434,14,5,0,91,13,0,2,4843,0
1,0,0,2,12,18,262,435,14,1,0,12,3,0,1,4843,0
1,0,0,6,68,86,263,436,14,1,0,68,14,0,2,4843,0
1,0,0,2,12,18,264,437,14,1,0,12,3,0,1,4843,0
45,0,0,0,236,261,265,438,14,45,0,236,40,0,3,4843,0
2,0,0,6,65,80,266,439,14,2,0,65,10,0,2,4843,0
1,0,0,2,12,18,267,440,14,1,0,12,3,0,1,4843,0
58,0,0,6,314,345,268,441,14,58,0,314,20,0,2,4843,0
2,0,0,0,20,31,269,442,14,2,0,20,1,0,1,4843,0
3,0,0,2,26,32,270,443,14,3,0,26,2,0,1,4843,0
61,0,1,36,761,889,271,444,14,61,0,761,30,0,1,4843,0
42,0,0,3,218,238,272,445,14,42,0,218,6,0,1,4843,1
6,0,0,0,36,42,273,446,14,6,0,36,2,0,1,4843,0
6,0,0,3,84,101,274,447,15,6,0,84,2,0,1,4843,0
5,0,0,3,62,78,275,448,15,5,0,62,3,0,1,4843,0
17,0,0,2,104,117,276,449,15,17,0,104,5,0,1,4843,0
1,0,0,1,59,72,277,450,16,1,0,59,13,0,2,56,0
1,0,1,0,4,10,278,451,16,1,0,4,3,0,2,56,0
19,0,0,8,250,295,279,452,16,19,0,250,10,2,3,4843,0
11,0,2,3,99,128,280,453,16,11,0,99,8,1,2,56,0
55,0,1,4,522,610,281,454,16,55,0,522,14,1,2,56,0
7,0,1,5,148,195,282,455,16,7,0,148,4,0,2,56,0
22,0,0,6,245,301,283,456,16,22,0,245,11,1,2,56,0
4,0,1,4,50,64,284,457,16,4,0,50,6,0,3,4843,0
112,0,1,4,463,487,285,458,16,112,0,463,17,2,2,56,0
8,0,1,3,144,188,286,459,16,8,0,144,6,0,2,56,0
19,0,4,20,208,306,287,460,16,19,0,208,5,0,2,56,0
5,0,0,3,122,144,288,461,16,5,0,122,10,1,3,4843,0
5,0,0,6,224,266,289,462,16,5,0,224,10,1,3,56,0
10,0,0,3,145,162,290,463,16,10,0,145,10,1,3,56,0
52,0,0,10,760,931,291,464,16,52,0,760,15,1,2,56,0
1,0,0,3,128,159,292,465,16,1,0,128,11,0,3,56,0
2,0,0,6,43,57,293,466,16,2,0,43,3,0,2,56,0
3,0,0,5,39,48,294,467,16,3,0,39,3,0,2,56,0
1,0,1,1,11,19,295,468,17,1,0,11,2,0,1,4843,0
32,0,0,4,265,475,296,469,17,32,0,265,6,0,1,4843,0
5,0,0,0,64,90,297,470,17,5,0,64,2,0,1,4843,0
1,0,0,2,11,15,298,471,17,1,0,11,1,0,1,4843,0
5,0,5,4,89,134,299,472,18,5,0,89,2,0,1,4843,0
109,0,2,7,618,773,300,473,18,109,0,618,2,0,1,4843,0
11,0,13,0,145,312,301,474,18,11,0,145,7,0,3,4843,0
6,0,0,3,38,45,302,475,18,6,0,38,2,0,1,4843,0
52,0,1,4,287,352,303,476,18,52,0,287,2,0,1,4843,0
31,0,0,7,279,334,304,477,18,31,0,279,2,0,1,4843,0
2,0,0,0,37,46,305,478,18,2,0,37,1,0,1,4843,0
3,0,0,4,58,69,306,479,18,3,0,58,6,0,2,4843,0
18,0,1,8,226,312,307,480,18,18,0,226,16,0,2,4843,0
29,0,1,6,273,469,308,481,18,29,0,273,13,0,3,4843,0
16,0,1,7,173,275,309,482,18,16,0,173,21,0,2,75,0
28,0,1,6,306,363,310,483,18,28,0,306,19,0,3,4843,0
12,0,0,2,175,210,311,484,18,12,0,175,6,0,2,1328,0
138,0,15,5,1085,1546,312,485,18,138,0,1085,21,0,4,1328,0
4,0,0,5,70,86,313,486,18,4,0,70,6,0,3,4843,0
70,0,5,2,466,595,314,487,18,70,0,466,8,0,3,4843,0
2,0,0,3,30,37,315,488,18,2,0,30,1,0,1,4843,0
12,0,0,5,165,186,316,489,18,12,0,165,22,0,3,4843,0
3,0,0,0,82,98,317,490,18,3,0,82,5,0,1,4843,1
4,0,0,9,70,86,318,491,18,4,0,70,14,0,2,4843,0
3,0,0,0,42,52,319,492,18,3,0,42,5,0,1,4843,0
3,0,0,2,27,31,320,493,18,3,0,27,3,0,1,4843,0
37,0,0,9,227,263,321,494,18,37,0,227,40,0,5,1328,0
1,0,0,0,40,47,322,495,18,1,0,40,2,0,1,4843,0
5,0,0,5,65,78,323,496,18,5,0,65,9,0,1,4843,0
72,0,0,0,665,752,324,497,18,72,0,665,21,0,2,4843,1
1,0,0,10,65,80,325,498,18,1,0,65,3,0,1,4843,0
9,0,0,2,98,114,326,499,18,9,0,98,3,0,1,4843,0
5,0,0,3,26,35,327,500,19,5,0,26,2,0,2,4843,0
7,0,0,3,36,45,328,501,19,7,0,36,1,0,1,1328,0
9,0,0,3,37,46,329,502,19,9,0,37,2,0,2,4843,0
615,0,5,88,3204,3840,330,503,20,615,0,3204,252,0,10,1328,1
8,0,1,10,153,189,331,504,20,8,0,153,4,0,2,4843,1
10,0,0,7,103,128,332,505,20,10,0,103,31,0,6,1328,1
51,0,0,30,333,394,333,506,20,51,0,333,27,0,4,1328,0
35,0,0,0,187,207,334,507,20,35,0,187,18,0,3,1328,1
45,0,0,0,149,176,335,508,20,45,0,149,15,0,3,1328,1
4,0,0,5,27,37,336,509,20,4,0,27,1,0,1,4843,0
1,0,0,0,115,134,337,510,20,1,0,115,3,0,2,4843,0
1,0,0,2,5,8,338,511,20,1,0,5,1,0,1,1328,0
25,0,0,8,124,141,339,512,20,25,0,124,3,0,1,1328,0
24,0,0,0,175,191,340,513,20,24,0,175,14,0,2,1328,0
3,0,1,2,45,66,341,514,20,3,0,45,13,0,3,1328,0
12,0,0,0,114,139,342,515,20,12,0,114,15,0,2,1328,0
10,0,0,2,48,58,343,516,20,10,0,48,5,0,2,4843,0
19,0,0,9,113,186,344,517,20,19,0,113,4,0,2,4843,0
16,0,0,0,119,142,345,518,20,16,0,119,5,0,1,1328,1
33,0,0,10,160,194,346,519,20,33,0,160,19,0,5,4843,1
9,0,0,0,53,65,347,520,20,9,0,53,9,0,2,1328,0
21,0,0,5,91,106,376,521,22,21,0,91,8,0,2,1328,0
43,0,5,7,188,270,377,522,22,43,0,188,17,0,5,1328,1
10,0,6,3,110,163,379,523,22,10,0,110,8,0,2,1328,1
6,0,5,1,40,71,380,524,22,6,0,40,2,0,1,1328,0
59,0,3,16,392,519,381,525,22,59,0,392,25,0,2,1328,1
16,0,2,2,99,149,382,526,22,16,0,99,7,0,2,1328,0
3,0,1,2,24,58,383,527,22,3,0,24,1,0,1,4843,0
15,0,0,3,93,125,384,528,22,15,0,93,10,0,2,4843,0
33,0,2,11,183,262,409,529,23,33,0,183,2,0,2,4843,0
7,0,1,2,38,63,410,530,23,7,0,38,1,0,1,1328,0
89,0,3,20,454,541,411,531,23,89,0,454,5,0,2,4843,1
78,0,0,5,496,565,435,532,24,78,0,496,32,0,5,1328,1
1,0,0,1,10,15,437,533,24,1,0,10,3,0,2,4843,0
1,0,0,1,10,16,438,534,24,1,0,10,3,0,2,4843,0
18,0,9,0,169,245,439,535,24,18,0,169,3,0,1,4843,0
60,0,2,5,310,397,440,536,24,60,0,310,21,0,3,1328,0
10,0,0,10,126,155,441,537,24,10,0,126,8,0,2,4843,0
33,0,2,7,250,327,442,538,24,33,0,250,13,0,2,4843,0
1,0,0,2,18,22,443,539,24,1,0,18,3,0,1,56,0
23,0,0,5,150,169,444,540,24,23,0,150,12,0,3,4843,0
17,0,0,2,55,63,445,541,24,17,0,55,10,0,3,152,0
10,0,0,3,64,74,446,542,24,10,0,64,3,0,2,4843,0
8,0,0,2,48,59,448,543,24,8,0,48,1,0,1,1328,0
16,0,0,3,198,234,449,544,24,16,0,198,6,0,2,4843,0
1,0,0,1,20,39,450,545,24,1,0,20,13,0,4,56,0
87,0,1,0,373,445,451,546,24,87,0,373,20,0,3,1328,1
16,0,0,4,146,179,452,547,24,16,0,146,20,0,4,4843,0
17,0,32,1,341,700,453,548,24,17,0,341,2,0,1,4843,0
11,0,2,8,80,109,465,549,25,11,0,80,18,0,2,1328,0
43,0,0,3,179,197,466,550,25,43,0,179,6,0,2,4843,0
2,0,0,6,27,39,467,551,25,2,0,27,7,0,2,1328,0
9,0,0,8,59,72,468,552,25,9,0,59,3,0,1,1328,0
5,0,0,8,38,48,469,553,25,5,0,38,5,0,1,1328,0
2,0,0,7,31,41,470,554,25,2,0,31,2,0,1,1328,0
10,0,1,3,55,67,471,555,25,10,0,55,6,0,2,1328,0
1,0,0,2,5,8,472,556,25,1,0,5,1,0,1,1328,0
1,0,0,5,9,12,473,557,25,1,0,9,4,0,2,1328,0
1,0,0,3,8,13,475,558,25,1,0,8,4,0,1,1328,0
1,0,0,2,5,8,476,559,25,1,0,5,4,0,1,1328,0
1,0,0,4,9,12,477,560,25,1,0,9,6,0,1,1328,0
1,0,0,3,6,7,478,561,25,1,0,6,1,0,1,1328,0
1,0,0,2,7,10,474,562,25,1,0,7,7,0,1,1328,0
219,0,2,51,1132,1358,482,563,25,219,0,1132,43,1,4,1328,1
171,0,0,40,924,1059,483,564,25,171,0,924,26,0,6,1328,1
67,0,5,18,393,496,484,565,25,67,0,393,11,0,4,224,1
1,0,0,4,20,28,479,566,25,1,0,20,6,0,1,1328,0
1,0,0,4,20,27,480,567,25,1,0,20,10,0,2,1328,0
8,0,0,7,61,71,481,568,25,8,0,61,10,0,1,1328,0
72,0,0,38,553,628,485,569,25,72,0,553,9,0,3,1328,0
7,0,0,7,98,114,486,570,25,7,0,98,8,0,2,1328,1
1,0,0,4,17,24,487,571,25,1,0,17,5,0,1,1328,1
1,0,0,2,4,8,488,572,26,1,0,4,1,0,1,1328,0
10,0,0,4,69,100,489,573,26,10,0,69,4,0,2,1328,1
42,0,1,39,548,650,490,574,26,42,0,548,7,0,3,1328,0
4,0,0,11,60,95,491,575,26,4,0,60,2,0,1,1328,0
63,0,0,22,419,505,492,576,26,63,0,419,10,0,3,1328,1
2,0,0,3,13,41,493,577,26,2,0,13,2,0,1,1328,0
39,0,0,14,220,275,494,578,26,39,0,220,4,0,2,1328,0
2,0,0,5,33,63,495,579,26,2,0,33,2,0,1,1328,0
16,0,0,6,71,102,496,580,26,16,0,71,3,0,2,1328,0
1,0,0,5,27,56,497,581,26,1,0,27,3,0,1,1328,0
11,0,0,35,190,249,498,582,26,11,0,190,2,0,2,224,0
6,0,0,7,46,62,499,583,26,6,0,46,1,0,1,1328,0
3,0,0,2,18,25,500,584,27,3,0,18,1,0,1,1328,0
8,0,0,2,38,48,501,585,27,8,0,38,1,0,1,1328,0
4,0,0,5,50,62,502,586,28,4,0,50,6,0,1,1328,0
5,0,0,9,57,73,503,587,28,5,0,57,8,0,2,1328,1
1,0,0,4,29,38,504,588,28,1,0,29,5,0,2,1328,0
3,0,0,4,42,54,505,589,28,3,0,42,7,0,1,1328,1
27,0,0,9,114,128,506,590,28,27,0,114,2,0,1,1328,0
11,0,0,10,101,128,507,591,28,11,0,101,11,0,1,1328,1
2,0,0,6,41,53,508,592,29,2,0,41,3,0,2,1328,0
3,0,0,6,46,58,509,593,29,3,0,46,2,0,2,1328,0
4,0,2,9,67,88,510,594,29,4,0,67,3,0,2,1328,0
2,0,0,11,58,79,511,595,29,2,0,58,4,0,1,4843,0
1,0,0,8,34,41,512,596,29,1,0,34,2,0,1,4843,0
27,0,0,8,221,288,513,597,30,27,0,221,8,0,3,1328,0
1,0,0,2,7,12,514,598,30,1,0,7,4,0,2,4843,0
20,0,6,10,358,445,515,599,30,20,0,358,159,0,7,1328,1
1,0,0,1,157,189,516,600,30,1,0,157,40,0,3,4843,0
9,0,0,2,94,109,517,601,30,9,0,94,8,0,4,4843,0
3,0,0,2,27,33,518,602,30,3,0,27,2,0,1,4843,0
26,0,5,1,160,224,530,603,35,26,0,160,39,0,3,4843,0
15,0,0,4,71,82,531,604,35,15,0,71,6,0,1,1328,0
6,0,0,2,55,65,532,605,35,6,0,55,4,0,3,12,0
11,0,0,6,72,84,533,606,35,11,0,72,4,0,1,4843,0
1,0,0,6,24,36,534,607,35,1,0,24,2,0,1,224,0
69,0,4,18,423,598,535,608,35,69,0,423,3,0,2,1328,0
8,0,0,7,80,93,536,609,35,8,0,80,4,0,2,4843,0
14,0,0,3,91,112,537,610,35,14,0,91,23,0,2,4843,0
13,0,0,7,70,83,538,611,35,13,0,70,5,0,1,4843,0
3,0,0,5,34,42,539,612,35,3,0,34,2,0,1,4843,0
42,0,1,21,227,258,540,613,35,42,0,227,12,0,2,4843,0
3,0,0,10,66,68,541,614,35,3,0,66,2,0,1,4843,0
3,0,0,10,66,68,542,615,35,3,0,66,6,0,2,4843,0
7,0,0,8,55,69,543,616,35,7,0,55,3,0,1,4843,0
3,0,0,5,34,42,544,617,35,3,0,34,6,0,1,4843,0
12,0,0,6,55,65,545,618,35,12,0,55,2,0,1,4843,0
41,0,1,20,208,257,546,619,35,41,0,208,1,0,1,4843,0
53,0,0,18,241,272,547,620,35,53,0,241,3,0,1,4843,1
7,0,0,5,39,50,548,621,35,7,0,39,4,0,1,4843,1
17,0,0,0,107,126,549,622,35,17,0,107,1,0,1,4843,0
9,0,0,7,57,67,550,623,35,9,0,57,8,0,1,4843,0
4,0,0,5,33,44,551,624,35,4,0,33,2,0,1,4843,0
60,0,0,13,332,357,552,625,35,60,0,332,10,0,1,4843,0
13,0,0,7,64,77,553,626,35,13,0,64,4,0,1,4843,0
20,0,0,8,150,173,554,627,35,20,0,150,12,0,1,4843,1
7,0,0,8,91,103,555,628,35,7,0,91,2,0,1,4843,0
11,0,1,2,42,59,556,629,35,11,0,42,2,0,2,20,0
15,0,0,4,49,57,557,630,35,15,0,49,5,0,3,75,0
150,0,1,36,688,769,558,631,35,150,0,688,21,0,2,4843,1
36,0,0,0,271,298,559,632,35,36,0,271,11,0,1,4843,0
22,0,0,16,88,104,560,633,35,22,0,88,3,0,1,4843,0
15,0,0,22,147,175,561,634,35,15,0,147,4,0,1,1328,1
1,0,2,9,46,64,562,635,35,1,0,46,1,0,1,56,0
5,0,0,3,33,40,563,636,35,5,0,33,2,0,1,4843,0
2,0,0,2,14,16,564,637,35,2,0,14,1,0,1,4843,0
11,0,0,2,120,141,565,638,36,11,0,120,1,0,1,152,0
2,0,0,4,104,126,566,639,36,2,0,104,9,0,1,152,0
1,0,0,2,107,127,567,640,36,1,0,107,18,0,1,152,0
1,0,0,8,59,78,568,641,36,1,0,59,10,0,2,152,0
3,0,0,2,17,23,569,642,36,3,0,17,2,0,1,152,0
1,0,0,2,14,18,570,643,36,1,0,14,1,0,1,152,0
15,0,0,2,99,118,571,644,37,15,0,99,5,0,2,152,0
1,0,0,2,7,11,572,645,37,1,0,7,1,0,1,152,0
43,0,0,13,223,264,573,646,37,43,0,223,7,0,1,152,0
25,0,0,7,253,287,574,647,37,25,0,253,4,0,2,152,0
1,0,0,2,21,25,575,648,37,1,0,21,1,0,1,152,0
25,0,0,3,175,204,576,649,37,25,0,175,14,0,5,152,0
56,0,0,6,292,330,578,650,37,56,0,292,11,0,2,152,0
8,0,0,7,68,88,577,651,37,8,0,68,2,0,1,152,0
19,0,0,2,82,95,579,652,37,19,0,82,8,0,3,152,0
16,0,0,20,235,288,580,653,37,16,0,235,9,0,3,152,0
11,0,0,23,114,144,581,654,38,11,0,114,9,0,1,152,0
7,0,0,2,22,30,582,655,38,7,0,22,4,0,1,152,0
31,0,0,2,156,182,583,656,38,31,0,156,3,0,1,152,0
1,0,0,1,7,10,584,657,38,1,0,7,1,0,1,152,0
55,0,0,31,309,366,585,658,38,55,0,309,12,0,1,152,0
12,0,0,8,66,86,586,659,38,12,0,66,4,0,1,152,0
1,0,0,8,10,19,587,660,38,1,0,10,5,0,1,152,0
1,0,0,8,24,33,588,661,38,1,0,24,3,0,1,152,0
67,0,0,2,662,794,591,662,40,67,0,662,7,0,1,152,0
10,0,0,10,228,282,592,663,40,10,0,228,3,0,1,152,0
2,0,0,3,76,92,593,664,40,2,0,76,1,0,1,152,0
31,0,0,5,457,505,594,665,40,31,0,457,7,0,1,152,0
10,0,0,4,127,148,595,666,40,10,0,127,2,0,1,152,0
39,0,0,3,308,369,596,667,40,39,0,308,6,0,2,4843,0
32,0,0,6,346,408,597,668,40,32,0,346,9,0,1,152,0
94,0,0,7,728,853,598,669,40,94,0,728,12,0,2,152,0
4,0,0,2,29,36,599,670,41,4,0,29,3,0,2,4843,0
66,0,0,20,289,323,600,671,41,66,0,289,13,0,3,152,0
1,0,0,4,17,24,601,672,41,1,0,17,1,0,1,152,0
1,0,0,2,8,12,602,673,42,1,0,8,3,0,1,1328,0
1,0,0,1,5,11,605,674,42,1,0,5,2,0,1,1328,0
1,0,0,2,14,22,603,675,42,1,0,14,3,0,1,1328,0
1,0,0,2,11,16,604,676,42,1,0,11,3,0,1,1328,0
1,0,0,1,7,11,607,677,44,1,0,7,3,0,1,1328,0
1,0,0,1,3,6,610,678,44,1,0,3,1,0,1,1328,0
1,0,0,2,14,21,608,679,44,1,0,14,3,0,1,1328,0
1,0,0,2,11,15,609,680,44,1,0,11,3,0,1,1328,0
1,0,0,1,3,6,606,681,43,1,0,3,1,0,1,1328,0
1,0,0,5,9,31,611,682,45,1,0,9,1,0,1,1328,0
1,0,0,6,10,32,612,683,45,1,0,10,1,0,1,1328,0
1,0,0,4,20,27,613,684,45,1,0,20,4,0,3,12,0
1,0,0,1,4,25,614,685,45,1,0,4,2,0,2,1328,0
1,0,0,4,25,47,615,686,45,1,0,25,3,0,2,1328,0
1,0,0,1,4,6,616,687,45,1,0,4,1,0,1,1328,0
8,0,0,6,107,133,519,688,31,8,0,107,8,0,1,1328,0
2,0,2,0,62,98,520,689,31,2,0,62,3,0,1,1328,0
1,0,4,1,19,46,521,690,31,1,0,19,1,0,1,16,0
37,0,1,41,500,601,522,691,31,37,0,500,22,0,2,1328,0
5,0,0,5,92,120,523,692,32,5,0,92,4,0,1,1328,0
8,0,0,5,120,152,524,693,32,8,0,120,4,0,1,1328,0
12,0,0,107,751,884,525,694,33,12,0,751,6,0,2,1328,0
12,0,1,8,164,215,526,695,33,12,0,164,7,0,1,1328,0
36,0,0,14,437,524,527,696,33,36,0,437,5,0,2,1328,0
3,0,0,29,297,347,528,697,34,3,0,297,11,0,2,1328,0
2,0,0,8,141,162,529,698,34,2,0,141,7,0,2,1328,0
