numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs
3,0,0,3,10.0,6.0,333.333,12.0,6.0,4.0,-2.0,1.0,-0.666667,211.857,682.286,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
7,1,0,1,7.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,187.286,0.979592,0,0,0,0,0
6,0,0,4,49.0,23.0,816.667,65.0,51.0,108.333,-16.0,23.0,-266.667,368.143,132.746,0,0,0,0,0
4,3,0,2,33.0,19.0,8.25,15.0,7.0,3.75,18.0,12.0,4.5,834.286,150.433,0,0,0,0,0
6,0,0,2,551.0,268.0,918.333,604.0,276.0,100.667,-53.0,0.0,-883.333,397.143,163.158,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,355.714,0.0,0,0,0,0,0
4,0,0,3,20.0,13.0,5.0,59.0,51.0,14.75,-39.0,1.0,-9.75,308.857,109.871,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
3,0,0,2,10.0,9.0,333.333,14.0,12.0,466.667,-4.0,0.0,-133.333,821.429,676.286,1,0,0,0,0
28,4,0,9,387.0,166.0,138.214,210.0,51.0,7.5,177.0,161.0,632.143,368.143,140.47,1,0,0,0,0
3,0,0,3,9.0,6.0,3.0,14.0,8.0,466.667,-5.0,1.0,-166.667,170.143,510.794,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,207.143,0.0,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
2,0,0,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,701.429,135.714,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,602.449,0,0,0,0,0
2,0,0,2,24.0,23.0,12.0,3.0,2.0,1.5,21.0,21.0,10.5,64.0,27.244,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3,1,0,1,17.0,13.0,566.667,7.0,5.0,233.333,10.0,8.0,333.333,551.429,359.664,0,0,0,0,0
2,0,1,1,23.0,22.0,11.5,2.0,1.0,1.0,21.0,21.0,10.5,117.143,450.932,0,0,0,0,0
3,0,0,3,7.0,6.0,233.333,8.0,5.0,266.667,-1.0,1.0,-0.333333,170.143,602.449,0,0,0,0,0
10,1,0,1,162.0,56.0,16.2,36.0,17.0,3.6,126.0,48.0,12.6,551.429,110.441,0,0,0,0,0
6,0,0,6,53.0,35.0,883.333,42.0,28.0,7.0,11.0,7.0,183.333,164.857,132.941,0,0,0,0,0
8,0,0,6,94.0,24.0,11.75,14.0,7.0,1.75,80.0,19.0,10.0,244.714,117.313,0,0,0,0,0
4,0,0,2,15.0,6.0,3.75,11.0,5.0,2.75,4.0,4.0,1.0,211.0,455.429,0,0,0,0,0
5,1,0,4,115.0,84.0,23.0,95.0,84.0,19.0,20.0,16.0,4.0,905.714,121.255,0,0,0,0,0
27,7,0,8,731.0,179.0,270.741,353.0,86.0,130.741,378.0,119.0,14.0,241.714,144.604,0,0,0,0,0
3,0,0,2,163.0,118.0,543.333,45.0,44.0,15.0,118.0,118.0,393.333,905.714,997.546,0,0,0,0,0
13,0,0,6,96.0,23.0,738.462,94.0,51.0,723.077,2.0,23.0,0.153846,325.0,137.792,0,0,0,0,0
3,0,0,3,6.0,4.0,2.0,6.0,3.0,2.0,0.0,2.0,0.0,187.0,152.333,0,0,0,0,0
16,4,0,1,244.0,70.0,15.25,153.0,27.0,95.625,91.0,44.0,56.875,551.429,111.259,1,0,0,0,0
3,1,0,2,73.0,59.0,243.333,66.0,59.0,22.0,7.0,7.0,233.333,121.571,819.765,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,216.286,0.0,0,0,0,0,0
3,0,0,1,24.0,16.0,8.0,10.0,8.0,333.333,14.0,15.0,466.667,136.571,320.714,0,0,0,0,0
51,6,0,11,1172.0,174.0,229.804,637.0,75.0,124.902,535.0,107.0,104.902,368.143,235.447,1,0,0,0,0
3,0,0,3,2.0,1.0,0.666667,1.0,1.0,0.333333,1.0,1.0,0.333333,99.0,864.286,0,0,0,0,0
9,2,0,7,99.0,35.0,11.0,92.0,51.0,102.222,7.0,26.0,0.777778,368.143,192.729,0,0,0,0,0
2,0,0,2,49.0,48.0,24.5,49.0,48.0,24.5,0.0,0.0,0.0,905.714,110.554,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,632.857,0.0,0,0,0,0,0
2,1,0,1,5.0,4.0,2.5,19.0,18.0,9.5,-14.0,0.0,-7.0,551.429,194.286,0,0,0,0,0
2,0,0,1,42.0,41.0,21.0,5.0,4.0,2.5,37.0,37.0,18.5,627.143,223.129,0,0,0,0,0
3,0,0,3,2.0,1.0,0.666667,3.0,1.0,1.0,-1.0,0.0,-0.333333,701.429,464.286,0,0,0,0,0
2,0,0,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,53.0,307.143,0,0,0,0,0
2,1,1,1,8.0,7.0,4.0,3.0,2.0,1.5,5.0,5.0,2.5,117.143,2.375,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
6,0,0,6,22.0,14.0,366.667,12.0,5.0,2.0,10.0,13.0,166.667,144.286,833.571,0,0,0,0,0
2,0,0,2,3.0,2.0,1.5,3.0,2.0,1.5,0.0,0.0,0.0,437.143,244.762,0,0,0,0,0
4,1,0,2,23.0,16.0,5.75,6.0,3.0,1.5,17.0,15.0,4.25,136.571,488.385,0,0,0,0,0
5,2,0,2,79.0,29.0,15.8,26.0,14.0,5.2,53.0,16.0,10.6,608.571,219.114,0,0,0,0,0
7,0,0,5,292.0,195.0,417.143,312.0,195.0,445.714,-20.0,7.0,-285.714,151.0,897.378,0,0,0,0,0
56,15,0,9,758.0,98.0,135.357,465.0,73.0,830.357,293.0,55.0,523.214,368.143,166.469,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
3,0,0,3,63.0,56.0,21.0,43.0,37.0,143.333,20.0,19.0,666.667,208.714,171.002,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,355.714,0.0,0,0,0,0,0
10,0,0,5,40.0,13.0,4.0,66.0,51.0,6.6,-26.0,9.0,-2.6,368.143,185.707,1,0,0,0,0
4,1,0,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,250.143,105.714,0,0,0,0,0
27,9,0,8,316.0,91.0,117.037,210.0,55.0,777.778,106.0,43.0,392.593,368.143,102.066,0,0,0,0,0
4,0,0,2,90.0,72.0,22.5,85.0,72.0,21.25,5.0,4.0,1.25,754.286,517.698,1,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,414.286,0.0,0,0,0,0,0
10,3,0,3,326.0,221.0,32.6,297.0,221.0,29.7,29.0,10.0,2.9,862.857,994.741,1,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,398.571,0.0,0,0,0,0,0
12,1,0,6,79.0,18.0,658.333,114.0,51.0,9.5,-35.0,7.0,-291.667,349.571,155.192,0,0,0,0,0
4,1,0,3,10.0,6.0,2.5,9.0,5.0,2.25,1.0,1.0,0.25,209.0,692.857,0,0,0,0,0
4,0,0,2,13.0,12.0,3.25,2.0,1.0,0.5,11.0,12.0,2.75,782.857,394.286,0,0,0,0,0
3,0,0,3,7.0,5.0,233.333,7.0,3.0,233.333,0.0,2.0,0.0,187.0,156.653,0,0,0,0,0
4,2,0,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,251.857,308.571,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
3,0,0,2,79.0,41.0,263.333,44.0,41.0,146.667,35.0,35.0,116.667,905.714,10.34,0,0,0,0,0
2,1,0,1,5.0,4.0,2.5,8.0,7.0,4.0,-3.0,0.0,-1.5,802.857,105.143,0,0,0,0,0
3,0,0,1,19.0,16.0,633.333,8.0,6.0,266.667,11.0,15.0,366.667,136.571,403.609,0,0,0,0,0
20,3,0,8,196.0,74.0,9.8,113.0,51.0,5.65,83.0,68.0,4.15,368.143,251.561,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,216.286,0.0,0,0,0,0,0
7,3,0,2,86.0,49.0,122.857,43.0,10.0,614.286,43.0,39.0,614.286,63.0,244.784,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,187.286,0.0,0,0,0,0,0
9,0,0,2,9.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,246.143,157.937,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,193.286,800.816,0,0,0,0,0
2,1,0,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,325.857,397.857,0,0,0,0,0
2,1,0,2,47.0,46.0,23.5,44.0,43.0,22.0,3.0,3.0,1.5,275.714,685.106,0,0,0,0,0
4,1,0,3,21.0,18.0,5.25,14.0,11.0,3.5,7.0,7.0,1.75,264.857,247.061,0,0,0,0,0
2,0,0,1,17.0,16.0,8.5,2.0,1.0,1.0,15.0,15.0,7.5,136.571,45.042,0,0,0,0,0
10,2,0,6,52.0,31.0,5.2,46.0,27.0,4.6,6.0,5.0,0.6,163.429,292.994,0,0,0,0,0
3,0,0,2,18.0,16.0,6.0,9.0,5.0,3.0,9.0,11.0,3.0,136.571,499.444,0,0,0,0,0
4,1,0,2,127.0,114.0,31.75,116.0,114.0,29.0,11.0,10.0,2.75,905.714,13.667,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
3,0,0,3,4.0,2.0,133.333,7.0,3.0,233.333,-3.0,0.0,-1.0,187.0,714.286,0,0,0,0,0
14,6,0,1,269.0,89.0,192.143,38.0,16.0,271.429,231.0,73.0,16.5,942.857,362.459,0,0,0,0,0
3,0,0,3,20.0,13.0,666.667,57.0,51.0,19.0,-37.0,1.0,-123.333,368.143,166.193,0,0,0,0,0
5,0,0,3,24.0,15.0,4.8,56.0,53.0,11.2,-32.0,7.0,-6.4,146.0,602.381,0,0,0,0,0
6,0,0,5,49.0,26.0,816.667,65.0,51.0,108.333,-16.0,21.0,-266.667,368.143,247.601,0,0,0,0,0
10,3,0,3,108.0,56.0,10.8,109.0,56.0,10.9,-1.0,6.0,-0.1,905.714,216.005,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,602.449,0,0,0,0,0
4,1,0,3,57.0,43.0,14.25,46.0,43.0,11.5,11.0,11.0,2.75,905.714,198.697,0,0,0,0,0
14,4,0,7,208.0,46.0,148.571,106.0,46.0,757.143,102.0,41.0,728.571,191.429,625.446,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,82.0,0.0,0,0,0,0,0
27,0,1,9,245.0,61.0,907.407,164.0,50.0,607.407,81.0,49.0,3.0,259.143,992.315,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
16,4,0,8,150.0,36.0,9.375,69.0,36.0,43.125,81.0,20.0,50.625,233.0,116.207,0,0,0,0,0
5,1,0,2,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,285.143,414.286,0,0,0,0,0
4,0,0,2,3.0,2.0,0.75,4.0,2.0,1.0,-1.0,0.0,-0.25,782.857,284.762,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,205.143,0.0,0,0,0,0,0
2,0,0,2,4.0,3.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,7.0,2.25,0,0,0,0,0
2,0,0,1,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,103.0,269.388,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,85.0,0.0,0,0,0,0,0
4,0,0,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,250.143,267.857,0,0,0,0,0
3,0,0,3,32.0,25.0,106.667,9.0,5.0,3.0,23.0,22.0,766.667,209.143,129.978,1,0,0,0,0
7,0,0,4,198.0,134.0,282.857,154.0,134.0,22.0,44.0,33.0,628.571,905.714,10.518,0,0,0,0,0
6,0,0,2,248.0,135.0,413.333,173.0,79.0,288.333,75.0,56.0,12.5,61.0,38.905,0,0,0,0,0
13,1,0,7,95.0,19.0,730.769,98.0,51.0,753.846,-3.0,13.0,-0.230769,368.143,130.263,0,0,0,0,0
4,0,0,2,122.0,101.0,30.5,102.0,101.0,25.5,20.0,16.0,5.0,905.714,10.959,0,0,0,0,0
14,3,0,2,699.0,298.0,499.286,292.0,99.0,208.571,407.0,232.0,290.714,502.857,33.643,1,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,414.286,0.0,0,0,0,0,0
16,2,0,7,164.0,39.0,10.25,139.0,51.0,86.875,25.0,35.0,15.625,368.143,174.308,0,0,0,0,0
10,0,0,7,116.0,28.0,11.6,83.0,51.0,8.3,33.0,25.0,3.3,368.143,295.233,1,0,0,0,0
4,0,0,3,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,239.143,810.714,0,0,0,0,0
5,1,0,5,133.0,111.0,26.6,172.0,111.0,34.4,-39.0,1.0,-7.8,368.143,127.255,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3,0,0,3,8.0,6.0,266.667,8.0,5.0,266.667,0.0,1.0,0.0,143.857,505.714,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,187.286,0.0,0,0,0,0,0
19,6,0,8,206.0,82.0,108.421,147.0,51.0,773.684,59.0,58.0,310.526,368.143,103.945,0,0,0,0,0
11,2,0,6,80.0,17.0,727.273,77.0,62.0,7.0,3.0,16.0,0.272727,244.714,773.893,0,0,0,0,0
3,0,0,2,20.0,13.0,666.667,57.0,51.0,19.0,-37.0,1.0,-123.333,246.857,509.714,0,0,0,0,0
18,1,1,5,439.0,80.0,243.889,238.0,56.0,132.222,201.0,57.0,111.667,368.143,266.608,0,0,0,0,0
7,1,0,4,106.0,76.0,151.429,47.0,33.0,671.429,59.0,43.0,842.857,213.429,879.016,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,627.143,0.0,0,0,0,0,0
7,0,0,2,60.0,17.0,857.143,12.0,4.0,171.429,48.0,17.0,685.714,448.571,198.095,0,0,0,0,0
14,2,0,6,182.0,47.0,13.0,131.0,90.0,935.714,51.0,38.0,364.286,242.143,815.392,0,0,0,0,0
17,1,0,7,212.0,51.0,124.706,142.0,51.0,835.294,70.0,44.0,411.765,368.143,124.301,0,0,0,0,0
2,0,0,2,2.0,1.0,1.0,4.0,3.0,2.0,-2.0,0.0,-1.0,187.0,918.571,0,0,0,0,0
7,1,0,3,266.0,167.0,38.0,187.0,180.0,267.143,79.0,39.0,112.857,132.286,957.089,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,207.143,0.0,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,422.857,0.0,0,0,0,0,0
9,3,0,5,284.0,257.0,315.556,274.0,257.0,304.444,10.0,10.0,111.111,151.0,121.497,0,0,0,0,0
2,0,0,2,1.0,1.0,0.5,2.0,1.0,1.0,-1.0,0.0,-0.5,122.286,0.0,0,0,0,0,0
8,0,0,4,95.0,25.0,11.875,24.0,9.0,3.0,71.0,25.0,8.875,210.143,137.215,0,0,0,0,0
3,0,0,3,10.0,6.0,333.333,9.0,5.0,3.0,1.0,1.0,0.333333,170.143,918.857,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,602.449,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,216.286,0.0,0,0,0,0,0
2,0,0,1,152.0,151.0,76.0,152.0,151.0,76.0,0.0,0.0,0.0,708.571,503.806,0,0,0,0,0
3,0,0,2,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,701.429,121.429,0,0,0,0,0
3,0,0,1,2.0,1.0,0.666667,3.0,1.0,1.0,-1.0,0.0,-0.333333,551.429,364.286,0,0,0,0,0
7,0,0,4,56.0,19.0,8.0,92.0,51.0,131.429,-36.0,1.0,-514.286,368.143,262.199,0,0,0,0,0
4,0,0,3,60.0,55.0,15.0,57.0,55.0,14.25,3.0,3.0,0.75,905.714,109.262,0,0,0,0,0
4,0,0,3,127.0,125.0,31.75,128.0,125.0,32.0,-1.0,0.0,-0.25,150.571,128.382,0,0,0,0,0
4,0,0,4,9.0,6.0,2.25,10.0,5.0,2.5,-1.0,1.0,-0.25,143.857,518.413,0,0,0,0,0
7,0,0,5,45.0,13.0,642.857,73.0,51.0,104.286,-28.0,5.0,-4.0,368.143,210.289,0,0,0,0,0
2,0,0,2,21.0,18.0,10.5,3.0,3.0,1.5,18.0,18.0,9.0,151.143,699.184,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,264.857,0.0,0,0,0,0,0
2,0,0,1,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,179.286,152.143,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,802.857,0.0,0,0,0,0,0
11,1,0,7,107.0,23.0,972.727,23.0,5.0,209.091,84.0,23.0,763.636,244.714,883.137,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,170.143,0.0,0,0,0,0,0
6,1,0,4,284.0,230.0,473.333,251.0,230.0,418.333,33.0,20.0,5.5,905.714,141.177,0,0,0,0,0
10,2,0,4,422.0,309.0,42.2,368.0,309.0,36.8,54.0,19.0,5.4,862.857,887.339,0,0,0,0,0
4,0,1,2,45.0,23.0,11.25,6.0,5.0,1.5,39.0,23.0,9.75,145.0,10.4,0,0,0,0,0
5,1,0,5,12.0,6.0,2.4,8.0,5.0,1.6,4.0,3.0,0.8,187.286,825.595,0,0,0,0,0
17,1,0,8,237.0,75.0,139.412,107.0,51.0,629.412,130.0,68.0,764.706,368.143,170.596,0,0,0,0,0
3,0,0,1,28.0,16.0,933.333,29.0,27.0,966.667,-1.0,15.0,-0.333333,136.571,275.714,0,0,0,0,0
2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,64.0,142.143,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,298.571,0.0,0,0,0,0,0
7,2,0,2,28.0,10.0,4.0,10.0,3.0,142.857,18.0,7.0,257.143,942.857,34.0,0,0,0,0,0
4,0,0,3,52.0,49.0,13.0,60.0,49.0,15.0,-8.0,0.0,-2.0,905.714,11.5,0,0,0,0,0
7,1,0,1,35.0,13.0,5.0,4.0,2.0,0.571429,31.0,13.0,442.857,308.571,174.653,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,207.143,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,194.286,0.0,0,0,0,0,0
5,0,0,4,32.0,13.0,6.4,58.0,51.0,11.6,-26.0,11.0,-5.2,368.143,211.545,0,0,0,0,0
4,0,0,3,24.0,15.0,6.0,11.0,5.0,2.75,13.0,10.0,3.25,664.286,111.429,0,0,0,0,0
4,1,0,2,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,151.571,339.286,0,0,0,0,0
5,0,0,4,73.0,63.0,14.6,118.0,63.0,23.6,-45.0,0.0,-9.0,905.714,116.536,0,0,0,0,0
2,0,1,1,5.0,4.0,2.5,1.0,1.0,0.5,4.0,4.0,2.0,117.143,205.714,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,414.286,0.0,0,0,0,0,0
1,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,368.571,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,234.714,0.0,0,0,0,0,0
4,1,0,4,22.0,13.0,5.5,59.0,51.0,14.75,-37.0,1.0,-9.25,361.857,150.474,0,0,0,0,0
5,0,0,3,3.0,1.0,0.6,11.0,6.0,2.2,-8.0,0.0,-1.6,99.0,19.619,0,0,0,0,0
3,1,0,2,3.0,1.0,1.0,7.0,4.0,233.333,-4.0,0.0,-133.333,701.429,289.048,0,0,0,0,0
11,0,0,6,69.0,25.0,627.273,69.0,51.0,627.273,0.0,25.0,0.0,264.143,136.253,1,0,0,0,0
25,4,0,10,319.0,104.0,12.76,288.0,92.0,11.52,31.0,75.0,1.24,367.143,202.125,1,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,437.143,0.0,0,0,0,0,0
15,3,0,7,192.0,117.0,12.8,146.0,60.0,973.333,46.0,57.0,306.667,262.857,466.734,0,0,0,0,0
8,0,0,4,17.0,6.0,2.125,24.0,15.0,3.0,-7.0,2.0,-0.875,99.0,40.521,0,0,0,0,0
2,0,0,2,7.0,6.0,3.5,6.0,5.0,3.0,1.0,1.0,0.5,170.143,602.449,0,0,0,0,0
7,1,0,2,7.0,1.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,302.714,313.061,0,0,0,0,0
10,0,1,6,100.0,43.0,10.0,65.0,51.0,6.5,35.0,43.0,3.5,368.143,283.449,1,0,0,0,0
22,4,0,10,403.0,136.0,183.182,315.0,125.0,143.182,88.0,56.0,4.0,368.143,160.563,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0,0,0,0,0
29,6,1,10,799.0,257.0,275.517,503.0,286.0,173.448,296.0,96.0,102.069,244.714,593.216,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,197.143,0.0,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
21,0,1,7,320.0,75.0,152.381,246.0,51.0,117.143,74.0,59.0,352.381,368.143,224.254,0,0,0,0,0
2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,60.0,242.857,0,0,0,0,0
2,0,0,1,25.0,24.0,12.5,1.0,1.0,0.5,24.0,24.0,12.0,342.857,116.571,0,0,0,0,0
6,0,0,4,132.0,123.0,22.0,136.0,123.0,226.667,-4.0,0.0,-0.666667,123.857,284.307,0,0,0,0,0
4,1,0,3,52.0,39.0,13.0,42.0,39.0,10.5,10.0,10.0,2.5,905.714,198.901,0,0,0,0,0
4,0,0,2,130.0,112.0,32.5,21.0,17.0,5.25,109.0,95.0,27.25,888.571,190.659,0,0,0,0,0
9,1,0,5,47.0,13.0,522.222,87.0,51.0,966.667,-40.0,1.0,-444.444,349.571,149.696,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
15,3,0,7,231.0,71.0,15.4,143.0,34.0,953.333,88.0,65.0,586.667,241.714,111.39,0,0,0,0,0
7,1,0,6,38.0,17.0,542.857,24.0,7.0,342.857,14.0,13.0,2.0,144.286,107.947,0,0,0,0,0
7,2,1,3,692.0,475.0,988.571,514.0,475.0,734.286,178.0,133.0,254.286,628.571,118.214,1,0,0,0,0
3,0,0,2,16.0,15.0,533.333,1.0,1.0,0.333333,15.0,15.0,5.0,781.429,399.107,0,0,0,0,0
3,0,0,2,15.0,13.0,5.0,21.0,19.0,7.0,-6.0,0.0,-2.0,701.429,241.429,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
4,0,0,2,21.0,11.0,5.25,10.0,8.0,2.5,11.0,8.0,2.75,190.714,598.639,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,187.286,0.0,0,0,0,0,0
6,0,0,3,107.0,84.0,178.333,54.0,36.0,9.0,53.0,48.0,883.333,937.143,190.921,0,0,0,0,0
6,0,0,4,44.0,17.0,733.333,3.0,1.0,0.5,41.0,17.0,683.333,136.571,535.227,0,0,0,0,0
2,0,0,2,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,234.714,771.429,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3,1,0,2,8.0,6.0,266.667,7.0,5.0,233.333,1.0,1.0,0.333333,110.143,101.607,0,0,0,0,0
3,0,0,3,18.0,17.0,6.0,2.0,1.0,0.666667,16.0,17.0,533.333,132.286,592.302,0,0,0,0,0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.143,0.0,0,0,0,0,0
1,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,657.143,0.0,0,0,0,0,0
4,0,0,3,14.0,6.0,3.5,10.0,5.0,2.5,4.0,4.0,1.0,143.857,349.592,0,0,0,0,0
4,1,0,3,110.0,82.0,27.5,89.0,82.0,22.25,21.0,21.0,5.25,905.714,110.143,0,0,0,0,0
