McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
1,0,2,1,9,49,82,393,16,1,0,9,0,22,4,3122,0
31,0,3,6,205,305,83,394,16,31,0,205,1,70,7,3122,1
13,0,10,19,96,206,84,395,16,13,0,96,1,43,6,3122,0
1,0,5,19,34,127,85,396,16,1,0,34,1,38,2,3122,1
42,0,1,23,346,438,86,397,16,42,0,346,2,70,8,3122,1
2,0,1,26,96,144,87,398,16,2,0,96,1,23,2,3122,1
8,0,0,8,99,139,88,399,16,8,0,99,0,33,5,3122,1
71,0,3,6,377,501,89,400,16,71,0,377,1,59,5,3122,1
38,0,1,19,394,515,90,401,16,38,0,394,1,90,7,3122,1
1,0,1,3,15,43,91,402,16,1,0,15,0,34,6,3122,0
21,0,1,18,263,346,92,403,16,21,0,263,1,51,6,3122,1
2,0,1,4,34,62,93,404,16,2,0,34,0,5,2,1345,0
46,0,1,61,460,600,94,405,16,46,0,460,2,61,6,3122,1
5,0,1,7,66,104,95,406,16,5,0,66,0,18,5,16,0
5,0,1,7,57,95,96,407,16,5,0,57,0,15,5,16,0
9,0,1,7,64,105,97,408,16,9,0,64,1,11,2,3122,1
1,0,1,2,11,37,98,409,16,1,0,11,0,2,0,0,0
29,0,1,5,126,188,99,410,16,29,0,126,1,12,2,3122,0
42,0,1,7,182,264,100,411,16,42,0,182,2,20,3,3122,0
14,0,1,4,109,159,101,412,16,14,0,109,1,57,7,3122,1
6,0,5,0,52,142,80,413,16,6,0,52,0,12,4,3122,0
1,0,1,3,15,41,102,414,16,1,0,15,0,1,1,3122,0
11,0,4,13,132,197,103,415,16,11,0,132,0,16,2,3122,0
8,0,1,8,69,105,104,416,16,8,0,69,0,7,0,0,0
22,0,2,13,152,216,105,417,16,22,0,152,0,6,0,0,0
7,0,2,16,102,154,106,418,16,7,0,102,0,14,2,3122,0
18,0,1,16,113,153,107,419,16,18,0,113,0,13,2,3122,0
13,0,1,35,275,359,113,420,18,13,0,275,2,20,4,3122,1
63,0,1,35,594,740,115,421,18,63,0,594,2,18,3,3122,1
3,0,1,34,161,221,114,422,18,3,0,161,2,16,3,3122,1
1,0,1,34,131,187,116,423,18,1,0,131,2,14,3,3122,1
21,0,1,35,492,595,117,424,18,21,0,492,2,30,4,3122,1
1,0,1,1,4,25,119,425,20,1,0,4,0,4,4,33,0
15,0,1,24,258,357,120,426,20,15,0,258,0,52,7,3122,0
7,0,1,11,86,123,121,427,20,7,0,86,0,5,4,1345,0
19,0,2,1,76,117,122,428,20,19,0,76,0,34,7,3122,1
1,0,1,7,29,42,123,429,20,1,0,29,0,6,5,1345,0
7,0,1,15,108,142,124,430,20,7,0,108,0,11,5,16,0
1,0,1,8,32,47,125,431,20,1,0,32,0,5,5,33,0
1,0,1,2,10,33,126,432,20,1,0,10,0,6,5,16,0
186,0,1,26,1455,1899,127,433,20,186,0,1455,1,72,7,3122,1
1,0,1,3,19,45,128,434,20,1,0,19,0,4,4,33,0
5,0,0,0,27,57,131,435,22,5,0,27,0,24,6,3122,0
41,0,0,0,195,281,132,436,22,41,0,195,0,27,6,3122,0
1,0,1,1,7,14,133,437,22,1,0,7,0,4,4,16,0
12,0,1,8,59,79,134,438,22,12,0,59,0,10,3,3122,0
9,0,1,9,73,118,135,439,22,9,0,73,0,14,4,1345,0
1,0,1,27,34,68,136,440,22,1,0,34,0,45,7,3122,0
10,0,1,3,38,66,137,441,22,10,0,38,0,4,4,16,0
68,0,1,30,536,673,138,442,22,68,0,536,1,35,4,3122,0
134,0,1,24,809,1035,139,443,22,134,0,809,1,39,4,3122,1
1,0,0,0,10,18,140,444,22,1,0,10,0,6,3,3122,0
4,0,1,4,61,97,145,445,25,4,0,61,0,5,2,3122,0
5,0,1,4,73,110,146,446,25,5,0,73,0,14,3,3122,0
1,0,2,5,11,24,147,447,25,1,0,11,0,3,2,3122,0
123,0,1,22,1154,1471,148,448,26,123,0,1154,1,50,4,3122,1
42,0,1,31,329,447,149,449,26,42,0,329,0,27,4,3122,1
1,0,1,4,15,25,150,450,26,1,0,15,0,4,3,3122,0
10,0,1,7,46,62,151,451,26,10,0,46,0,4,3,3122,0
2,0,1,9,54,94,152,452,26,2,0,54,0,6,3,3122,1
1,0,1,0,3,8,173,453,30,1,0,3,0,3,2,3122,1
1,0,1,1,19,28,174,454,30,1,0,19,0,4,3,3122,1
6,0,1,6,41,57,175,455,30,6,0,41,0,5,2,3122,1
113,0,1,25,1109,1421,176,456,30,113,0,1109,0,35,3,3122,1
38,0,1,34,327,450,177,457,30,38,0,327,1,23,3,3122,0
1,0,1,9,42,59,178,458,30,1,0,42,0,4,3,3122,1
1,0,3,0,6,47,198,459,34,1,0,6,0,4,0,0,0
7,0,0,3,39,52,199,460,34,7,0,39,0,19,0,0,0
1,0,0,3,8,12,200,461,34,1,0,8,0,3,0,0,0
1,0,0,4,14,35,201,462,35,1,0,14,0,3,0,0,0
51,0,8,11,247,406,202,463,35,51,0,247,0,32,6,1345,0
1,0,0,3,11,33,203,464,35,1,0,11,0,2,0,0,0
9,0,1,10,61,100,204,465,35,9,0,61,0,12,5,1345,0
6,0,2,6,60,101,205,466,35,6,0,60,0,37,7,16,1
30,0,6,4,159,268,206,467,35,30,0,159,0,52,5,3122,1
59,0,6,5,234,384,207,468,35,59,0,234,1,30,6,3122,1
1,0,1,0,4,28,209,469,37,1,0,4,0,1,0,0,0
1,0,1,0,4,28,210,470,37,1,0,4,0,1,0,0,0
1,0,1,2,10,36,211,471,38,1,0,10,0,2,0,0,0
16,0,3,7,141,211,212,472,38,16,0,141,0,31,5,3122,1
1,0,3,8,19,59,214,473,40,1,0,19,0,79,7,3122,0
18,0,2,10,162,213,215,474,40,18,0,162,0,13,4,420,0
3,0,1,13,67,105,217,475,42,3,0,67,0,8,3,16,1
1,0,1,3,25,52,218,476,42,1,0,25,0,1,0,0,0
7,0,4,15,109,182,219,477,42,7,0,109,0,20,3,3122,1
1,0,1,6,10,39,220,478,42,1,0,10,0,3,0,0,0
7,0,1,7,74,117,221,479,42,7,0,74,0,7,2,3122,0
1,0,1,7,33,64,222,480,42,1,0,33,0,1,0,0,0
1,0,1,8,41,72,223,481,42,1,0,41,0,6,3,3122,0
12,0,1,4,24,51,224,482,42,12,0,24,0,4,3,6,0
1,0,22,39,80,341,225,483,43,1,0,80,0,76,4,1345,1
180,0,7,80,947,1275,226,484,43,180,0,947,0,114,10,3122,1
1,0,15,22,49,209,227,485,43,1,0,49,0,64,1,3122,0
106,0,11,56,584,769,228,486,43,106,0,584,0,55,5,3122,0
1,0,3,23,34,101,229,487,43,1,0,34,0,49,3,3122,0
1,0,1,32,138,195,230,488,43,1,0,138,0,14,2,1345,0
78,0,9,29,515,707,231,489,43,78,0,515,2,94,7,3122,1
204,0,9,7,435,591,232,490,43,204,0,435,0,72,6,1345,0
1,0,1,0,16,40,233,491,44,1,0,16,0,12,3,3122,0
19,0,1,6,88,130,234,492,44,19,0,88,0,15,3,3122,1
26,0,6,15,169,273,235,493,44,26,0,169,0,49,5,3122,1
1,0,1,24,31,79,236,494,44,1,0,31,0,35,4,16,1
1,0,1,24,85,134,237,495,44,1,0,85,0,18,4,16,1
2,0,1,26,92,142,238,496,44,2,0,92,0,22,4,16,1
64,0,2,25,378,514,239,497,44,64,0,378,0,81,7,3122,1
18,0,6,17,142,234,240,498,44,18,0,142,0,50,2,1345,1
4,0,1,4,33,64,241,499,44,4,0,33,0,12,2,3122,0
11,0,0,9,101,145,242,500,45,11,0,101,0,7,4,16,0
1,0,0,5,16,23,243,501,45,1,0,16,0,1,0,0,0
1,0,0,2,8,25,244,502,45,1,0,8,0,8,4,16,0
2,0,0,3,17,37,245,503,45,2,0,17,0,7,4,16,0
54,0,0,11,263,339,246,504,46,54,0,263,0,27,6,33,0
25,0,0,5,119,168,247,505,46,25,0,119,0,15,6,33,0
19,0,0,3,86,123,248,506,46,19,0,86,0,15,4,3122,0
4,0,0,3,29,52,249,507,46,4,0,29,0,5,4,16,0
9,0,0,3,74,111,250,508,46,9,0,74,0,8,4,16,0
16,0,0,3,66,95,251,509,46,16,0,66,0,17,5,16,0
14,0,0,5,60,91,252,510,46,14,0,60,0,14,6,33,0
1,0,0,5,11,31,253,511,46,1,0,11,0,8,4,16,0
17,0,0,3,119,165,254,512,46,17,0,119,0,15,4,3122,0
4,0,0,3,32,57,255,513,46,4,0,32,0,7,4,16,0
5,0,0,9,53,87,256,514,46,5,0,53,0,9,4,16,0
1,0,2,2,8,40,257,515,47,1,0,8,0,11,0,0,0
3,0,3,4,30,62,258,516,47,3,0,30,0,31,4,16,0
1,0,0,3,12,32,259,517,47,1,0,12,0,3,0,0,0
15,0,0,2,32,65,260,518,47,15,0,32,0,13,0,0,0
4,0,1,5,39,70,261,519,47,4,0,39,0,6,1,3122,0
1,0,25,2,37,243,262,520,48,1,0,37,0,35,4,3122,0
38,0,3,52,315,430,263,521,48,38,0,315,0,104,6,1345,0
7,0,1,8,73,112,264,522,48,7,0,73,0,5,1,3122,0
1,0,8,2,17,69,265,523,48,1,0,17,0,18,0,0,0
1,0,1,2,7,31,266,524,48,1,0,7,0,10,4,3122,0
1,0,1,4,8,32,267,525,48,1,0,8,0,2,0,0,0
1,0,15,0,20,153,268,526,48,1,0,20,0,18,0,0,0
158,0,1,12,342,433,269,527,48,158,0,342,0,79,4,3122,1
1,0,1,2,5,27,270,528,48,1,0,5,0,3,0,0,0
261,0,50,27,990,1614,271,529,49,261,0,990,0,241,8,1345,1
11,0,1,2,45,91,272,530,49,11,0,45,0,9,0,0,0
338,0,3,17,1006,1253,273,531,49,338,0,1006,1,94,7,3122,0
8,0,3,11,115,177,274,532,49,8,0,115,0,34,4,33,0
4,0,1,6,31,61,275,533,49,4,0,31,0,13,2,1345,0
8,0,1,17,102,145,276,534,49,8,0,102,0,15,0,0,0
24,0,1,14,181,225,284,535,52,24,0,181,1,16,6,113,0
1,0,1,8,14,44,285,536,52,1,0,14,1,10,6,3122,0
6,0,2,7,60,92,286,537,52,6,0,60,0,4,4,16,0
1,0,1,8,37,67,287,538,52,1,0,37,0,4,4,16,0
11,0,1,6,74,102,288,539,52,11,0,74,1,13,6,3122,0
13,0,1,13,110,163,289,540,54,13,0,110,0,8,0,0,0
130,0,38,0,914,2015,291,541,55,130,0,914,0,10,1,3122,0
20,0,4,24,220,357,292,542,55,20,0,220,0,15,1,1345,0
15,0,2,23,139,214,293,543,55,15,0,139,0,12,1,1345,1
29,0,11,36,293,458,294,544,55,29,0,293,0,14,2,3122,0
1,0,3,0,7,51,295,545,55,1,0,7,0,6,0,0,0
1,0,1,3,6,30,296,546,56,1,0,6,0,1,1,1345,0
3,0,1,3,26,56,297,547,56,3,0,26,0,4,3,3122,0
6,0,1,3,64,101,298,548,57,6,0,64,0,7,3,3122,0
1,0,1,3,22,51,299,549,57,1,0,22,0,1,1,1345,0
1,0,1,3,19,47,300,550,57,1,0,19,0,1,1,1345,0
9,0,2,1,91,137,301,551,57,9,0,91,0,3,2,3122,0
45,0,0,20,201,281,332,552,60,45,0,201,0,15,0,0,0
66,0,0,35,352,448,333,553,60,66,0,352,0,64,6,1345,0
208,0,5,28,637,843,334,554,60,208,0,637,0,108,6,1345,1
7,0,3,2,90,152,335,555,61,7,0,90,0,24,6,3122,1
2,0,1,14,79,127,336,556,62,2,0,79,0,25,5,1345,0
18,0,1,17,228,342,338,557,64,18,0,228,0,20,5,1345,1
6,0,1,16,110,163,339,558,64,6,0,110,0,21,6,1345,0
1,0,0,3,5,23,340,559,65,1,0,5,0,4,0,0,0
12,0,1,4,57,100,341,560,65,12,0,57,0,2,0,0,0
1,0,1,4,14,42,342,561,65,1,0,14,0,1,0,0,0
1,0,1,6,30,64,343,562,65,1,0,30,0,1,0,0,0
1,0,0,3,6,40,344,563,66,1,0,6,0,8,0,0,0
5,0,2,7,47,94,345,564,66,5,0,47,0,6,0,0,0
2,0,0,4,26,48,346,565,66,2,0,26,0,9,0,0,0
1,0,0,3,6,25,347,566,66,1,0,6,0,2,0,0,0
1,0,1,0,12,38,348,567,66,1,0,12,0,7,4,1345,0
1,0,0,1,10,28,349,568,66,1,0,10,0,6,0,0,0
182,0,0,7,617,825,350,569,67,182,0,617,1,187,7,1345,0
59,0,0,5,223,267,351,570,67,59,0,223,0,15,0,0,0
182,0,0,8,486,620,352,571,67,182,0,486,0,161,7,1345,1
167,0,0,6,390,531,353,572,67,167,0,390,3,132,7,1345,0
175,0,3,13,512,668,354,573,67,175,0,512,0,75,7,3122,1
1,0,0,4,7,27,355,574,68,1,0,7,0,7,0,0,0
12,0,2,2,51,97,356,575,68,12,0,51,0,10,0,0,0
5,0,2,2,38,74,357,576,68,5,0,38,0,9,0,0,0
5,0,1,4,32,62,358,577,68,5,0,32,0,5,0,0,0
13,0,2,2,72,122,359,578,68,13,0,72,0,17,4,1345,0
12,0,0,2,32,61,360,579,68,12,0,32,0,17,2,3122,0
4,0,1,2,35,73,361,580,68,4,0,35,0,2,0,0,0
1,0,0,4,16,39,362,581,68,1,0,16,0,3,0,0,0
3,0,0,18,97,144,363,582,68,3,0,97,0,28,3,1345,0
2,0,0,4,22,46,364,583,68,2,0,22,0,6,0,0,0
1,0,0,4,16,39,365,584,68,1,0,16,0,6,0,0,0
6,0,1,17,129,188,366,585,68,6,0,129,0,4,2,3122,1
3,0,0,18,72,110,368,586,68,3,0,72,0,22,5,1345,0
5,0,1,3,30,61,367,587,68,5,0,30,0,8,0,0,0
13,0,0,18,180,233,369,588,68,13,0,180,0,21,3,3122,1
1,0,0,4,16,39,370,589,68,1,0,16,0,5,0,0,0
1,0,0,3,6,25,371,590,69,1,0,6,0,3,0,0,0
1,0,0,4,6,25,372,591,69,1,0,6,0,6,0,0,0
6,0,1,3,34,63,373,592,69,6,0,34,0,6,0,0,0
9,0,2,2,46,80,374,593,69,9,0,46,0,15,0,0,0
5,0,2,2,31,63,375,594,69,5,0,31,0,1,0,0,0
28,0,15,43,447,662,376,595,70,28,0,447,2,13,3,3122,1
6,0,2,1,58,103,377,596,70,6,0,58,0,38,6,3122,0
25,0,2,2,124,182,378,597,70,25,0,124,1,24,4,1345,0
18,0,2,2,99,151,379,598,70,18,0,99,0,24,4,3122,0
10,0,2,2,61,105,380,599,70,10,0,61,0,20,4,3122,0
15,0,2,2,77,126,381,600,70,15,0,77,0,24,5,3122,0
23,0,2,2,104,156,382,601,70,23,0,104,0,35,4,3122,0
15,0,2,2,74,123,383,602,70,15,0,74,0,17,7,3122,0
13,0,2,2,69,107,384,603,70,13,0,69,0,16,6,3122,0
35,0,2,2,166,235,385,604,70,35,0,166,0,44,4,3122,1
60,0,2,2,230,336,386,605,70,60,0,230,0,34,5,3122,0
15,0,2,2,81,134,387,606,70,15,0,81,0,25,4,3122,0
3,0,1,8,52,87,388,607,70,3,0,52,0,34,5,1345,0
26,0,2,6,144,212,389,608,70,26,0,144,1,50,4,3122,0
18,0,2,2,89,141,390,609,70,18,0,89,0,30,5,3122,1
14,0,2,2,60,104,391,610,70,14,0,60,0,12,4,3122,0
7,0,2,2,40,79,392,611,70,7,0,40,0,20,4,3122,0
19,0,2,2,102,153,393,612,70,19,0,102,0,24,5,3122,0
3,0,1,4,25,53,394,613,70,3,0,25,0,1,0,0,0
4,0,1,2,33,64,395,614,70,4,0,33,0,6,2,3122,0
1,0,3,0,7,44,396,615,70,1,0,7,0,3,0,0,0
11,0,2,2,63,104,397,616,70,11,0,63,0,22,4,3122,0
12,0,2,2,54,98,398,617,70,12,0,54,0,18,4,3122,0
40,0,2,3,181,263,399,618,70,40,0,181,0,74,7,1345,1
7,0,1,0,25,52,400,619,70,7,0,25,0,4,0,0,0
12,0,2,2,57,100,401,620,70,12,0,57,0,20,5,3122,0
87,0,2,2,352,545,402,621,70,87,0,352,1,70,8,3122,1
1,0,1,1,9,35,403,622,70,1,0,9,0,2,0,0,0
12,0,2,2,56,101,404,623,70,12,0,56,0,19,4,3122,0
352,0,5,9,1145,1514,405,624,70,352,0,1145,6,306,9,3122,1
11,0,1,0,40,76,406,625,70,11,0,40,0,12,5,16,0
6,0,1,2,32,62,407,626,70,6,0,32,0,3,2,1345,0
29,0,2,7,155,246,408,627,70,29,0,155,0,30,5,1345,1
9,0,2,2,52,94,409,628,70,9,0,52,0,18,4,3122,0
9,0,2,2,53,94,410,629,70,9,0,53,0,19,4,3122,1
11,0,2,2,61,102,411,630,70,11,0,61,0,21,4,3122,0
96,0,2,4,329,450,412,631,70,96,0,329,0,96,7,1345,1
3,0,1,8,39,74,413,632,70,3,0,39,0,2,0,0,0
1,0,1,4,17,45,414,633,70,1,0,17,0,14,3,3122,0
3,0,0,5,36,60,415,634,70,3,0,36,0,5,0,0,0
1,0,1,2,9,33,416,635,70,1,0,9,0,2,0,0,0
3,0,3,0,74,114,417,636,70,3,0,74,0,16,4,1345,0
6,0,1,6,57,94,418,637,70,6,0,57,0,3,0,0,0
25,0,1,1,129,169,419,638,70,25,0,129,0,9,4,113,0
8,0,1,1,58,93,420,639,70,8,0,58,0,2,0,0,1
17,0,2,8,97,158,421,640,70,17,0,97,0,13,4,3122,0
60,0,8,14,317,433,422,641,70,60,0,317,0,54,5,3122,1
82,0,2,11,268,378,423,642,70,82,0,268,1,84,5,1345,1
3,0,1,15,76,119,424,643,70,3,0,76,0,7,5,113,0
2,0,1,12,65,106,425,644,70,2,0,65,0,1,0,0,0
6,0,1,4,43,77,428,645,72,6,0,43,0,97,0,0,1
98,0,1,12,261,364,429,646,72,98,0,261,0,66,5,3122,0
1,0,1,1,6,32,430,647,72,1,0,6,0,5,0,0,0
30,0,1,5,127,181,431,648,72,30,0,127,0,85,9,3122,1
14,0,5,8,86,156,432,649,72,14,0,86,0,30,4,3122,1
1,0,1,2,17,44,433,650,72,1,0,17,0,8,0,0,0
1,0,1,2,17,44,434,651,72,1,0,17,0,8,0,0,0
5,0,1,2,33,66,435,652,72,5,0,33,0,18,3,3122,0
4,0,1,5,27,57,436,653,72,4,0,27,0,4,0,0,0
2,0,1,5,25,55,437,654,72,2,0,25,0,8,3,16,0
70,0,2,10,292,419,438,655,72,70,0,292,0,26,4,33,1
33,0,1,8,158,228,439,656,72,33,0,158,0,12,7,3122,0
4,0,1,3,86,124,440,657,73,4,0,86,0,25,5,1345,1
1,0,13,0,18,149,441,658,73,1,0,18,0,18,3,16,1
1,0,1,12,62,103,442,659,73,1,0,62,0,13,2,1345,0
1,0,1,1,11,38,443,660,73,1,0,11,0,1,0,0,1
1,0,3,1,8,46,444,661,73,1,0,8,0,3,0,0,0
20,0,2,10,107,178,445,662,73,20,0,107,0,50,8,3122,1
13,0,1,5,92,134,446,663,74,13,0,92,0,19,5,1345,1
3,0,1,4,29,61,447,664,74,3,0,29,0,13,4,16,1
13,0,1,6,75,116,448,665,74,13,0,75,0,2,2,1345,1
4,0,1,6,38,74,449,666,74,4,0,38,0,7,3,16,1
14,0,1,4,70,115,450,667,74,14,0,70,0,19,5,16,1
3,0,1,6,37,71,451,668,74,3,0,37,0,4,3,16,1
9,0,1,6,65,101,452,669,74,9,0,65,0,12,4,16,1
12,0,1,6,73,113,453,670,74,12,0,73,0,10,4,16,1
1,0,1,4,20,49,454,671,74,1,0,20,0,3,0,0,1
9,0,1,6,66,104,455,672,74,9,0,66,0,10,4,16,1
10,0,1,4,55,93,456,673,74,10,0,55,0,39,7,61,0
4,0,1,3,34,68,458,674,76,4,0,34,0,14,3,16,1
21,0,1,6,93,133,459,675,77,21,0,93,0,24,4,16,1
5,0,1,6,39,73,460,676,77,5,0,39,0,13,7,1345,1
19,0,1,3,42,76,461,677,77,19,0,42,0,9,0,0,1
20,0,1,6,67,115,462,678,77,20,0,67,0,28,5,3122,1
20,0,1,6,67,116,463,679,77,20,0,67,0,28,5,3122,1
11,0,1,6,61,98,464,680,77,11,0,61,0,22,4,16,1
3,0,1,3,23,64,465,681,78,3,0,23,0,4,3,16,1
3,0,1,7,40,75,466,682,78,3,0,40,0,16,3,16,1
7,0,2,4,52,91,467,683,78,7,0,52,0,14,4,1345,1
2,0,2,2,30,62,468,684,78,2,0,30,0,7,5,16,1
7,0,2,2,44,78,469,685,78,7,0,44,0,7,5,16,1
2,0,1,3,19,48,470,686,78,2,0,19,0,12,3,16,1
6,0,1,3,33,85,471,687,78,6,0,33,0,4,3,16,1
3,0,1,3,25,85,472,688,78,3,0,25,0,5,3,16,1
4,0,2,4,40,77,473,689,78,4,0,40,0,22,4,1345,1
4,0,1,4,98,131,474,690,79,4,0,98,0,15,6,1345,1
1,0,6,0,12,77,475,691,79,1,0,12,0,4,4,16,1
1,0,3,1,8,46,476,692,79,1,0,8,0,3,3,16,0
9,0,1,9,75,114,477,693,80,9,0,75,0,5,4,16,1
3,0,1,2,17,45,478,694,80,3,0,17,0,4,4,16,0
6,0,1,2,27,55,479,695,80,6,0,27,0,4,4,16,1
4,0,1,2,25,53,480,696,80,4,0,25,0,7,5,1345,0
4,0,1,2,24,52,481,697,80,4,0,24,0,4,4,16,0
2,0,1,2,15,42,482,698,80,2,0,15,0,4,4,16,0
3,0,1,2,18,45,483,699,80,3,0,18,0,4,4,16,1
3,0,1,2,18,45,484,700,80,3,0,18,0,4,4,16,1
8,0,1,2,38,74,485,701,80,8,0,38,0,4,2,1345,1
4,0,1,2,21,48,486,702,80,4,0,21,0,4,4,16,1
8,0,1,2,36,72,487,703,80,8,0,36,0,7,3,1345,1
2,0,1,2,14,41,488,704,80,2,0,14,0,4,4,16,1
2,0,1,2,15,42,489,705,80,2,0,15,0,4,4,16,0
11,0,1,2,48,81,490,706,80,11,0,48,1,14,6,1345,1
5,0,1,2,30,60,491,707,80,5,0,30,0,8,5,1345,1
1,0,1,2,17,44,492,708,80,1,0,17,0,3,3,16,1
4,0,1,2,19,46,493,709,80,4,0,19,0,4,4,16,1
3,0,1,2,15,42,494,710,80,3,0,15,0,4,4,16,1
3,0,1,2,16,43,495,711,80,3,0,16,0,4,4,16,0
2,0,1,2,14,41,496,712,80,2,0,14,0,4,4,16,0
6,0,1,2,26,55,497,713,80,6,0,26,0,4,4,16,1
3,0,1,2,17,44,498,714,80,3,0,17,0,4,4,16,1
7,0,1,2,27,59,499,715,80,7,0,27,0,8,2,1345,1
7,0,1,2,27,59,500,716,80,7,0,27,0,4,2,1345,1
2,0,1,2,16,43,501,717,80,2,0,16,0,4,4,16,0
3,0,1,2,16,43,502,718,80,3,0,16,0,4,4,16,0
3,0,1,2,24,53,503,719,80,3,0,24,0,11,6,1345,1
5,0,1,2,26,55,504,720,80,5,0,26,0,4,4,16,0
4,0,1,2,18,45,505,721,80,4,0,18,0,10,6,33,0
2,0,1,2,14,41,506,722,80,2,0,14,0,4,4,16,1
2,0,1,2,14,41,507,723,80,2,0,14,0,4,4,16,1
2,0,1,2,14,41,508,724,80,2,0,14,0,4,4,16,1
3,0,1,2,15,42,509,725,80,3,0,15,0,4,4,16,1
1,0,2,0,45,75,520,726,83,1,0,45,0,1,0,0,0
1,0,1,0,7,49,521,727,83,1,0,7,0,5,0,0,0
11,0,5,10,115,232,522,728,83,11,0,115,0,32,3,420,1
19,0,1,5,66,101,523,729,83,19,0,66,0,15,0,0,0
25,0,1,6,138,207,524,730,83,25,0,138,0,27,3,420,1
36,0,1,5,153,211,525,731,83,36,0,153,0,36,3,3122,1
24,0,1,4,88,131,526,732,83,24,0,88,0,13,0,0,0
16,0,1,5,98,148,527,733,83,16,0,98,0,23,3,3122,1
14,0,2,9,104,159,528,734,83,14,0,104,0,27,4,420,1
28,0,1,5,138,193,530,735,83,28,0,138,0,26,3,3122,1
23,0,1,1,91,140,531,736,83,23,0,91,0,22,1,3122,0
3,0,1,1,25,54,532,737,83,3,0,25,0,14,0,0,0
43,0,1,6,155,215,533,738,83,43,0,155,0,44,3,3122,1
1,0,2,0,5,33,534,739,83,1,0,5,0,1,0,0,0
48,0,1,5,171,232,535,740,83,48,0,171,0,34,5,420,1
6,0,1,4,46,81,536,741,83,6,0,46,0,5,0,0,0
6,0,1,4,44,75,537,742,83,6,0,44,0,14,0,0,0
3,0,1,4,31,61,538,743,83,3,0,31,0,11,0,0,0
20,0,1,5,89,136,539,744,83,20,0,89,0,28,3,420,1
20,0,1,5,88,135,541,745,83,20,0,88,0,31,5,420,1
1,0,1,4,27,56,542,746,83,1,0,27,0,10,0,0,0
20,0,1,5,88,135,543,747,83,20,0,88,0,28,3,420,1
20,0,1,5,88,135,544,748,83,20,0,88,0,31,4,420,1
13,0,1,7,65,101,545,749,83,13,0,65,0,15,0,0,0
1,0,1,4,27,56,546,750,83,1,0,27,0,12,0,0,0
15,0,1,5,58,94,547,751,83,15,0,58,0,15,0,0,0
37,0,1,11,150,212,548,752,83,37,0,150,0,26,1,3122,0
1,0,2,1,20,51,549,753,83,1,0,20,0,19,2,113,0
19,0,1,5,67,100,551,754,84,19,0,67,0,9,0,0,0
18,0,1,5,67,100,552,755,84,18,0,67,0,10,0,0,0
19,0,1,5,66,99,553,756,84,19,0,66,0,10,0,0,0
19,0,1,5,67,100,554,757,84,19,0,67,0,10,0,0,0
21,0,1,5,72,105,555,758,84,21,0,72,0,10,0,0,0
1,0,2,7,40,80,557,759,85,1,0,40,0,27,5,1345,0
21,0,3,7,128,196,558,760,85,21,0,128,0,36,3,1345,0
12,0,2,11,107,165,559,761,85,12,0,107,0,26,3,1345,0
1,0,2,0,4,33,560,762,86,1,0,4,0,1,0,0,0
1,0,9,40,60,173,561,763,86,1,0,60,0,55,6,3122,0
8,0,0,5,53,85,562,764,86,8,0,53,0,12,6,16,0
1,0,0,5,8,29,563,765,86,1,0,8,0,10,5,3122,0
1,0,2,3,8,39,564,766,86,1,0,8,0,3,0,0,0
8,0,0,5,49,72,565,767,86,8,0,49,0,20,6,3122,0
9,0,0,16,130,190,566,768,86,9,0,130,0,27,4,1345,0
1,0,2,4,35,67,567,769,86,1,0,35,0,12,2,3122,0
1,0,1,2,8,33,568,770,86,1,0,8,0,3,0,0,0
1,0,1,4,21,32,569,771,86,1,0,21,0,7,3,3122,0
1,0,1,1,13,39,570,772,86,1,0,13,0,3,0,0,0
1,0,1,3,17,42,571,773,86,1,0,17,0,1,1,1345,0
1,0,16,53,102,272,572,774,86,1,0,102,0,102,9,3122,1
23,0,2,21,162,226,573,775,86,23,0,162,0,86,5,3122,1
20,0,3,12,166,241,574,776,86,20,0,166,0,83,7,1345,1
1,0,1,6,33,52,575,777,86,1,0,33,0,5,2,3122,0
1,0,1,0,3,25,576,778,86,1,0,3,0,2,0,0,0
64,0,24,23,565,844,578,779,88,64,0,565,0,49,9,3122,1
1,0,8,41,54,172,579,780,88,1,0,54,0,53,3,3122,1
12,0,1,23,321,396,580,781,88,12,0,321,0,37,6,1345,0
3,0,1,3,28,59,581,782,88,3,0,28,0,4,0,0,0
46,0,2,22,612,758,582,783,88,46,0,612,0,70,6,3122,0
10,0,0,6,121,178,583,784,88,10,0,121,0,32,4,3122,0
1,0,10,0,16,99,584,785,88,1,0,16,0,70,3,3122,0
2,0,2,0,7,32,585,786,88,2,0,7,0,3,1,3122,0
4,0,2,0,28,68,586,787,88,4,0,28,0,5,0,0,0
45,0,6,1,306,518,587,788,88,45,0,306,0,23,4,3122,0
81,0,4,13,467,648,588,789,88,81,0,467,0,14,4,3122,0
76,0,6,49,714,1004,590,790,90,76,0,714,0,99,6,3122,1
10,0,7,2,68,158,591,791,90,10,0,68,0,27,5,3122,0
7,0,1,6,46,74,592,792,90,7,0,46,0,3,0,0,0
38,0,7,16,459,699,593,793,90,38,0,459,0,77,5,16,0
39,0,5,7,209,338,594,794,90,39,0,209,0,35,2,3122,0
