McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
1,0,39,1,11,3,3122,0
13,0,272,3,33,5,420,1
31,0,217,1,12,3,420,0
81,0,417,0,1,1,420,0
20,0,129,1,12,3,420,0
13,0,273,1,20,3,420,1
6,0,58,0,6,3,420,0
5,0,84,0,13,6,420,0
60,0,919,0,2,2,3122,0
18,0,163,0,7,3,420,0
4,0,46,0,2,2,3122,0
26,0,244,0,3,2,3122,0
18,0,181,0,3,2,3122,0
30,0,289,0,27,6,1345,0
67,0,669,2,28,4,3122,0
18,0,203,0,12,3,3122,0
25,0,216,0,12,3,3122,0
1,0,31,0,6,0,0,0
34,0,656,1,10,4,420,0
75,0,955,1,73,8,420,0
13,0,350,1,48,7,420,0
16,0,201,0,16,2,3122,0
21,0,238,0,7,2,3122,0
23,0,225,0,10,2,3122,0
4,0,29,0,3,3,16,0
7,0,212,0,5,2,1345,0
1,0,32,0,14,4,61,0
16,0,116,0,1,1,1345,0
60,0,1408,1,44,4,420,0
1,0,39,0,7,4,3122,0
14,0,200,1,14,3,420,0
35,0,304,0,4,2,3122,0
41,0,356,1,11,3,420,0
14,0,207,1,14,4,420,0
18,0,236,1,17,3,3122,0
9,0,64,0,17,1,3122,0
29,0,198,0,58,5,1345,1
109,0,566,4,215,11,3122,0
1,0,7,0,1,0,0,0
1,0,15,0,10,2,1345,0
5,0,26,0,10,3,420,0
20,0,99,1,28,4,420,1
37,0,208,1,75,6,420,1
56,0,271,0,34,4,3122,1
1,0,6,1,15,3,1345,0
3,0,66,1,7,3,3122,0
1,0,16,0,1,0,0,1
1,0,11,0,7,2,3122,0
1,0,17,0,14,3,1345,1
1,0,10,0,10,3,420,0
79,0,399,3,50,3,3122,1
8,0,82,0,9,3,420,0
1,0,40,2,73,5,420,1
90,0,711,2,140,10,3122,1
1,0,23,0,6,0,0,0
1,0,17,0,4,2,420,0
1,0,19,0,9,4,33,0
9,0,69,0,19,2,1345,0
13,0,95,0,23,3,3122,0
1,0,18,0,4,2,1345,0
1,0,11,0,7,2,1345,0
1,0,14,0,3,2,1345,0
1,0,31,0,4,2,3122,0
1,0,21,0,11,3,3122,0
1,0,18,0,6,0,0,0
1,0,22,0,8,3,420,0
1,0,18,0,4,2,1345,0
1,0,24,0,4,2,1345,0
1,0,23,0,2,2,3122,0
1,0,20,0,7,2,1345,0
1,0,21,0,5,2,1345,0
30,0,147,0,25,3,1345,0
9,0,57,0,6,3,420,1
12,0,64,0,7,3,3122,0
1,0,5,0,13,3,420,0
1,0,5,0,15,3,420,0
1,0,5,0,11,3,420,0
8,0,61,0,17,4,420,0
1,0,24,0,8,2,1345,0
1,0,7,0,6,2,1345,0
37,0,243,0,65,8,3122,1
2,0,64,0,2,2,3122,0
18,0,139,0,3,2,3122,0
1,0,15,0,4,3,420,0
1,0,38,0,7,3,1345,0
16,0,54,0,5,3,3122,0
7,0,70,0,8,3,1345,0
38,0,255,2,31,3,3122,1
1,0,6,0,5,4,1345,0
6,0,18,0,5,4,1345,0
5,0,24,0,5,4,1345,0
1,0,9,0,5,4,1345,0
23,0,146,0,16,6,113,1
52,0,305,0,5,4,1345,0
1,0,4,0,5,4,1345,0
1,0,10,0,10,0,0,0
36,0,187,2,58,7,327,1
26,0,216,2,40,4,420,0
2,0,71,0,1,0,0,1
1,0,19,2,24,4,420,0
3,0,51,0,17,4,1345,0
1,0,56,2,34,4,3122,1
1,0,13,0,34,4,3122,0
3,0,73,1,20,3,420,1
4,0,84,2,37,4,1345,1
4,0,76,0,33,4,420,1
7,0,125,2,44,4,420,1
5,0,59,0,6,4,3122,1
2,0,46,0,14,4,3122,0
4,0,66,0,2,1,3122,0
2,0,71,0,32,4,1345,0
17,0,123,2,15,4,420,1
4,0,95,0,37,4,420,1
8,0,46,1,38,6,3122,0
1,0,20,0,14,4,16,0
26,0,154,1,23,4,3122,0
1,0,4,0,3,2,1345,0
1,0,13,0,1,0,0,0
4,0,25,1,3,2,3122,0
7,0,57,4,10,3,3122,0
33,0,244,3,102,9,3122,1
226,0,1508,9,385,10,3122,1
1,0,24,1,3,2,3122,0
3,0,36,0,5,3,3122,0
20,0,104,0,17,8,3122,0
6,0,70,1,32,6,1345,0
1,0,17,0,4,2,1345,0
8,0,63,0,12,2,1345,0
74,0,354,4,72,9,3122,1
1,0,110,0,15,2,3122,0
5,0,56,0,4,2,1345,1
5,0,88,0,11,2,1345,1
7,0,93,0,42,6,420,0
114,0,582,0,136,8,3122,1
1,0,36,0,76,7,3122,0
1,0,11,0,8,2,1345,0
2,0,38,1,71,6,420,0
28,0,124,1,50,8,327,1
2,0,17,0,5,2,1345,0
8,0,51,0,16,2,1345,0
10,0,43,0,7,0,0,1
11,0,32,0,7,2,1345,0
2,0,17,0,5,2,1345,0
5,0,89,0,10,4,16,0
2,0,16,0,5,2,1345,0
10,0,93,0,10,4,16,0
1,0,9,0,4,2,1345,0
3,0,18,0,10,3,3122,0
9,0,72,0,9,4,16,0
1,0,17,0,5,2,1345,0
10,0,37,0,6,2,1345,0
36,0,217,0,16,4,16,0
9,0,56,0,7,3,1345,0
1,0,19,0,1,0,0,0
5,0,36,0,5,2,1345,0
1,0,22,0,14,0,0,0
13,0,78,0,17,6,3122,0
3,0,31,0,15,0,0,0
2,0,34,0,13,2,1345,0
6,0,44,0,23,0,0,0
5,0,41,0,10,2,1345,0
3,0,33,0,15,0,0,0
1,0,15,0,4,2,1345,0
3,0,35,0,23,2,33,0
7,0,43,0,17,0,0,0
3,0,30,0,70,7,1345,0
11,0,91,0,1,1,3122,0
45,0,290,0,40,5,420,1
3,0,31,0,16,0,0,0
2,0,34,0,19,3,327,0
8,0,47,0,33,3,420,0
6,0,43,1,16,4,3122,0
4,0,52,0,13,3,3122,0
11,0,88,0,13,0,0,0
6,0,50,0,9,0,0,0
1,0,32,0,12,2,1345,0
4,0,43,0,21,3,1345,0
9,0,88,0,42,5,1345,0
53,0,237,0,46,5,420,1
7,0,81,0,13,0,0,1
7,0,47,0,2,1,3122,0
1,0,6,0,4,2,1345,0
1,0,27,0,13,2,1345,0
9,0,59,0,2,2,420,0
27,0,119,0,23,6,3122,0
3,0,32,0,19,0,0,0
13,0,62,0,46,5,3122,0
39,0,260,0,35,4,3122,0
2,0,35,0,31,2,420,0
10,0,78,0,11,0,0,0
20,0,107,0,7,0,0,1
26,0,145,0,19,0,0,0
56,0,250,0,41,1,3122,0
23,0,149,0,22,7,420,0
3,0,31,0,4,3,1345,0
13,0,67,2,33,3,420,0
8,0,53,0,10,0,0,0
16,0,119,0,6,3,420,0
86,0,485,4,66,4,3122,1
33,0,282,2,48,4,420,1
2,0,98,0,19,3,1345,1
2,0,70,0,13,3,420,1
105,0,710,9,192,8,3122,1
1,0,7,0,1,1,3122,0
1,0,4,0,11,3,1345,0
19,0,267,1,17,4,3122,0
15,0,108,0,13,4,3122,0
15,0,187,1,7,4,420,0
1,0,6,1,4,2,3122,0
1,0,15,1,9,4,420,0
1,0,6,0,10,4,420,0
3,0,75,1,8,2,3122,1
26,0,171,0,16,4,420,0
11,0,114,0,17,3,3122,0
1,0,0,0,3,2,420,0
12,0,156,2,36,4,3122,1
5,0,89,0,3,2,3122,0
7,0,46,0,21,3,1345,0
58,0,347,1,51,3,420,1
60,0,300,2,12,4,3122,1
1,0,9,1,5,3,420,0
8,0,39,0,6,0,0,0
4,0,39,0,8,1,1345,0
3,0,82,1,106,9,1345,0
1,0,18,0,10,0,0,0
1,0,5,0,4,3,61,0
1,0,11,0,2,0,0,0
1,0,4,0,2,0,0,0
1,0,7,0,2,1,1345,0
2,0,36,0,6,0,0,0
1,0,17,0,8,0,0,0
5,0,32,0,1,1,1,0
10,0,68,0,26,3,3122,0
1,0,20,0,8,3,420,0
2,0,38,0,16,3,420,0
5,0,26,0,4,3,1345,0
43,0,280,0,37,4,1345,1
7,0,53,0,21,5,1345,0
18,0,81,0,12,4,420,0
1,0,18,0,5,3,1345,0
8,0,285,0,2,2,1345,0
31,0,132,3,34,6,3122,1
16,0,80,1,17,5,3122,0
53,0,187,3,31,6,3122,1
21,0,121,3,24,5,3122,1
9,0,78,3,23,6,3122,0
17,0,121,1,15,5,3122,0
4,0,51,1,18,5,420,0
1,0,14,2,8,5,420,0
1,0,14,2,6,4,420,0
1,0,14,2,6,4,420,0
12,0,66,4,23,5,3122,0
5,0,69,1,17,6,420,1
1,0,14,1,10,5,420,0
1,0,14,2,6,4,420,0
1,0,14,2,6,4,420,0
4,0,46,2,22,5,420,0
13,0,81,2,29,5,420,0
1,0,14,1,10,5,420,0
1,0,14,2,6,4,420,0
1,0,14,2,6,4,420,0
22,0,133,3,18,4,3122,0
7,0,46,3,18,4,3122,0
158,0,955,6,45,4,3122,1
2,0,18,0,10,3,3122,0
1,0,20,0,5,3,420,0
8,0,41,0,5,3,420,0
81,0,322,4,23,3,3122,1
13,0,55,1,18,3,420,0
3,0,37,1,6,3,3122,0
55,0,270,3,19,4,3122,1
2,0,21,0,5,3,420,0
8,0,44,0,5,3,420,0
1,0,25,0,8,3,1345,0
1,0,74,1,19,4,3122,1
4,0,76,0,5,3,420,0
1,0,8,1,8,3,420,0
11,0,96,0,13,4,1345,1
1,0,62,1,11,3,1345,1
53,0,249,0,13,3,420,1
18,0,183,2,22,4,420,1
17,0,97,3,23,5,3122,1
203,0,653,7,33,3,3122,1
8,0,44,2,15,3,420,0
4,0,17,0,5,3,3122,0
3,0,70,1,6,3,3122,0
2,0,51,1,7,3,420,0
2,0,65,0,9,4,420,0
2,0,87,0,16,5,420,0
2,0,41,0,4,3,420,0
2,0,37,1,1,1,3122,0
1,0,34,0,1,1,3122,0
1,0,45,0,1,1,3122,0
19,0,159,1,14,3,420,0
4,0,87,0,14,4,420,0
5,0,107,0,3,3,16,0
2,0,37,0,3,2,420,0
24,0,162,1,17,4,420,0
5,0,52,1,1,1,3122,0
4,0,57,0,4,3,420,0
3,0,45,1,25,5,420,0
1,0,58,1,4,2,3122,0
4,0,63,0,4,3,420,0
7,0,62,0,4,3,420,0
55,0,433,0,6,2,1345,0
6,0,62,0,5,3,420,0
1,0,23,0,3,2,420,0
1,0,24,0,6,3,420,0
15,0,49,0,3,2,420,0
15,0,50,0,6,3,420,0
11,0,40,0,3,2,420,0
11,0,41,0,6,3,420,0
15,0,39,0,6,3,420,0
15,0,48,0,3,2,420,0
2,0,47,0,3,2,1345,0
1,0,21,0,3,2,420,0
1,0,22,0,6,3,420,0
13,0,156,0,5,3,420,0
8,0,104,0,9,3,420,0
13,0,126,0,5,3,420,0
1,0,128,0,4,3,420,0
10,0,163,0,6,3,420,0
6,0,82,0,15,5,1345,0
61,0,372,1,38,8,420,0
1,0,24,0,6,2,1345,0
63,0,558,4,97,9,3122,1
14,0,95,2,21,5,420,0
10,0,80,0,9,4,16,0
104,0,403,0,19,5,420,1
5,0,51,0,4,0,0,0
36,0,209,0,15,3,420,0
55,0,251,0,26,6,420,1
1,0,16,0,1,0,0,0
1,0,16,0,2,0,0,0
1,0,23,0,3,0,0,0
51,0,252,0,10,2,3122,0
348,0,1005,2,77,7,420,1
34,0,107,0,7,4,420,0
209,0,725,1,58,5,61,1
7,0,28,0,6,3,3122,0
3,0,32,0,1,0,0,0
23,0,208,0,9,3,420,1
10,0,141,0,8,3,420,0
15,0,136,0,9,3,420,0
1,0,4,0,3,3,420,0
25,0,160,0,7,4,3122,0
23,0,125,0,7,4,420,0
1,0,42,0,6,4,3122,0
1,0,42,0,9,4,3122,0
13,0,235,0,12,5,420,0
4,0,73,0,9,5,420,0
1,0,34,0,8,5,420,0
6,0,49,0,12,5,420,1
16,0,194,0,10,4,420,0
7,0,60,0,7,4,420,0
2,0,65,0,9,4,420,0
2,0,30,0,2,0,0,0
22,0,204,0,11,3,420,0
8,0,137,0,9,3,420,0
14,0,133,0,11,3,420,0
1,0,4,0,3,3,420,0
1,0,10,0,2,0,0,0
17,0,57,0,2,0,0,0
219,0,862,0,20,4,420,1
1,0,26,0,1,0,0,0
18,0,93,0,7,4,420,0
1,0,23,0,4,4,420,0
2,0,26,0,4,4,420,0
17,0,121,1,10,4,1345,0
70,0,304,0,18,5,420,1
2,0,21,0,1,0,0,0
2,0,17,0,1,0,0,0
1,0,31,1,3,2,420,0
3,0,132,1,6,3,420,0
6,0,189,0,4,4,420,0
13,0,98,0,2,2,3122,0
21,0,189,0,6,3,1345,0
8,0,82,0,4,3,1345,0
2,0,25,0,4,2,420,0
1,0,14,0,2,0,0,0
74,0,456,0,8,2,1345,0
19,0,149,0,5,4,6,0
1,0,34,0,3,2,420,0
3,0,38,0,3,1,1345,0
1,0,60,0,1,0,0,0
2,0,18,0,3,3,33,0
2,0,10,0,4,3,3122,0
3,0,25,3,19,5,420,0
2,0,38,1,6,2,1345,0
5,0,50,0,14,4,1345,0
1,0,33,3,12,3,420,0
9,0,52,3,11,4,3122,0
1,0,60,0,9,0,0,0
5,0,206,1,29,6,420,0
15,0,934,0,28,6,327,0
19,0,1098,1,27,4,420,0
7,0,91,0,15,4,1345,0
13,0,122,1,9,3,1345,0
42,0,323,0,15,4,3122,0
6,0,211,0,15,2,420,0
39,0,358,0,5,3,420,0
3,0,61,0,4,2,420,0
9,0,88,0,28,8,420,0
23,0,183,0,5,4,420,0
34,0,224,0,36,7,420,0
48,0,756,2,107,6,1345,0
1,0,173,0,16,3,420,0
9,0,84,0,6,0,0,0
7,0,145,0,17,3,1345,0
24,0,343,2,34,4,61,0
175,0,2274,1,116,7,420,0
181,0,2247,1,32,5,3122,0
2,0,45,0,10,3,3122,0
1,0,135,0,6,4,327,0
1,0,63,0,7,1,3122,0
1,0,30,0,13,5,420,0
2,0,34,0,8,1,1345,0
2,0,35,0,15,3,420,0
17,0,201,1,64,4,420,0
13,0,73,1,25,5,420,0
8,0,67,1,35,5,3122,0
6,0,147,0,31,5,420,0
3,0,119,0,22,5,3122,0
3,0,695,0,10,4,327,0
1,0,7,0,3,0,0,0
1,0,3,0,4,3,3122,0
1,0,33,0,1,0,0,0
1,0,68,0,3,3,327,0
5,0,49,0,12,0,0,0
15,0,167,0,12,0,0,0
1,0,27,1,2,2,3122,0
7,0,103,0,24,4,420,0
9,0,184,1,88,5,1345,0
11,0,75,0,12,4,420,0
28,0,136,0,21,3,3122,0
26,0,146,0,20,4,420,0
1,0,46,0,7,3,3122,0
5,0,57,1,5,3,3122,0
5,0,209,1,41,6,420,0
8,0,500,1,18,3,420,0
144,0,1242,3,99,6,420,0
3,0,320,1,17,3,420,0
2,0,255,0,12,4,420,0
3,0,323,0,15,3,420,0
3,0,282,0,13,3,420,0
1,0,221,0,5,0,0,0
2,0,290,0,12,3,420,0
2,0,69,0,2,2,1345,0
19,0,564,3,79,8,420,0
43,0,457,0,7,4,327,0
42,0,402,0,11,4,3122,0
103,0,725,0,11,4,3122,0
43,0,456,0,4,3,327,0
25,0,212,0,9,3,3122,0
103,0,636,0,14,4,3122,0
18,0,173,0,37,5,420,0
12,0,601,0,31,6,61,0
12,0,589,1,6,2,1345,0
8,0,81,0,5,3,1345,0
8,0,91,1,5,2,1345,0
24,0,1012,0,61,5,420,0
24,0,1001,1,8,4,3122,0
3,0,47,0,3,3,420,0
5,0,60,0,2,2,3122,0
69,0,819,1,6,2,420,0
97,0,1048,1,17,3,420,0
10,0,83,0,2,2,420,0
8,0,198,1,7,3,420,0
3,0,64,2,4,2,327,0
9,0,179,2,6,2,1345,0
2,0,40,0,4,4,33,0
1,0,20,1,4,3,3122,0
15,0,214,2,11,3,3122,0
2,0,69,0,4,0,0,0
22,0,406,3,69,4,1345,0
8,0,72,0,15,2,420,0
1,0,35,0,3,2,327,0
4,0,85,1,10,3,3122,0
18,0,463,1,22,4,420,0
1,0,79,0,9,3,113,0
3,0,42,1,3,3,3122,0
1,0,46,0,7,0,0,0
3,0,54,0,3,0,0,0
4,0,98,0,4,0,0,0
5,0,131,0,6,1,1345,0
4,0,62,1,3,3,420,0
12,0,194,0,12,1,3122,0
29,0,311,1,62,8,3122,0
9,0,170,0,11,3,1345,0
10,0,302,0,35,4,3122,0
3,0,58,0,5,3,1345,0
13,0,349,5,26,4,420,0
24,0,315,1,9,3,3122,0
6,0,74,0,1,0,0,0
260,0,2048,0,7,2,1345,0
240,0,1994,2,27,4,1345,0
22,0,304,1,41,4,420,0
115,0,1201,4,167,9,420,0
7,0,284,0,44,5,3122,0
6,0,66,0,25,5,420,0
1,0,47,0,17,6,420,0
7,0,169,1,35,3,420,0
36,0,547,0,53,7,420,0
17,0,310,1,28,4,420,0
10,0,218,2,25,4,420,0
8,0,86,0,9,3,420,0
3,0,36,0,9,1,1345,0
6,0,25,0,3,0,0,0
1,0,17,0,6,0,0,0
1,0,10,0,1,0,0,0
3,0,21,0,4,0,0,0
1,0,11,0,4,3,420,0
2,0,13,0,2,0,0,0
3,0,33,0,1,0,0,0
3,0,17,1,4,3,420,0
3,0,28,0,7,0,0,0
1,0,26,0,3,0,0,0
1,0,26,0,6,3,113,0
2,0,49,0,2,0,0,0
1,0,46,0,7,0,0,0
2,0,65,0,10,0,0,0
1,0,7,0,2,0,0,0
21,0,184,0,4,2,61,0
3,0,54,0,6,0,0,0
5,0,52,0,7,2,3122,0
4,0,47,0,4,0,0,0
12,0,102,0,18,3,420,0
5,0,76,0,12,3,420,0
4,0,62,0,14,3,1345,0
4,0,54,0,7,2,113,0
3,0,64,0,7,3,420,0
4,0,48,0,9,2,113,0
2,0,53,0,9,0,0,0
2,0,45,0,10,0,0,0
9,0,95,0,7,0,0,0
12,0,94,0,2,2,1345,0
2,0,42,0,5,3,420,0
2,0,31,0,8,3,420,0
14,0,151,0,6,4,113,0
4,0,85,0,4,3,420,0
3,0,40,0,14,3,1345,0
5,0,64,0,14,0,0,0
1,0,37,0,10,4,113,0
2,0,37,0,12,1,3122,0
1,0,37,0,3,0,0,0
4,0,59,0,11,3,420,0
2,0,24,0,2,0,0,0
2,0,31,0,1,0,0,0
4,0,42,0,5,0,0,0
5,0,76,0,7,0,0,0
1,0,22,0,3,3,1345,0
4,0,25,0,5,5,113,0
5,0,49,0,5,5,113,0
1,0,31,0,2,0,0,0
1,0,14,0,1,0,0,0
1,0,4,0,1,0,0,0
1,0,21,0,3,3,1345,0
1,0,38,0,1,0,0,0
1,0,21,0,1,0,0,0
1,0,152,0,3,1,61,0
1,0,80,0,2,0,0,0
1,0,184,0,18,3,1345,0
1,0,49,1,2,2,1345,0
1,0,85,0,3,3,1345,0
1,0,96,0,2,0,0,0
1,0,4,0,1,0,0,0
2,0,44,0,2,2,113,0
1,0,28,0,1,0,0,0
1,0,30,0,1,0,0,0
1,0,28,0,1,0,0,0
1,0,71,0,2,0,0,0
1,0,48,0,1,0,0,0
5,0,47,0,5,5,113,0
3,0,97,0,12,3,33,0
1,0,52,0,2,0,0,0
8,0,45,0,5,3,1345,0
1,0,38,0,5,0,0,0
1,0,15,0,3,0,0,0
1,0,27,0,3,0,0,0
1,0,30,0,5,3,1345,0
1,0,12,0,1,0,0,0
3,0,26,0,1,0,0,0
1,0,10,0,1,0,0,0
1,0,10,0,1,0,0,0
1,0,4,0,2,0,0,0
1,0,275,0,5,3,61,0
8,0,45,0,4,3,1345,0
1,0,22,0,3,0,0,0
1,0,31,0,2,0,0,0
1,0,109,0,7,0,0,0
3,0,46,1,36,6,1345,0
26,0,229,0,5,2,1345,0
3,0,46,1,11,4,420,0
11,0,63,0,7,3,327,0
3,0,48,0,11,3,1345,0
4,0,45,0,3,2,327,0
1,0,15,0,1,0,0,0
1,0,12,0,2,0,0,0
4,0,36,0,3,0,0,0
1,0,12,0,2,0,0,0
3,0,28,0,3,0,0,0
2,0,29,0,4,1,1345,0
7,0,52,0,2,0,0,0
11,0,84,0,3,0,0,0
4,0,26,0,3,0,0,0
4,0,21,0,2,0,0,0
1,0,17,0,3,0,0,0
1,0,13,0,2,0,0,0
2,0,22,0,2,0,0,0
7,0,37,0,1,0,0,0
2,0,19,0,2,0,0,0
4,0,40,0,3,0,0,0
2,0,19,0,2,0,0,0
6,0,37,0,6,0,0,0
1,0,24,0,2,2,113,0
1,0,15,0,5,4,33,0
2,0,21,0,3,0,0,0
1,0,21,0,3,0,0,0
6,0,29,0,2,0,0,0
1,0,17,0,2,0,0,0
8,0,43,0,7,3,327,0
2,0,19,0,2,0,0,0
2,0,26,0,2,0,0,0
1,0,26,0,2,0,0,0
1,0,22,0,2,0,0,0
1,0,27,0,3,0,0,0
4,0,33,0,3,1,1345,1
3,0,16,0,3,0,0,0
4,0,20,0,3,0,0,0
3,0,15,0,3,0,0,0
1,0,20,0,4,0,0,0
4,0,18,0,3,0,0,0
235,0,1709,8,325,11,3122,1
3,0,32,0,2,0,0,0
4,0,36,0,9,1,3122,0
56,0,224,0,21,4,3122,0
1,0,6,0,5,4,1,0
2,0,34,0,11,4,3122,0
2,0,32,0,2,0,0,0
1,0,5,0,3,0,0,0
1,0,21,0,2,0,0,0
2,0,15,1,2,2,33,0
32,0,152,0,22,7,2,0
139,0,440,1,69,8,3122,0
1,0,28,0,4,0,0,0
1,0,22,0,4,0,0,0
6,0,43,0,4,0,0,0
4,0,18,0,2,0,0,0
1,0,7,0,12,5,1,0
4,0,25,0,9,3,3122,0
6,0,21,0,5,2,3122,0
10,0,65,0,5,0,0,0
1,0,17,0,2,0,0,0
1,0,16,0,2,0,0,0
2,0,19,0,9,4,3122,0
1,0,6,0,9,4,1,0
92,0,396,2,78,9,3122,1
1,0,8,0,1,0,0,0
1,0,6,0,9,4,3122,1
53,0,223,2,24,4,3122,1
1,0,30,0,11,4,1,0
100,0,426,0,29,5,1,1
1,0,20,0,20,7,2,0
1,0,34,1,16,6,1,0
26,0,135,0,21,5,2,0
1,0,7,0,2,2,3122,0
14,0,155,0,26,7,2,0
1,0,18,0,6,5,16,0
1,0,15,0,1,0,0,0
7,0,54,0,3,1,3122,0
1,0,18,0,7,3,3122,0
2,0,22,0,7,3,3122,0
17,0,98,0,1,0,0,0
33,0,145,1,17,2,3122,1
1,0,11,0,2,0,0,0
57,0,201,2,35,7,2,0
3,0,13,0,2,0,0,0
3,0,63,0,6,3,3122,0
1,0,6,0,7,3,3122,0
7,0,60,0,10,0,0,0
68,0,244,0,42,7,3122,1
101,0,326,2,27,8,3122,1
16,0,98,0,4,0,0,0
92,0,270,0,31,2,3122,0
3,0,20,0,5,1,3122,0
9,0,34,0,7,1,3122,0
1,0,4,0,2,0,0,0
9,0,155,0,9,3,1345,0
15,0,113,0,74,6,1,0
2,0,46,0,10,5,2,1
1,0,41,0,17,3,1345,0
45,0,161,0,21,6,3122,0
1,0,13,0,7,4,3122,0
3,0,19,0,9,3,3122,0
9,0,122,0,9,3,3122,0
9,0,82,0,17,6,3122,0
6,0,42,0,3,0,0,0
1,0,23,0,4,0,0,0
6,0,58,0,7,1,1345,0
4,0,20,0,1,0,0,0
4,0,76,0,3,0,0,0
2,0,17,0,5,2,3122,0
99,0,419,0,1,0,0,0
115,0,803,0,1,0,0,0
17,0,69,0,6,2,3122,0
9,0,68,0,2,0,0,0
1,0,4,0,2,0,0,0
1,0,15,0,2,0,0,0
5,0,31,0,4,0,0,0
8,0,39,0,2,0,0,0
10,0,69,0,8,3,1,0
1,0,4,0,4,4,16,0
1,0,6,0,2,0,0,0
1,0,4,0,4,2,1345,0
8,0,65,0,2,0,0,0
1,0,13,0,5,3,3122,0
14,0,92,2,10,4,3122,0
3,0,25,1,9,4,3122,0
1,0,7,1,4,4,2,0
1,0,8,1,9,4,3122,0
1,0,11,0,6,0,0,0
32,0,189,0,38,6,2,0
8,0,55,0,14,7,3122,0
1,0,16,0,3,0,0,0
1,0,12,1,9,4,3122,0
3,0,25,1,9,4,3122,0
1,0,13,0,3,0,0,0
1,0,4,0,7,4,1,0
1,0,11,0,2,0,0,0
14,0,83,1,7,3,3122,0
10,0,73,3,44,6,3122,0
1,0,5,0,8,0,0,0
1,0,7,0,2,0,0,0
5,0,32,0,3,0,0,0
1,0,7,0,4,0,0,0
1,0,18,0,3,0,0,0
20,0,120,2,26,8,3122,1
1,0,28,0,6,0,0,0
1,0,19,0,2,0,0,0
1,0,23,0,2,0,0,0
2,0,50,0,6,2,1345,0
7,0,42,0,8,2,1345,0
1,0,12,0,1,0,0,0
1,0,12,0,2,0,0,0
1,0,18,0,13,5,1345,0
1,0,73,0,21,6,1345,0
3,0,56,0,13,5,1345,0
1,0,53,0,13,5,1345,0
1,0,58,0,15,5,1345,0
1,0,84,0,13,5,1345,0
1,0,72,0,13,5,1345,0
1,0,75,0,13,5,1345,0
1,0,57,0,15,5,1345,0
1,0,57,0,15,5,1345,0
1,0,62,0,15,5,1345,0
1,0,67,0,15,5,1345,0
1,0,49,0,13,5,1345,0
2,0,31,0,4,4,2,0
1,0,59,0,15,5,1345,0
7,0,105,0,31,8,2,0
1,0,74,0,4,4,2,0
7,0,98,0,3,3,2,0
1,0,27,0,2,0,0,0
2,0,32,0,7,4,1,0
1,0,15,0,1,0,0,0
1,0,62,0,2,2,3122,0
1,0,42,0,2,2,3122,0
1,0,42,0,2,2,3122,0
1,0,82,0,1,0,0,0
1,0,8,0,1,0,0,0
4,0,48,0,1,0,0,0
15,0,210,0,21,8,3122,0
7,0,60,0,2,0,0,0
1,0,8,0,1,0,0,0
4,0,37,0,7,3,3122,0
1,0,33,0,6,3,3122,0
1,0,39,0,5,2,3122,0
1,0,48,0,5,2,3122,0
1,0,36,0,5,2,3122,0
1,0,37,0,5,2,3122,0
1,0,56,0,5,2,3122,0
1,0,37,0,5,2,3122,0
1,0,38,0,5,2,3122,0
1,0,36,0,5,2,3122,0
1,0,36,0,5,2,3122,0
1,0,36,0,5,2,3122,0
1,0,36,0,5,2,3122,0
1,0,36,0,5,2,3122,0
2,0,45,0,9,2,1345,0
6,0,44,0,5,2,1345,0
1,0,4,0,15,4,1345,0
1,0,15,0,5,2,1345,0
11,0,48,0,5,1,3122,0
1,0,14,0,1,0,0,0
1,0,15,0,5,2,1345,0
1,0,74,0,16,4,1345,0
1,0,111,0,6,2,1345,0
