McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
9,0,1,7,63,101,93,283,17,9.0,0.0,63.0,0.0,3.0,3.0,2597.0,1
1,0,16,0,48,231,94,284,18,1.0,0.0,48.0,4.0,5.0,33.0,2597.0,0
58,0,1,15,494,636,95,285,18,58.0,0.0,494.0,13.0,5.0,64.0,2597.0,1
7,0,1,4,52,86,96,286,18,7.0,0.0,52.0,0.0,1.0,4.0,2597.0,0
1,0,1,1,8,34,97,287,18,1.0,0.0,8.0,0.0,1.0,3.0,2597.0,0
2,0,1,1,21,48,98,288,18,2.0,0.0,21.0,0.0,2.0,2.0,2597.0,0
1,0,1,1,4,28,99,289,18,1.0,0.0,4.0,0.0,1.0,2.0,2597.0,0
1,0,1,2,5,29,100,290,18,1.0,0.0,5.0,0.0,2.0,3.0,2597.0,0
18,0,1,8,168,207,101,291,18,18.0,0.0,168.0,6.0,7.0,55.0,1464.0,1
1,0,2,4,19,52,102,292,18,1.0,0.0,19.0,0.0,1.0,2.0,2597.0,0
3,0,1,2,10,35,103,293,18,3.0,0.0,10.0,0.0,1.0,5.0,2597.0,0
1,0,0,1,5,23,104,294,18,1.0,0.0,5.0,0.0,1.0,1.0,2597.0,0
1,0,1,3,18,51,105,295,18,1.0,0.0,18.0,0.0,2.0,2.0,2597.0,0
1,0,1,3,9,40,106,296,19,1.0,0.0,9.0,0.0,1.0,1.0,2597.0,0
1,0,1,4,10,41,107,297,19,1.0,0.0,10.0,0.0,1.0,1.0,2597.0,0
5,0,1,4,34,68,108,298,19,5.0,0.0,34.0,0.0,1.0,1.0,2597.0,0
1,0,1,1,7,36,109,299,19,1.0,0.0,7.0,0.0,1.0,1.0,2597.0,0
14,0,1,8,113,164,110,300,20,14.0,0.0,113.0,0.0,2.0,3.0,2597.0,0
1,0,5,0,17,59,111,301,20,1.0,0.0,17.0,0.0,1.0,1.0,2597.0,0
1,0,1,6,25,58,112,302,20,1.0,0.0,25.0,0.0,1.0,1.0,2597.0,0
1,0,0,5,15,38,113,303,21,1.0,0.0,15.0,0.0,1.0,1.0,2597.0,0
7,0,4,4,91,139,114,304,21,7.0,0.0,91.0,0.0,3.0,4.0,592.0,0
3,0,1,1,12,37,115,305,22,3.0,0.0,12.0,0.0,1.0,1.0,2597.0,0
3,0,1,1,12,37,116,306,22,3.0,0.0,12.0,0.0,1.0,1.0,2597.0,0
22,0,1,4,137,186,117,307,23,22.0,0.0,137.0,0.0,2.0,2.0,592.0,0
22,0,1,4,132,181,118,308,23,22.0,0.0,132.0,0.0,2.0,3.0,2597.0,0
43,0,2,4,202,275,119,309,23,43.0,0.0,202.0,0.0,2.0,2.0,592.0,0
8,0,4,2,63,109,120,310,23,8.0,0.0,63.0,0.0,2.0,2.0,592.0,0
12,0,1,4,102,141,121,311,23,12.0,0.0,102.0,0.0,2.0,2.0,592.0,0
25,0,0,7,161,219,122,312,23,25.0,0.0,161.0,0.0,2.0,3.0,592.0,0
34,0,1,4,152,207,123,313,23,34.0,0.0,152.0,0.0,2.0,2.0,592.0,0
12,0,1,4,104,144,124,314,23,12.0,0.0,104.0,0.0,2.0,2.0,592.0,0
21,0,1,4,127,175,125,315,23,21.0,0.0,127.0,0.0,2.0,4.0,592.0,0
1,0,6,1,14,107,126,316,24,1.0,0.0,14.0,0.0,1.0,3.0,2597.0,0
1,0,6,6,24,98,127,317,25,1.0,0.0,24.0,0.0,3.0,6.0,2597.0,0
1,0,1,12,59,94,128,318,25,1.0,0.0,59.0,0.0,3.0,7.0,1283.0,0
1,0,1,1,4,27,129,319,25,1.0,0.0,4.0,0.0,1.0,1.0,2597.0,0
1,0,1,3,16,42,130,320,25,1.0,0.0,16.0,0.0,1.0,1.0,2597.0,0
1,0,1,4,15,40,131,321,26,1.0,0.0,15.0,0.0,1.0,1.0,2597.0,0
1,0,0,20,36,77,132,322,26,1.0,0.0,36.0,0.0,5.0,16.0,2597.0,0
70,0,1,28,451,561,133,323,26,70.0,0.0,451.0,9.0,7.0,69.0,2597.0,1
1,0,1,13,23,64,134,324,26,1.0,0.0,23.0,0.0,3.0,7.0,2597.0,0
31,0,0,16,192,256,135,325,26,31.0,0.0,192.0,0.0,8.0,25.0,2597.0,0
28,0,0,56,335,437,136,326,27,28.0,0.0,335.0,0.0,2.0,5.0,31.0,0
46,0,3,16,510,591,137,327,28,46.0,0.0,510.0,3.0,5.0,35.0,1464.0,1
151,0,1,43,972,1100,138,328,28,151.0,0.0,972.0,10.0,8.0,128.0,592.0,1
1,0,2,2,8,44,139,329,28,1.0,0.0,8.0,0.0,2.0,3.0,1464.0,0
1,0,1,0,4,29,140,330,28,1.0,0.0,4.0,0.0,1.0,3.0,2597.0,0
44,0,1,7,252,318,141,331,28,44.0,0.0,252.0,2.0,5.0,25.0,2597.0,1
1,0,1,4,14,40,142,332,28,1.0,0.0,14.0,0.0,1.0,1.0,2597.0,0
1,0,1,3,12,41,143,333,28,1.0,0.0,12.0,0.0,3.0,7.0,2597.0,0
67,0,1,7,474,566,144,334,28,67.0,0.0,474.0,3.0,7.0,57.0,1464.0,1
1,0,1,8,23,57,145,335,28,1.0,0.0,23.0,0.0,5.0,13.0,2597.0,0
1,0,6,15,47,146,146,336,28,1.0,0.0,47.0,1.0,7.0,34.0,2597.0,0
1,0,1,2,9,35,147,337,29,1.0,0.0,9.0,0.0,1.0,4.0,2597.0,0
32,0,1,2,164,254,148,338,29,32.0,0.0,164.0,6.0,4.0,19.0,1283.0,1
1,0,1,9,38,70,149,339,29,1.0,0.0,38.0,0.0,1.0,3.0,2597.0,0
19,0,1,7,142,196,150,340,29,19.0,0.0,142.0,4.0,4.0,9.0,263.0,1
6,0,1,21,110,161,151,341,29,6.0,0.0,110.0,1.0,3.0,6.0,1464.0,1
4,0,3,10,72,131,152,342,29,4.0,0.0,72.0,2.0,3.0,8.0,1283.0,0
1,0,1,1,4,27,153,343,29,1.0,0.0,4.0,0.0,1.0,3.0,2597.0,0
1,0,1,3,22,50,154,344,29,1.0,0.0,22.0,0.0,1.0,3.0,2597.0,0
9,0,1,7,67,106,155,345,29,9.0,0.0,67.0,0.0,1.0,1.0,2597.0,1
1,0,1,1,9,32,156,346,30,1.0,0.0,9.0,0.0,1.0,3.0,2597.0,0
3,0,1,1,14,37,157,347,30,3.0,0.0,14.0,0.0,1.0,3.0,2597.0,0
3,0,1,1,18,42,158,348,30,3.0,0.0,18.0,0.0,1.0,3.0,2597.0,0
1,0,1,1,4,27,159,349,30,1.0,0.0,4.0,0.0,1.0,3.0,2597.0,0
1,0,1,1,9,32,160,350,30,1.0,0.0,9.0,0.0,1.0,3.0,2597.0,0
1,0,1,1,9,32,161,351,30,1.0,0.0,9.0,0.0,1.0,3.0,2597.0,0
3,0,1,2,24,49,162,352,30,3.0,0.0,24.0,0.0,2.0,4.0,2597.0,0
4,0,1,1,17,40,163,353,30,4.0,0.0,17.0,0.0,1.0,3.0,2597.0,0
1,0,1,1,9,32,164,354,30,1.0,0.0,9.0,0.0,1.0,3.0,2597.0,0
2,0,1,1,12,37,165,355,30,2.0,0.0,12.0,0.0,3.0,7.0,1283.0,0
5,0,1,1,34,62,176,356,33,5.0,0.0,34.0,1.0,2.0,6.0,1464.0,0
3,0,1,1,26,50,177,357,33,3.0,0.0,26.0,0.0,1.0,4.0,2597.0,0
2,0,1,1,23,47,178,358,33,2.0,0.0,23.0,0.0,1.0,5.0,2597.0,0
3,0,1,1,28,55,179,359,33,3.0,0.0,28.0,0.0,2.0,7.0,2597.0,0
2,0,1,1,22,46,181,360,33,2.0,0.0,22.0,0.0,1.0,4.0,2597.0,0
2,0,1,1,22,47,182,361,33,2.0,0.0,22.0,0.0,1.0,5.0,2597.0,0
8,0,1,1,47,79,183,362,33,8.0,0.0,47.0,0.0,2.0,3.0,2597.0,0
1,0,1,1,11,36,184,363,33,1.0,0.0,11.0,0.0,1.0,3.0,2597.0,0
7,0,1,0,57,83,186,364,34,7.0,0.0,57.0,0.0,1.0,1.0,2597.0,0
3,0,1,1,40,75,187,365,34,3.0,0.0,40.0,1.0,3.0,9.0,1464.0,1
112,0,1,4,423,477,188,366,34,112.0,0.0,423.0,11.0,5.0,36.0,592.0,1
3,0,1,2,32,58,189,367,34,3.0,0.0,32.0,1.0,1.0,4.0,2597.0,0
1,0,5,0,24,100,190,368,34,1.0,0.0,24.0,0.0,2.0,7.0,2597.0,1
1,0,1,5,35,63,191,369,34,1.0,0.0,35.0,2.0,1.0,5.0,2597.0,0
16,0,3,2,90,139,192,370,34,16.0,0.0,90.0,1.0,5.0,5.0,56.0,1
19,0,1,4,120,151,193,371,34,19.0,0.0,120.0,1.0,3.0,9.0,2597.0,1
21,0,1,4,160,202,194,372,34,21.0,0.0,160.0,3.0,4.0,10.0,2597.0,1
5,0,1,1,46,78,195,373,34,5.0,0.0,46.0,1.0,3.0,9.0,1464.0,0
62,0,1,4,365,427,196,374,34,62.0,0.0,365.0,2.0,3.0,18.0,1464.0,1
1,0,1,2,11,39,200,375,36,1.0,0.0,11.0,0.0,1.0,3.0,2597.0,0
1,0,1,9,55,90,201,376,36,1.0,0.0,55.0,0.0,2.0,4.0,2597.0,1
1,0,1,11,61,99,202,377,36,1.0,0.0,61.0,0.0,3.0,5.0,1464.0,0
1,0,1,9,50,84,203,378,36,1.0,0.0,50.0,0.0,1.0,2.0,2597.0,0
30,0,1,1,88,118,204,379,37,30.0,0.0,88.0,3.0,2.0,6.0,1464.0,1
3,0,1,5,39,103,205,380,37,3.0,0.0,39.0,2.0,3.0,6.0,1283.0,0
1,0,4,0,14,73,206,381,37,1.0,0.0,14.0,2.0,3.0,7.0,1283.0,1
20,0,1,4,117,178,207,382,37,20.0,0.0,117.0,11.0,4.0,20.0,1464.0,1
3,0,1,1,34,67,208,383,37,3.0,0.0,34.0,0.0,1.0,3.0,1464.0,0
1,0,2,0,16,62,209,384,37,1.0,0.0,16.0,0.0,1.0,1.0,1464.0,0
1,0,1,1,22,50,210,385,37,1.0,0.0,22.0,0.0,1.0,5.0,1464.0,1
1,0,2,0,9,57,211,386,37,1.0,0.0,9.0,0.0,2.0,2.0,2597.0,0
1,0,5,2,24,75,212,387,37,1.0,0.0,24.0,0.0,1.0,2.0,1464.0,0
1,0,2,0,17,75,213,388,37,1.0,0.0,17.0,0.0,1.0,3.0,1464.0,0
3,0,1,5,49,96,214,389,37,3.0,0.0,49.0,0.0,1.0,5.0,1464.0,0
3,0,1,1,27,57,215,390,37,3.0,0.0,27.0,0.0,2.0,5.0,2597.0,0
9,0,1,4,54,109,216,391,37,9.0,0.0,54.0,0.0,2.0,6.0,1283.0,1
1,0,2,1,33,69,217,392,37,1.0,0.0,33.0,0.0,1.0,1.0,1464.0,0
9,0,1,7,61,101,218,393,38,9.0,0.0,61.0,0.0,3.0,6.0,1283.0,1
1,0,1,0,4,36,219,394,38,1.0,0.0,4.0,0.0,1.0,3.0,2597.0,0
1,0,1,0,50,76,220,395,38,1.0,0.0,50.0,0.0,5.0,7.0,1464.0,0
20,0,1,0,131,166,221,396,39,20.0,0.0,131.0,0.0,4.0,9.0,219.0,0
1,0,1,1,8,32,222,397,39,1.0,0.0,8.0,0.0,3.0,5.0,343.0,0
5,0,1,1,19,55,223,398,39,5.0,0.0,19.0,0.0,2.0,2.0,2597.0,0
1,0,1,0,16,41,224,399,40,1.0,0.0,16.0,0.0,1.0,3.0,2597.0,0
8,0,1,12,97,139,225,400,40,8.0,0.0,97.0,6.0,4.0,11.0,1464.0,0
9,0,1,1,42,68,226,401,40,9.0,0.0,42.0,0.0,1.0,3.0,2597.0,0
39,0,1,0,286,589,227,402,41,39.0,0.0,286.0,7.0,5.0,33.0,1464.0,1
4,0,1,3,39,71,228,403,41,4.0,0.0,39.0,0.0,2.0,3.0,2597.0,0
10,0,1,27,206,276,229,404,41,10.0,0.0,206.0,1.0,5.0,9.0,1464.0,0
2,0,5,2,109,220,230,405,41,2.0,0.0,109.0,2.0,4.0,13.0,1464.0,0
1,0,2,0,5,36,231,406,41,1.0,0.0,5.0,1.0,2.0,2.0,2597.0,0
3,0,1,3,28,57,232,407,41,3.0,0.0,28.0,1.0,3.0,4.0,1464.0,0
1,0,2,0,8,44,233,408,41,1.0,0.0,8.0,0.0,1.0,2.0,1464.0,0
2,0,1,3,24,57,234,409,41,2.0,0.0,24.0,0.0,1.0,3.0,1464.0,0
73,0,18,1,751,1260,235,410,42,73.0,0.0,751.0,13.0,7.0,101.0,592.0,1
2,0,2,0,48,94,236,411,42,2.0,0.0,48.0,0.0,5.0,12.0,592.0,0
7,0,1,0,36,86,237,412,43,7.0,0.0,36.0,0.0,1.0,4.0,2597.0,0
4,0,1,1,35,55,238,413,43,4.0,0.0,35.0,1.0,4.0,10.0,1283.0,0
19,0,1,1,92,144,239,414,43,19.0,0.0,92.0,0.0,1.0,2.0,423.0,0
4,0,1,1,37,67,240,415,43,4.0,0.0,37.0,0.0,3.0,6.0,1283.0,0
2,0,1,2,68,114,241,416,43,2.0,0.0,68.0,4.0,5.0,25.0,592.0,1
1,0,1,1,12,39,242,417,43,1.0,0.0,12.0,0.0,1.0,1.0,1464.0,0
1,0,1,10,40,73,243,418,44,1.0,0.0,40.0,0.0,2.0,2.0,263.0,0
2,0,0,15,52,86,244,419,44,2.0,0.0,52.0,0.0,1.0,2.0,1283.0,0
1,0,0,1,28,55,245,420,45,1.0,0.0,28.0,0.0,4.0,8.0,1464.0,0
10,0,4,45,212,320,246,421,45,10.0,0.0,212.0,1.0,3.0,30.0,2597.0,0
1,0,9,10,81,175,247,422,45,1.0,0.0,81.0,0.0,4.0,12.0,1283.0,0
7,0,2,14,86,146,248,423,45,7.0,0.0,86.0,0.0,3.0,10.0,1283.0,1
1,0,1,4,19,47,249,424,45,1.0,0.0,19.0,0.0,3.0,3.0,1464.0,0
1,0,1,10,40,73,250,425,45,1.0,0.0,40.0,0.0,1.0,2.0,1283.0,0
2,0,4,2,23,65,251,426,46,2.0,0.0,23.0,1.0,3.0,7.0,592.0,0
1,0,0,1,10,33,252,427,46,1.0,0.0,10.0,0.0,3.0,5.0,1464.0,0
1,0,0,1,8,30,253,428,46,1.0,0.0,8.0,0.0,2.0,2.0,592.0,0
1,0,0,13,48,82,254,429,46,1.0,0.0,48.0,1.0,2.0,3.0,1464.0,1
52,0,5,40,323,453,255,430,46,52.0,0.0,323.0,3.0,6.0,39.0,592.0,1
2,0,0,20,92,135,256,431,46,2.0,0.0,92.0,0.0,3.0,7.0,1464.0,1
7,0,2,0,41,95,257,432,46,7.0,0.0,41.0,5.0,3.0,13.0,1283.0,0
15,0,6,67,277,395,258,433,46,15.0,0.0,277.0,1.0,4.0,32.0,592.0,0
11,0,0,10,97,141,259,434,46,11.0,0.0,97.0,1.0,3.0,7.0,1283.0,0
8,0,0,13,83,124,260,435,46,8.0,0.0,83.0,0.0,3.0,7.0,2597.0,0
6,0,0,4,50,93,270,436,48,6.0,0.0,50.0,0.0,3.0,5.0,2597.0,0
6,0,1,1,41,84,271,437,48,6.0,0.0,41.0,3.0,5.0,9.0,592.0,0
5,0,2,1,61,102,272,438,49,5.0,0.0,61.0,0.0,2.0,6.0,1464.0,0
4,0,2,1,51,88,273,439,49,4.0,0.0,51.0,0.0,3.0,5.0,1464.0,0
7,0,2,1,56,98,274,440,49,7.0,0.0,56.0,0.0,5.0,9.0,2597.0,0
2,0,2,1,45,84,275,441,49,2.0,0.0,45.0,0.0,4.0,9.0,1464.0,0
6,0,1,2,51,85,276,442,49,6.0,0.0,51.0,0.0,4.0,5.0,1283.0,0
9,0,1,2,76,124,277,443,49,9.0,0.0,76.0,2.0,2.0,7.0,1283.0,0
1,0,1,0,4,27,278,444,50,1.0,0.0,4.0,0.0,1.0,1.0,343.0,0
1,0,1,0,9,32,279,445,50,1.0,0.0,9.0,0.0,2.0,2.0,2597.0,0
14,0,1,2,79,108,280,446,50,14.0,0.0,79.0,0.0,2.0,5.0,2597.0,0
132,0,1,2,586,640,281,447,50,132.0,0.0,586.0,1.0,4.0,11.0,1283.0,1
41,0,1,4,175,217,282,448,50,41.0,0.0,175.0,0.0,2.0,10.0,2597.0,0
1,0,1,1,16,41,283,449,50,1.0,0.0,16.0,0.0,2.0,2.0,2597.0,0
4,0,3,0,36,76,284,450,50,4.0,0.0,36.0,0.0,2.0,6.0,2597.0,0
1,0,1,8,34,69,285,451,51,1.0,0.0,34.0,0.0,1.0,3.0,343.0,0
1,0,1,7,34,96,286,452,51,1.0,0.0,34.0,0.0,3.0,5.0,2597.0,0
1,0,1,10,40,78,287,453,51,1.0,0.0,40.0,0.0,1.0,2.0,343.0,0
1,0,1,8,33,68,289,454,51,1.0,0.0,33.0,0.0,1.0,1.0,343.0,0
1,0,1,15,72,117,288,455,51,1.0,0.0,72.0,0.0,1.0,1.0,343.0,0
1,0,1,3,20,74,290,456,51,1.0,0.0,20.0,0.0,2.0,2.0,1283.0,0
1,0,1,6,26,58,291,457,51,1.0,0.0,26.0,0.0,1.0,1.0,343.0,0
1,0,1,4,19,48,292,458,51,1.0,0.0,19.0,0.0,1.0,1.0,343.0,0
6,0,1,1,38,80,293,459,52,6.0,0.0,38.0,0.0,1.0,1.0,1283.0,0
1,0,1,1,5,32,294,460,52,1.0,0.0,5.0,0.0,1.0,1.0,1283.0,0
2,0,1,3,24,55,295,461,52,2.0,0.0,24.0,0.0,3.0,3.0,2597.0,0
1,0,1,3,23,55,296,462,52,1.0,0.0,23.0,0.0,2.0,8.0,1283.0,0
1,0,1,6,28,59,297,463,53,1.0,0.0,28.0,0.0,1.0,1.0,343.0,0
46,0,1,1,170,206,298,464,53,46.0,0.0,170.0,0.0,2.0,2.0,2597.0,0
23,0,1,11,170,217,299,465,54,23.0,0.0,170.0,0.0,5.0,17.0,592.0,1
1,0,1,8,16,47,300,466,54,1.0,0.0,16.0,0.0,3.0,5.0,592.0,0
1,0,1,3,7,35,301,467,54,1.0,0.0,7.0,0.0,2.0,4.0,2597.0,0
4,0,1,3,30,63,302,468,54,4.0,0.0,30.0,0.0,1.0,1.0,2597.0,0
1,0,1,6,25,54,303,469,55,1.0,0.0,25.0,0.0,1.0,1.0,343.0,0
92,0,1,1,300,370,304,470,55,92.0,0.0,300.0,2.0,5.0,16.0,1464.0,0
1,0,0,3,6,29,305,471,56,1.0,0.0,6.0,0.0,3.0,5.0,1283.0,0
1,0,19,0,46,283,306,472,56,1.0,0.0,46.0,1.0,4.0,23.0,2597.0,0
137,0,1,18,748,950,307,473,56,137.0,0.0,748.0,11.0,9.0,133.0,592.0,1
1,0,2,1,10,46,308,474,56,1.0,0.0,10.0,0.0,2.0,3.0,2597.0,0
8,0,0,3,128,185,309,475,56,8.0,0.0,128.0,0.0,1.0,2.0,1283.0,0
1,0,1,1,28,65,310,476,57,1.0,0.0,28.0,0.0,1.0,1.0,1464.0,0
1,0,1,2,5,32,311,477,58,1.0,0.0,5.0,0.0,1.0,1.0,592.0,0
1,0,4,0,6,40,312,478,58,1.0,0.0,6.0,0.0,2.0,3.0,592.0,0
2,0,4,7,46,96,313,479,58,2.0,0.0,46.0,0.0,3.0,7.0,592.0,1
7,0,5,11,92,151,314,480,58,7.0,0.0,92.0,0.0,3.0,5.0,263.0,0
1,0,2,0,5,35,315,481,59,1.0,0.0,5.0,0.0,2.0,2.0,2597.0,0
1,0,0,16,81,121,316,482,60,1.0,0.0,81.0,0.0,4.0,9.0,2597.0,1
14,0,0,3,88,117,317,483,60,14.0,0.0,88.0,2.0,4.0,13.0,1283.0,0
1,0,1,0,10,34,318,484,61,1.0,0.0,10.0,0.0,1.0,1.0,2597.0,0
17,0,1,5,99,134,319,485,61,17.0,0.0,99.0,0.0,3.0,7.0,1283.0,0
8,0,1,3,56,86,320,486,62,8.0,0.0,56.0,0.0,1.0,1.0,2597.0,0
9,0,1,9,113,157,321,487,62,9.0,0.0,113.0,0.0,3.0,8.0,2597.0,1
1,0,1,4,16,45,322,488,62,1.0,0.0,16.0,0.0,1.0,1.0,2597.0,0
8,0,1,9,108,152,323,489,62,8.0,0.0,108.0,0.0,3.0,7.0,2597.0,1
1,0,1,1,4,28,324,490,62,1.0,0.0,4.0,0.0,1.0,2.0,2597.0,0
1,0,1,7,33,66,325,491,62,1.0,0.0,33.0,0.0,1.0,1.0,2597.0,0
1,0,1,2,13,40,326,492,62,1.0,0.0,13.0,0.0,1.0,1.0,2597.0,0
4,0,1,2,27,55,327,493,62,4.0,0.0,27.0,0.0,1.0,1.0,2597.0,0
1,0,1,2,6,32,328,494,62,1.0,0.0,6.0,0.0,1.0,2.0,2597.0,0
17,0,1,17,141,190,329,495,62,17.0,0.0,141.0,0.0,1.0,4.0,2597.0,0
1,0,1,6,26,58,330,496,62,1.0,0.0,26.0,0.0,1.0,1.0,2597.0,0
1,0,1,4,18,48,331,497,62,1.0,0.0,18.0,0.0,1.0,1.0,2597.0,0
30,0,5,14,193,255,332,498,62,30.0,0.0,193.0,0.0,1.0,1.0,2597.0,0
6,0,1,4,62,78,333,499,63,6.0,0.0,62.0,0.0,4.0,9.0,592.0,0
1,0,1,1,4,27,334,500,64,1.0,0.0,4.0,0.0,1.0,1.0,2597.0,0
37,0,5,6,244,376,335,501,64,37.0,0.0,244.0,0.0,5.0,26.0,592.0,1
8,0,0,6,51,81,336,502,64,8.0,0.0,51.0,0.0,1.0,1.0,263.0,0
1,0,1,3,12,40,337,503,64,1.0,0.0,12.0,0.0,1.0,1.0,2597.0,0
1,0,2,7,14,56,339,504,66,1.0,0.0,14.0,0.0,2.0,4.0,2597.0,0
4,0,0,9,84,120,340,505,66,4.0,0.0,84.0,2.0,3.0,9.0,592.0,0
1,0,1,5,10,40,341,506,66,1.0,0.0,10.0,0.0,2.0,2.0,1283.0,0
3,0,1,5,46,79,342,507,66,3.0,0.0,46.0,0.0,2.0,2.0,1283.0,0
3,0,1,18,149,212,343,508,67,3.0,0.0,149.0,0.0,7.0,20.0,2597.0,0
1,0,0,16,22,58,344,509,67,1.0,0.0,22.0,0.0,1.0,2.0,423.0,0
1,0,1,6,10,43,345,510,67,1.0,0.0,10.0,0.0,3.0,5.0,1283.0,0
1,0,1,6,61,97,346,511,67,1.0,0.0,61.0,0.0,4.0,9.0,1283.0,0
1,0,0,7,12,39,347,512,68,1.0,0.0,12.0,0.0,1.0,2.0,423.0,0
1,0,0,7,40,69,348,513,68,1.0,0.0,40.0,1.0,2.0,4.0,1464.0,0
1,0,1,1,5,33,349,514,68,1.0,0.0,5.0,0.0,2.0,3.0,2597.0,0
1,0,2,4,10,46,350,515,68,1.0,0.0,10.0,0.0,3.0,5.0,1283.0,0
1,0,1,5,37,69,351,516,68,1.0,0.0,37.0,0.0,3.0,9.0,592.0,1
9,0,0,8,62,97,352,517,69,9.0,0.0,62.0,0.0,5.0,7.0,1464.0,1
1,0,4,1,9,50,354,518,71,1.0,0.0,9.0,0.0,2.0,3.0,1283.0,0
3,0,2,3,47,81,355,519,71,3.0,0.0,47.0,0.0,3.0,4.0,2597.0,0
1,0,1,6,10,39,356,520,72,1.0,0.0,10.0,0.0,2.0,2.0,1283.0,0
7,0,1,8,75,115,357,521,72,7.0,0.0,75.0,0.0,5.0,12.0,2597.0,1
1,0,0,7,25,53,358,522,72,1.0,0.0,25.0,0.0,2.0,4.0,1283.0,0
1,0,4,1,9,49,359,523,73,1.0,0.0,9.0,0.0,2.0,3.0,1283.0,0
1,0,4,1,27,68,360,524,73,1.0,0.0,27.0,0.0,2.0,4.0,1283.0,0
11,0,4,4,60,116,361,525,74,11.0,0.0,60.0,0.0,5.0,12.0,1464.0,0
1,0,1,1,4,27,362,526,74,1.0,0.0,4.0,0.0,1.0,3.0,2597.0,0
1,0,1,1,9,37,363,527,75,1.0,0.0,9.0,0.0,2.0,5.0,1283.0,0
1,0,1,5,10,35,364,528,76,1.0,0.0,10.0,0.0,1.0,1.0,592.0,0
1,0,2,4,50,88,365,529,76,1.0,0.0,50.0,0.0,1.0,1.0,592.0,0
1,0,1,6,10,37,366,530,77,1.0,0.0,10.0,0.0,1.0,1.0,592.0,0
10,0,7,2,53,124,367,531,77,10.0,0.0,53.0,0.0,1.0,1.0,592.0,1
1,0,7,2,13,63,368,532,77,1.0,0.0,13.0,0.0,2.0,2.0,2597.0,0
1,0,12,1,17,86,369,533,77,1.0,0.0,17.0,0.0,1.0,1.0,592.0,0
22,0,13,2,134,220,370,534,77,22.0,0.0,134.0,0.0,2.0,2.0,1464.0,1
26,0,13,2,135,220,371,535,77,26.0,0.0,135.0,0.0,2.0,2.0,1464.0,1
1,0,9,0,13,69,372,536,77,1.0,0.0,13.0,0.0,1.0,1.0,592.0,0
19,0,9,2,110,178,373,537,77,19.0,0.0,110.0,0.0,2.0,2.0,1464.0,1
1,0,1,3,9,37,374,538,78,1.0,0.0,9.0,0.0,2.0,2.0,343.0,0
8,0,9,3,90,160,375,539,78,8.0,0.0,90.0,2.0,6.0,8.0,1283.0,0
1,0,1,3,7,33,376,540,78,1.0,0.0,7.0,0.0,1.0,1.0,592.0,0
8,0,2,2,54,98,377,541,78,8.0,0.0,54.0,0.0,1.0,1.0,592.0,0
6,0,1,1,43,68,378,542,78,6.0,0.0,43.0,0.0,2.0,3.0,2597.0,0
1,0,1,3,18,48,379,543,78,1.0,0.0,18.0,0.0,4.0,4.0,2597.0,0
1,0,1,4,16,43,381,544,80,1.0,0.0,16.0,0.0,1.0,1.0,592.0,0
1,0,13,5,76,157,382,545,81,1.0,0.0,76.0,0.0,2.0,2.0,343.0,0
1,0,1,1,8,40,383,546,81,1.0,0.0,8.0,0.0,1.0,1.0,592.0,0
3,0,9,2,51,110,384,547,81,3.0,0.0,51.0,0.0,1.0,1.0,592.0,1
6,0,2,0,34,70,385,548,82,6.0,0.0,34.0,0.0,2.0,2.0,2597.0,0
1,0,4,1,10,46,386,549,82,1.0,0.0,10.0,0.0,2.0,2.0,2597.0,0
1,0,5,1,37,81,387,550,82,1.0,0.0,37.0,0.0,2.0,2.0,343.0,1
1,0,0,7,26,54,388,551,83,1.0,0.0,26.0,0.0,1.0,1.0,592.0,0
9,0,1,7,58,97,389,552,83,9.0,0.0,58.0,0.0,2.0,2.0,1283.0,1
1,0,0,2,5,26,390,553,83,1.0,0.0,5.0,0.0,2.0,2.0,343.0,0
8,0,0,7,55,83,391,554,83,8.0,0.0,55.0,0.0,4.0,5.0,343.0,1
1,0,0,4,21,46,392,555,83,1.0,0.0,21.0,0.0,4.0,5.0,343.0,0
5,0,0,3,31,57,393,556,83,5.0,0.0,31.0,0.0,4.0,4.0,343.0,0
2,0,0,7,38,65,394,557,83,2.0,0.0,38.0,0.0,5.0,6.0,343.0,0
1,0,0,3,5,26,395,558,84,1.0,0.0,5.0,0.0,1.0,1.0,2597.0,0
2,0,1,3,20,55,396,559,84,2.0,0.0,20.0,0.0,2.0,3.0,343.0,0
1,0,0,3,7,28,397,560,85,1.0,0.0,7.0,0.0,3.0,3.0,2597.0,0
1,0,0,3,33,59,398,561,85,1.0,0.0,33.0,0.0,3.0,3.0,2597.0,0
1,0,4,7,17,61,399,562,86,1.0,0.0,17.0,0.0,5.0,14.0,1464.0,0
2,0,0,11,99,135,400,563,86,2.0,0.0,99.0,0.0,7.0,19.0,1283.0,0
1,0,1,10,14,46,401,564,86,1.0,0.0,14.0,0.0,5.0,9.0,219.0,0
2,0,1,10,95,134,402,565,86,2.0,0.0,95.0,0.0,8.0,21.0,1283.0,0
1,0,0,3,7,28,403,566,87,1.0,0.0,7.0,0.0,3.0,3.0,2597.0,0
1,0,0,3,19,44,404,567,87,1.0,0.0,19.0,0.0,3.0,3.0,2597.0,0
