McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
5,0,23,0,2,3,592,0
8,0,52,0,2,3,592,0
5,0,21,0,1,1,2597,0
1,0,14,0,2,3,592,0
1,0,29,0,2,3,592,0
4,0,17,0,3,4,219,0
5,0,27,0,1,1,2597,0
27,0,147,0,2,3,592,0
8,0,48,0,4,6,592,0
6,0,45,0,2,3,263,0
1,0,7,0,3,3,1464,0
16,0,133,0,1,4,2597,0
8,0,55,0,1,1,2597,0
2,0,19,0,1,1,2597,0
1,0,32,0,1,1,2597,0
3,0,17,0,1,1,2597,0
4,0,37,0,1,3,2597,0
1,0,129,0,1,1,2597,0
1,0,94,0,2,2,1464,0
4,0,40,0,3,6,592,0
2,0,189,0,5,9,343,0
1,0,17,0,2,2,263,0
43,0,284,0,2,3,263,0
4,0,42,0,1,1,263,0
1,0,22,0,1,1,263,0
1,0,56,0,3,5,263,0
2,0,57,0,5,8,343,0
1,0,78,0,3,4,263,0
1,0,13,0,1,3,2597,0
1,0,26,0,3,8,1283,0
1,0,15,0,2,2,263,0
1,0,23,0,4,5,1464,0
1,0,17,0,2,2,263,0
1,0,24,0,2,2,263,0
1,0,54,0,6,8,1464,0
1,0,19,0,2,2,263,0
1,0,19,0,2,2,263,0
1,0,19,0,2,2,263,0
2,0,166,0,2,4,1283,0
1,0,36,0,3,3,263,0
1,0,47,0,2,2,1283,0
5,0,134,0,5,9,343,0
1,0,47,0,3,4,263,0
10,0,174,0,5,17,592,0
4,0,218,0,7,25,1464,0
9,0,66,0,2,2,263,0
1,0,59,0,4,4,263,0
12,0,167,0,5,11,2597,0
9,0,195,0,7,23,2597,0
5,0,463,0,6,19,2597,0
1,0,90,0,3,6,1283,0
1,0,94,0,3,8,263,0
1,0,52,0,4,7,1283,0
1,0,78,0,3,4,263,0
21,0,182,0,7,18,1464,0
1,0,49,0,5,16,343,0
21,0,504,0,8,29,1283,0
3,0,83,0,2,3,263,0
4,0,282,0,6,15,1464,0
4,0,215,0,6,16,1464,0
2,0,45,0,3,3,263,0
3,0,148,0,5,15,2597,0
5,0,446,0,5,13,2597,0
1,0,92,0,3,7,1283,0
1,0,130,0,2,4,1283,0
13,0,268,0,2,8,1283,0
9,0,563,0,5,15,1283,0
2,0,261,0,4,10,1464,0
1,0,40,0,2,4,263,0
5,0,80,0,2,4,263,0
2,0,53,0,2,2,263,0
3,0,58,0,2,2,263,0
4,0,58,0,2,2,263,0
1,0,34,0,2,2,263,0
8,0,113,0,4,6,2597,0
1,0,56,0,3,3,263,0
1,0,14,0,2,3,263,0
1,0,9,0,1,2,1464,0
1,0,12,0,2,3,1283,0
1,0,9,0,4,6,263,0
1,0,23,0,4,6,263,0
4,0,34,0,3,4,1283,0
4,0,42,0,3,5,1283,0
35,0,261,0,6,15,423,0
10,0,49,0,3,7,423,0
1,0,19,0,4,7,1283,0
4,0,26,0,3,5,2597,0
1,0,24,0,3,4,2597,0
1,0,12,0,3,4,2597,0
1,0,25,0,4,7,1283,0
4,0,25,0,3,5,2597,0
4,0,25,0,4,8,2597,0
1,0,24,0,1,1,1464,0
1,0,10,0,1,1,1464,0
1,0,17,0,4,9,2597,0
5,0,34,0,3,4,2597,0
13,0,98,0,5,11,2597,0
8,0,47,0,7,22,1283,0
4,0,49,0,7,19,1283,0
15,0,129,0,4,6,1283,1
2,0,44,0,7,21,2597,0
2,0,35,0,5,12,1283,0
3,0,52,0,5,10,2597,0
4,0,40,0,7,20,2597,0
6,0,47,0,1,2,263,0
32,0,204,0,8,18,1283,0
3,0,80,0,6,7,1283,1
5,0,49,0,7,17,1283,0
13,0,87,0,7,18,1283,0
1,0,51,0,7,17,2597,0
2,0,63,0,6,18,1283,0
2,0,49,0,4,11,1283,0
9,0,35,0,2,2,1283,0
1,0,17,1,2,2,1464,1
1,0,13,0,3,5,2597,0
14,0,82,0,4,11,2597,0
1,0,11,0,3,5,2597,1
1,0,12,1,2,2,1464,1
1,0,9,1,3,5,1464,0
24,0,145,1,6,9,1464,1
1,0,22,0,1,2,343,0
11,0,47,0,4,10,1283,0
1,0,18,0,1,2,423,0
13,0,124,0,3,13,423,0
4,0,50,0,1,2,592,0
3,0,62,0,2,3,423,0
1,0,6,0,1,1,343,0
1,0,6,0,1,3,423,0
1,0,13,0,2,4,263,0
2,0,25,0,2,3,423,0
2,0,27,0,1,5,423,0
1,0,30,0,4,7,423,0
21,0,133,1,4,16,423,0
2,0,35,0,2,4,423,0
1,0,41,0,2,3,423,0
6,0,69,0,3,5,423,0
4,0,41,0,3,5,423,0
7,0,73,0,5,11,423,0
21,0,132,0,5,17,423,1
2,0,36,0,1,2,423,0
1,0,25,0,2,2,423,0
2,0,47,0,3,5,423,0
1,0,31,0,2,8,263,0
1,0,31,0,2,3,423,0
1,0,31,0,3,5,423,0
3,0,49,0,3,7,423,0
1,0,24,0,1,2,423,0
16,0,117,0,5,23,263,0
16,0,110,0,4,17,263,0
18,0,130,0,4,6,423,0
1,0,25,0,3,4,423,0
4,0,43,0,3,5,423,0
3,0,46,0,2,6,423,0
1,0,30,0,1,3,423,0
1,0,29,0,3,6,423,0
4,0,49,0,3,8,263,0
34,0,212,3,5,24,423,0
9,0,107,0,2,4,423,0
1,0,31,0,3,8,423,0
1,0,37,0,1,4,423,0
3,0,37,0,1,4,423,0
5,0,57,0,1,4,423,0
1,0,30,0,1,3,423,0
1,0,48,0,2,6,263,0
3,0,60,1,3,8,423,0
2,0,35,0,2,4,423,0
3,0,52,0,1,2,423,0
2,0,27,0,3,4,423,0
3,0,32,0,2,2,2597,0
5,0,43,0,1,1,592,1
6,0,83,0,2,3,2597,0
13,0,202,0,3,4,2597,0
1,0,74,0,6,18,1283,0
3,0,94,0,4,12,1283,0
1,0,28,0,6,9,263,0
1,0,12,0,4,6,263,0
1,0,14,0,4,10,263,0
1,0,56,0,7,20,1283,0
2,0,29,0,1,2,343,0
3,0,38,0,2,4,1283,0
3,0,27,0,1,1,1283,1
3,0,23,0,4,5,263,1
2,0,25,0,2,3,127,1
1,0,15,0,1,1,1283,1
1,0,11,0,4,8,2597,0
2,0,45,0,6,16,2597,0
13,0,155,0,6,23,2597,1
10,0,164,0,7,24,1464,0
5,0,71,0,6,15,2597,0
3,0,34,0,9,16,1464,0
9,0,82,0,7,27,1464,1
8,0,57,0,1,2,343,1
2,0,50,0,6,17,263,0
1,0,26,0,5,11,263,0
2,0,35,0,5,14,1283,0
1,0,33,0,5,12,263,0
1,0,26,0,5,10,263,0
1,0,17,0,7,16,2597,0
13,0,133,0,9,39,263,1
1,0,8,0,2,4,2597,0
6,0,83,0,7,33,1464,0
2,0,32,0,1,2,1283,0
2,0,40,0,3,4,263,0
10,0,94,0,7,33,219,0
1,0,27,0,1,2,127,0
1,0,59,0,6,22,1283,0
34,0,370,0,9,92,2597,1
7,0,42,0,4,6,1283,0
12,0,73,0,2,3,1283,0
1,0,4,0,4,8,263,0
3,0,26,0,5,8,343,1
1,0,31,0,6,15,2597,0
1,0,22,0,3,6,2597,0
7,0,67,0,4,9,2597,1
4,0,55,0,6,15,2597,1
1,0,6,0,4,6,2597,0
3,0,25,0,4,6,2597,0
54,0,415,0,7,44,423,0
10,0,98,0,4,14,423,0
1,0,8,0,2,7,423,0
31,0,239,0,8,44,423,0
32,0,188,0,4,13,423,0
6,0,41,0,4,12,423,0
5,0,44,0,3,3,1283,1
2,0,24,0,1,1,127,0
5,0,37,0,4,5,1464,0
1,0,42,0,1,1,2597,0
1,0,49,0,1,1,2597,0
1,0,27,0,1,1,2597,0
1,0,11,0,1,1,2597,0
1,0,17,0,2,3,2597,0
1,0,5,0,3,4,1464,0
11,0,75,0,3,4,1464,0
1,0,17,0,2,3,2597,0
1,0,7,0,2,3,2597,0
2,0,20,0,3,8,263,0
1,0,21,0,4,14,263,0
1,0,72,0,4,10,263,0
1,0,7,0,3,5,263,0
9,0,122,0,4,10,263,0
5,0,41,0,4,8,1283,0
1,0,8,0,1,2,1464,0
1,0,6,0,1,2,1283,0
1,0,4,0,1,4,1464,0
1,0,7,0,3,6,263,0
1,0,4,0,2,3,263,0
1,0,10,0,2,3,263,0
17,0,95,0,5,10,423,0
1,0,14,0,2,2,263,0
1,0,17,0,2,3,1283,0
1,0,40,1,6,6,423,1
4,0,164,3,9,27,423,1
2,0,53,0,2,3,2597,0
1,0,40,0,6,26,2597,1
22,0,362,0,6,37,2597,1
1,0,10,0,4,10,2597,0
1,0,35,0,5,13,2597,0
1,0,14,0,2,2,1464,0
2,0,57,0,3,5,1464,0
1,0,128,0,10,49,1464,0
1,0,12,0,4,10,1464,0
19,0,137,0,5,12,1464,1
91,0,985,2,11,120,423,1
1,0,10,0,1,4,2597,1
3,0,68,0,5,12,2597,1
2,0,43,0,2,3,1283,1
1,0,10,0,1,4,2597,0
9,0,68,0,2,6,2597,0
4,0,38,0,1,2,2597,0
1,0,102,0,7,16,1283,0
4,0,106,0,3,7,1283,0
1,0,14,0,2,2,219,0
1,0,94,0,8,14,1283,0
1,0,88,0,8,48,37,0
1,0,8,0,3,4,2597,0
19,0,137,0,8,22,1464,1
1,0,24,0,7,23,423,0
14,0,51,0,2,2,1464,0
22,0,178,0,8,49,423,0
48,0,723,0,10,160,423,1
1,0,35,0,8,28,263,0
4,0,202,0,9,52,423,0
1,0,15,0,6,19,2597,0
12,0,128,0,8,46,263,0
1,0,6,0,2,2,219,0
1,0,15,0,3,3,592,0
1,0,38,0,1,1,592,0
9,0,60,0,2,2,1283,0
1,0,81,0,10,57,1464,1
1,0,10,0,3,4,2597,0
19,0,135,0,6,13,1464,1
1,0,17,0,4,11,1283,0
6,0,144,0,8,37,2597,0
1,0,28,0,4,8,2597,0
2,0,144,1,4,12,2597,0
96,0,733,1,12,175,423,1
1,0,102,0,7,17,1283,0
2,0,38,0,3,5,1283,0
1,0,58,0,7,23,423,1
9,0,236,0,8,25,423,1
1,0,7,0,1,1,592,0
27,0,143,0,2,2,219,0
8,0,52,0,7,23,263,1
1,0,9,0,3,3,219,0
3,0,36,0,3,4,219,0
1,0,22,0,5,6,219,0
17,0,159,0,7,13,1464,0
1,0,11,0,5,6,219,0
6,0,49,1,6,9,1464,0
2,0,42,0,4,5,2597,0
1,0,9,0,2,2,2597,1
2,0,51,0,4,7,2597,1
3,0,46,0,4,5,2597,0
1,0,31,0,4,4,2597,0
3,0,143,0,6,24,2597,1
1,0,12,0,1,1,2597,0
1,0,11,0,4,7,263,0
1,0,13,0,1,1,2597,0
19,0,132,0,5,7,1464,0
1,0,16,0,1,2,2597,0
23,0,159,0,5,12,1464,0
1,0,15,0,1,1,2597,0
19,0,134,0,5,7,1464,0
14,0,97,0,2,2,1464,0
1,0,9,0,1,1,2597,0
24,0,185,0,6,26,1464,0
1,0,81,0,5,16,592,1
1,0,15,0,2,3,2597,1
22,0,125,0,3,6,1464,1
14,0,175,0,6,17,1464,1
39,0,695,2,8,81,1464,1
10,0,83,0,3,4,1464,0
1,0,4,0,2,5,2597,0
15,0,103,1,4,14,263,0
1,0,8,0,1,1,2597,0
11,0,80,1,3,4,263,0
1,0,12,0,2,3,1283,0
1,0,7,0,3,3,1464,0
24,0,184,0,6,23,1464,0
1,0,14,0,1,1,592,0
25,0,219,0,6,30,1464,0
1,0,16,0,3,3,1464,0
29,0,237,0,4,11,1464,0
1,0,10,1,2,2,1464,0
1,0,18,0,3,6,1283,0
1,0,43,0,7,17,1464,1
1,0,8,1,2,2,1464,0
1,0,9,1,3,5,1464,0
35,0,264,0,7,40,592,1
1,0,14,1,2,2,1464,0
1,0,21,0,3,6,1283,0
8,0,120,0,6,18,1283,0
2,0,39,0,5,12,1283,0
1,0,10,0,6,9,2597,0
1,0,37,0,6,9,2597,0
1,0,19,0,2,4,1283,0
1,0,10,1,2,2,1464,0
1,0,13,1,3,5,1464,0
23,0,150,0,7,35,592,1
1,0,17,0,3,7,1464,0
4,0,68,0,5,11,1464,0
1,0,10,0,2,5,2597,0
2,0,42,0,1,3,1283,0
1,0,24,0,5,10,1464,0
1,0,18,0,4,9,1283,0
31,0,209,0,5,13,1464,0
57,0,381,0,6,49,263,1
1,0,28,0,4,11,263,0
1,0,16,0,5,9,1283,0
29,0,195,0,5,22,1464,0
55,0,363,0,6,42,263,1
1,0,26,0,4,8,1464,0
1,0,88,0,8,21,1464,1
1,0,22,0,3,5,1283,0
28,0,211,0,6,18,1464,0
37,0,677,1,8,51,1464,1
1,0,33,0,7,14,1464,0
19,0,271,0,7,37,1464,0
1,0,21,0,7,27,2597,0
2,0,148,1,10,43,2597,1
12,0,69,0,5,13,2597,0
1,0,4,0,2,3,2597,0
1,0,10,0,2,3,2597,0
1,0,271,0,5,21,263,0
1,0,87,0,7,28,263,0
1,0,12,0,1,1,592,0
5,0,109,0,6,19,1464,0
55,0,665,2,8,75,423,1
1,0,70,0,6,26,263,1
1,0,9,0,2,2,2597,0
9,0,126,0,5,16,1464,1
1,0,7,0,3,4,1464,0
82,0,701,2,6,66,1464,1
1,0,20,0,3,7,1464,0
4,0,145,0,4,12,1464,1
1,0,13,0,3,3,1464,0
20,0,108,0,3,4,1464,0
1,0,14,0,2,3,2597,0
1,0,89,0,2,4,1464,0
18,0,122,0,4,7,1464,0
1,0,5,0,2,2,1464,0
1,0,28,0,4,6,423,0
1,0,159,0,7,27,423,0
9,0,62,0,6,8,1283,0
1,0,11,1,2,2,1464,0
1,0,29,0,4,13,1283,0
43,0,307,0,6,23,1283,0
1,0,10,0,6,9,2597,0
1,0,30,0,6,12,2597,0
1,0,13,0,4,9,2597,0
29,0,133,1,6,32,2597,0
1,0,26,0,4,10,1464,0
32,0,287,0,6,34,1464,0
1,0,18,0,2,6,2597,0
20,0,153,0,3,8,2597,0
1,0,57,0,10,54,263,0
1,0,8,1,2,2,1464,0
1,0,12,1,3,5,1464,0
95,0,605,0,10,110,1464,1
12,0,59,0,2,3,2597,0
1,0,5,0,2,3,2597,0
3,0,26,0,4,7,423,0
12,0,59,0,2,4,2597,0
1,0,11,0,3,5,2597,0
56,0,272,2,7,23,1464,1
1,0,25,0,3,8,2597,0
2,0,53,0,3,4,1283,0
11,0,79,0,2,2,2597,0
1,0,19,0,4,7,1283,0
27,0,179,0,4,7,1464,0
18,0,120,0,2,2,1464,0
1,0,15,0,1,1,343,0
22,0,156,0,7,8,1464,0
1,0,27,0,2,3,592,0
18,0,120,0,2,2,1464,0
1,0,46,1,7,15,263,0
1,0,19,0,2,3,1283,0
4,0,126,2,5,13,1464,0
9,0,58,1,2,4,219,0
20,0,385,1,9,34,2,0
1,0,34,0,2,2,263,0
27,0,248,0,5,12,1464,0
1,0,58,1,4,7,263,0
14,0,386,1,6,20,263,1
1,0,11,0,1,1,2597,0
1,0,8,0,2,3,1283,0
12,0,115,0,3,7,1283,0
1,0,6,0,3,4,1464,0
1,0,17,0,3,5,1464,0
1,0,14,0,2,2,1283,0
7,0,58,0,4,5,1283,0
1,0,18,1,4,6,95,0
1,0,17,0,3,5,1283,0
1,0,60,0,3,4,1283,0
1,0,6,0,2,2,1283,0
1,0,44,0,2,3,1283,0
1,0,15,0,3,3,1464,0
27,0,243,0,4,5,1464,0
1,0,14,0,4,7,1464,0
2,0,49,0,5,11,1464,0
1,0,20,0,4,5,1283,0
30,0,164,0,4,6,1464,0
1,0,14,0,5,12,1464,0
9,0,69,0,6,26,1464,0
2,0,22,0,1,1,263,0
1,0,12,0,4,7,1464,0
1,0,27,0,4,7,1464,0
1,0,8,0,1,1,1464,0
1,0,20,0,4,4,1464,0
1,0,8,0,2,7,2597,0
31,0,106,0,2,7,2597,0
5,0,79,0,6,9,1283,0
1,0,11,0,3,3,263,0
2,0,43,0,6,9,263,0
1,0,77,0,1,1,1464,0
6,0,98,0,1,1,1464,0
2,0,121,0,1,1,1464,0
1,0,74,0,1,2,1464,0
1,0,19,0,3,3,263,0
12,0,124,0,8,13,1283,0
1,0,8,0,3,6,2597,0
1,0,53,0,3,6,2597,0
1,0,8,0,3,9,2597,0
4,0,61,0,3,10,2597,1
1,0,12,0,3,3,343,0
3,0,51,0,3,3,343,0
1,0,10,0,3,5,2597,0
1,0,66,0,4,6,2597,0
1,0,12,0,5,8,2597,0
1,0,82,0,6,11,2597,0
1,0,24,0,3,8,2597,0
9,0,60,0,2,4,1283,0
9,0,166,0,6,28,423,0
1,0,36,0,3,8,2597,0
5,0,49,0,3,10,2597,0
1,0,10,0,3,5,2597,0
1,0,63,0,4,6,2597,0
1,0,3,0,3,4,2597,0
1,0,22,0,5,20,2597,0
1,0,33,0,3,6,2597,0
5,0,164,0,8,34,2597,0
1,0,12,0,3,9,2597,0
1,0,89,0,5,19,2597,0
2,0,53,0,3,8,2597,0
1,0,9,0,3,3,343,0
1,0,53,0,4,7,1464,0
1,0,14,0,1,1,1283,0
1,0,56,0,1,1,1464,0
20,0,212,0,5,15,2597,1
1,0,22,0,5,16,2597,0
1,0,21,0,1,2,343,0
5,0,142,0,1,2,343,0
1,0,7,0,1,2,219,0
2,0,27,0,1,2,219,0
1,0,26,0,2,2,219,0
1,0,110,0,2,2,219,1
1,0,10,0,1,2,219,0
5,0,43,0,1,2,219,0
3,0,49,0,3,4,1283,0
1,0,16,0,1,1,1464,0
28,0,141,0,1,2,1464,0
1,0,11,0,1,1,1464,0
1,0,27,0,1,1,1464,0
1,0,13,0,3,5,1464,0
17,0,139,0,3,5,1464,1
1,0,39,0,4,7,423,0
1,0,8,0,4,6,263,0
1,0,25,0,2,6,1283,0
13,0,72,0,5,7,1283,0
1,0,35,0,4,8,2597,0
1,0,11,0,1,1,592,0
1,0,27,0,4,8,2597,0
1,0,17,0,4,8,2597,0
1,0,25,0,3,4,1283,0
3,0,28,0,4,11,1283,0
9,0,57,0,4,6,2597,0
9,0,64,0,5,9,95,0
9,0,58,0,1,1,263,0
9,0,57,0,3,4,1283,0
9,0,58,0,3,6,2597,0
1,0,29,0,2,3,1283,0
1,0,20,0,1,1,263,0
1,0,12,0,2,3,263,0
1,0,20,0,3,5,263,0
2,0,24,0,3,4,263,1
1,0,16,0,5,16,263,1
2,0,21,0,2,3,263,0
10,0,55,0,5,20,263,0
1,0,16,0,2,3,263,0
9,0,63,0,7,8,1283,0
9,0,59,0,4,5,2597,0
8,0,55,0,3,3,1283,0
2,0,15,0,3,3,1464,0
1,0,15,0,1,1,2597,0
2,0,15,0,3,3,1464,0
2,0,74,0,4,5,1464,1
2,0,62,0,3,3,1464,0
1,0,21,0,2,2,2597,0
82,0,378,2,6,28,1464,1
1,0,7,0,3,3,1464,0
1,0,12,0,2,2,263,0
44,0,204,0,6,18,1464,1
1,0,12,0,3,3,1464,0
104,0,439,0,6,31,1464,1
1,0,6,0,1,1,263,0
2,0,15,1,3,3,2597,0
1,0,21,0,6,17,1464,0
87,0,490,0,6,45,1464,1
9,0,70,0,3,4,263,0
9,0,58,0,2,2,1283,0
9,0,59,0,2,2,1283,0
9,0,60,0,3,4,263,0
9,0,70,0,1,3,263,0
9,0,70,0,3,4,592,0
11,0,61,0,4,7,263,1
17,0,67,0,4,7,263,1
1,0,7,0,4,6,2597,0
1,0,30,0,5,8,2597,0
1,0,7,0,2,3,2597,0
1,0,30,0,2,3,2597,0
1,0,12,0,4,12,2597,0
2,0,48,0,4,10,2597,0
1,0,13,0,3,6,2597,0
1,0,32,0,2,3,2597,0
1,0,12,0,4,10,2597,0
1,0,63,0,5,12,2597,0
1,0,17,0,3,6,2597,0
2,0,80,0,3,6,2597,0
19,0,109,0,6,13,263,0
17,0,104,0,5,8,263,0
1,0,43,0,6,15,263,0
1,0,34,0,2,2,263,0
1,0,64,0,2,3,1283,0
8,0,36,0,2,2,263,0
1,0,18,0,2,2,1464,0
1,0,27,0,3,4,1464,0
1,0,87,0,6,16,263,0
1,0,31,0,1,2,1283,0
1,0,81,0,6,13,263,0
1,0,23,0,1,1,219,0
1,0,16,0,2,2,263,0
1,0,25,0,2,2,423,0
1,0,16,0,2,2,263,0
1,0,16,0,2,2,423,0
1,0,16,0,2,2,263,0
1,0,22,0,2,6,1283,0
16,0,126,0,4,16,343,0
78,0,343,0,4,7,2597,0
1,0,77,0,4,14,1283,0
116,0,790,0,5,24,1464,0
1,0,20,0,1,2,2597,0
9,0,59,0,4,7,2597,0
9,0,64,0,3,6,1283,0
9,0,64,0,8,20,1464,0
9,0,60,0,3,4,1464,0
9,0,61,0,5,9,1464,0
1,0,20,0,2,2,263,0
2,0,16,0,2,3,263,0
1,0,46,0,3,8,2597,0
1,0,17,0,5,9,263,0
1,0,15,0,3,4,263,0
1,0,16,0,3,8,1464,0
8,0,149,0,5,12,1464,0
1,0,52,0,5,13,1464,0
1,0,44,0,4,8,1464,0
13,0,118,0,7,25,1464,1
1,0,25,0,4,8,1464,0
9,0,70,0,7,15,1283,0
9,0,65,0,6,13,343,0
9,0,57,0,2,2,1283,0
9,0,63,0,5,5,1283,0
1,0,41,0,2,3,1283,0
2,0,21,0,2,3,263,0
9,0,63,0,5,5,1283,0
22,0,155,0,6,26,263,0
6,0,49,0,3,6,263,0
1,0,36,0,2,3,1283,0
1,0,20,0,1,1,263,0
2,0,16,0,1,1,263,0
1,0,20,0,1,1,263,0
1,0,6,0,4,6,2597,0
1,0,16,0,3,4,2597,0
12,0,107,0,4,10,1464,0
1,0,15,0,4,7,1464,0
46,0,272,0,7,16,423,0
1,0,9,0,1,1,423,0
59,0,257,0,6,29,263,0
2,0,21,0,2,3,263,0
12,0,79,0,4,9,263,0
3,0,25,0,6,13,263,0
4,0,32,0,7,22,263,0
30,0,198,1,5,14,263,0
1,0,19,0,2,3,263,0
1,0,21,0,1,1,263,0
1,0,13,0,2,3,263,0
2,0,29,0,3,7,263,0
1,0,16,0,2,3,263,0
3,0,26,0,3,5,263,0
13,0,80,0,4,10,263,0
9,0,76,0,3,7,1283,1
1,0,5,0,3,3,343,0
3,0,28,0,3,3,343,1
1,0,18,0,3,3,343,0
3,0,119,0,5,8,423,0
1,0,5,0,3,3,343,0
2,0,20,0,3,3,343,0
1,0,44,1,2,2,1464,0
8,0,87,2,4,9,1464,0
2,0,23,0,2,5,592,0
1,0,29,1,2,8,1283,0
13,0,166,1,3,13,2597,0
1,0,6,0,2,5,592,0
43,0,286,2,5,27,1464,1
1,0,28,2,2,3,1464,0
1,0,9,1,3,5,1464,0
73,0,503,4,7,72,2597,0
1,0,24,0,3,3,1464,0
1,0,7,0,3,3,1464,0
1,0,15,0,4,4,1464,0
9,0,76,0,5,7,1464,0
1,0,25,0,4,7,1464,1
11,0,130,0,5,15,1464,1
1,0,16,0,3,4,1464,0
8,0,77,0,5,11,1464,0
1,0,20,0,4,5,1464,0
1,0,14,0,4,5,1464,0
10,0,105,0,5,12,1464,0
30,0,190,0,7,19,1464,0
1,0,33,0,3,7,1464,0
1,0,70,0,3,7,1464,0
12,0,66,0,3,3,1464,0
1,0,34,0,6,21,1464,1
1,0,11,0,4,5,1464,0
8,0,84,0,5,17,1464,0
39,0,257,0,6,31,1464,1
1,0,31,0,4,17,1464,0
17,0,184,0,4,24,1464,1
1,0,33,0,3,6,1464,1
1,0,17,0,3,4,1464,0
7,0,115,2,3,6,592,0
72,0,409,0,3,9,1464,1
1,0,7,0,3,3,1464,0
1,0,17,0,4,8,263,0
9,0,88,0,6,27,1464,0
48,0,142,0,7,29,423,0
1,0,17,0,4,8,263,0
1,0,29,0,6,20,263,0
3,0,29,0,5,7,263,0
6,0,32,0,5,8,263,0
1,0,17,0,3,5,263,0
6,0,38,0,6,18,263,0
8,0,42,0,5,7,263,0
7,0,35,0,5,8,263,0
35,0,156,0,7,25,2597,0
4,0,39,2,2,7,1464,0
1,0,14,0,2,3,2597,0
1,0,12,0,2,4,2597,0
1,0,10,0,2,7,2597,0
9,0,65,0,5,8,1283,0
2,0,120,0,5,14,1464,0
10,0,645,0,7,37,2597,0
6,0,366,0,6,24,1464,0
1,0,120,0,3,5,1464,0
14,0,314,0,6,25,1464,0
26,0,433,0,6,25,1464,0
6,0,108,0,3,5,1464,0
17,0,209,0,5,21,2597,0
2,0,31,1,1,2,1464,0
14,0,138,0,3,4,263,0
10,0,167,0,2,2,1283,0
2,0,99,0,3,5,592,1
1,0,24,0,5,8,2597,1
7,0,57,0,1,1,592,0
11,0,73,0,1,1,592,0
7,0,59,0,3,4,263,0
1,0,34,0,4,9,263,0
1,0,27,0,6,11,2597,0
1,0,21,0,3,6,2597,0
22,0,116,0,5,12,2597,1
10,0,53,0,6,8,592,0
9,0,55,0,4,10,2597,1
7,0,68,0,5,16,2597,1
1,0,8,0,6,8,1464,0
1,0,47,0,6,11,1464,0
2,0,30,0,3,4,1283,0
1,0,30,0,3,4,1283,0
4,0,52,0,3,4,1283,0
1,0,12,0,1,1,592,0
5,0,47,0,5,10,343,0
1,0,6,0,1,1,592,0
1,0,22,0,3,4,263,0
1,0,11,0,1,4,343,0
3,0,54,0,1,4,343,0
4,0,58,0,3,4,1283,0
1,0,7,1,1,2,2597,0
11,0,94,1,2,3,2597,0
1,0,24,0,3,4,1283,0
1,0,36,0,3,4,1283,0
1,0,10,0,1,2,1464,0
1,0,51,0,3,6,1283,0
1,0,62,0,4,7,423,0
52,0,472,0,7,23,1464,0
10,0,83,0,4,6,1464,0
12,0,66,0,4,6,2597,0
1,0,56,0,8,16,423,0
1,0,12,0,4,4,343,0
19,0,154,0,6,24,2597,0
1,0,8,0,2,3,2597,0
18,0,125,0,5,10,2597,1
1,0,15,0,1,1,592,0
7,0,71,0,1,1,592,0
19,0,423,0,9,39,423,1
1,0,17,0,4,6,1283,0
1,0,124,0,7,18,2597,0
18,0,130,0,4,5,2597,0
14,0,102,0,3,5,1464,0
14,0,105,0,4,7,1464,0
10,0,77,0,1,1,1464,0
1,0,10,0,1,2,1464,0
16,0,86,0,4,8,2597,0
1,0,11,0,1,2,423,0
10,0,59,0,1,4,423,1
1,0,9,0,1,2,423,0
1,0,22,0,2,3,343,0
1,0,15,0,5,12,2597,0
7,0,75,0,6,16,2597,0
1,0,32,0,5,8,1464,1
44,0,371,0,6,16,1464,1
11,0,77,1,1,2,2597,0
1,0,9,0,1,2,1464,0
1,0,25,0,3,5,343,0
5,0,56,0,3,4,1283,1
1,0,16,0,1,1,423,0
6,0,85,0,4,5,263,0
1,0,6,0,1,1,2597,0
9,0,58,0,3,3,1283,0
9,0,84,0,2,2,1283,0
8,0,62,0,3,3,263,0
8,0,38,0,3,3,263,0
