McCC,CLOC,LLOC,Number of previous fixes,Number of previous modifications,Number of committers,Number of developer commits,target
2,0,55,1,28,6,3122,0
1,0,20,2,28,7,3122,0
6,0,41,1,15,6,3122,0
1,0,31,2,81,10,3122,0
36,0,323,1,38,6,3122,0
108,0,1107,2,30,9,1345,0
1,0,43,1,19,6,3122,0
7,0,35,0,7,4,3122,0
4,0,33,0,10,4,3122,0
1,0,7,0,6,3,3122,0
1,0,13,0,6,3,3122,0
2,0,18,0,9,4,3122,0
1,0,5,0,3,3,3122,0
1,0,9,0,4,3,3122,0
1,0,21,0,4,3,3122,0
1,0,6,0,3,3,3122,0
10,0,95,1,50,9,3122,0
1,0,5,0,4,0,0,0
12,0,56,0,3,1,3122,0
1,0,14,0,1,0,0,0
1,0,30,0,1,0,0,0
1,0,8,0,18,5,3122,0
5,0,53,0,10,2,3122,0
2,0,38,0,13,2,561,0
3,0,52,0,26,6,3122,0
1,0,27,0,18,3,3122,0
1,0,7,0,7,0,0,0
11,0,45,0,18,4,561,0
5,0,38,0,9,0,0,0
5,0,32,0,5,0,0,0
13,0,72,0,17,4,1345,0
12,0,32,0,17,2,3122,0
4,0,35,0,4,2,561,0
1,0,16,0,3,0,0,0
3,0,97,0,29,3,3122,0
2,0,22,0,6,0,0,0
1,0,16,0,6,0,0,0
6,0,132,1,19,4,3122,0
5,0,30,0,10,1,561,0
3,0,72,0,23,5,3122,0
13,0,185,1,30,4,3122,0
1,0,16,0,5,0,0,0
1,0,6,0,3,0,0,0
1,0,6,0,6,0,0,0
6,0,34,0,6,0,0,0
9,0,46,0,15,0,0,0
12,0,61,0,6,4,3122,0
13,0,93,1,34,10,3122,0
3,0,29,1,24,8,2,0
13,0,75,1,13,5,2,0
4,0,38,1,21,7,3122,0
14,0,70,1,30,8,2,0
3,0,37,1,21,7,3122,0
10,0,68,3,35,9,3122,0
12,0,73,1,21,8,2,0
1,0,20,1,8,4,2,0
10,0,70,2,26,8,113,0
1,0,13,0,3,2,3122,0
22,0,88,0,8,3,3122,0
1,0,13,0,3,2,3122,0
10,0,55,1,12,5,2,0
9,0,41,1,5,4,2,0
5,0,33,1,6,4,2,0
5,0,33,1,6,4,2,0
2,0,19,1,5,4,2,0
6,0,34,1,5,4,2,0
1,0,1,0,4,3,1,0
10,0,48,1,27,7,3122,0
16,0,88,2,44,11,327,0
6,0,40,1,25,9,3122,0
19,0,42,1,14,4,2,0
20,0,67,1,39,9,2,0
20,0,67,1,39,9,2,0
11,0,61,1,33,8,2,0
3,0,23,1,16,7,3122,0
3,0,41,1,27,7,2,0
7,0,52,1,28,7,1345,0
2,0,27,1,21,10,2,0
7,0,45,1,22,11,561,0
2,0,20,1,23,7,2,0
6,0,33,1,17,8,561,0
3,0,24,1,16,7,2,0
4,0,40,1,33,7,2,0
1,0,25,0,2,2,561,0
12,0,66,2,14,5,3122,0
11,0,58,2,7,4,3122,0
1,0,12,0,5,3,1345,0
11,0,78,0,5,3,1345,0
14,0,105,0,5,3,1345,0
2,0,27,0,3,3,1345,0
9,0,89,0,3,3,1345,0
2,0,20,2,16,6,3122,0
5,0,27,1,5,4,2,0
4,0,29,0,3,3,561,0
5,0,32,0,2,1,3122,0
2,0,21,1,5,4,2,0
4,0,21,1,5,4,2,0
4,0,23,1,5,4,2,0
4,0,25,1,5,4,2,0
6,0,30,1,8,4,3122,0
1,0,1,0,4,3,1,0
9,0,79,1,10,7,2,0
6,0,27,1,15,8,2,0
3,0,18,1,15,8,2,0
3,0,18,1,15,8,2,0
8,0,42,1,17,5,3122,0
4,0,21,1,17,8,2,0
7,0,41,1,14,6,2,0
8,0,42,1,21,6,2,0
2,0,14,1,15,8,2,0
13,0,56,2,27,9,3122,0
6,0,34,1,31,9,3122,0
3,0,33,1,18,8,2,0
3,0,16,1,19,8,113,0
2,0,16,1,15,5,2,0
3,0,15,1,15,8,2,0
2,0,16,0,2,1,3122,0
6,0,26,1,15,8,2,0
3,0,15,1,15,8,2,0
7,0,34,1,24,6,3122,0
7,0,30,1,18,6,3122,0
3,0,25,1,22,9,561,0
2,0,14,1,14,7,2,0
2,0,14,1,14,7,2,0
2,0,14,1,14,7,2,0
3,0,21,1,16,5,561,0
3,0,15,1,14,7,2,0
19,0,67,0,9,0,0,0
18,0,67,0,10,0,0,0
19,0,66,0,10,0,0,0
19,0,67,0,10,0,0,0
21,0,72,0,10,0,0,0
314,0,1973,3,115,9,3122,1
1,0,5,0,13,5,3122,0
6,0,87,2,41,8,1345,0
11,0,89,0,57,8,561,1
3,0,27,0,3,0,0,0
19,0,334,0,29,5,3122,0
5,0,67,0,26,5,3122,0
1,0,5,0,5,3,420,0
1,0,29,0,8,4,420,0
26,0,218,0,48,6,3122,1
65,0,496,0,20,2,3122,0
14,0,159,1,38,4,3122,0
1,0,22,0,8,1,3122,0
23,0,185,0,40,6,3122,1
27,0,162,0,13,3,561,0
52,0,264,1,58,9,561,0
51,0,374,0,51,9,3122,1
6,0,40,1,21,9,3122,0
9,0,158,1,18,6,3122,1
14,0,162,1,19,8,3122,0
7,0,57,0,10,6,3122,0
1,0,18,0,13,7,3122,0
9,0,126,0,15,7,3122,0
3,0,56,1,25,9,3122,0
3,0,70,0,26,8,3122,0
116,0,796,1,54,9,3122,1
45,0,279,0,12,5,3122,0
45,0,209,0,5,4,3122,0
5,0,27,0,24,6,3122,0
1,0,14,0,37,8,3122,0
1,0,7,0,10,5,3122,0
12,0,80,0,19,7,3122,0
9,0,82,0,23,7,8,0
1,0,41,1,77,13,3122,0
10,0,38,0,4,4,16,0
94,0,865,4,87,12,3122,0
162,0,1067,7,112,13,3122,1
1,0,41,0,9,5,3122,0
1,0,10,0,7,3,3122,0
2,0,80,0,37,6,3122,0
3,0,38,0,8,2,3122,0
1,0,7,0,12,3,3122,0
8,0,72,0,37,6,3122,0
140,0,678,4,98,8,3122,0
3,0,46,0,2,2,3122,0
4,0,49,0,10,2,3122,0
193,0,651,3,247,11,3122,0
184,0,588,3,246,13,3122,0
175,0,428,4,184,10,3122,0
186,0,537,2,127,12,3122,0
22,0,241,1,30,8,3122,0
6,0,109,0,33,9,3122,0
13,0,181,1,8,3,3122,0
1,0,127,0,25,7,3122,0
40,0,359,1,21,5,3122,0
36,0,356,6,46,5,3122,1
6,0,86,1,25,4,3122,0
28,0,237,18,281,13,3122,0
4,0,189,0,8,4,3122,1
1,0,7,0,3,2,3122,0
114,0,1268,5,90,7,3122,1
1,0,32,1,18,5,3122,0
15,0,115,2,16,5,3122,0
4,0,64,0,25,5,3122,0
1,0,6,0,10,4,3122,0
1,0,35,0,9,4,3122,0
3,0,44,0,11,5,3122,0
3,0,43,0,7,3,3122,0
1,0,13,0,9,3,3122,0
5,0,63,0,8,4,3122,0
12,0,80,0,28,6,3122,0
1,0,13,0,8,4,3122,0
11,0,84,1,25,5,3122,0
13,0,156,3,24,5,3122,0
10,0,71,0,12,5,420,0
10,0,70,0,20,5,3122,0
8,0,44,0,6,3,3122,0
2,0,58,0,13,4,3122,0
2,0,40,0,15,4,3122,0
2,0,40,0,14,4,3122,0
4,0,29,0,10,4,420,0
1,0,4,0,2,2,3122,0
7,0,46,0,3,3,16,0
8,0,87,0,16,5,3122,0
132,0,881,2,24,6,3122,0
1,0,46,0,11,3,3122,0
1,0,8,0,5,3,420,0
4,0,29,0,7,4,420,0
4,0,58,0,9,3,3122,0
10,0,50,0,16,5,420,0
14,0,129,0,5,3,3122,0
1,0,19,0,3,3,3122,0
1,0,37,0,2,2,3122,0
5,0,51,0,6,3,420,0
5,0,44,0,7,3,420,0
19,0,136,1,23,4,3122,0
3,0,14,1,19,4,3122,0
6,0,73,0,16,5,3122,0
4,0,72,1,20,4,420,0
1,0,10,1,14,4,3122,0
1,0,9,0,7,4,16,0
23,0,85,0,33,6,3122,0
1,0,25,4,114,9,3122,0
7,0,101,0,13,5,3122,0
21,0,123,0,43,9,17,0
1,0,150,0,61,12,3122,1
1,0,25,0,12,7,17,0
5,0,66,1,29,8,17,0
25,0,168,2,31,8,17,0
19,0,261,1,36,9,3122,0
8,0,106,0,27,9,3122,0
37,0,369,2,122,12,3122,0
252,0,1584,6,456,22,3122,1
3,0,24,0,32,9,3122,0
1,0,18,0,7,5,17,0
5,0,605,1,161,16,3122,1
1,0,32,0,26,6,3122,0
1,0,69,0,19,9,3122,0
2,0,23,0,6,5,3122,0
1,0,42,0,6,5,3122,0
1,0,26,0,6,5,3122,0
3,0,107,0,6,5,3122,0
3,0,54,0,6,5,3122,0
2,0,46,0,18,6,3122,0
7,0,107,1,8,3,3122,0
1,0,124,0,2,2,1345,0
2,0,181,0,3,3,3122,0
19,0,198,1,9,3,3122,0
20,0,196,1,7,3,3122,0
14,0,175,1,9,3,3122,0
14,0,196,1,30,5,3122,0
33,0,299,0,20,5,3122,0
41,0,345,1,23,5,561,0
14,0,197,1,26,6,561,0
18,0,225,1,29,5,561,0
11,0,68,0,28,4,3122,0
43,0,236,1,93,8,3122,0
132,0,687,4,275,16,3122,1
1,0,7,0,3,1,3122,0
1,0,19,0,15,2,3122,0
5,0,26,0,15,3,3122,0
20,0,99,2,31,4,3122,0
1,0,21,0,9,3,1345,0
2,0,13,0,1,1,3122,0
1,0,29,1,3,3,561,0
1,0,6,0,4,2,3122,0
42,0,241,8,119,9,3122,0
80,0,365,4,52,6,3122,0
1,0,7,1,20,4,3122,1
3,0,66,1,9,3,3122,0
6,0,27,2,11,5,1345,0
1,0,11,0,8,2,3122,0
1,0,18,1,30,5,3122,1
1,0,10,0,16,3,3122,0
92,0,466,6,84,6,3122,1
8,0,82,0,11,3,3122,0
1,0,37,4,86,6,3122,0
132,0,915,9,243,13,3122,1
1,0,23,0,8,1,3122,0
1,0,17,0,5,2,3122,0
1,0,19,0,11,4,3122,0
9,0,69,0,20,2,3122,0
13,0,95,0,25,3,3122,0
1,0,18,0,6,2,3122,0
1,0,11,0,9,2,3122,0
1,0,14,0,4,2,3122,0
1,0,31,0,5,2,3122,0
1,0,21,0,13,3,3122,0
1,0,18,0,8,1,3122,0
1,0,22,0,10,3,3122,0
1,0,18,0,6,2,3122,0
1,0,24,0,5,2,3122,0
1,0,23,0,2,2,3122,0
1,0,20,0,8,2,3122,0
1,0,21,0,7,2,3122,0
30,0,147,0,31,3,3122,0
8,0,65,1,19,5,1345,0
12,0,64,0,9,3,3122,0
1,0,5,0,14,3,3122,0
1,0,5,0,16,3,3122,0
1,0,5,0,13,3,3122,0
8,0,61,0,18,4,3122,0
1,0,24,0,10,2,3122,0
1,0,7,0,8,2,3122,0
41,0,255,2,80,10,3122,0
2,0,64,0,2,2,3122,0
18,0,139,0,3,2,3122,0
1,0,15,0,5,3,3122,0
1,0,38,0,8,3,3122,0
16,0,54,0,6,3,3122,0
8,0,73,0,12,5,561,0
40,0,260,3,45,5,3122,1
317,0,1152,0,5,3,3122,0
1,0,19,0,2,2,1345,0
2,0,82,0,2,2,1345,0
11,0,114,0,2,2,1345,0
1,0,31,0,2,2,1345,0
1,0,91,0,2,2,1345,0
41,0,351,0,7,3,561,0
1,0,10,0,11,1,3122,0
39,0,205,3,78,8,3122,1
23,0,209,2,53,6,3122,0
2,0,73,1,8,3,3122,0
1,0,20,2,29,5,3122,0
3,0,51,0,19,4,3122,1
1,0,56,4,43,5,3122,1
1,0,13,0,36,4,3122,0
3,0,78,3,25,3,3122,1
8,0,100,6,61,6,3122,1
4,0,76,1,42,5,3122,1
9,0,127,1,1,1,3122,1
12,0,163,4,70,5,3122,1
5,0,59,1,9,4,3122,1
2,0,46,0,18,5,3122,1
4,0,66,0,4,1,3122,1
2,0,71,0,33,4,3122,1
16,0,122,3,25,5,3122,1
4,0,98,1,51,5,3122,1
4,0,120,0,4,2,1345,0
8,0,46,1,39,6,3122,0
1,0,26,0,25,7,3122,0
26,0,154,1,31,5,3122,0
1,0,4,0,5,2,3122,0
1,0,13,0,2,1,3122,0
4,0,25,1,11,4,327,0
7,0,57,4,13,4,3122,0
46,0,336,4,148,10,3122,0
275,0,1653,13,478,13,3122,1
1,0,24,1,6,3,3122,0
3,0,36,0,7,3,3122,0
20,0,105,0,23,9,3122,0
11,0,96,1,43,8,1345,0
1,0,17,0,6,2,3122,0
8,0,63,0,14,2,3122,0
84,0,424,6,93,10,3122,0
1,0,117,0,23,4,3122,0
5,0,61,1,11,3,3122,0
5,0,92,1,20,3,3122,0
7,0,95,0,49,7,1345,0
117,0,611,2,153,11,1345,0
1,0,36,0,78,7,3122,0
1,0,11,0,10,2,3122,0
4,0,48,1,77,7,3122,0
44,0,188,3,79,11,1345,0
2,0,17,0,7,2,3122,0
8,0,51,0,21,2,3122,1
10,0,44,1,12,3,113,0
11,0,32,0,8,2,3122,0
2,0,17,0,6,2,3122,0
5,0,89,0,10,4,16,0
2,0,16,0,6,2,1345,0
10,0,93,0,10,4,16,0
1,0,9,0,5,2,1345,0
3,0,18,0,11,3,1345,0
9,0,65,0,10,4,1345,0
1,0,17,0,6,2,1345,0
10,0,37,0,6,2,1345,0
36,0,219,0,20,4,3122,0
9,0,56,0,13,3,3122,0
1,0,19,0,3,1,3122,0
5,0,36,0,6,2,3122,0
1,0,22,0,16,1,3122,0
13,0,78,0,22,6,3122,0
3,0,31,0,17,1,3122,0
2,0,34,0,16,2,1345,0
9,0,55,0,26,2,1345,0
5,0,41,0,11,2,3122,0
3,0,33,0,16,1,3122,0
1,0,15,0,6,2,3122,0
3,0,36,0,29,4,1345,0
7,0,43,0,22,2,561,0
3,0,30,0,72,7,3122,0
11,0,91,0,4,1,3122,0
42,0,255,1,63,7,1345,0
3,0,31,0,19,2,3122,0
2,0,35,0,24,3,3122,0
8,0,47,0,36,4,3122,0
6,0,44,1,22,5,1345,0
4,0,52,0,18,4,1345,0
11,0,89,0,18,2,1345,0
6,0,50,0,11,1,3122,0
1,0,32,0,13,2,3122,0
5,0,51,0,30,4,3122,0
6,0,78,0,50,7,327,0
54,0,237,1,50,7,3122,0
1,0,25,1,21,4,3122,0
5,0,43,0,2,2,1345,0
7,0,47,0,2,1,3122,0
1,0,6,0,6,2,3122,0
1,0,27,0,14,2,3122,0
9,0,60,0,8,4,3122,0
17,0,111,0,8,3,1345,0
27,0,119,0,28,6,3122,0
3,0,32,0,21,1,3122,0
14,0,71,0,51,5,3122,0
34,0,218,0,52,6,3122,0
2,0,35,0,36,3,3122,0
10,0,78,0,12,1,1345,0
21,0,107,1,12,3,3122,0
32,0,231,0,5,3,3122,0
26,0,145,0,21,1,3122,0
56,0,249,0,46,3,3122,0
23,0,149,0,24,8,1345,0
3,0,31,0,6,3,3122,0
14,0,70,2,40,4,3122,0
8,0,53,0,12,1,3122,0
54,0,301,2,19,4,3122,1
67,0,372,7,129,7,3122,1
41,0,318,4,67,5,3122,0
3,0,109,1,35,5,3122,1
3,0,75,1,18,5,3122,0
162,0,969,14,297,12,3122,1
1,0,7,0,1,1,3122,0
6,0,55,1,9,4,3122,0
1,0,4,0,12,3,3122,0
6,0,96,0,10,5,1345,0
23,0,317,1,30,6,1345,0
17,0,130,1,23,6,327,0
6,0,73,2,18,6,1345,0
2,0,109,0,2,2,1345,0
1,0,19,1,3,2,1345,0
1,0,17,0,2,2,327,0
1,0,17,1,6,3,327,0
1,0,17,2,17,6,327,0
1,0,6,0,10,4,420,0
10,0,83,0,14,4,1345,0
3,0,72,2,18,5,3122,1
26,0,172,0,20,4,1345,0
17,0,202,4,44,4,3122,0
9,0,55,0,5,4,113,0
21,0,180,3,42,5,3122,0
19,0,148,0,5,2,3122,0
6,0,46,0,30,5,561,0
54,0,310,2,58,6,561,0
67,0,329,7,37,6,561,0
1,0,9,1,6,3,3122,0
8,0,39,0,7,1,3122,0
4,0,39,0,9,2,3122,0
3,0,87,1,128,10,1345,1
1,0,18,0,11,1,3122,0
1,0,5,0,5,3,3122,0
1,0,11,0,3,1,3122,0
1,0,4,0,3,1,3122,0
1,0,7,0,7,3,3122,0
2,0,36,0,7,1,3122,0
1,0,17,0,9,1,3122,0
4,0,40,0,5,3,561,0
5,0,42,0,14,3,3122,0
10,0,204,0,15,5,3122,0
2,0,87,2,23,5,3122,0
2,0,65,0,14,4,3122,0
8,0,71,0,7,3,3122,0
3,0,108,1,28,7,327,0
2,0,89,5,24,5,3122,0
5,0,146,0,13,3,3122,0
8,0,142,0,6,3,561,0
2,0,37,1,2,2,1345,0
1,0,35,0,5,3,3122,0
1,0,46,1,8,4,1345,0
31,0,257,2,23,4,113,0
6,0,120,0,23,5,3122,0
5,0,106,0,5,3,3122,0
2,0,38,1,15,5,3122,0
24,0,162,1,18,4,1345,0
7,0,135,4,15,4,3122,0
3,0,32,1,6,3,1345,0
4,0,61,0,6,3,3122,0
3,0,80,0,1,1,1345,0
3,0,85,0,1,1,1345,0
5,0,46,1,31,6,3122,0
1,0,59,2,11,4,3122,0
4,0,63,0,5,3,1345,0
7,0,61,0,6,3,3122,0
55,0,433,0,7,2,1345,0
6,0,61,1,14,5,3122,0
1,0,23,0,7,4,3122,0
1,0,24,0,6,3,420,0
15,0,49,0,7,4,3122,0
15,0,50,0,6,3,420,0
11,0,40,0,7,4,3122,0
11,0,41,0,6,3,420,0
15,0,39,0,6,3,420,0
15,0,49,0,8,4,3122,0
1,0,109,0,24,6,3122,0
1,0,22,0,8,4,3122,0
1,0,23,0,7,3,3122,0
13,0,128,0,3,3,327,0
13,0,166,0,21,6,3122,0
8,0,112,0,12,4,561,0
13,0,126,0,12,5,3122,0
1,0,29,1,2,2,3122,0
1,0,127,0,8,4,561,0
11,0,171,0,20,5,3122,0
2,0,41,3,9,3,561,0
1,0,20,0,2,2,3122,0
5,0,33,0,15,7,327,0
57,0,346,0,6,4,3122,0
40,0,260,0,5,4,3122,0
42,0,228,0,12,5,3122,0
16,0,99,0,39,5,3122,0
1,0,20,0,11,4,3122,0
2,0,38,0,17,3,3122,0
5,0,43,0,16,4,3122,0
38,0,239,1,48,5,3122,0
7,0,60,0,28,7,3122,0
18,0,81,0,17,5,3122,0
1,0,18,0,6,3,3122,0
8,0,285,0,9,3,3122,0
33,0,150,5,59,8,3122,1
18,0,95,2,32,8,3122,1
70,0,231,6,60,8,3122,1
23,0,132,4,43,7,3122,1
21,0,108,0,16,3,3122,1
14,0,108,3,44,7,3122,0
18,0,123,1,21,6,3122,0
4,0,51,1,18,5,420,0
1,0,14,2,9,5,3122,0
1,0,14,2,7,4,3122,0
1,0,14,2,7,4,3122,0
13,0,73,4,34,6,3122,0
6,0,72,2,26,8,1345,0
1,0,14,1,11,5,3122,0
1,0,14,2,7,4,3122,0
1,0,14,2,7,4,3122,0
5,0,56,2,32,6,3122,0
14,0,89,2,39,6,3122,0
1,0,14,1,11,5,3122,0
1,0,14,2,7,4,3122,0
1,0,14,2,7,4,3122,0
22,0,133,3,21,4,3122,0
14,0,95,3,33,6,3122,0
161,0,1006,10,145,7,3122,1
37,0,352,1,12,5,3122,0
1,0,20,0,6,3,3122,0
8,0,42,0,13,5,1345,0
88,0,359,8,59,9,3122,0
14,0,60,1,37,6,3122,0
3,0,32,1,18,5,3122,0
72,0,348,7,63,8,3122,1
2,0,21,0,6,3,3122,0
8,0,45,0,13,5,1345,0
1,0,24,0,14,4,3122,0
1,0,95,0,9,4,3122,0
1,0,6,0,1,1,3122,0
1,0,43,0,3,1,3122,0
1,0,14,0,4,2,3122,0
2,0,79,2,43,8,3122,0
4,0,76,0,6,3,3122,0
15,0,108,2,51,6,327,0
1,0,77,2,30,6,3122,0
54,0,254,1,24,7,3122,0
19,0,185,4,31,5,3122,0
19,0,122,4,57,7,3122,0
238,0,793,8,94,7,3122,1
8,0,45,2,29,6,3122,0
4,0,17,0,6,3,3122,0
3,0,74,1,25,6,1345,0
3,0,28,0,3,2,3122,0
16,0,137,0,5,2,561,0
59,0,880,0,32,5,3122,0
9,0,81,0,7,2,3122,0
1,0,70,0,2,2,3122,0
2,0,124,0,10,4,561,0
2,0,21,0,1,0,0,0
2,0,17,0,1,0,0,0
1,0,31,1,3,2,420,0
8,0,208,1,2,2,561,0
3,0,132,1,10,4,3122,0
1,0,101,1,2,2,561,0
6,0,189,0,4,4,420,0
6,0,82,0,16,5,3122,0
61,0,371,1,46,9,1345,0
3,0,15,0,4,3,1345,0
1,0,24,0,7,2,3122,0
63,0,587,5,138,12,1345,1
10,0,92,2,35,7,1345,0
10,0,80,0,13,7,1345,0
103,0,398,1,35,8,3122,0
5,0,51,0,5,1,3122,0
38,0,216,0,31,8,561,0
53,0,252,1,43,8,3122,0
1,0,16,0,2,1,3122,0
1,0,16,0,3,1,3122,0
1,0,23,0,6,2,3122,0
51,0,252,0,10,2,3122,0
361,0,1012,3,97,11,1345,0
34,0,107,0,7,4,420,0
219,0,744,3,69,8,3122,1
7,0,28,0,6,3,3122,0
3,0,32,0,2,1,561,0
27,0,226,1,17,8,3122,0
10,0,141,0,14,7,3122,0
15,0,137,0,15,7,3122,0
1,0,4,0,3,3,420,0
25,0,158,0,9,5,561,0
23,0,128,0,12,5,3122,0
1,0,42,0,11,5,3122,0
1,0,41,0,14,5,3122,0
13,0,234,0,15,6,561,0
4,0,73,0,10,5,3122,0
1,0,34,0,9,5,3122,0
6,0,52,1,17,6,3122,0
16,0,194,0,11,4,3122,0
7,0,60,0,9,4,3122,0
1,0,15,1,5,3,3122,0
2,0,79,0,15,5,1345,0
2,0,30,0,3,1,561,0
22,0,205,0,17,7,3122,0
10,0,143,0,16,7,3122,0
14,0,134,0,17,7,3122,0
1,0,4,0,3,3,420,0
1,0,27,0,14,3,3122,0
20,0,71,0,5,2,3122,0
219,0,863,2,29,5,561,0
1,0,26,0,1,0,0,0
18,0,93,0,8,4,3122,0
1,0,23,0,5,4,3122,0
2,0,26,0,5,4,3122,0
17,0,121,1,11,4,3122,0
72,0,329,2,33,8,327,0
13,0,118,0,6,4,3122,0
21,0,189,0,6,3,1345,0
8,0,75,0,26,6,3122,0
2,0,26,0,6,2,3122,0
1,0,14,0,2,0,0,0
74,0,447,0,20,5,1345,0
19,0,149,0,9,6,1345,0
1,0,34,0,6,3,1345,0
3,0,37,0,8,3,1345,0
1,0,60,0,1,0,0,0
2,0,17,0,5,3,3122,0
3,0,28,4,24,5,113,0
2,0,37,2,12,4,1345,0
5,0,50,1,19,5,3122,0
1,0,40,3,14,4,561,0
1,0,17,0,2,2,327,0
16,0,134,4,33,5,3122,0
26,0,327,1,5,3,1345,0
1,0,50,0,10,1,1345,0
5,0,196,1,30,6,1345,0
12,0,928,0,39,7,3122,0
17,0,1066,1,28,4,1345,0
6,0,71,0,21,5,3122,0
22,0,216,5,25,6,3122,0
42,0,306,0,16,4,1345,0
5,0,221,0,21,3,3122,0
39,0,358,1,12,4,1345,0
2,0,48,0,8,3,3122,0
7,0,74,0,32,8,3122,0
5,0,94,0,8,4,3122,0
19,0,166,0,19,5,3122,0
28,0,201,0,50,8,3122,0
8,0,54,0,2,2,327,0
56,0,730,4,157,7,3122,0
1,0,162,1,22,6,561,0
10,0,82,0,17,3,1345,0
7,0,130,1,23,5,3122,0
21,0,322,4,52,6,3122,0
175,0,1985,1,132,8,327,0
181,0,1980,1,44,6,1345,0
6,0,93,0,6,2,3122,0
2,0,48,0,16,4,1345,0
1,0,125,0,9,4,1345,0
1,0,59,0,8,2,1345,0
1,0,24,0,19,6,3122,0
4,0,47,0,14,2,1345,0
1,0,30,0,24,5,3122,0
16,0,216,1,72,5,1345,0
12,0,88,1,26,5,1345,0
4,0,57,1,42,6,3122,0
9,0,217,1,54,6,3122,0
1,0,17,1,4,2,1345,0
3,0,100,0,26,6,3122,0
1,0,22,1,8,4,1345,0
2,0,639,0,24,6,327,0
1,0,7,0,3,0,0,0
1,0,3,0,4,3,3122,0
1,0,33,0,1,0,0,0
1,0,68,1,10,5,1345,0
14,0,211,0,31,6,3122,0
15,0,157,0,16,2,3122,0
5,0,87,2,14,4,3122,0
7,0,92,0,26,5,561,0
13,0,229,1,95,5,3122,0
11,0,75,1,19,5,1345,0
28,0,135,0,23,4,561,0
26,0,152,0,23,5,3122,0
1,0,34,0,12,4,1345,0
4,0,56,1,6,3,1345,0
6,0,207,1,43,6,3122,0
8,0,472,1,19,3,1345,0
146,0,1350,7,123,8,1345,0
3,0,316,1,23,4,561,0
2,0,250,0,15,5,561,0
3,0,319,0,21,4,561,0
3,0,277,0,19,4,561,0
1,0,213,0,8,3,561,0
2,0,285,0,18,4,561,0
2,0,60,0,5,3,1345,0
36,0,904,5,103,10,3122,0
44,0,453,1,15,5,1345,0
42,0,389,0,17,6,1345,0
103,0,713,0,17,6,1345,0
43,0,457,1,13,5,1345,0
25,0,212,1,10,3,1345,0
103,0,624,0,17,4,1345,0
12,0,158,0,47,6,3122,0
1,0,22,1,8,4,1345,0
12,0,611,0,43,9,1345,0
12,0,571,1,10,4,1345,0
8,0,76,0,6,3,1345,0
8,0,86,1,6,2,1345,0
23,0,1010,0,62,5,1345,0
23,0,999,1,12,4,3122,0
3,0,47,0,3,3,420,0
69,0,819,2,13,4,1345,0
97,0,1059,2,37,4,3122,0
11,0,241,1,14,4,1345,0
3,0,64,3,11,5,1345,0
7,0,166,2,7,2,1345,0
2,0,29,0,7,5,561,0
2,0,59,1,15,4,1345,0
15,0,232,2,14,4,1345,0
11,0,131,1,17,4,1345,0
35,0,500,7,94,8,3122,0
9,0,100,0,18,2,1345,0
1,0,45,0,9,4,327,0
4,0,83,2,19,5,3122,0
17,0,452,1,28,4,1345,0
1,0,75,0,10,3,1345,0
3,0,42,2,10,5,1345,0
9,0,150,0,7,3,327,0
1,0,42,0,11,1,1345,0
3,0,56,0,5,2,3122,0
4,0,100,0,6,2,3122,0
5,0,125,0,11,2,1345,0
5,0,65,1,5,3,3122,0
8,0,180,0,13,2,1345,0
29,0,357,2,81,10,3122,0
9,0,170,0,11,3,1345,0
14,0,376,0,55,7,3122,0
3,0,46,0,6,3,1345,0
13,0,348,6,32,5,561,0
24,0,305,1,10,3,1345,0
6,0,60,0,6,3,3122,0
277,0,2152,0,19,6,3122,0
258,0,2126,2,41,7,3122,0
26,0,327,2,56,5,3122,0
123,0,1254,5,190,11,3122,0
14,0,383,6,72,8,3122,0
1,0,57,1,19,7,561,0
7,0,156,1,41,4,1345,0
35,0,512,0,74,8,3122,0
3,0,126,0,6,3,3122,0
17,0,310,2,36,5,1345,0
9,0,209,2,27,5,561,0
5,0,73,0,10,3,1345,0
3,0,27,0,10,1,1345,0
6,0,25,0,3,0,0,0
1,0,17,0,6,0,0,0
1,0,10,0,1,0,0,0
3,0,21,0,5,1,561,0
1,0,11,0,4,3,420,0
2,0,13,0,4,2,3122,0
3,0,33,0,1,0,0,0
3,0,18,1,11,3,1345,0
3,0,27,0,12,3,3122,0
1,0,26,0,5,2,3122,0
1,0,26,0,8,4,3122,0
2,0,49,0,2,0,0,0
1,0,46,0,9,2,3122,0
2,0,65,0,10,0,0,0
1,0,7,0,2,0,0,0
21,0,185,0,6,3,1345,0
6,0,90,0,2,2,17,0
1,0,47,0,1,1,561,0
3,0,27,1,9,3,1345,0
3,0,54,0,7,1,1345,0
5,0,53,0,8,3,561,0
4,0,47,0,6,2,3122,0
12,0,97,0,20,3,3122,0
5,0,84,0,25,4,3122,0
4,0,66,0,18,3,1345,0
4,0,54,0,7,2,113,0
3,0,64,0,9,3,3122,0
4,0,51,0,14,3,1345,0
2,0,53,0,9,0,0,0
2,0,45,0,10,0,0,0
4,0,51,0,7,3,1345,0
9,0,95,0,9,2,113,0
7,0,89,0,14,4,1345,0
3,0,71,0,5,3,1345,0
2,0,42,0,7,3,1345,0
2,0,31,0,8,3,420,0
14,0,146,0,7,4,1345,0
4,0,86,0,6,3,3122,0
3,0,44,0,18,5,113,0
5,0,64,0,15,1,1345,0
1,0,37,0,11,5,561,0
