McCC,CLOC,PDA,PUA,LLOC,LOC,ID.1,LongName.1,Parent.1,McCC.1,CLOC.1,LLOC.1,Number of previous modifications,Number of previous fixes,Number of committers,Number of developer commits,target
24,0,0,11,193,231,2373,748,333,24.0,0.0,193.0,11.0,0.0,5.0,2319.0,0
1,0,3,1,7,43,2374,749,333,1.0,0.0,7.0,4.0,0.0,4.0,2472.0,0
2,0,0,0,24,50,2375,750,333,2.0,0.0,24.0,7.0,0.0,5.0,1634.0,0
14,0,4,15,161,245,2376,751,333,14.0,0.0,161.0,19.0,0.0,10.0,2319.0,0
7,0,0,6,73,101,2377,752,333,7.0,0.0,73.0,13.0,0.0,6.0,828.0,0
1,0,0,7,44,74,2378,753,333,1.0,0.0,44.0,19.0,0.0,9.0,5350.0,0
1,0,0,13,64,101,2379,754,333,1.0,0.0,64.0,25.0,0.0,11.0,1404.0,0
1,0,0,4,26,51,2380,755,333,1.0,0.0,26.0,16.0,0.0,8.0,5350.0,0
9,0,0,12,123,168,2381,756,333,9.0,0.0,123.0,22.0,0.0,10.0,2319.0,0
1,0,1,6,13,40,2382,757,333,1.0,0.0,13.0,2.0,0.0,1.0,2319.0,0
1,0,0,3,13,36,2383,758,333,1.0,0.0,13.0,2.0,0.0,1.0,2319.0,0
1,0,1,1,5,29,2384,759,333,1.0,0.0,5.0,4.0,0.0,4.0,2472.0,0
20,0,2,6,73,119,2385,760,333,20.0,0.0,73.0,10.0,0.0,3.0,5350.0,0
1,0,0,4,26,51,2386,761,333,1.0,0.0,26.0,16.0,0.0,8.0,5350.0,0
1,0,0,2,9,31,2387,762,333,1.0,0.0,9.0,25.0,0.0,11.0,2319.0,0
1,0,0,3,13,36,2388,763,333,1.0,0.0,13.0,2.0,0.0,1.0,3997.0,0
1,0,0,4,30,56,2389,764,333,1.0,0.0,30.0,4.0,0.0,2.0,2319.0,0
1,0,0,4,26,51,2390,765,333,1.0,0.0,26.0,16.0,0.0,8.0,5350.0,0
4,0,0,15,82,120,2391,766,333,4.0,0.0,82.0,29.0,0.0,12.0,1404.0,0
1,0,0,4,26,51,2392,767,333,1.0,0.0,26.0,18.0,0.0,9.0,5350.0,0
1,0,0,2,9,31,2393,768,333,1.0,0.0,9.0,25.0,0.0,11.0,2319.0,0
1,0,0,2,30,56,2394,769,333,1.0,0.0,30.0,4.0,0.0,2.0,2319.0,0
24,0,0,0,223,298,2408,770,337,24.0,0.0,223.0,40.0,0.0,11.0,2319.0,0
1,0,1,11,19,65,2409,771,337,1.0,0.0,19.0,10.0,0.0,5.0,533.0,0
1,0,1,4,11,43,2410,772,337,1.0,0.0,11.0,9.0,0.0,4.0,2472.0,0
1,0,0,6,38,65,2411,773,337,1.0,0.0,38.0,16.0,0.0,8.0,5350.0,0
1,0,0,2,19,42,2412,774,337,1.0,0.0,19.0,4.0,0.0,3.0,1636.0,0
1,0,0,2,19,42,2413,775,337,1.0,0.0,19.0,4.0,0.0,3.0,1636.0,0
1,0,0,2,19,42,2414,776,337,1.0,0.0,19.0,13.0,0.0,8.0,533.0,0
1,0,0,3,8,31,2415,777,337,1.0,0.0,8.0,2.0,0.0,1.0,5350.0,0
1,0,0,2,6,28,2416,778,337,1.0,0.0,6.0,24.0,0.0,8.0,5350.0,0
26,0,1,14,285,346,2417,779,337,26.0,0.0,285.0,45.0,0.0,10.0,310.0,0
12,0,0,7,73,99,2418,780,337,12.0,0.0,73.0,1.0,0.0,1.0,5350.0,0
6,0,1,2,64,95,2419,781,337,6.0,0.0,64.0,3.0,0.0,2.0,828.0,0
3,0,1,1,29,57,2420,782,337,3.0,0.0,29.0,4.0,0.0,2.0,2319.0,0
1,0,0,3,26,51,2421,783,337,1.0,0.0,26.0,9.0,0.0,4.0,2319.0,0
1,0,0,2,18,41,2422,784,337,1.0,0.0,18.0,4.0,0.0,3.0,1636.0,0
1,0,0,2,5,26,2423,785,337,1.0,0.0,5.0,2.0,0.0,2.0,2319.0,0
6,0,0,5,52,80,2424,786,337,6.0,0.0,52.0,3.0,0.0,1.0,5350.0,0
1,0,0,33,170,225,2428,787,337,1.0,0.0,170.0,37.0,0.0,11.0,665.0,0
74,0,3,21,619,767,2425,788,337,74.0,0.0,619.0,138.0,1.0,19.0,5350.0,0
47,0,2,49,752,907,2426,789,337,47.0,0.0,752.0,198.0,1.0,22.0,665.0,0
45,0,0,38,492,564,2427,790,337,45.0,0.0,492.0,121.0,0.0,18.0,665.0,0
10,0,1,7,127,175,2429,791,337,10.0,0.0,127.0,88.0,0.0,16.0,310.0,0
3,0,0,0,60,90,2430,792,337,3.0,0.0,60.0,2.0,0.0,1.0,3997.0,0
1,0,0,0,19,43,2431,793,337,1.0,0.0,19.0,2.0,0.0,1.0,3997.0,0
1,0,0,2,18,41,2432,794,337,1.0,0.0,18.0,5.0,0.0,4.0,1636.0,0
1,0,0,2,8,28,2433,795,337,1.0,0.0,8.0,2.0,0.0,1.0,3997.0,0
1,0,0,6,48,74,2434,796,337,1.0,0.0,48.0,67.0,0.0,15.0,665.0,0
3,0,0,7,81,125,2435,797,337,3.0,0.0,81.0,65.0,0.0,14.0,5350.0,0
15,0,0,0,116,165,2436,798,337,15.0,0.0,116.0,12.0,0.0,6.0,5350.0,0
6,0,0,3,82,122,2437,799,337,6.0,0.0,82.0,5.0,0.0,3.0,5350.0,0
30,0,0,25,309,360,2438,800,337,30.0,0.0,309.0,67.0,0.0,15.0,5350.0,0
1,0,0,0,9,31,2439,801,337,1.0,0.0,9.0,4.0,0.0,3.0,1636.0,0
1,0,0,2,18,41,2440,802,337,1.0,0.0,18.0,4.0,0.0,3.0,1636.0,0
1,0,0,4,19,42,2441,803,337,1.0,0.0,19.0,2.0,0.0,2.0,533.0,0
3,0,1,4,49,82,2442,804,337,3.0,0.0,49.0,8.0,0.0,4.0,828.0,0
2,0,0,7,38,65,2443,805,337,2.0,0.0,38.0,2.0,0.0,2.0,1636.0,0
1,0,0,2,9,31,2444,806,337,1.0,0.0,9.0,2.0,0.0,1.0,533.0,0
8,0,2,10,133,185,2445,807,337,8.0,0.0,133.0,7.0,0.0,5.0,533.0,0
1,0,0,2,8,29,2446,808,337,1.0,0.0,8.0,2.0,0.0,1.0,533.0,0
1,0,0,0,105,148,2447,809,337,1.0,0.0,105.0,8.0,0.0,4.0,5350.0,0
3,0,0,4,42,76,2448,810,337,3.0,0.0,42.0,13.0,0.0,7.0,5350.0,0
1,0,4,29,48,173,2449,811,337,1.0,0.0,48.0,41.0,0.0,10.0,665.0,0
8,0,0,5,118,147,2450,812,337,8.0,0.0,118.0,4.0,0.0,2.0,2319.0,0
1,0,1,1,6,34,2451,813,337,1.0,0.0,6.0,2.0,0.0,1.0,3997.0,0
97,0,0,48,721,825,2452,814,337,97.0,0.0,721.0,67.0,0.0,12.0,665.0,0
7,0,0,0,218,305,2504,815,339,7.0,0.0,218.0,2.0,0.0,2.0,828.0,0
29,0,1,18,397,469,2505,816,339,29.0,0.0,397.0,6.0,0.0,3.0,5350.0,0
2,0,1,7,68,105,2506,817,339,2.0,0.0,68.0,2.0,0.0,2.0,828.0,0
2,0,0,9,117,153,2507,818,339,2.0,0.0,117.0,2.0,0.0,2.0,828.0,0
1,0,0,4,30,57,2508,819,340,1.0,0.0,30.0,2.0,0.0,2.0,224.0,0
3,0,0,4,50,84,2509,820,340,3.0,0.0,50.0,2.0,0.0,2.0,224.0,0
6,0,0,9,84,120,2510,821,340,6.0,0.0,84.0,2.0,0.0,2.0,224.0,0
1,0,1,6,21,51,2511,822,340,1.0,0.0,21.0,2.0,0.0,2.0,224.0,0
2,0,0,3,34,61,2512,823,340,2.0,0.0,34.0,2.0,0.0,2.0,224.0,0
7,0,0,10,90,128,2513,824,340,7.0,0.0,90.0,3.0,0.0,3.0,224.0,0
43,0,0,12,460,529,2514,825,340,43.0,0.0,460.0,8.0,0.0,4.0,1636.0,0
54,0,1,27,366,461,2515,826,341,54.0,0.0,366.0,10.0,0.0,5.0,1296.0,0
12,0,0,3,119,154,2516,827,341,12.0,0.0,119.0,11.0,0.0,6.0,2319.0,0
19,0,1,15,171,226,2517,828,341,19.0,0.0,171.0,11.0,0.0,6.0,1296.0,0
21,0,0,13,201,259,2518,829,341,21.0,0.0,201.0,35.0,0.0,10.0,665.0,0
30,0,3,6,274,330,2519,830,341,30.0,0.0,274.0,20.0,0.0,9.0,665.0,0
1,0,0,3,13,38,2520,831,341,1.0,0.0,13.0,6.0,0.0,4.0,5350.0,0
1,0,0,4,26,52,2521,832,341,1.0,0.0,26.0,2.0,0.0,1.0,3997.0,0
4,0,0,0,102,166,2527,833,343,4.0,0.0,102.0,3.0,0.0,3.0,533.0,0
5,0,0,8,55,84,2528,834,343,5.0,0.0,55.0,5.0,0.0,4.0,665.0,0
1,0,0,3,10,32,2529,835,343,1.0,0.0,10.0,2.0,0.0,2.0,310.0,0
2,0,0,3,19,43,2530,836,343,2.0,0.0,19.0,2.0,0.0,2.0,310.0,0
1,0,1,2,10,46,2531,837,343,1.0,0.0,10.0,5.0,0.0,5.0,665.0,0
11,0,1,2,119,189,2532,838,343,11.0,0.0,119.0,3.0,0.0,3.0,533.0,0
1,0,0,3,24,49,2537,839,345,1.0,0.0,24.0,14.0,0.0,9.0,5350.0,0
5,0,0,9,56,88,2538,840,345,5.0,0.0,56.0,11.0,0.0,4.0,5350.0,0
46,0,4,19,512,646,2539,841,345,46.0,0.0,512.0,124.0,0.0,15.0,665.0,0
8,0,0,0,134,183,2540,842,345,8.0,0.0,134.0,37.0,0.0,13.0,665.0,0
1,0,0,3,24,49,2541,843,345,1.0,0.0,24.0,7.0,0.0,4.0,5350.0,0
1,0,0,4,28,54,2542,844,345,1.0,0.0,28.0,5.0,0.0,5.0,1296.0,0
6,0,0,10,79,111,2543,845,345,6.0,0.0,79.0,4.0,0.0,2.0,5350.0,0
20,0,2,4,171,228,2544,846,345,20.0,0.0,171.0,68.0,0.0,14.0,665.0,0
1,0,0,18,94,132,2545,847,345,1.0,0.0,94.0,6.0,0.0,3.0,665.0,0
8,0,0,0,93,140,2546,848,345,8.0,0.0,93.0,4.0,0.0,2.0,1296.0,0
1,0,0,2,13,35,2547,849,345,1.0,0.0,13.0,4.0,0.0,2.0,1296.0,0
3,0,14,7,113,258,2548,850,345,3.0,0.0,113.0,19.0,0.0,6.0,1296.0,0
57,0,12,11,494,698,2549,851,345,57.0,0.0,494.0,134.0,0.0,16.0,665.0,0
1,0,1,1,8,32,2550,852,345,1.0,0.0,8.0,1.0,0.0,1.0,1636.0,0
3,0,0,3,44,84,2551,853,345,3.0,0.0,44.0,22.0,0.0,11.0,665.0,0
1,0,0,20,95,135,2552,854,345,1.0,0.0,95.0,7.0,0.0,5.0,1296.0,0
1,0,0,0,11,33,2553,855,345,1.0,0.0,11.0,8.0,0.0,4.0,665.0,0
17,0,1,8,167,209,2554,856,345,17.0,0.0,167.0,54.0,0.0,13.0,828.0,0
1,0,0,2,5,26,2555,857,345,1.0,0.0,5.0,2.0,0.0,1.0,533.0,0
11,0,0,21,162,203,2556,858,345,11.0,0.0,162.0,38.0,0.0,8.0,2319.0,0
1,0,0,3,7,30,2557,859,345,1.0,0.0,7.0,1.0,0.0,1.0,533.0,0
1,0,1,3,29,59,2558,860,345,1.0,0.0,29.0,35.0,0.0,12.0,533.0,0
3,0,0,0,36,61,2559,861,345,3.0,0.0,36.0,1.0,0.0,1.0,533.0,0
11,0,0,3,146,192,2560,862,345,11.0,0.0,146.0,33.0,0.0,11.0,665.0,0
1,0,0,24,37,81,2561,863,345,1.0,0.0,37.0,34.0,0.0,12.0,665.0,0
1,0,2,8,13,42,2562,864,345,1.0,0.0,13.0,14.0,0.0,6.0,1636.0,0
49,0,9,7,433,641,2563,865,345,49.0,0.0,433.0,69.0,0.0,16.0,665.0,0
1,0,0,6,31,58,2564,866,345,1.0,0.0,31.0,2.0,0.0,1.0,3997.0,0
1,0,0,2,5,26,2565,867,345,1.0,0.0,5.0,2.0,0.0,1.0,533.0,0
15,0,1,11,169,224,2566,868,345,15.0,0.0,169.0,18.0,0.0,4.0,2319.0,0
1,0,0,4,16,39,2567,869,345,1.0,0.0,16.0,2.0,0.0,1.0,3997.0,0
1,0,0,4,16,38,2568,870,345,1.0,0.0,16.0,2.0,0.0,1.0,3997.0,0
1,0,0,2,13,34,2569,871,345,1.0,0.0,13.0,2.0,0.0,1.0,533.0,0
1,0,1,5,54,88,2570,872,345,1.0,0.0,54.0,4.0,0.0,2.0,828.0,0
14,0,1,0,120,176,2571,873,345,14.0,0.0,120.0,36.0,0.0,16.0,665.0,0
138,0,3,4,664,942,2572,874,345,138.0,0.0,664.0,40.0,0.0,10.0,1636.0,0
1,0,0,0,12,34,2573,875,345,1.0,0.0,12.0,2.0,0.0,1.0,3997.0,0
5,0,0,0,109,148,2574,876,345,5.0,0.0,109.0,26.0,0.0,10.0,665.0,0
1,0,0,4,20,44,2575,877,345,1.0,0.0,20.0,1.0,0.0,1.0,5350.0,0
3,0,0,2,29,59,2576,878,345,3.0,0.0,29.0,6.0,0.0,5.0,1296.0,0
52,0,9,37,591,777,2577,879,345,52.0,0.0,591.0,120.0,0.0,15.0,1296.0,0
1,0,0,4,21,44,2578,880,345,1.0,0.0,21.0,6.0,0.0,3.0,5350.0,0
7,0,1,12,103,152,2579,881,345,7.0,0.0,103.0,33.0,0.0,12.0,5350.0,0
17,0,1,27,321,409,2580,882,345,17.0,0.0,321.0,82.0,1.0,14.0,5350.0,0
2,0,0,3,16,39,2581,883,345,2.0,0.0,16.0,8.0,0.0,5.0,5350.0,0
1,0,1,0,5,30,2582,884,345,1.0,0.0,5.0,2.0,0.0,1.0,3997.0,0
13,0,1,12,200,251,2583,885,345,13.0,0.0,200.0,26.0,0.0,12.0,665.0,0
1,0,8,0,11,75,2584,886,345,1.0,0.0,11.0,7.0,0.0,3.0,1636.0,0
70,0,4,3,536,729,2585,887,345,70.0,0.0,536.0,78.0,0.0,17.0,665.0,0
1,0,0,0,11,33,2586,888,345,1.0,0.0,11.0,8.0,0.0,4.0,665.0,0
2,0,0,6,25,51,2587,889,345,2.0,0.0,25.0,15.0,0.0,8.0,5350.0,0
21,0,2,19,172,232,2588,890,345,21.0,0.0,172.0,41.0,0.0,13.0,5350.0,0
1,0,0,4,27,53,2589,891,345,1.0,0.0,27.0,2.0,0.0,1.0,533.0,0
1,0,1,5,56,92,2590,892,345,1.0,0.0,56.0,3.0,0.0,1.0,533.0,0
14,0,2,23,174,231,2591,893,345,14.0,0.0,174.0,55.0,0.0,15.0,5350.0,0
54,0,1,41,604,728,2592,894,345,54.0,0.0,604.0,145.0,0.0,15.0,5350.0,0
22,0,6,4,334,417,2593,895,345,22.0,0.0,334.0,41.0,0.0,11.0,5350.0,0
1,0,0,12,53,85,2594,896,345,1.0,0.0,53.0,11.0,0.0,5.0,1296.0,0
1,0,3,1,37,76,2595,897,345,1.0,0.0,37.0,5.0,0.0,4.0,1636.0,0
1,0,0,0,5,26,2596,898,345,1.0,0.0,5.0,2.0,0.0,2.0,2319.0,0
1,0,0,3,7,30,2597,899,345,1.0,0.0,7.0,2.0,0.0,2.0,2319.0,0
3,0,0,3,25,50,2598,900,345,3.0,0.0,25.0,2.0,0.0,2.0,2319.0,0
7,0,0,34,169,232,2599,901,345,7.0,0.0,169.0,45.0,0.0,10.0,1296.0,0
1,0,0,17,86,123,2600,902,345,1.0,0.0,86.0,17.0,0.0,9.0,1296.0,0
16,0,2,14,243,351,2601,903,345,16.0,0.0,243.0,56.0,0.0,13.0,5350.0,0
1,0,0,2,13,34,2602,904,345,1.0,0.0,13.0,2.0,0.0,1.0,533.0,0
5,0,1,5,99,136,2603,905,345,5.0,0.0,99.0,13.0,0.0,7.0,2472.0,0
6,0,3,7,88,131,2604,906,345,6.0,0.0,88.0,13.0,0.0,3.0,5350.0,0
1,0,0,2,6,28,2605,907,345,1.0,0.0,6.0,2.0,0.0,2.0,1636.0,0
15,0,2,13,218,276,2606,908,345,15.0,0.0,218.0,6.0,0.0,3.0,1636.0,0
1,0,0,8,63,97,2607,909,345,1.0,0.0,63.0,24.0,0.0,6.0,1636.0,0
87,0,0,11,696,794,2608,910,345,87.0,0.0,696.0,32.0,0.0,8.0,1634.0,0
1,0,2,5,11,47,2609,911,345,1.0,0.0,11.0,10.0,0.0,7.0,2319.0,0
5,0,1,23,216,279,2610,912,345,5.0,0.0,216.0,65.0,0.0,11.0,5350.0,0
1,0,1,7,17,51,2611,913,345,1.0,0.0,17.0,9.0,0.0,3.0,665.0,0
14,0,4,15,332,456,2612,914,345,14.0,0.0,332.0,71.0,0.0,14.0,665.0,0
1,0,0,4,16,38,2613,915,345,1.0,0.0,16.0,1.0,0.0,1.0,3997.0,0
1,0,0,20,105,146,2614,916,345,1.0,0.0,105.0,6.0,0.0,3.0,665.0,0
4,0,0,12,73,106,2615,917,345,4.0,0.0,73.0,6.0,0.0,4.0,2319.0,0
3,0,0,5,38,66,2616,918,345,3.0,0.0,38.0,4.0,0.0,4.0,2319.0,0
1,0,0,2,8,29,2617,919,345,1.0,0.0,8.0,2.0,0.0,1.0,5350.0,0
5,0,0,8,65,99,2618,920,345,5.0,0.0,65.0,4.0,0.0,3.0,1636.0,0
21,0,0,27,325,388,2619,921,345,21.0,0.0,325.0,6.0,0.0,4.0,1636.0,0
1,0,0,4,16,39,2620,922,345,1.0,0.0,16.0,1.0,0.0,1.0,3997.0,0
6,0,2,8,91,130,2621,923,345,6.0,0.0,91.0,6.0,0.0,2.0,5350.0,0
1,0,0,15,99,139,2622,924,345,1.0,0.0,99.0,11.0,0.0,6.0,1296.0,0
12,0,0,12,150,192,2657,925,347,12.0,0.0,150.0,15.0,0.0,7.0,5350.0,0
9,0,0,11,127,171,2658,926,347,9.0,0.0,127.0,12.0,0.0,7.0,2319.0,0
7,0,0,3,59,88,2659,927,347,7.0,0.0,59.0,4.0,0.0,1.0,533.0,0
1,0,0,8,14,43,2660,928,347,1.0,0.0,14.0,4.0,0.0,3.0,2319.0,0
3,0,2,3,36,82,2661,929,347,3.0,0.0,36.0,5.0,0.0,3.0,2319.0,0
1,0,2,4,12,55,2775,930,353,1.0,0.0,12.0,3.0,0.0,3.0,5350.0,0
1,0,0,2,10,33,2776,931,353,1.0,0.0,10.0,9.0,0.0,6.0,665.0,0
136,0,3,6,1235,1483,2777,932,354,136.0,0.0,1235.0,136.0,2.0,15.0,5350.0,0
1,0,1,8,21,55,2778,933,354,1.0,0.0,21.0,12.0,0.0,6.0,1296.0,0
2,0,0,4,25,51,2779,934,354,2.0,0.0,25.0,2.0,0.0,2.0,5350.0,0
7,0,1,4,61,100,2780,935,354,7.0,0.0,61.0,6.0,0.0,2.0,2319.0,0
2,0,0,1,35,60,2781,936,354,2.0,0.0,35.0,29.0,0.0,9.0,1296.0,0
15,0,0,0,146,199,2782,937,354,15.0,0.0,146.0,12.0,0.0,6.0,5350.0,0
14,0,0,5,132,182,2783,938,354,14.0,0.0,132.0,13.0,0.0,7.0,310.0,0
30,0,0,6,294,342,2784,939,354,30.0,0.0,294.0,28.0,0.0,8.0,310.0,0
1,0,0,3,16,41,2785,940,354,1.0,0.0,16.0,2.0,0.0,1.0,2319.0,0
1,0,1,0,9,36,2786,941,354,1.0,0.0,9.0,2.0,0.0,2.0,2319.0,0
233,0,24,14,1944,2414,2787,942,354,233.0,0.0,1944.0,31.0,0.0,6.0,5350.0,0
4,0,2,5,90,146,2788,943,354,4.0,0.0,90.0,23.0,0.0,8.0,2319.0,0
13,0,3,32,610,754,2789,944,354,13.0,0.0,610.0,223.0,0.0,19.0,505.0,0
1,0,1,7,47,80,2790,945,354,1.0,0.0,47.0,31.0,0.0,10.0,2319.0,0
1,0,0,3,7,30,2791,946,354,1.0,0.0,7.0,4.0,0.0,2.0,5350.0,0
9,0,1,18,157,219,2792,947,354,9.0,0.0,157.0,9.0,0.0,6.0,1296.0,0
1,0,0,3,15,39,2793,948,354,1.0,0.0,15.0,2.0,0.0,1.0,533.0,0
10,0,3,27,211,281,2794,949,354,10.0,0.0,211.0,25.0,0.0,9.0,1296.0,0
1,0,0,4,7,30,2807,950,356,1.0,0.0,7.0,6.0,0.0,5.0,1634.0,0
1,0,1,3,16,42,2808,951,356,1.0,0.0,16.0,1.0,0.0,1.0,3997.0,0
17,0,1,39,359,447,2809,952,356,17.0,0.0,359.0,111.0,1.0,16.0,1296.0,0
1,0,3,3,12,56,2810,953,356,1.0,0.0,12.0,9.0,0.0,3.0,2319.0,0
1,0,0,0,18,45,2811,954,356,1.0,0.0,18.0,3.0,0.0,3.0,2319.0,0
9,0,1,4,73,122,2812,955,357,9.0,0.0,73.0,12.0,0.0,7.0,665.0,0
2,0,0,3,19,43,2814,956,359,2.0,0.0,19.0,13.0,0.0,8.0,1636.0,0
3,0,0,4,53,82,2815,957,359,3.0,0.0,53.0,12.0,0.0,6.0,5350.0,0
3,0,0,4,40,67,2816,958,359,3.0,0.0,40.0,12.0,0.0,6.0,828.0,0
5,0,1,1,39,77,2817,959,359,5.0,0.0,39.0,13.0,0.0,6.0,5350.0,0
2,0,2,6,86,144,2818,960,359,2.0,0.0,86.0,10.0,0.0,5.0,5350.0,0
3,0,1,1,58,97,2819,961,359,3.0,0.0,58.0,55.0,0.0,10.0,828.0,0
10,0,1,2,150,202,2820,962,359,10.0,0.0,150.0,54.0,0.0,10.0,5350.0,0
7,0,1,11,138,187,2821,963,359,7.0,0.0,138.0,65.0,0.0,11.0,2319.0,0
9,0,0,5,92,127,2822,964,359,9.0,0.0,92.0,9.0,0.0,5.0,665.0,0
7,0,1,3,49,79,2823,965,359,7.0,0.0,49.0,32.0,0.0,11.0,59.0,0
1,0,0,2,5,26,2824,966,359,1.0,0.0,5.0,4.0,0.0,3.0,7.0,0
1,0,0,3,17,40,2825,967,359,1.0,0.0,17.0,10.0,0.0,7.0,5350.0,0
4,0,0,4,80,123,2835,968,361,4.0,0.0,80.0,7.0,0.0,4.0,665.0,0
4,0,0,5,73,106,2836,969,361,4.0,0.0,73.0,30.0,0.0,11.0,5350.0,0
5,0,0,4,61,90,2837,970,361,5.0,0.0,61.0,22.0,0.0,10.0,665.0,0
7,0,0,4,102,140,2838,971,361,7.0,0.0,102.0,30.0,0.0,11.0,665.0,0
7,0,1,17,171,235,2839,972,361,7.0,0.0,171.0,34.0,0.0,11.0,665.0,0
1,0,0,4,7,28,2843,973,364,1.0,0.0,7.0,5.0,0.0,4.0,7.0,0
1,0,0,4,13,36,2844,974,364,1.0,0.0,13.0,5.0,0.0,4.0,7.0,0
2,0,0,5,39,67,2845,975,364,2.0,0.0,39.0,8.0,0.0,7.0,828.0,0
3,0,4,4,40,93,2846,976,365,3.0,0.0,40.0,35.0,2.0,13.0,2319.0,0
1,0,0,11,62,105,2847,977,365,1.0,0.0,62.0,8.0,0.0,6.0,2319.0,0
1,0,1,1,9,39,2848,978,365,1.0,0.0,9.0,6.0,0.0,2.0,5350.0,0
1,0,0,6,18,43,2849,979,365,1.0,0.0,18.0,3.0,0.0,3.0,2319.0,0
1,0,0,5,20,43,2850,980,365,1.0,0.0,20.0,1.0,0.0,1.0,3997.0,0
6,0,0,5,68,99,2851,981,365,6.0,0.0,68.0,6.0,0.0,2.0,5350.0,0
1,0,0,5,20,43,2852,982,365,1.0,0.0,20.0,1.0,0.0,1.0,3997.0,0
1,0,13,0,27,151,2853,983,365,1.0,0.0,27.0,36.0,0.0,9.0,5350.0,0
21,0,0,14,242,310,2854,984,365,21.0,0.0,242.0,17.0,0.0,7.0,310.0,0
1,0,0,2,8,29,2855,985,365,1.0,0.0,8.0,6.0,0.0,3.0,5350.0,0
1,0,1,2,35,65,2856,986,365,1.0,0.0,35.0,16.0,0.0,7.0,665.0,0
45,0,0,0,408,584,2861,987,365,45.0,0.0,408.0,38.0,0.0,13.0,505.0,0
24,0,1,1,196,300,2857,988,365,24.0,0.0,196.0,17.0,0.0,10.0,533.0,0
57,0,0,0,409,474,2858,989,365,57.0,0.0,409.0,21.0,0.0,11.0,505.0,0
33,0,0,18,278,327,2859,990,365,33.0,0.0,278.0,40.0,0.0,12.0,505.0,0
1,0,1,3,8,35,2860,991,365,1.0,0.0,8.0,6.0,0.0,3.0,5350.0,0
1,0,0,2,10,32,2862,992,365,1.0,0.0,10.0,18.0,0.0,8.0,1634.0,0
1,0,1,1,11,36,2863,993,365,1.0,0.0,11.0,2.0,0.0,1.0,5350.0,0
1,0,1,1,9,35,2864,994,365,1.0,0.0,9.0,2.0,0.0,1.0,5350.0,0
1,0,0,1,4,25,2865,995,365,1.0,0.0,4.0,1.0,0.0,1.0,3997.0,0
82,0,0,0,617,710,2866,996,365,82.0,0.0,617.0,91.0,0.0,15.0,5350.0,0
1,0,1,2,19,52,2867,997,365,1.0,0.0,19.0,22.0,0.0,8.0,5350.0,0
1,0,0,5,43,70,2868,998,365,1.0,0.0,43.0,13.0,0.0,5.0,665.0,0
45,0,14,5,432,628,2869,999,365,45.0,0.0,432.0,67.0,0.0,11.0,665.0,0
87,0,2,35,887,1057,2870,1000,365,87.0,0.0,887.0,199.0,2.0,20.0,5350.0,0
1,0,0,2,10,32,2871,1001,365,1.0,0.0,10.0,15.0,0.0,7.0,1634.0,0
56,0,7,10,536,660,2872,1002,365,56.0,0.0,536.0,41.0,0.0,14.0,5350.0,0
17,0,1,8,153,211,2873,1003,365,17.0,0.0,153.0,15.0,0.0,9.0,1296.0,0
6,0,0,14,110,148,2902,1004,367,6.0,0.0,110.0,21.0,0.0,8.0,665.0,0
9,0,1,13,142,196,2903,1005,367,9.0,0.0,142.0,35.0,0.0,8.0,665.0,0
1,0,0,2,22,45,2904,1006,367,1.0,0.0,22.0,2.0,0.0,2.0,3997.0,0
1,0,0,2,11,33,2905,1007,367,1.0,0.0,11.0,1.0,0.0,1.0,5350.0,1
5,0,0,18,130,174,2907,1008,367,5.0,0.0,130.0,17.0,0.0,9.0,665.0,1
1,0,1,1,12,42,2906,1009,367,1.0,0.0,12.0,2.0,0.0,1.0,2319.0,0
6,0,0,2,61,88,2908,1010,367,6.0,0.0,61.0,39.0,0.0,8.0,5350.0,0
1,0,0,2,6,28,2909,1011,367,1.0,0.0,6.0,3.0,0.0,3.0,5350.0,0
4,0,0,16,104,151,2910,1012,367,4.0,0.0,104.0,44.0,0.0,12.0,5350.0,0
1,0,2,11,18,66,2911,1013,367,1.0,0.0,18.0,17.0,0.0,9.0,665.0,0
1,0,2,0,7,42,2912,1014,367,1.0,0.0,7.0,6.0,0.0,3.0,5350.0,0
1,0,1,30,201,271,2913,1015,367,1.0,0.0,201.0,37.0,0.0,7.0,1296.0,0
49,0,4,27,506,636,2914,1016,367,49.0,0.0,506.0,47.0,0.0,11.0,1296.0,0
21,0,0,14,252,300,2915,1017,367,21.0,0.0,252.0,35.0,0.0,10.0,665.0,0
20,0,1,11,225,309,2916,1018,367,20.0,0.0,225.0,7.0,0.0,5.0,1296.0,1
1,0,0,2,6,28,2917,1019,367,1.0,0.0,6.0,2.0,0.0,2.0,1404.0,0
1,0,1,4,21,53,2918,1020,367,1.0,0.0,21.0,1.0,0.0,1.0,1296.0,0
1,0,0,37,213,294,2919,1021,367,1.0,0.0,213.0,12.0,0.0,6.0,505.0,0
1,0,0,3,16,39,2920,1022,367,1.0,0.0,16.0,5.0,0.0,5.0,5350.0,0
2,0,0,3,19,42,2921,1023,367,2.0,0.0,19.0,1.0,0.0,1.0,1296.0,0
1,0,0,13,28,55,2922,1024,367,1.0,0.0,28.0,10.0,0.0,5.0,665.0,0
12,0,0,0,93,127,2923,1025,367,12.0,0.0,93.0,18.0,0.0,5.0,1296.0,0
1,0,1,1,10,36,2924,1026,367,1.0,0.0,10.0,1.0,0.0,1.0,3997.0,0
