numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs
9,1,0,7,41.0,16.0,455.556,31.0,19.0,344.444,10.0,10.0,111.111,335.286,176.348,0,0,0,0,0
2,0,0,2,3.0,3.0,1.5,4.0,4.0,2.0,-1.0,0.0,-0.5,100.857,667.143,0,0,0,0,0
13,0,0,5,157.0,46.0,120.769,99.0,46.0,761.538,58.0,25.0,446.154,195.429,74.919,0,0,0,0,0
25,1,0,7,181.0,41.0,7.24,136.0,23.0,5.44,45.0,18.0,1.8,335.286,142.445,0,0,0,0,0
3,0,1,3,16.0,15.0,533.333,20.0,19.0,666.667,-4.0,0.0,-133.333,955.714,567.679,0,0,0,0,0
2,0,0,1,7.0,7.0,3.5,0.0,0.0,0.0,7.0,7.0,3.5,334.286,128.571,0,0,0,0,0
10,0,0,4,153.0,73.0,15.3,87.0,46.0,8.7,66.0,46.0,6.6,188.429,66.817,0,0,0,0,0
2,0,1,1,5.0,5.0,2.5,5.0,5.0,2.5,0.0,0.0,0.0,458.571,117.143,0,0,0,0,0
4,0,0,2,18.0,15.0,4.5,23.0,19.0,5.75,-5.0,0.0,-1.25,98.0,566.667,0,0,0,0,0
6,0,0,2,184.0,82.0,306.667,22.0,17.0,366.667,162.0,82.0,27.0,611.429,362.811,0,0,0,0,0
29,1,1,8,645.0,187.0,222.414,531.0,196.0,183.103,114.0,43.0,393.103,299.286,137.167,0,0,0,0,0
13,1,0,7,90.0,46.0,692.308,77.0,31.0,592.308,13.0,15.0,1.0,335.286,128.394,0,0,0,0,0
15,0,0,5,125.0,31.0,833.333,111.0,63.0,7.4,14.0,17.0,0.933333,227.429,868.217,0,0,0,0,0
6,0,0,5,67.0,45.0,111.667,52.0,38.0,866.667,15.0,8.0,2.5,227.429,153.461,0,0,0,0,0
55,2,0,7,1160.0,135.0,210.909,770.0,137.0,14.0,390.0,114.0,709.091,227.429,965.483,0,0,0,0,0
22,2,0,5,730.0,253.0,331.818,204.0,111.0,927.273,526.0,253.0,239.091,151.0,204.826,0,0,0,0,0
17,2,0,8,97.0,29.0,570.588,91.0,27.0,535.294,6.0,6.0,0.352941,335.286,136.047,0,0,0,0,0
66,2,1,8,1141.0,370.0,172.879,1098.0,366.0,166.364,43.0,44.0,0.651515,335.286,108.214,1,0,0,0,0
10,1,0,3,126.0,64.0,12.6,111.0,52.0,11.1,15.0,60.0,1.5,150.429,650.283,0,0,0,0,0
20,0,0,7,102.0,26.0,5.1,71.0,11.0,3.55,31.0,18.0,1.55,227.429,478.207,0,0,0,0,0
61,2,0,9,1255.0,253.0,205.738,846.0,301.0,138.689,409.0,246.0,670.492,227.429,126.056,0,0,0,0,0
5,0,0,4,13.0,10.0,2.6,4.0,2.0,0.8,9.0,10.0,1.8,194.571,29.044,0,0,0,0,0
10,1,0,8,56.0,33.0,5.6,42.0,27.0,4.2,14.0,6.0,1.4,335.286,221.936,0,0,0,0,0
23,3,0,9,189.0,74.0,821.739,151.0,71.0,656.522,38.0,18.0,165.217,335.286,168.672,0,0,0,0,0
7,0,0,4,15.0,5.0,214.286,18.0,6.0,257.143,-3.0,0.0,-0.428571,201.286,827.238,0,0,0,0,0
2,0,0,1,5.0,5.0,2.5,6.0,6.0,3.0,-1.0,0.0,-0.5,721.429,38.0,0,0,0,0,0
20,2,0,6,159.0,56.0,7.95,118.0,44.0,5.9,41.0,52.0,2.05,306.143,706.496,0,0,0,0,0
2,0,0,1,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,494.286,13.0,0,0,0,0,0
2,0,0,2,5.0,5.0,2.5,5.0,5.0,2.5,0.0,0.0,0.0,135.0,100.857,0,0,0,0,0
10,0,0,4,301.0,140.0,30.1,22.0,16.0,2.2,279.0,140.0,27.9,107.857,843.901,0,0,0,0,0
6,0,0,3,27.0,15.0,4.5,29.0,22.0,483.333,-2.0,3.0,-0.333333,988.571,509.947,0,0,0,0,0
3,0,1,1,55.0,36.0,183.333,40.0,31.0,133.333,15.0,27.0,5.0,718.571,134.026,0,0,0,0,0
10,0,0,3,54.0,15.0,5.4,9.0,4.0,0.9,45.0,15.0,4.5,144.857,912.963,0,0,0,0,0
6,0,0,4,26.0,17.0,433.333,23.0,14.0,383.333,3.0,3.0,0.5,227.429,146.115,0,0,0,0,0
4,0,0,3,6.0,3.0,1.5,6.0,3.0,1.5,0.0,0.0,0.0,183.857,116.833,0,0,0,0,0
16,1,0,3,127.0,54.0,79.375,95.0,65.0,59.375,32.0,33.0,2.0,177.143,103.288,0,0,0,0,0
14,0,0,6,109.0,19.0,778.571,194.0,81.0,138.571,-85.0,16.0,-607.143,227.429,276.356,0,0,0,0,0
12,1,0,7,75.0,41.0,6.25,55.0,28.0,458.333,20.0,13.0,166.667,335.286,794.971,0,0,0,0,0
2,0,1,2,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,955.714,585.714,0,0,0,0,0
13,0,0,3,184.0,48.0,141.538,68.0,16.0,523.077,116.0,48.0,892.308,852.857,132.958,1,0,0,0,0
4,0,0,3,8.0,4.0,2.0,13.0,7.0,3.25,-5.0,0.0,-1.25,188.429,245.714,0,0,0,0,0
4,0,0,3,7.0,4.0,1.75,9.0,5.0,2.25,-2.0,0.0,-0.5,183.857,135.143,0,0,0,0,0
18,1,0,7,122.0,43.0,677.778,146.0,47.0,811.111,-24.0,6.0,-133.333,335.286,105.317,0,0,0,0,0
2,0,0,2,11.0,11.0,5.5,5.0,5.0,2.5,6.0,6.0,3.0,561.429,22.0,0,0,0,0,0
5,0,1,2,73.0,54.0,14.6,52.0,23.0,10.4,21.0,31.0,4.2,108.143,366.458,0,0,0,0,0
6,0,0,4,35.0,28.0,583.333,39.0,33.0,6.5,-4.0,1.0,-0.666667,133.571,855.837,0,0,0,0,0
3,0,0,3,27.0,22.0,9.0,30.0,17.0,10.0,-3.0,5.0,-1.0,922.857,56.963,0,0,0,0,0
15,1,0,7,153.0,94.0,10.2,140.0,86.0,933.333,13.0,8.0,0.866667,335.286,792.708,0,0,0,0,0
12,0,0,3,384.0,199.0,32.0,368.0,176.0,306.667,16.0,199.0,133.333,155.429,452.827,0,0,0,0,0
19,1,0,7,157.0,35.0,826.316,120.0,47.0,631.579,37.0,23.0,194.737,302.571,118.944,1,0,0,0,0
8,1,0,3,180.0,119.0,22.5,202.0,109.0,25.25,-22.0,10.0,-2.75,132.429,269.929,1,0,0,0,0
4,1,0,3,19.0,10.0,4.75,13.0,12.0,3.25,6.0,10.0,1.5,127.286,426.316,0,0,0,0,0
25,0,2,5,438.0,65.0,17.52,209.0,52.0,8.36,229.0,65.0,9.16,176.714,29.349,1,0,1,0,0
8,0,0,3,51.0,24.0,6.375,11.0,5.0,1.375,40.0,21.0,5.0,182.0,90.619,0,0,0,0,0
6,1,0,2,92.0,51.0,153.333,127.0,68.0,211.667,-35.0,10.0,-583.333,133.429,289.488,0,0,0,0,0
3,0,0,2,22.0,12.0,733.333,15.0,15.0,5.0,7.0,10.0,233.333,104.857,441.558,0,0,0,0,0
10,0,0,6,89.0,77.0,8.9,150.0,59.0,15.0,-61.0,58.0,-6.1,241.0,920.546,0,0,0,0,0
13,0,0,4,87.0,48.0,669.231,46.0,15.0,353.846,41.0,42.0,315.385,201.286,35.179,0,0,0,0,0
2,0,0,2,2.0,2.0,1.0,3.0,3.0,1.5,-1.0,0.0,-0.5,524.286,162.857,0,0,0,0,0
2,0,0,2,9.0,9.0,4.5,9.0,9.0,4.5,0.0,0.0,0.0,116.143,80.0,0,0,0,0,0
9,0,0,5,24.0,9.0,266.667,26.0,9.0,288.889,-2.0,4.0,-0.222222,239.0,751.845,1,0,0,0,0
3,0,0,2,113.0,112.0,376.667,104.0,103.0,346.667,9.0,9.0,3.0,922.857,578.622,0,0,0,0,0
5,0,0,3,347.0,236.0,69.4,310.0,241.0,62.0,37.0,38.0,7.4,183.857,102.326,0,0,0,0,0
12,2,0,7,43.0,17.0,358.333,33.0,12.0,2.75,10.0,6.0,0.833333,335.286,133.997,0,0,0,0,0
44,2,0,9,544.0,101.0,123.636,310.0,53.0,704.545,234.0,95.0,531.818,305.0,127.624,0,0,0,0,0
8,1,0,6,50.0,28.0,6.25,40.0,26.0,5.0,10.0,6.0,1.25,335.286,209.046,0,0,0,0,0
10,1,0,6,113.0,42.0,11.3,89.0,42.0,8.9,24.0,42.0,2.4,333.143,846.068,0,0,0,0,0
35,0,0,6,527.0,283.0,150.571,570.0,368.0,162.857,-43.0,246.0,-122.857,240.714,36.527,0,0,0,0,0
9,0,0,4,130.0,40.0,144.444,139.0,89.0,154.444,-9.0,32.0,-1.0,133.571,441.066,0,0,0,0,0
2,0,0,2,8.0,8.0,4.0,11.0,11.0,5.5,-3.0,0.0,-1.5,98.0,638.571,0,0,0,0,0
9,0,0,3,163.0,103.0,181.111,89.0,46.0,988.889,74.0,85.0,822.222,644.286,138.379,0,0,0,0,0
4,0,0,3,18.0,10.0,4.5,15.0,13.0,3.75,3.0,6.0,0.75,133.571,589.683,0,0,0,0,0
114,2,0,9,2068.0,547.0,181.404,2879.0,709.0,252.544,-811.0,100.0,-711.403,335.286,133.395,0,0,0,0,0
3,0,0,2,4.0,4.0,133.333,0.0,0.0,0.0,4.0,4.0,133.333,381.0,0.571429,0,0,0,0,0
12,0,0,3,271.0,106.0,225.833,81.0,47.0,6.75,190.0,106.0,158.333,150.571,112.177,0,0,0,0,0
12,0,0,3,163.0,79.0,135.833,40.0,13.0,333.333,123.0,79.0,10.25,149.143,50.447,0,0,0,0,0
66,2,2,9,2036.0,286.0,308.485,1375.0,224.0,208.333,661.0,129.0,100.152,335.286,180.901,0,0,0,0,0
10,1,0,7,56.0,18.0,5.6,51.0,22.0,5.1,5.0,10.0,0.5,303.571,142.923,0,0,0,0,0
13,0,0,4,35.0,9.0,269.231,54.0,28.0,415.385,-19.0,7.0,-146.154,104.429,461.959,0,0,0,0,0
15,0,0,4,101.0,26.0,673.333,66.0,16.0,4.4,35.0,20.0,233.333,190.143,687.341,0,0,0,0,0
5,0,2,2,38.0,20.0,7.6,36.0,35.0,7.2,2.0,14.0,0.4,718.571,220.226,0,0,0,0,0
9,0,0,4,19.0,7.0,211.111,94.0,71.0,104.444,-75.0,7.0,-833.333,170.286,461.429,0,0,0,0,0
22,1,0,8,132.0,35.0,6.0,142.0,49.0,645.455,-10.0,7.0,-0.454545,335.286,138.313,0,0,0,0,0
11,0,0,5,48.0,24.0,436.364,58.0,22.0,527.273,-10.0,22.0,-0.909091,194.143,102.824,0,0,0,0,0
18,1,0,7,449.0,167.0,249.444,393.0,156.0,218.333,56.0,15.0,311.111,335.286,130.322,1,0,0,0,0
5,0,2,2,32.0,20.0,6.4,83.0,74.0,16.6,-51.0,3.0,-10.2,798.571,331.875,0,0,0,0,0
13,2,0,8,86.0,44.0,661.538,74.0,43.0,569.231,12.0,6.0,0.923077,335.286,232.954,0,0,0,0,0
21,1,0,6,267.0,73.0,127.143,345.0,209.0,164.286,-78.0,32.0,-371.429,240.714,562.836,1,0,0,0,0
3,0,0,2,4.0,4.0,133.333,0.0,0.0,0.0,4.0,4.0,133.333,381.0,0.571429,0,0,0,0,0
3,0,1,3,22.0,19.0,733.333,6.0,5.0,2.0,16.0,18.0,533.333,83.0,777.273,0,0,0,0,0
14,2,0,6,176.0,72.0,125.714,127.0,72.0,907.143,49.0,72.0,3.5,333.143,686.713,0,0,0,0,0
2,0,0,2,2.0,2.0,1.0,6.0,6.0,3.0,-4.0,0.0,-2.0,111.714,775.714,1,0,0,0,0
2,0,0,2,10.0,10.0,5.0,16.0,16.0,8.0,-6.0,0.0,-3.0,551.429,21.0,1,0,0,0,0
23,2,0,4,770.0,219.0,334.783,348.0,263.0,151.304,422.0,219.0,183.478,128.429,667.935,0,0,0,0,0
6,0,1,4,37.0,31.0,616.667,36.0,33.0,6.0,1.0,3.0,0.166667,955.714,530.772,0,0,0,0,0
15,0,0,4,440.0,111.0,293.333,86.0,25.0,573.333,354.0,110.0,23.6,151.143,62.825,0,0,0,0,0
51,1,0,8,886.0,239.0,173.725,677.0,275.0,132.745,209.0,59.0,409.804,307.0,160.78,0,0,0,0,0
17,0,0,6,476.0,213.0,28.0,466.0,298.0,274.118,10.0,189.0,0.588235,257.429,516.633,0,0,0,0,0
7,0,0,4,110.0,56.0,157.143,6.0,4.0,0.857143,104.0,56.0,148.571,925.714,681.558,0,0,0,0,0
42,1,0,8,666.0,179.0,158.571,454.0,123.0,108.095,212.0,66.0,504.762,331.714,147.961,0,0,0,0,0
4,0,1,1,21.0,17.0,5.25,26.0,24.0,6.5,-5.0,2.0,-1.25,798.571,379.456,0,0,0,0,0
4,0,0,3,11.0,10.0,2.75,22.0,19.0,5.5,-11.0,0.0,-2.75,130.0,92.974,0,0,0,0,0
20,2,0,8,243.0,86.0,12.15,318.0,112.0,15.9,-75.0,14.0,-3.75,299.429,178.855,0,0,0,0,0
5,0,1,3,33.0,17.0,6.6,31.0,26.0,6.2,2.0,14.0,0.4,955.714,370.693,0,0,0,0,0
10,1,0,4,327.0,106.0,32.7,53.0,40.0,5.3,274.0,106.0,27.4,122.429,121.857,1,0,0,0,0
2,0,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,128.143,92.0,0,0,0,0,0
5,1,1,4,15.0,10.0,3.0,7.0,5.0,1.4,8.0,10.0,1.6,150.429,43.819,0,0,0,0,0
3,0,0,2,32.0,28.0,106.667,35.0,31.0,116.667,-3.0,0.0,-1.0,104.857,634.107,0,0,0,0,0
3,0,0,1,80.0,79.0,266.667,109.0,108.0,363.333,-29.0,0.0,-966.667,838.571,491.643,0,0,0,0,0
43,4,0,9,760.0,332.0,176.744,864.0,385.0,20.093,-104.0,66.0,-24.186,335.286,918.015,0,0,0,0,0
18,1,0,6,223.0,141.0,123.889,172.0,69.0,955.556,51.0,72.0,283.333,287.857,938.065,0,0,0,0,0
4,0,0,2,67.0,32.0,16.75,4.0,4.0,1.0,63.0,32.0,15.75,151.0,534.755,0,0,0,0,0
10,0,0,4,214.0,77.0,21.4,33.0,20.0,3.3,181.0,77.0,18.1,140.0,283.264,1,0,0,0,0
7,0,0,3,62.0,34.0,885.714,16.0,6.0,228.571,46.0,33.0,657.143,128.143,110.7,1,0,1,0,0
7,0,0,3,85.0,41.0,121.429,68.0,30.0,971.429,17.0,11.0,242.857,106.0,302.353,1,0,0,0,0
2,0,0,2,8.0,8.0,4.0,21.0,21.0,10.5,-13.0,0.0,-6.5,58.0,238.571,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.286,0.0,0,0,0,0,0
15,1,0,6,48.0,10.0,3.2,38.0,8.0,253.333,10.0,10.0,0.666667,228.0,791.696,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.286,0.0,0,0,0,0,0
26,1,0,5,168.0,29.0,646.154,120.0,49.0,461.538,48.0,15.0,184.615,190.143,662.338,1,0,0,0,0
17,0,0,6,195.0,49.0,114.706,117.0,31.0,688.235,78.0,36.0,458.824,241.714,621.326,0,0,0,0,0
8,0,0,3,20.0,10.0,2.5,107.0,93.0,13.375,-87.0,10.0,-10.875,239.0,756.929,1,0,0,0,0
20,1,0,7,110.0,38.0,5.5,100.0,39.0,5.0,10.0,10.0,0.5,335.286,798.883,0,0,0,0,0
39,0,0,6,1217.0,223.0,312.051,657.0,118.0,168.462,560.0,220.0,14.359,187.857,612.122,1,0,0,0,0
2,0,0,1,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,774.286,585.714,0,0,0,0,0
2,0,0,2,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,724.286,362.857,0,0,0,0,0
2,0,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,564.286,202.857,0,0,0,0,0
3,0,1,1,22.0,12.0,733.333,12.0,12.0,4.0,10.0,10.0,333.333,458.571,775.325,0,0,0,0,0
3,0,0,1,12.0,9.0,4.0,11.0,10.0,366.667,1.0,2.0,0.333333,494.286,10.5,0,0,0,0,0
4,0,0,3,6.0,4.0,1.5,9.0,7.0,2.25,-3.0,0.0,-0.75,147.571,830.476,0,0,0,0,0
4,0,0,2,5.0,4.0,1.25,1.0,1.0,0.25,4.0,4.0,1.0,381.0,325.714,0,0,0,0,0
23,7,1,4,94.0,24.0,408.696,51.0,18.0,221.739,43.0,11.0,186.957,133.571,326.565,1,0,0,0,0
4,2,1,2,11.0,10.0,2.75,5.0,4.0,1.25,6.0,10.0,1.5,130.857,119.091,0,0,0,0,0
10,0,0,4,455.0,212.0,45.5,89.0,46.0,8.9,366.0,212.0,36.6,611.429,35.551,0,0,0,0,0
61,2,1,9,508.0,54.0,832.787,506.0,82.0,829.508,2.0,40.0,0.0327869,335.286,120.229,0,0,0,0,0
46,0,0,7,428.0,50.0,930.435,302.0,72.0,656.522,126.0,41.0,273.913,275.429,805.377,0,0,0,0,0
8,0,0,4,23.0,10.0,2.875,25.0,10.0,3.125,-2.0,4.0,-0.25,227.429,19.646,0,0,0,0,0
5,0,0,3,6.0,3.0,1.2,12.0,6.0,2.4,-6.0,0.0,-1.2,183.857,116.833,0,0,0,0,0
6,2,1,3,20.0,10.0,333.333,28.0,18.0,466.667,-8.0,7.0,-133.333,128.286,285.714,0,0,0,0,0
4,0,0,3,10.0,7.0,2.5,19.0,17.0,4.75,-9.0,1.0,-2.25,144.857,951.714,0,0,0,0,0
10,0,0,3,170.0,74.0,17.0,60.0,43.0,6.0,110.0,74.0,11.0,154.857,996.639,0,0,0,0,0
2,0,0,2,32.0,32.0,16.0,32.0,32.0,16.0,0.0,0.0,0.0,151.143,117.0,0,0,0,0,0
22,1,0,8,340.0,93.0,154.545,171.0,28.0,777.273,169.0,67.0,768.182,335.286,182.176,0,0,0,0,0
4,0,0,3,69.0,61.0,17.25,12.0,8.0,3.0,57.0,58.0,14.25,102.0,310.745,1,0,0,0,0
9,0,0,4,542.0,252.0,602.222,98.0,51.0,108.889,444.0,252.0,493.333,611.429,374.275,0,0,0,0,0
8,0,0,3,67.0,21.0,8.375,30.0,14.0,3.75,37.0,18.0,4.625,157.286,162.964,0,0,0,0,0
9,0,0,5,23.0,10.0,255.556,34.0,9.0,377.778,-11.0,8.0,-122.222,188.286,104.404,0,0,0,0,0
104,3,0,10,1965.0,290.0,188.942,1258.0,164.0,120.962,707.0,250.0,679.808,335.286,166.53,1,0,0,0,0
12,0,2,4,139.0,42.0,115.833,96.0,49.0,8.0,43.0,32.0,358.333,158.143,497.225,0,0,0,0,0
13,2,0,4,145.0,48.0,111.538,53.0,30.0,407.692,92.0,48.0,707.692,151.143,284.443,0,0,0,0,0
13,0,0,5,55.0,33.0,423.077,99.0,58.0,761.538,-44.0,1.0,-338.462,133.571,754.987,0,0,0,0,0
3,0,0,1,11.0,10.0,366.667,1.0,1.0,0.333333,10.0,10.0,333.333,144.429,173.896,0,0,0,0,0
7,0,0,3,74.0,33.0,105.714,37.0,20.0,528.571,37.0,27.0,528.571,715.714,396.236,1,0,1,1,0
25,2,0,6,264.0,82.0,10.56,259.0,65.0,10.36,5.0,23.0,0.2,335.286,927.451,0,0,0,0,0
6,0,0,3,231.0,99.0,38.5,41.0,27.0,683.333,190.0,99.0,316.667,611.429,354.174,0,0,0,0,0
133,4,0,9,3644.0,368.0,273.985,3241.0,617.0,243.684,403.0,148.0,303.008,335.286,151.622,1,0,2,1,0
17,1,0,6,129.0,30.0,758.824,54.0,28.0,317.647,75.0,28.0,441.176,227.429,710.277,0,0,0,0,0
17,1,0,4,481.0,182.0,282.941,106.0,64.0,623.529,375.0,182.0,220.588,156.429,210.582,1,0,0,0,0
2,0,0,1,5.0,5.0,2.5,7.0,7.0,3.5,-2.0,0.0,-1.0,334.286,114.286,0,0,0,0,0
3,0,0,2,17.0,9.0,566.667,32.0,22.0,106.667,-15.0,0.0,-5.0,98.0,483.529,0,0,0,0,0
6,0,0,4,38.0,30.0,633.333,80.0,70.0,133.333,-42.0,0.0,-7.0,335.286,180.481,0,0,0,0,0
33,1,0,8,325.0,38.0,984.848,346.0,75.0,104.848,-21.0,36.0,-0.636364,227.429,801.776,0,0,0,0,0
23,1,0,7,252.0,100.0,109.565,248.0,75.0,107.826,4.0,58.0,0.173913,335.286,131.959,0,0,0,0,0
14,1,0,4,266.0,185.0,19.0,95.0,36.0,678.571,171.0,157.0,122.143,190.857,136.083,0,0,0,0,0
14,1,0,6,83.0,17.0,592.857,44.0,6.0,314.286,39.0,12.0,278.571,335.286,190.706,0,0,0,0,0
14,1,0,9,97.0,41.0,692.857,95.0,44.0,678.571,2.0,6.0,0.142857,335.286,217.811,0,0,0,0,0
4,0,0,2,49.0,46.0,12.25,57.0,54.0,14.25,-8.0,0.0,-2.0,151.143,113.484,0,0,0,0,0
16,2,0,3,175.0,49.0,109.375,161.0,50.0,100.625,14.0,24.0,0.875,158.286,469.641,0,0,0,0,0
4,0,0,3,20.0,10.0,5.0,10.0,9.0,2.5,10.0,10.0,2.5,144.286,58.15,0,0,0,0,0
3,1,0,2,9.0,8.0,3.0,10.0,9.0,333.333,-1.0,0.0,-0.333333,110.857,682.857,0,0,0,0,0
6,0,0,3,46.0,19.0,766.667,33.0,19.0,5.5,13.0,11.0,216.667,183.857,701.087,0,0,0,0,0
17,1,0,4,459.0,117.0,27.0,254.0,97.0,149.412,205.0,117.0,120.588,151.143,233.249,0,0,0,0,0
8,0,0,4,8.0,2.0,1.0,209.0,102.0,26.125,-201.0,1.0,-25.125,154.429,828.214,0,0,0,0,0
15,1,1,3,701.0,203.0,467.333,255.0,126.0,17.0,446.0,203.0,297.333,114.0,152.189,1,0,0,0,0
11,0,0,3,88.0,56.0,8.0,52.0,23.0,472.727,36.0,48.0,327.273,110.143,177.208,0,0,0,0,0
9,0,0,2,541.0,418.0,601.111,301.0,143.0,334.444,240.0,354.0,266.667,974.286,142.345,0,0,0,0,0
6,0,0,1,79.0,40.0,131.667,63.0,32.0,10.5,16.0,26.0,266.667,494.286,150.362,0,0,0,0,0
10,0,2,3,391.0,176.0,39.1,49.0,29.0,4.9,342.0,176.0,34.2,107.0,731.129,0,0,0,0,0
2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.857,0.0,0,0,0,0,0
8,1,0,5,90.0,47.0,11.25,55.0,27.0,6.875,35.0,47.0,4.375,106.286,291.524,0,0,0,0,0
8,0,0,2,498.0,358.0,62.25,518.0,358.0,64.75,-20.0,358.0,-2.5,592.857,276.822,0,0,0,0,0
7,0,1,3,106.0,49.0,151.429,131.0,84.0,187.143,-25.0,19.0,-357.143,108.143,475.148,0,0,0,0,0
17,0,0,4,308.0,98.0,181.176,67.0,22.0,394.118,241.0,98.0,141.765,154.857,143.302,0,0,0,0,0
13,0,1,5,106.0,40.0,815.385,80.0,25.0,615.385,26.0,39.0,2.0,191.143,221.887,0,0,0,0,0
20,0,0,4,117.0,30.0,5.85,86.0,41.0,4.3,31.0,14.0,1.55,224.286,791.001,0,0,0,0,0
4,0,0,2,66.0,32.0,16.5,2.0,2.0,0.5,64.0,32.0,16.0,151.0,368.831,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.286,0.0,0,0,0,0,0
20,1,0,6,272.0,75.0,13.6,182.0,70.0,9.1,90.0,43.0,4.5,335.286,130.877,0,0,0,0,0
16,1,0,7,107.0,36.0,66.875,137.0,40.0,85.625,-30.0,31.0,-1.875,328.571,101.621,0,0,0,0,0
60,1,0,8,877.0,130.0,146.167,790.0,138.0,131.667,87.0,63.0,1.45,227.429,907.566,0,0,0,0,0
6,1,1,3,145.0,84.0,241.667,122.0,90.0,203.333,23.0,19.0,383.333,727.143,323.054,1,0,0,0,0
5,1,0,3,35.0,22.0,7.0,24.0,22.0,4.8,11.0,10.0,2.2,136.286,657.102,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.571,0.0,0,0,0,0,0
12,0,0,3,177.0,59.0,14.75,159.0,104.0,13.25,18.0,44.0,1.5,135.0,406.538,0,0,0,0,0
18,1,0,5,469.0,168.0,260.556,101.0,16.0,561.111,368.0,168.0,204.444,151.143,193.119,0,0,0,0,0
9,0,0,2,268.0,126.0,297.778,327.0,126.0,363.333,-59.0,126.0,-655.556,592.857,271.109,0,0,0,0,0
14,0,1,4,224.0,109.0,16.0,279.0,114.0,199.286,-55.0,10.0,-392.857,132.286,742.283,1,0,0,0,0
2,0,0,2,21.0,21.0,10.5,26.0,26.0,13.0,-5.0,0.0,-2.5,561.429,22.0,1,0,0,0,0
10,0,0,3,135.0,87.0,13.5,133.0,87.0,13.3,2.0,87.0,0.2,927.143,117.185,0,0,0,0,0
18,1,0,8,156.0,41.0,866.667,141.0,48.0,783.333,15.0,18.0,0.833333,335.286,194.463,0,0,0,0,0
14,2,0,4,248.0,110.0,177.143,150.0,77.0,107.143,98.0,33.0,7.0,144.286,270.668,0,0,0,0,0
9,0,0,2,184.0,160.0,204.444,249.0,160.0,276.667,-65.0,160.0,-722.222,592.857,0.541925,0,0,0,0,0
14,0,0,3,119.0,41.0,8.5,91.0,55.0,6.5,28.0,15.0,2.0,138.429,432.557,1,0,0,0,0
13,1,0,7,91.0,22.0,7.0,72.0,21.0,553.846,19.0,12.0,146.154,335.286,138.545,0,0,0,0,0
37,1,0,9,415.0,64.0,112.162,206.0,52.0,556.757,209.0,47.0,564.865,300.0,159.309,1,0,0,0,0
6,0,1,2,65.0,22.0,108.333,57.0,29.0,9.5,8.0,16.0,133.333,108.143,438.527,0,0,0,0,0
19,0,1,4,209.0,43.0,11.0,130.0,51.0,684.211,79.0,40.0,415.789,104.429,374.655,1,0,0,0,0
68,2,0,8,1072.0,168.0,157.647,1514.0,501.0,222.647,-442.0,100.0,-6.5,335.286,956.461,1,0,0,0,0
29,1,0,6,501.0,133.0,172.759,386.0,178.0,133.103,115.0,26.0,396.552,144.0,583.305,0,0,0,0,0
6,0,0,4,17.0,10.0,283.333,7.0,3.0,116.667,10.0,10.0,166.667,201.286,450.252,0,0,0,0,0
6,0,0,3,491.0,225.0,818.333,36.0,27.0,6.0,455.0,225.0,758.333,151.143,949.287,0,0,0,0,0
18,1,0,7,150.0,49.0,833.333,92.0,54.0,511.111,58.0,42.0,322.222,295.0,748.924,0,0,0,0,0
4,0,0,3,29.0,18.0,7.25,35.0,19.0,8.75,-6.0,0.0,-1.5,111.0,481.281,0,0,0,0,0
13,0,0,3,274.0,153.0,210.769,168.0,109.0,129.231,106.0,125.0,815.385,112.0,311.548,0,0,0,0,0
2,0,0,2,1.0,1.0,0.5,2.0,2.0,1.0,-1.0,0.0,-0.5,69.0,328.571,0,0,0,0,0
9,0,0,6,49.0,14.0,544.444,30.0,9.0,333.333,19.0,10.0,211.111,227.429,880.379,0,0,0,0,0
28,2,0,7,422.0,116.0,150.714,289.0,96.0,103.214,133.0,33.0,4.75,335.286,167.299,0,0,0,0,0
3,0,0,2,45.0,38.0,15.0,15.0,14.0,5.0,30.0,37.0,10.0,128.143,641.333,0,0,0,0,0
2,0,0,2,24.0,24.0,12.0,25.0,25.0,12.5,-1.0,0.0,-0.5,551.429,21.0,0,0,0,0,0
