McCC,CLOC,LLOC,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of committers,target
1,0,11,2899,1,0,1,0
1,0,24,1118,5,0,2,0
1,0,9,1118,4,0,2,0
1,0,12,2899,6,0,3,0
9,0,82,1118,6,0,3,0
1,0,43,1118,9,0,3,0
1,0,101,1118,19,0,4,0
11,0,396,2899,57,0,4,0
1,0,26,2899,1,0,1,0
1,0,10,2899,1,0,1,0
4,0,65,2899,13,0,3,0
2,0,24,575,6,0,3,0
1,0,13,1118,4,0,2,0
1,0,23,575,4,0,3,0
9,0,51,1118,5,0,2,0
1,0,9,575,4,0,3,0
1,0,11,575,4,0,3,0
11,0,48,1118,4,0,2,0
1,0,78,575,25,0,4,0
1,0,51,1118,8,0,3,0
1,0,14,1118,3,0,2,0
1,0,17,1118,3,0,2,0
5,0,114,1118,11,0,3,0
19,0,103,1118,15,0,4,0
59,0,360,1118,13,0,3,0
1,0,10,1118,2,0,2,0
79,0,528,575,41,1,5,0
1,0,23,1118,2,0,2,0
1,0,15,1118,2,0,2,0
