numberOfVersionsUntil:,numberOfFixesUntil:,numberOfRefactoringsUntil:,numberOfAuthorsUntil:,linesAddedUntil:,maxLinesAddedUntil:,avgLinesAddedUntil:,linesRemovedUntil:,maxLinesRemovedUntil:,avgLinesRemovedUntil:,codeChurnUntil:,maxCodeChurnUntil:,avgCodeChurnUntil:,ageWithRespectTo:,weightedAgeWithRespectTo:,target,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs
7,6,0,1,9.0,4.0,128.571,8.0,4.0,114.286,1.0,1.0,0.142857,168.857,859.841,0,0,0,0,0
35,6,0,6,154.0,42.0,4.4,123.0,42.0,351.429,31.0,18.0,0.885714,367.0,841.169,0,0,0,0,0
11,5,0,6,250.0,134.0,227.273,168.0,134.0,152.727,82.0,64.0,745.455,332.0,218.657,0,0,0,0,0
150,10,0,10,4705.0,765.0,313.667,4440.0,746.0,29.6,265.0,43.0,176.667,367.0,155.141,1,0,1,0,0
140,8,0,8,2114.0,539.0,15.1,2023.0,539.0,14.45,91.0,206.0,0.65,367.0,727.247,0,0,0,0,0
23,3,0,7,124.0,39.0,53.913,123.0,39.0,534.783,1.0,5.0,0.0434783,367.0,806.912,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.143,0.0,0,0,0,0,0
3,3,0,1,2.0,1.0,0.666667,2.0,1.0,0.666667,0.0,0.0,0.0,168.857,56.0,0,0,0,0,0
30,3,0,5,578.0,138.0,192.667,576.0,138.0,19.2,2.0,10.0,0.0666667,367.0,76.868,0,0,0,0,0
36,4,0,5,833.0,498.0,231.389,822.0,498.0,228.333,11.0,30.0,0.305556,367.0,775.493,0,0,0,0,0
33,8,0,7,276.0,150.0,836.364,364.0,150.0,110.303,-88.0,15.0,-266.667,343.0,449.234,1,0,0,0,0
7,3,0,4,22.0,12.0,314.286,11.0,4.0,157.143,11.0,11.0,157.143,193.857,83.013,0,0,0,0,0
31,5,0,8,216.0,41.0,696.774,171.0,41.0,551.613,45.0,36.0,145.161,367.0,146.976,0,0,0,0,0
22,6,0,5,368.0,85.0,167.273,101.0,31.0,459.091,267.0,65.0,121.364,205.857,592.092,0,0,0,0,0
17,6,0,5,91.0,42.0,535.294,104.0,42.0,611.765,-13.0,4.0,-0.764706,367.0,720.581,0,0,0,0,0
106,35,0,11,4597.0,1604.0,433.679,2447.0,849.0,230.849,2150.0,1604.0,20.283,225.286,170.975,1,0,0,0,0
4,3,0,2,6.0,4.0,1.5,6.0,4.0,1.5,0.0,0.0,0.0,184.571,317.143,0,0,0,0,0
25,5,0,6,443.0,128.0,17.72,511.0,128.0,20.44,-68.0,3.0,-2.72,367.0,587.591,0,0,0,0,0
9,4,0,5,31.0,11.0,344.444,31.0,11.0,344.444,0.0,0.0,0.0,220.143,165.392,0,0,0,0,0
52,5,0,6,1715.0,296.0,329.808,1882.0,323.0,361.923,-167.0,22.0,-321.154,367.0,656.336,0,0,0,0,0
58,6,0,10,317.0,78.0,546.552,334.0,78.0,575.862,-17.0,10.0,-0.293103,367.0,926.327,1,0,0,0,0
38,13,0,7,373.0,119.0,981.579,276.0,119.0,726.316,97.0,65.0,255.263,333.143,688.728,0,0,0,0,0
39,5,0,8,449.0,104.0,115.128,403.0,104.0,103.333,46.0,16.0,117.949,329.0,418.762,0,0,0,0,0
30,5,0,4,387.0,121.0,12.9,295.0,121.0,983.333,92.0,71.0,306.667,367.0,101.296,0,0,0,0,0
13,4,0,1,337.0,78.0,259.231,167.0,45.0,128.462,170.0,50.0,130.769,914.286,199.788,1,0,0,0,0
9,5,0,4,14.0,4.0,155.556,13.0,4.0,144.444,1.0,1.0,0.111111,224.857,677.959,0,0,0,0,0
143,8,0,10,7111.0,1444.0,497.273,7724.0,1444.0,54.014,-613.0,217.0,-428.671,367.0,741.449,1,0,0,0,0
156,12,0,11,3401.0,580.0,218.013,2342.0,588.0,150.128,1059.0,222.0,678.846,367.0,152.001,1,0,1,0,0
40,7,0,7,624.0,92.0,15.6,271.0,89.0,6.775,353.0,74.0,8.825,333.143,963.013,0,0,0,0,0
36,13,0,7,614.0,220.0,170.556,384.0,220.0,106.667,230.0,86.0,638.889,333.143,717.064,0,0,0,0,0
54,5,0,8,621.0,91.0,11.5,459.0,91.0,8.5,162.0,48.0,3.0,367.0,116.731,0,0,0,0,0
90,7,0,7,2398.0,590.0,266.444,2072.0,590.0,230.222,326.0,91.0,362.222,367.0,697.218,0,0,0,0,0
131,20,0,7,2700.0,580.0,206.107,2515.0,580.0,191.985,185.0,42.0,141.221,367.0,791.748,1,0,0,0,0
43,13,0,8,557.0,190.0,129.535,315.0,190.0,732.558,242.0,100.0,562.791,333.143,766.576,0,0,0,0,0
27,6,0,5,287.0,81.0,106.296,280.0,81.0,103.704,7.0,7.0,0.259259,367.0,885.903,0,0,0,0,0
60,8,0,7,653.0,163.0,108.833,626.0,163.0,104.333,27.0,17.0,0.45,367.0,74.995,0,0,0,0,0
43,3,0,6,392.0,71.0,911.628,318.0,71.0,739.535,74.0,52.0,172.093,367.0,612.591,0,0,0,0,0
59,7,0,9,588.0,205.0,99.661,594.0,205.0,100.678,-6.0,21.0,-0.101695,367.0,790.481,1,0,3,1,0
11,1,0,3,194.0,141.0,176.364,78.0,33.0,709.091,116.0,121.0,105.455,89.0,610.604,0,0,0,0,0
31,8,0,7,508.0,87.0,163.871,85.0,9.0,274.194,423.0,87.0,136.452,229.714,775.506,0,0,0,0,0
120,31,0,12,3335.0,544.0,277.917,2024.0,588.0,168.667,1311.0,125.0,10.925,333.143,131.366,0,0,0,0,0
38,13,0,7,359.0,135.0,944.737,216.0,135.0,568.421,143.0,58.0,376.316,333.143,714.314,0,0,0,0,0
38,3,0,9,161.0,27.0,423.684,138.0,21.0,363.158,23.0,14.0,0.605263,248.143,67.559,0,0,0,0,0
81,7,0,9,796.0,143.0,982.716,565.0,143.0,697.531,231.0,47.0,285.185,367.0,132.518,0,0,0,0,0
119,55,0,9,8425.0,2042.0,707.983,2635.0,594.0,221.429,5790.0,2013.0,486.555,246.571,303.109,1,1,0,0,0
37,7,0,8,120.0,16.0,324.324,101.0,29.0,272.973,19.0,9.0,0.513513,239.143,61.5,0,0,0,0,0
42,6,0,7,1347.0,618.0,320.714,1432.0,637.0,340.952,-85.0,5.0,-202.381,367.0,356.825,0,0,0,0,0
7,2,0,3,64.0,25.0,914.286,49.0,26.0,7.0,15.0,8.0,214.286,184.571,24.154,0,0,0,0,0
11,6,0,5,39.0,8.0,354.545,14.0,5.0,127.273,25.0,7.0,227.273,288.143,107.689,0,0,0,0,0
244,19,0,8,10254.0,1386.0,420.246,5777.0,1386.0,236.762,4477.0,564.0,183.484,367.0,132.341,1,0,0,0,0
29,4,0,8,172.0,63.0,593.103,146.0,75.0,503.448,26.0,7.0,0.896552,243.0,227.566,1,0,0,0,0
34,12,0,7,433.0,238.0,127.353,303.0,238.0,891.176,130.0,60.0,382.353,333.143,552.118,0,0,0,0,0
37,6,0,6,252.0,66.0,681.081,258.0,66.0,697.297,-6.0,12.0,-0.162162,367.0,455.635,0,0,0,0,0
20,6,0,4,187.0,89.0,9.35,179.0,89.0,8.95,8.0,6.0,0.4,367.0,476.921,0,0,0,0,0
38,6,0,7,1976.0,971.0,52.0,2022.0,971.0,532.105,-46.0,10.0,-121.053,367.0,351.962,0,0,0,0,0
2,0,0,1,11.0,11.0,5.5,1.0,1.0,0.5,10.0,10.0,5.0,667.143,0.714286,0,0,0,0,0
18,3,0,4,80.0,27.0,444.444,101.0,33.0,561.111,-21.0,6.0,-116.667,367.0,805.321,0,0,0,0,0
46,4,0,6,943.0,310.0,20.5,964.0,310.0,209.565,-21.0,10.0,-0.456522,367.0,343.077,0,0,0,0,0
42,14,0,7,539.0,170.0,128.333,289.0,170.0,688.095,250.0,74.0,595.238,333.143,689.268,0,0,0,0,0
6,3,0,2,23.0,10.0,383.333,37.0,31.0,616.667,-14.0,6.0,-233.333,113.857,20.323,0,0,0,0,0
31,11,0,5,562.0,75.0,18.129,312.0,65.0,100.645,250.0,74.0,806.452,264.857,341.734,0,0,0,0,0
16,6,0,6,130.0,22.0,8.125,51.0,20.0,31.875,79.0,22.0,49.375,198.143,502.901,0,0,0,0,0
14,3,0,3,443.0,180.0,316.429,51.0,22.0,364.286,392.0,180.0,28.0,222.857,135.824,0,0,0,0,0
21,4,0,6,129.0,32.0,614.286,110.0,32.0,52.381,19.0,8.0,0.904762,367.0,100.924,0,0,0,0,0
24,8,0,6,225.0,77.0,9.375,189.0,77.0,7.875,36.0,47.0,1.5,333.143,665.175,0,0,0,0,0
5,4,0,1,22.0,19.0,4.4,18.0,15.0,3.6,4.0,4.0,0.8,168.857,955.909,0,0,0,0,0
16,5,0,4,95.0,42.0,59.375,91.0,22.0,56.875,4.0,21.0,0.25,176.857,107.777,0,0,0,0,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,227.143,197.143,0,0,0,0,0
9,4,0,5,18.0,4.0,2.0,11.0,4.0,122.222,7.0,4.0,0.777778,217.143,863.968,0,0,0,0,0
65,7,0,7,643.0,217.0,989.231,787.0,324.0,121.077,-144.0,13.0,-221.538,367.0,607.758,0,0,0,0,0
4,4,0,1,3.0,1.0,0.75,3.0,1.0,0.75,0.0,0.0,0.0,126.571,740.476,0,0,0,0,0
5,2,0,1,40.0,19.0,8.0,1.0,1.0,0.2,39.0,18.0,7.8,914.286,137.143,0,0,0,0,0
109,15,0,8,2519.0,442.0,231.101,1822.0,290.0,167.156,697.0,213.0,63.945,367.0,155.613,0,0,0,0,0
36,13,0,7,351.0,130.0,9.75,208.0,130.0,577.778,143.0,58.0,397.222,333.143,723.289,0,0,0,0,0
10,5,0,1,85.0,55.0,8.5,13.0,3.0,1.3,72.0,54.0,7.2,787.143,154.303,0,0,0,0,0
7,3,0,5,11.0,4.0,157.143,8.0,4.0,114.286,3.0,3.0,0.428571,264.857,945.714,1,0,0,0,0
36,13,0,7,482.0,175.0,133.889,288.0,175.0,8.0,194.0,76.0,538.889,333.143,720.033,0,0,0,0,0
2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.714,0.0,0,0,0,0,0
38,3,0,7,476.0,152.0,125.263,395.0,152.0,103.947,81.0,56.0,213.158,367.0,105.485,0,0,0,0,0
157,13,0,8,2349.0,392.0,149.618,1852.0,392.0,117.962,497.0,295.0,316.561,367.0,944.644,1,0,0,0,0
45,17,0,8,1126.0,157.0,250.222,729.0,306.0,16.2,397.0,148.0,882.222,281.714,67.46,0,0,0,0,0
78,15,1,7,1262.0,219.0,161.795,1014.0,246.0,13.0,248.0,205.0,317.949,255.714,648.228,1,0,0,0,0
44,10,0,7,244.0,31.0,554.545,174.0,21.0,395.455,70.0,17.0,159.091,239.143,571.985,1,0,0,0,0
33,5,0,5,168.0,74.0,509.091,141.0,74.0,427.273,27.0,11.0,0.818182,367.0,678.172,0,0,0,0,0
25,7,0,8,1229.0,291.0,49.16,765.0,122.0,30.6,464.0,169.0,18.56,220.143,812.442,0,0,0,0,0
28,6,0,6,115.0,34.0,410.714,75.0,34.0,267.857,40.0,11.0,142.857,351.857,720.658,0,0,0,0,0
226,71,0,10,50221.0,3693.0,222.217,44127.0,2958.0,195.252,6094.0,2050.0,269.646,367.0,910.942,1,1,1,0,0
15,2,0,2,120.0,27.0,8.0,48.0,20.0,3.2,72.0,26.0,4.8,105.0,605.952,1,0,0,0,0
38,7,0,6,496.0,105.0,130.526,478.0,105.0,125.789,18.0,9.0,0.473684,367.0,514.145,0,0,0,0,0
127,24,0,10,8666.0,1365.0,682.362,5536.0,1365.0,435.905,3130.0,546.0,246.457,367.0,112.494,1,0,0,0,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,692.857,0,0,0,0,0
8,0,0,1,75.0,24.0,9.375,20.0,12.0,2.5,55.0,19.0,6.875,126.0,541.524,0,0,0,0,0
21,4,0,6,335.0,130.0,159.524,253.0,130.0,120.476,82.0,46.0,390.476,333.143,710.094,0,0,0,0,0
21,4,0,8,269.0,195.0,128.095,229.0,194.0,109.048,40.0,14.0,190.476,325.857,146.125,0,0,0,0,0
25,9,0,6,119.0,36.0,4.76,103.0,36.0,4.12,16.0,8.0,0.64,325.143,876.999,0,0,0,0,0
3,2,0,2,5.0,3.0,166.667,4.0,3.0,133.333,1.0,1.0,0.333333,111.714,131.714,0,0,0,0,0
239,59,0,10,14272.0,3055.0,597.155,13174.0,3055.0,551.213,1098.0,269.0,459.414,367.0,806.008,1,0,0,0,0
54,9,0,6,525.0,115.0,972.222,494.0,115.0,914.815,31.0,21.0,0.574074,367.0,718.171,0,0,0,0,0
58,13,0,7,905.0,215.0,156.034,476.0,215.0,82.069,429.0,132.0,739.655,333.143,879.662,0,0,0,0,0
31,8,0,7,212.0,105.0,683.871,280.0,105.0,903.226,-68.0,8.0,-219.355,343.0,540.222,1,0,0,0,0
98,26,0,13,15621.0,3028.0,159.398,12538.0,3026.0,127.939,3083.0,751.0,314.592,294.571,138.94,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.143,0.0,0,0,0,0,0
90,14,0,8,3173.0,548.0,352.556,3015.0,610.0,33.5,158.0,76.0,175.556,367.0,100.157,0,0,0,0,0
97,23,0,8,1990.0,289.0,205.155,1403.0,289.0,144.639,587.0,140.0,605.155,367.0,139.257,1,0,0,0,0
36,5,0,5,310.0,59.0,861.111,307.0,59.0,852.778,3.0,10.0,0.0833333,367.0,68.859,0,0,0,0,0
3,2,0,2,24.0,18.0,8.0,97.0,87.0,323.333,-73.0,8.0,-243.333,122.714,573.929,0,0,0,0,0
18,4,0,7,64.0,14.0,355.556,33.0,10.0,183.333,31.0,12.0,172.222,248.571,580.045,1,0,0,0,0
43,3,0,5,768.0,230.0,178.605,467.0,87.0,108.605,301.0,161.0,7.0,367.0,138.212,0,0,0,0,0
29,9,0,7,276.0,113.0,951.724,162.0,113.0,558.621,114.0,52.0,393.103,333.143,713.131,0,0,0,0,0
25,6,0,6,339.0,113.0,13.56,67.0,7.0,2.68,272.0,107.0,10.88,229.714,263.936,0,0,0,0,0
55,6,0,8,988.0,192.0,179.636,975.0,192.0,177.273,13.0,50.0,0.236364,367.0,112.65,1,0,1,0,0
28,3,0,6,352.0,112.0,125.714,113.0,36.0,403.571,239.0,112.0,853.571,240.857,455.933,0,0,0,0,0
39,14,0,7,400.0,171.0,102.564,255.0,171.0,653.846,145.0,60.0,371.795,333.143,665.168,0,0,0,0,0
27,5,0,6,257.0,45.0,951.852,114.0,44.0,422.222,143.0,31.0,52.963,227.571,465.097,1,0,0,0,0
22,4,0,5,268.0,61.0,121.818,99.0,30.0,4.5,169.0,31.0,768.182,236.0,179.238,1,0,0,0,0
95,18,0,8,845.0,75.0,889.474,382.0,51.0,402.105,463.0,61.0,487.368,325.143,110.378,0,0,0,0,0
56,17,0,7,3556.0,587.0,63.5,4880.0,1041.0,871.429,-1324.0,307.0,-236.429,322.714,115.126,1,0,0,0,0
38,13,0,7,356.0,130.0,936.842,214.0,130.0,563.158,142.0,58.0,373.684,333.143,71.937,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.857,0.0,1,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.714,0.0,0,0,0,0,0
3,0,0,1,18.0,14.0,6.0,3.0,2.0,1.0,15.0,13.0,5.0,735.714,379.365,0,0,0,0,0
23,3,0,6,81.0,19.0,352.174,81.0,14.0,352.174,0.0,17.0,0.0,261.571,283.104,0,0,0,0,0
35,6,0,6,179.0,54.0,511.429,201.0,54.0,574.286,-22.0,5.0,-0.628571,367.0,582.705,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.571,0.0,0,0,0,0,0
19,6,0,5,47.0,9.0,247.368,64.0,9.0,336.842,-17.0,7.0,-0.894737,322.714,486.717,0,0,0,0,0
53,13,0,7,697.0,175.0,131.509,418.0,175.0,788.679,279.0,160.0,526.415,333.143,849.543,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.143,0.0,0,0,0,0,0
28,4,0,5,105.0,45.0,3.75,103.0,45.0,367.857,2.0,6.0,0.0714286,367.0,590.014,0,0,0,0,0
30,4,0,5,132.0,55.0,4.4,136.0,55.0,453.333,-4.0,7.0,-0.133333,367.0,504.026,0,0,0,0,0
15,4,0,4,144.0,60.0,9.6,145.0,60.0,966.667,-1.0,10.0,-0.0666667,347.857,517.669,0,0,0,0,0
66,16,0,9,1416.0,249.0,214.545,763.0,249.0,115.606,653.0,147.0,989.394,333.143,877.899,0,0,0,0,0
11,4,0,5,27.0,10.0,245.455,20.0,5.0,181.818,7.0,5.0,0.636364,321.714,714.709,0,0,0,0,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,692.857,0,0,0,0,0
70,8,0,9,809.0,102.0,115.571,625.0,102.0,892.857,184.0,51.0,262.857,367.0,157.035,0,0,0,0,0
2,0,0,2,1.0,1.0,0.5,6.0,6.0,3.0,-5.0,0.0,-2.5,145.714,5.0,0,0,0,0,0
34,4,0,5,163.0,68.0,479.412,164.0,68.0,482.353,-1.0,5.0,-0.0294118,367.0,473.216,0,0,0,0,0
48,12,0,9,778.0,144.0,162.083,318.0,144.0,6.625,460.0,94.0,958.333,333.143,906.761,0,0,0,0,0
42,6,0,7,262.0,115.0,62.381,204.0,115.0,485.714,58.0,14.0,138.095,270.143,138.27,0,0,0,0,0
24,8,0,5,1171.0,357.0,487.917,585.0,217.0,24.375,586.0,306.0,244.167,238.429,631.014,0,0,0,0,0
21,4,0,5,157.0,38.0,747.619,135.0,38.0,642.857,22.0,7.0,104.762,367.0,776.069,0,0,0,0,0
23,6,0,6,100.0,35.0,434.783,87.0,35.0,378.261,13.0,6.0,0.565217,367.0,850.928,0,0,0,0,0
92,6,0,9,1830.0,206.0,198.913,982.0,146.0,106.739,848.0,205.0,921.739,248.571,853.527,1,0,0,0,0
75,7,0,7,2054.0,181.0,273.867,1763.0,181.0,235.067,291.0,112.0,3.88,367.0,726.069,1,0,0,0,0
15,4,0,3,163.0,79.0,108.667,161.0,79.0,107.333,2.0,8.0,0.133333,367.0,472.287,0,0,0,0,0
318,166,0,10,17380.0,3852.0,546.541,12236.0,2861.0,38.478,5144.0,1378.0,161.761,333.143,977.421,1,1,0,0,0
115,16,0,11,2006.0,339.0,174.435,1814.0,339.0,157.739,192.0,68.0,166.957,367.0,110.401,1,0,0,0,0
20,4,0,6,106.0,37.0,5.3,97.0,32.0,4.85,9.0,27.0,0.45,243.0,944.892,0,0,0,0,0
90,7,0,9,2269.0,335.0,252.111,1645.0,335.0,182.778,624.0,96.0,693.333,367.0,143.248,1,0,1,0,0
3,0,0,2,16.0,15.0,533.333,1.0,1.0,0.333333,15.0,15.0,5.0,112.0,383.036,0,0,0,0,0
37,4,0,6,706.0,351.0,190.811,739.0,351.0,19.973,-33.0,5.0,-0.891892,367.0,396.908,0,0,0,0,0
43,6,0,7,1703.0,718.0,396.047,1711.0,718.0,397.907,-8.0,44.0,-0.186047,367.0,419.631,0,0,0,0,0
16,5,0,6,60.0,13.0,3.75,43.0,9.0,26.875,17.0,6.0,10.625,325.143,102.576,0,0,0,0,0
80,11,0,6,1712.0,152.0,21.4,853.0,113.0,106.625,859.0,105.0,107.375,239.143,659.057,1,0,0,0,0
166,72,0,11,4331.0,668.0,260.904,2972.0,616.0,179.036,1359.0,119.0,818.675,333.143,147.972,1,0,0,0,0
16,3,0,4,144.0,45.0,9.0,121.0,29.0,75.625,23.0,22.0,14.375,236.0,215.427,0,0,0,0,0
34,12,0,7,314.0,123.0,923.529,179.0,123.0,526.471,135.0,60.0,397.059,333.143,707.502,0,0,0,0,0
9,4,0,4,44.0,22.0,488.889,39.0,22.0,433.333,5.0,5.0,0.555556,329.0,446.526,1,0,0,0,0
38,6,0,6,385.0,132.0,101.316,305.0,132.0,802.632,80.0,23.0,210.526,367.0,60.177,0,0,0,0,0
12,4,0,5,40.0,11.0,333.333,14.0,4.0,116.667,26.0,11.0,216.667,240.143,206.786,0,0,0,0,0
17,3,0,4,106.0,23.0,623.529,24.0,6.0,141.176,82.0,23.0,482.353,227.571,922.237,0,0,0,0,0
51,9,0,7,426.0,143.0,835.294,394.0,143.0,772.549,32.0,13.0,0.627451,367.0,882.921,0,0,0,0,0
35,10,0,6,336.0,103.0,9.6,306.0,89.0,874.286,30.0,22.0,0.857143,322.714,757.976,0,0,0,0,0
66,11,0,8,885.0,193.0,134.091,823.0,193.0,124.697,62.0,53.0,0.939394,367.0,125.48,0,0,0,0,0
6,6,0,1,10.0,3.0,166.667,6.0,2.0,1.0,4.0,2.0,0.666667,168.857,945.857,0,0,0,0,0
121,27,0,9,1943.0,305.0,160.579,1245.0,305.0,102.893,698.0,150.0,576.859,367.0,146.939,1,0,0,0,0
6,2,0,1,98.0,37.0,163.333,13.0,9.0,216.667,85.0,37.0,141.667,142.0,290.831,0,0,0,0,0
24,6,0,5,269.0,100.0,112.083,68.0,9.0,283.333,201.0,91.0,8.375,229.714,976.739,0,0,0,0,0
20,5,0,5,155.0,46.0,7.75,150.0,54.0,7.5,5.0,14.0,0.25,367.0,800.212,0,0,0,0,0
31,4,0,5,148.0,67.0,477.419,153.0,67.0,493.548,-5.0,4.0,-0.16129,367.0,521.911,0,0,0,0,0
66,6,0,9,2006.0,584.0,303.939,470.0,105.0,712.121,1536.0,556.0,232.727,329.143,996.814,0,0,0,0,0
33,4,0,7,310.0,87.0,939.394,86.0,19.0,260.606,224.0,68.0,678.788,261.571,129.549,0,0,0,0,0
13,4,0,3,86.0,47.0,661.538,49.0,13.0,376.923,37.0,35.0,284.615,136.571,120.282,0,0,0,0,0
43,10,0,8,485.0,178.0,112.791,140.0,46.0,325.581,345.0,132.0,802.326,320.714,153.406,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.571,0.0,1,0,0,0,0
28,5,0,6,414.0,215.0,147.857,428.0,215.0,152.857,-14.0,6.0,-0.5,367.0,453.585,0,0,0,0,0
49,6,0,5,416.0,172.0,84.898,421.0,172.0,859.184,-5.0,15.0,-0.102041,367.0,574.475,0,0,0,0,0
14,9,0,3,45.0,11.0,321.429,25.0,6.0,178.571,20.0,9.0,142.857,168.857,521.873,0,0,0,0,0
71,22,0,11,877.0,133.0,123.521,531.0,133.0,747.887,346.0,48.0,487.324,333.143,129.753,0,0,0,0,0
64,12,0,7,1384.0,248.0,21.625,1316.0,248.0,205.625,68.0,44.0,10.625,367.0,111.665,0,0,0,0,0
26,8,0,5,67.0,10.0,257.692,43.0,9.0,165.385,24.0,10.0,0.923077,322.714,762.345,0,0,0,0,0
124,10,0,9,2029.0,568.0,163.629,1496.0,568.0,120.645,533.0,51.0,429.839,329.0,993.253,1,0,0,0,0
4,3,0,2,6.0,4.0,1.5,6.0,4.0,1.5,0.0,0.0,0.0,183.857,309.762,0,0,0,0,0
64,6,0,7,714.0,232.0,111.563,652.0,232.0,101.875,62.0,39.0,0.96875,367.0,693.741,0,0,0,0,0
28,4,0,5,190.0,60.0,678.571,192.0,60.0,685.714,-2.0,7.0,-0.0714286,367.0,633.609,0,0,0,0,0
1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.143,0.0,0,0,0,0,0
49,6,0,9,726.0,219.0,148.163,729.0,219.0,148.776,-3.0,23.0,-0.0612245,367.0,721.556,0,0,0,0,0
20,6,0,6,91.0,42.0,4.55,76.0,42.0,3.8,15.0,10.0,0.75,347.857,635.369,0,0,0,0,0
37,6,0,6,232.0,64.0,627.027,239.0,64.0,645.946,-7.0,11.0,-0.189189,367.0,461.823,0,0,0,0,0
30,3,0,5,572.0,138.0,190.667,570.0,138.0,19.0,2.0,10.0,0.0666667,367.0,775.457,0,0,0,0,0
82,11,0,9,1715.0,270.0,209.146,1266.0,524.0,15.439,449.0,265.0,547.561,222.857,544.049,0,0,0,0,0
56,9,0,8,657.0,141.0,117.321,398.0,53.0,710.714,259.0,140.0,4.625,250.0,147.079,1,0,0,0,0
2,0,0,1,8.0,8.0,4.0,3.0,3.0,1.5,5.0,5.0,2.5,123.714,0.142857,0,0,0,0,0
20,6,0,7,250.0,94.0,12.5,124.0,60.0,6.2,126.0,43.0,6.3,192.0,152.038,0,0,0,0,0
13,5,0,4,95.0,68.0,730.769,88.0,68.0,676.923,7.0,5.0,0.538462,345.429,472.707,0,0,0,0,0
46,14,0,8,470.0,124.0,102.174,229.0,124.0,497.826,241.0,93.0,523.913,333.143,134.24,0,0,0,0,0
5,3,0,1,23.0,15.0,4.6,16.0,9.0,3.2,7.0,6.0,1.4,168.857,846.584,0,0,0,0,0
46,18,0,7,127.0,25.0,276.087,132.0,25.0,286.957,-5.0,18.0,-0.108696,181.429,330.315,0,0,0,0,0
8,6,0,2,46.0,29.0,5.75,12.0,7.0,1.5,34.0,22.0,4.25,126.571,671.366,0,0,0,0,0
52,5,0,7,690.0,175.0,132.692,711.0,175.0,136.731,-21.0,40.0,-0.403846,367.0,687.714,0,0,0,0,0
6,0,0,2,17.0,9.0,283.333,8.0,6.0,133.333,9.0,9.0,1.5,140.143,219.328,0,0,0,0,0
108,30,0,11,1416.0,164.0,131.111,970.0,164.0,898.148,446.0,83.0,412.963,333.143,159.011,0,0,0,0,0
123,13,0,9,2597.0,393.0,211.138,2389.0,393.0,194.228,208.0,66.0,169.106,367.0,130.377,1,0,1,1,0
51,7,0,6,437.0,149.0,856.863,352.0,149.0,690.196,85.0,20.0,166.667,367.0,65.764,0,0,0,0,0
60,8,0,10,979.0,413.0,163.167,808.0,413.0,134.667,171.0,39.0,2.85,333.0,665.053,1,0,0,0,0
12,4,0,6,71.0,49.0,591.667,69.0,54.0,5.75,2.0,7.0,0.166667,243.0,463.501,1,0,0,0,0
61,18,0,7,601.0,116.0,985.246,498.0,116.0,816.393,103.0,28.0,168.852,367.0,952.008,0,0,0,0,0
21,4,0,8,290.0,107.0,138.095,51.0,15.0,242.857,239.0,107.0,11.381,228.429,142.847,0,0,0,0,0
95,11,0,8,2048.0,311.0,215.579,1923.0,311.0,202.421,125.0,28.0,131.579,367.0,883.375,1,0,0,0,0
14,2,0,6,51.0,12.0,364.286,26.0,11.0,185.714,25.0,11.0,178.571,216.571,753.782,1,0,0,0,0
63,23,0,10,2035.0,467.0,323.016,1133.0,467.0,179.841,902.0,139.0,143.175,333.143,107.323,0,0,0,0,0
12,10,0,2,139.0,38.0,115.833,130.0,77.0,108.333,9.0,16.0,0.75,126.571,411.747,0,0,0,0,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,338.571,308.571,0,0,0,0,0
25,4,0,5,421.0,100.0,16.84,300.0,69.0,12.0,121.0,60.0,4.84,367.0,106.91,0,0,0,0,0
40,4,0,8,373.0,105.0,9.325,329.0,105.0,8.225,44.0,14.0,1.1,329.0,681.264,0,0,0,0,0
2,1,0,2,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,127.0,692.857,0,0,0,0,0
28,4,0,7,178.0,58.0,635.714,175.0,58.0,6.25,3.0,8.0,0.107143,329.0,380.385,0,0,0,0,0
144,9,0,10,3312.0,537.0,23.0,1949.0,361.0,135.347,1363.0,176.0,946.528,367.0,227.626,1,0,0,0,0
34,4,0,5,233.0,54.0,685.294,240.0,54.0,705.882,-7.0,6.0,-0.205882,367.0,778.087,0,0,0,0,0
