McCC,CLOC,LLOC,Number of previous fixes,Number of committers,Number of previous modifications,Number of developer commits,target
11,0,211,0,2,7,1077,0
19,0,119,0,2,5,1077,0
59,0,349,0,1,7,1615,1
16,0,103,0,1,4,1615,1
1,0,32,0,1,3,1615,1
2,0,45,0,1,3,1615,0
17,0,127,0,3,9,1615,0
9,0,74,0,3,9,1615,1
7,0,72,0,3,9,1615,0
8,0,66,0,3,9,1615,1
14,0,92,0,3,9,1615,1
22,0,98,0,3,9,1615,1
9,0,78,0,3,9,1615,1
25,0,163,0,3,12,1615,1
19,0,151,0,3,10,1615,1
22,0,189,0,3,13,1615,1
6,0,72,0,3,6,1615,1
8,0,76,0,3,9,1615,1
9,0,123,0,3,9,1615,1
4,0,52,0,3,9,1615,1
13,0,74,0,3,9,1615,1
26,0,159,0,3,9,1077,1
8,0,71,0,3,9,1615,1
7,0,78,0,3,9,1615,1
7,0,73,0,3,9,1077,1
10,0,83,0,3,9,1615,1
4,0,49,0,3,9,1615,1
19,0,142,0,3,11,1615,0
3,0,45,0,3,8,1615,1
11,0,92,0,3,10,1615,0
2,0,12,0,2,3,53,0
7,0,97,0,3,8,1615,1
4,0,23,0,3,5,1615,0
13,0,66,0,3,8,1615,0
1,0,17,0,2,3,53,0
3,0,27,0,2,3,53,1
3,0,27,0,2,3,53,1
1,0,49,0,2,3,53,0
36,0,145,0,2,3,53,0
5,0,52,0,3,5,1077,1
3,0,31,0,4,5,1077,0
7,0,63,0,3,6,1615,0
1,0,57,0,2,4,1615,1
13,0,57,0,2,3,53,0
5,0,49,0,3,8,1615,1
5,0,31,0,2,3,53,0
1,0,8,0,3,6,1615,0
2,0,27,0,3,4,1077,0
26,0,194,0,3,14,1615,0
1,0,56,0,1,3,1615,0
1,0,40,0,3,14,1615,1
4,0,54,0,3,8,1615,0
1,0,7,0,1,1,1615,0
1,0,13,0,1,1,1615,0
1,0,16,0,1,1,1615,1
1,0,5,0,1,1,1615,0
8,0,93,0,1,1,1615,1
33,0,290,0,3,10,1615,0
33,0,279,0,1,3,1615,0
7,0,149,0,2,10,1615,0
9,0,190,0,2,12,1615,0
1,0,81,0,2,7,1077,0
6,0,122,0,2,6,1615,0
18,0,364,0,2,7,1077,0
8,0,89,0,2,4,1615,0
1,0,37,0,3,7,1615,0
8,0,44,0,2,2,1615,0
1,0,28,0,2,3,53,0
5,0,102,0,2,3,53,0
1,0,10,0,1,2,1615,0
5,0,64,0,3,7,1615,0
3,0,42,0,2,4,1615,0
11,0,374,0,3,13,1077,0
6,0,87,0,3,8,1615,0
2,0,27,0,2,3,53,0
1,0,6,0,3,5,1615,0
5,0,61,0,3,8,1615,0
1,0,10,0,2,3,53,0
1,0,2,0,2,3,1615,0
1,0,8,0,1,1,1615,0
1,0,37,0,1,1,1615,0
1,0,121,0,3,8,1615,0
1,0,9,0,2,3,53,0
1,0,9,0,2,3,53,0
1,0,9,0,2,3,53,0
4,0,69,0,3,8,1615,0
5,0,99,0,3,9,1615,0
1,0,8,0,1,1,1615,0
1,0,35,0,1,1,1615,0
1,0,9,0,2,3,53,0
1,0,9,0,2,3,53,0
1,0,9,0,2,3,53,0
7,0,40,0,3,8,1615,0
6,0,37,0,3,7,1615,0
1,0,6,0,1,1,1615,0
4,0,95,0,3,6,1615,0
1,0,86,0,3,8,1615,0
7,0,114,0,3,8,1615,0
4,0,56,0,3,8,1615,0
4,0,55,0,3,8,1615,0
4,0,87,0,3,8,1615,0
11,0,118,0,3,8,1615,0
2,0,87,0,3,7,1615,0
12,0,95,0,3,7,1615,0
3,0,68,0,3,7,1615,0
1,0,46,0,3,7,1615,0
33,0,174,0,3,9,1615,0
5,0,55,0,3,9,1615,0
1,0,67,0,3,7,1615,0
2,0,59,0,3,7,1615,0
1,0,113,0,3,7,1615,0
4,0,56,0,3,7,1615,0
1,0,67,0,3,7,1615,0
12,0,123,0,3,9,1615,0
6,0,60,0,3,9,1615,0
2,0,141,0,3,7,1615,0
1,0,19,0,2,3,53,0
1,0,22,0,2,3,53,0
3,0,68,0,3,7,1615,0
1,0,41,0,3,7,1615,0
3,0,64,0,3,11,1077,0
1,0,12,0,2,3,53,0
1,0,11,0,2,3,53,0
1,0,11,0,2,3,53,0
3,0,146,0,3,14,1077,0
1,0,9,0,2,3,53,0
2,0,25,0,2,7,1615,0
3,0,27,0,2,3,1615,0
1,0,65,0,2,4,1615,0
33,0,278,0,2,4,1615,1
1,0,224,0,1,2,1615,0
1,0,14,0,2,2,1077,0
16,0,84,0,2,2,1077,0
7,0,77,0,2,2,1077,0
3,0,26,0,2,3,1615,0
1,0,67,0,2,4,1615,0
34,0,264,0,2,6,1077,1
1,0,326,0,1,2,1615,0
1,0,14,0,2,2,1077,0
